GeneSet	N_genes	N_overlap	p	adjP	genes	link
GO_DNA_DEPENDENT_DNA_REPLICATION	99	45	1.64343441525e-15	1.73577977763e-13	APITD1:CDC7:PARP1:FBXO18:DNA2:POLA2:POLD3:PRIM1:RFC5:POLE:BRCA2:LIG4:PARP2:POLE2:TIPIN:POLG:BLM:GINS3:GINS2:TEFM:CDC6:TOP2A:THOC1:RNASEH1:MCM6:ORC2:SMARCAL1:PCNA:GINS1:PARP3:POLQ:RFC4:SLBP:RFC1:PRIMPOL:HMGA1:MCM3:PRIM2:MMS22L:POLD2:RFC2:WRN:GINS4:MCM4:POLA1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_DNA_DEPENDENT_DNA_REPLICATION
GO_TRANSLATIONAL_TERMINATION	92	43	1.77885184359e-15	1.83511320422e-13	MRPS15:MRPS21:MRPL9:DAP3:MRPL24:MRPS14:MRPL23:MRPL17:MRPL16:MRPL11:MRPL48:MRPL51:MRPS35:MRPL42:MRPS31:MRPL46:MRPS11:MRPL45:MRPS23:ICT1:MRPL4:MRPL19:PTCD3:MRPL35:MRPS5:MRPS26:MRPL39:MRPS6:MRPS25:MRPL3:MRPL1:MRPS30:MRPS27:GFM2:ETF1:MRPS10:MRPL32:MRPS24:MRPS33:MRPL15:MRPS28:MRPL13:MRRF	http://www.broadinstitute.org/gsea/msigdb/cards/GO_TRANSLATIONAL_TERMINATION
GO_ORGANIC_ACID_METABOLIC_PROCESS	943	213	1.93328996682e-15	1.94910779382e-13	FAM213B:ICMT:ACOT7:ENO1:NMNAT1:PGD:PLOD1:MECR:CTPS1:B4GALT2:HPDL:AKR1A1:CPT2:PARS2:ACADM:ABCD3:WARS2:TARS2:SDHC:ALDH9A1:DARS2:EPRS:BPNT1:IARS2:DEGS1:ARV1:FH:ADSS:PFKP:AKR1C3:DHTKD1:PHYH:PPA1:ALDH18A1:PGAM1:SCD:GPAM:ACSL5:ECHS1:UEVLD:APIP:PDHX:EXT2:FADS2:FADS1:ASRGL1:B3GNT1:CPT1A:LIPT2:NARS2:AASDHPPT:FDXACB1:DLAT:SDHD:SDHD:ACAD8:ADIPOR2:GAPDH:TPI1:LDHB:YARS2:SUOX:SHMT2:EIF2B1:CRYL1:SLC25A15:SUCLA2:SLC7A8:MTHFD1:ACOT1:ACOT2:ACOT4:ALDH6A1:IVD:SORD:PTPLAD1:HEXA:ADPGK:IDH3A:ECI1:PDXDC1:ACSM1:EARS2:SULT1A1:QPRT:SULT1A3:GOT2:SLC7A6:KARS:GCSH:SRR:ENO3:PFAS:PEMT:SHMT1:ACLY:BRCA1:XYLT2:ACSF2:AFMID:FASN:FN3K:TYMS:ENOSF1:ACAA2:CNDP2:GAMT:DNMT1:MRI1:TECR:NUDT19:GPI:ECH1:LIPE:BCAT2:SLC27A5:ADI1:HADHB:SLC5A6:CAD:PEX13:MDH1:UGP2:MCEE:SUCLG1:MARS2:IDH1:CPS1:ATIC:PECR:FARSB:ACSL3:B3GNT7:D2HGDH:PANK2:ACSS1:ABHD12:NANP:AHCY:MRPL39:GART:SLC19A1:TST:SLC25A17:PPARA:GLB1:XYLB:LARS2:QARS:AMT:ABHD14B:RPP14:PDHB:SUCLG2:NIT2:NMNAT3:GMPS:MCCC1:ACOX3:QDPR:AASDH:PPAT:ENOPH1:PPA2:AIMP1:HADH:MGST2:PET112:CBR4:PRKAA1:NNT:DHFR:CKMT2:HSD17B4:SLC22A5:PCYOX1L:RARS:PHYKPL:BPHL:ECI2:FARS2:EEF1E1:SLC35B3:HSD17B8:GLO1:SLC35B2:ELOVL5:RARS2:QRSL1:DDO:MPC1:HIBADH:PSPH:MDH2:DLD:CSGALNACT1:AGPAT6:GGH:RDH10:PEX2:AZIN1:MTAP:ACO1:GRHPR:OGN:PTGR1:SLC27A4:PDHA1:SMS:PRDX4:PDZD11:PGK1:PRPS1:ACSL4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_ORGANIC_ACID_METABOLIC_PROCESS
GO_DNA_BIOSYNTHETIC_PROCESS	115	49	2.80691547046e-15	2.76699489488e-13	DTL:CENPF:LIN9:SPRTN:EXO1:DNA2:POLA2:POLD3:MRE11A:RAD51AP1:RFC5:POLE:BRCA2:LIG4:POLE2:RAD51B:POLG:BLM:ACD:USP10:MYBBP1A:USP43:TOP3A:RAD51D:BRCA1:PHB:RAD51C:TYMS:RBBP8:POLE4:BARD1:PCNA:UBA7:POLQ:RFC4:RFC1:GAR1:PRIMPOL:POLK:POLD2:PPIA:RFC2:POT1:XRCC2:PINX1:WRN:POLE3:POLA1:DKC1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_DNA_BIOSYNTHETIC_PROCESS
GO_RNA_LOCALIZATION	181	65	4.53749679323e-15	4.37572516843e-13	EXOSC10:SRSF10:SRSF4:NDC1:SRSF11:RBM8A:NUP133:PRPF18:NUP98:CKAP5:NUP160:AAAS:NUP107:RAN:PABPN1:CPSF2:SNUPN:RNPS1:NUP93:DDX19A:SMG6:SRSF1:SRSF2:THOC1:SEH1L:MEX3D:KHSRP:U2AF2:CPSF3:SRSF7:LRPPRC:PNPT1:XPO1:CCT4:IWS1:POLR2D:NUP35:NOP58:U2AF1:RANBP1:THOC5:TST:NUP210:RPSA:NCBP2:SLBP:NUP54:NUP155:PHAX:RANBP17:SRSF3:XPO5:CDC40:NUP43:TCP1:NUPL2:HNRNPA2B1:SHFM1:C7orf76:NUP205:CPSF1:NCBP1:NUP188:EXOSC2:NXT2:UPF3B	http://www.broadinstitute.org/gsea/msigdb/cards/GO_RNA_LOCALIZATION
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE	357	103	4.86018644828e-15	4.5871887414e-13	PEX14:IPO13:PEX19:TOMM40L:IPO9:SRP9:NUP133:AKR1C3:NUP98:TIMM10B:TIMM10B:RPL27A:ARNTL:POLA2:AIP:SPCS2:RPS3:CEP57:PHB2:RPS26:NABP2:NUP107:RPLP0:RAN:MIPEP:BRCA2:KPNA3:IPO4:RPS29:TIMM9:HSP90AA1:AKT1:SRP14:PDIA3:RAB8B:RPLP1:SNUPN:RPS17:RPS17L:TSC2:NAGPA:CCDC101:LONP2:NUP93:ACD:NUTF2:RPL13:RPL26:RPL23A:RPL27:AFG3L2:RPL17:TIMM21:RPL36:RPS16:RPS19:TOMM40:RPL18:RPS9:RPS5:PEX13:MTX2:NUP35:NOP58:RPL37A:MFF:MTERFD2:TOMM34:CSE1L:BID:RANBP1:TOMM22:RPL3:SAMM50:TRNT1:RPL32:CHCHD4:RPSA:DAG1:RPL29:IFT122:SRPRB:SSR3:DNAJC19:NUP54:RPL34:NUP155:IPO11:RPS23:HSPA4:RANBP17:RPL26L1:PEX3:TOMM7:VPS41:POT1:TNPO3:NUP205:PEX2:RPL8:RANBP6:RPL35:GOLGA1:NUP188:SLC25A6	http://www.broadinstitute.org/gsea/msigdb/cards/GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE
GO_PROTEIN_LOCALIZATION_TO_ORGANELLE	552	141	5.13688934509e-15	4.74734190309e-13	DVL1:PEX14:IPO13:PEX19:TOMM40L:DHX9:IPO9:SRP9:NUP133:AKR1C3:KIF20B:NUP98:TIMM10B:TIMM10B:RPL27A:ARNTL:ARL2:POLA2:AIP:SPCS2:RPS3:CEP57:ZW10:PHB2:ASUN:DNM1L:RPS26:NABP2:NUP107:NEDD1:ARL1:RPLP0:RAN:MIPEP:BRCA2:KPNA3:PIBF1:CHAMP1:IPO4:RPS29:TIMM9:HSP90AA1:AKT1:SRP14:CASC5:PDIA3:RAB8B:RPLP1:SNUPN:RPS17:RPS17L:IFT140:TSC2:NAGPA:COG7:CCDC101:LONP2:NUP93:ACD:NUTF2:RPL13:GSG2:MIS12:KIAA0753:RPL26:RPL23A:RPL27:VAPA:AFG3L2:RPL17:TIMM21:RPL36:RPS16:RPS19:TOMM40:RPL18:RPS9:RPS5:DDX1:SUPT7L:PEX13:XPO1:TIA1:SSB:MTX2:NUP35:SUMO1:NOP58:RPL37A:MFF:MTERFD2:MAPRE1:CEP250:TOMM34:CSE1L:WRB:BID:RANBP1:TOMM22:RPL3:SAMM50:TRNT1:RPL32:CHCHD4:RPSA:DAG1:PARP3:RPL29:CCDC14:IFT122:SRPRB:SSR3:DNAJC19:NUP54:RPL34:PLRG1:NUP155:IPO11:RPS23:ANKRD32:HSPA4:SPDL1:RANBP17:RPL26L1:TMEM30A:TBC1D32:PEX3:KDELR2:TOMM7:VPS41:BCAP29:POT1:TNPO3:NUP205:PINX1:PEX2:MTBP:RPL8:RANBP6:RPL35:GOLGA1:NUP188:SLC25A6	http://www.broadinstitute.org/gsea/msigdb/cards/GO_PROTEIN_LOCALIZATION_TO_ORGANELLE
GO_OXIDATION_REDUCTION_PROCESS	875	199	8.06555898524e-15	7.30179993031e-13	FAM213B:ENO1:PGD:MTOR:PLOD1:AKR7A3:AKR7A2:MTFR1L:MECR:NDUFS5:KDM4A:HPDL:MMACHC:AKR1A1:UQCRH:CPT2:CYB5RL:ACADM:ABCD3:FRRS1:SDHC:ALDH9A1:DEGS1:COA6:FH:SCCPDH:PFKP:AKR1C3:GDI2:DHTKD1:PHYH:ALDH18A1:PGAM1:COX15:SCD:PRDX3:ECHS1:SIRT3:FAR1:CYP2R1:UEVLD:ALKBH3:NDUFS3:FADS2:FADS1:CPT1A:DHCR7:NDUFC2:DLAT:SDHD:SDHD:ACAD8:ADIPOR2:NDUFA9:GAPDH:TPI1:PYROXD1:LDHB:SUOX:NDUFA12:ALKBH2:CRYL1:SUCLA2:OXA1L:DHRS4:DHRS4L2:TMX1:MTHFD1:ALDH6A1:DEGS2:AKT1:IVD:NDUFAF1:PDIA3:SORD:SQRDL:COX5A:IDH3A:ECI1:HMOX2:COQ7:ACSM1:UQCRC2:OGFOD1:HSD11B2:CYB5B:WWOX:COX4I1:NXN:MYBBP1A:ENO3:COX10:DHRS11:VAT1:CYB561:GAA:DUS1L:FASN:OGFOD3:TMX3:TECR:NUDT19:GPI:COX6B1:ECH1:CYP2S1:GYS1:RDH13:ADI1:TP53I3:HADHB:PEX13:MDH1:UGP2:SUCLG1:RETSAT:FASTKD1:CYP20A1:NDUFS1:FASTKD2:IDH1:CPS1:PECR:D2HGDH:PANK2:ACSS1:CRYZL1:FOXRED2:SLC25A17:CHCHD4:IMPDH2:PDHB:SUCLG2:NDUFB4:GYG1:NDUFB5:BDH1:ACOX3:QDPR:PGM2:SRD5A3:ADH5:HADH:MGST2:CBR4:SRD5A1:FASTKD3:PRKAA1:NNT:NDUFS4:NDUFAF2:HMGCR:DHFR:COX7C:GLRX:HSD17B4:PCBD2:PCYOX1L:ECI2:GFOD1:NHLRC1:HSD17B8:MTO1:RTN4IP1:DDO:MTFR2:CYCS:HIBADH:BLVRA:TYW1:MDH2:SLC25A13:PMPCB:DUS4L:DLD:IMPDH1:NDUFB2:MTFR1:RDH10:PEX2:NDUFB9:SQLE:MYC:ACO1:GRHPR:ALDH1B1:FXN:PTGR1:HSDL2:DHRSX:PDHA1:PRDX4:CYBB:PGK1:NOX1:AIFM1:SLC25A14:ENOX2:TAZ:F8	http://www.broadinstitute.org/gsea/msigdb/cards/GO_OXIDATION_REDUCTION_PROCESS
GO_CELLULAR_RESPIRATION	142	55	1.08903887408e-14	9.49699749599e-13	MTFR1L:NDUFS5:UQCRH:SDHC:COA6:FH:DHTKD1:COX15:SIRT3:NDUFS3:NDUFC2:DLAT:SDHD:SDHD:NDUFA9:NDUFA12:SUCLA2:OXA1L:NDUFAF1:COX5A:IDH3A:UQCRC2:COX4I1:MYBBP1A:COX10:COX6B1:MDH1:SUCLG1:FASTKD1:NDUFS1:FASTKD2:IDH1:PANK2:PDHB:SUCLG2:NDUFB4:NDUFB5:FASTKD3:NNT:NDUFS4:NDUFAF2:COX7C:MTFR2:CYCS:MDH2:SLC25A13:PMPCB:DLD:NDUFB2:MTFR1:NDUFB9:ACO1:FXN:PDHA1:SLC25A14:TAZ	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELLULAR_RESPIRATION
GO_MITOTIC_NUCLEAR_DIVISION	361	103	1.09185498714e-14	9.49699749599e-13	APITD1:RCC1:ITGB3BP:ASPM:KIF14:NSL1:CENPF:REEP3:KIF20B:KIF11:HELLS:LZTS2:NOLC1:DCLRE1A:FAM175B:CKAP5:INCENP:SAC3D1:ANAPC15:RPS3:CEP57:ZW10:NCAPD3:ASUN:CDK2:TIMELESS:YEATS4:NEDD1:ANAPC7:CIT:ANAPC5:KNTC1:SETD8:RAN:ZNF268:SKA3:PIBF1:TUBGCP3:CHAMP1:NEK9:VRK1:TUBGCP5:CASC5:HAUS2:TUBGCP4:TIPIN:ZWILCH:UBE2I:GSG2:MIS12:CDC6:SKA2:SEH1L:RBBP8:HAUS1:SMARCA4:AKAP8:HAUS5:PPP5C:PPP2R1A:DCTN1:USP37:DIS3L2:MAPRE1:MIS18A:CLTCL1:CHEK2:SGOL1:DYNC1LI1:GORASP1:KIF15:CDC25A:NEK4:CHMP2B:SPICE1:RUVBL1:ANAPC13:SMC4:LMLN:HAUS3:ANAPC4:MAD2L1:ANAPC10:NSUN2:CCNG1:SPDL1:RNF8:CEP57L1:NUP43:SNX9:DYNLT1:SEPT7:ANLN:PINX1:LRRCC1:DSCC1:HAUS6:KLHL9:SMC2:ABL1:SMC1A:ERCC6L:BRCC3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_MITOTIC_NUCLEAR_DIVISION
GO_ESTABLISHMENT_OF_LOCALIZATION_IN_CELL	1660	330	1.22661863015e-14	1.04238292281e-12	DVL1:ICMT:TMEM201:PEX14:CDC42:SRSF10:LDLRAP1:SRSF4:PPT1:IPO13:EPS15:CPT2:NDC1:ATG4C:SRSF11:SSX2IP:ATP5F1:DDX20:RBM8A:VPS45:SCAMP3:SSR2:PEX19:TOMM40L:BLZF1:KLHL20:KIF14:IPO9:SNRPE:EIF2D:CENPF:SRP9:NUP133:COG2:ARV1:AKR1C3:ATP5C1:MCU:PPIF:KIF11:LZTS2:ARL3:SEC23IP:BNIP3:AP2A2:NUP98:RHOG:TIMM10B:TIMM10B:RPL27A:ARNTL:NUP160:PLCB3:MAP4K2:POLA2:BANF1:AIP:PPP6R3:CPT1A:TPCN2:SPCS2:RPS3:CEP57:ZW10:IFT46:PHB2:C2CD5:ERGIC2:TUBA1B:TUBA1C:AAAS:ATP5G2:CD63:RPS26:ATP5B:NUP107:SNRPF:ARL1:VPS29:ERP29:RPLP0:RAN:MIPEP:BRCA2:SLC25A15:KPNA3:PIBF1:GRTP1:RASA3:PABPN1:IPO4:SCFD1:SNX6:RPS29:CNIH1:EXOC5:AP5M1:TIMM9:IFT43:CPSF2:HSP90AA1:AKT1:SRP14:VPS18:PDIA3:RAB8B:SNX1:RPLP1:SNUPN:TMED3:RPS17:RPS17L:VPS33B:LMF1:IFT140:TSC2:RNPS1:NAGPA:EMP2:COG7:DCTN5:TBC1D10B:LONP2:NUP93:ACD:NUTF2:COG8:RP11-343C2.12:DDX19A:RPL13:VPS53:GEMIN4:YWHAE:SMG6:SGSM2:ANKFY1:MYBBP1A:DERL2:TRAPPC1:RPL26:MYH10:STX8:RPL23A:AP2B1:RPL27:NMT1:NSF:ATP5G1:SRSF1:SRSF2:THOC1:VAPA:MPPE1:AFG3L2:SEH1L:SNRPD1:ATP5A1:RPL17:ACAA2:TIMM21:RPL36:DNM2:RPS16:RPS19:TOMM40:TRAPPC6A:SNRPD2:RPL18:RPS9:U2AF2:TRAPPC2P1:RPS5:CPSF3:YWHAQ:NBAS:DPY30:ATL2:SRSF7:GEMIN6:DYNC2LI1:LRPPRC:MCFD2:PNPT1:PEX13:XPO1:COMMD1:TEX261:DCTN1:VAMP8:CCDC93:POLR2D:DYNC1I2:ATP5G3:MTX2:ITGA4:NUP35:NOP58:MREG:RPL37A:MFF:MTERFD2:STK25:SNX5:SEC23B:E2F1:YWHAB:TOMM34:CSE1L:ATP5J:ATP5O:DSCR3:U2AF1:BID:CLTCL1:RANBP1:RAB36:SNRPD3:THOC5:MYH9:IFT27:TST:RAC2:TOMM22:RPL3:SYNGR1:FAM109B:ARFGAP3:SAMM50:RABL2B:TRNT1:RPL32:NUP210:CHCHD4:MLH1:GORASP1:RPSA:KIF15:ZDHHC3:SLC25A20:DAG1:RPL29:CHMP2B:SPICE1:SNX4:IFT122:SRPRB:SSR3:RSRC1:DNAJC19:OPA1:LSG1:NCBP2:SLBP:TMEM129:TBC1D14:RAB28:SDAD1:NUP54:RPL34:BBS7:PDCD6:NUP155:IPO11:SMN2:RPS23:AP3S1:PHAX:HSPA4:VDAC1:ATOX1:SPDL1:RANBP17:RPL26L1:FAF2:TBC1D9B:EXOC2:BLOC1S5:MRS2:ITPR3:HMGA1:SRSF3:XPO5:CDC40:PEX3:NUP43:SNX9:DYNLT1:EZR:MPC1:KDELR2:TOMM7:NUPL2:HNRNPA2B1:VPS41:YKT6:SLC25A13:SHFM1:C7orf76:RINT1:BCAP29:TNPO3:NUP205:TTC26:CDK5:PINX1:WRN:AP3M2:PEX2:KIAA0196:PTK2:TSNARE1:SCRIB:CPSF1:RPL8:RANBP6:NCBP1:TBC1D2:CDK5RAP2:DENND1A:RPL35:GOLGA1:PPP6C:STXBP1:LCN2:NUP188:SLC25A6:TRAPPC2:CCDC22:PDZD11:SYTL4:SLC25A5:UPF3B:SLC25A14:F8	http://www.broadinstitute.org/gsea/msigdb/cards/GO_ESTABLISHMENT_OF_LOCALIZATION_IN_CELL
GO_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	224	74	1.24540791048e-14	1.04238292281e-12	NADK:ENO1:AK2:NDUFS5:CTPS1:UQCRH:GNAI3:AMPD2:ATP5F1:SDHC:UCK2:NME7:COA6:PFKP:ATP5C1:DHTKD1:ADK:PGAM1:COX15:NDUFS3:NDUFC2:NDUFA9:GAPDH:TPI1:ATP5G2:ATP5B:NDUFA12:NUDT15:NDUFAF1:DUT:ADPGK:COX5A:NME4:UQCRC2:DCTPP1:COX4I1:ENO3:COX10:TEFM:ATP5G1:NME1:NME1-NME2:TYMS:ATP5A1:GPI:COX6B1:CAD:MSH2:SUCLG1:ATP5G3:NDUFS1:ADA:MOCS3:ATP5J:ATP5O:CHCHD10:NDUFB4:NDUFB5:MOCS2:NDUFS4:COX7C:CYCS:FIGNL1:GBAS:SLC25A13:PMPCB:DLD:NDUFB2:NDUFB9:AK3:FXN:UCK1:PGK1:TAZ	http://www.broadinstitute.org/gsea/msigdb/cards/GO_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS
GO_RNA_MODIFICATION	119	49	1.47840453926e-14	1.21448195114e-12	TRIT1:TRMT13:TRUB1:METTL15:NAT10:ALKBH3:FDXACB1:PUS3:RPUSD4:BCDIN3D:METTL1:OSGEP:METTL3:TRMT5:MTFMT:PARN:METTL16:METTL2A:FTSJ3:DUS1L:TRMT61B:SSB:NOP58:NOP56:TRMT6:CDK5RAP1:MOCS3:APOBEC3G:RPUSD3:TRMT10C:DNAJB11:RBM47:TRMT10A:GAR1:METTL14:NSUN2:THG1L:CDKAL1:TRMT11:ADAT2:TFB1M:FTSJ2:DUS4L:METTL2B:ELP3:TRUB2:FTSJ1:TRMT2B:DKC1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_RNA_MODIFICATION
GO_CELLULAR_RESPONSE_TO_STRESS	1550	311	2.24841580437e-14	1.81344954694e-12	APITD1:TARDBP:MTOR:FBXO6:TNFRSF1B:ATP13A2:ZBTB40:TXLNA:CLSPN:PPIE:RIMS3:EIF2B3:MUTYH:YIPF1:CDC7:PRMT6:CHD1L:ARNT:INTS3:CREB3L4:MUC1:GBA:FCGR3B:TIPRL:FAM129A:UCHL5:INTS7:DTL:PARP1:SPRTN:EXO1:PFKP:AKR1C3:FBXO18:KIN:SEC61A2:SUV39H2:CUL2:UBE2D1:DNA2:PPIF:CHUK:SFR1:DCLRE1A:PRDX3:NSMCE4A:BCCIP:MGMT:BNIP3:HRAS:PGAP2:ARNTL:FANCF:ALKBH3:SSRP1:TMEM109:FADS1:POLR2G:MACROD1:MAP4K2:RBM14:CCND1:POLD3:RPS3:MRE11A:USP28:CHEK1:NFRKB:RAD52:RAD51AP1:RECQL:MRPS35:DDX11:IRAK4:TMBIM6:CDK2:NABP2:TIMELESS:XRCC6BP1:UBE2N:SNRPF:EID3:ALKBH2:UNG:RFC5:GCN1L1:RNF34:GTF2H3:POLE:CENPJ:HMGB1:BRCA2:DNAJC15:TRIM13:LIG4:TTC5:PARP2:SUPT16H:REC8:POLE2:TMX1:MNAT1:RAD51B:TDP1:PPP2R5C:AKT1:FAN1:AQR:PDIA3:WDR76:USP3:PTPLAD1:TIPIN:MRPS11:FANCI:POLG:TICRR:BLM:UBE2I:NTHL1:EEF2K:NSMCE1:SULT1A3:NUP93:POLR2C:ACD:HPR:RFWD3:WDR59:MBTPS1:USP10:GINS2:FBXO31:MYBBP1A:DERL2:USP43:ADORA2B:TOP3A:MAPK7:ATAD5:RAD51D:AATF:TOP2A:BRCA1:EME1:NME1-NME2:RAD51C:PSMC5:SUMO2:GRB2:CBX8:THOC1:SEH1L:SNRPD1:RBBP8:RNF138:ACAA2:TMX3:CHAF1A:DNM2:PKN1:ERCC2:ERCC1:PPP5C:PRMT1:TRIM28:PDIA6:DDX1:SMC6:MPV17:MSH2:MSH6:PNPT1:VRK2:FANCL:PEX13:MDH1:DCTN1:KRCC1:INSIG2:ERCC3:WDR33:POLR2D:PMS1:NABP1:SUMO1:BARD1:XRCC5:SMARCAL1:COPS7B:COPS8:STK25:MRPS26:DDRGK1:PCNA:E2F1:EDEM2:PTPN1:CHAF1B:HMGN1:UBE2G2:SUMO3:BID:SMARCB1:CHEK2:GAS2L1:FOXRED2:POLR2F:DMC1:TAB1:SREBF2:RAD18:ATG7:MLH1:SCAP:ATRIP:UBA7:RASSF1:PARP3:NEK4:POLQ:FAM162A:PARP9:CHCHD6:RUVBL1:ISY1:MBD4:ASTE1:SRPRB:HLTF:SERP1:ACTL6A:EIF2B5:POLR2H:MAP3K13:DNAJB11:RFC4:OPA1:TMEM129:WHSC1:TNIP2:RFC1:SLC30A9:COPS4:SMARCA5:NEIL3:CDKN2AIP:CASP3:PRIMPOL:PDCD6:SRD5A1:RAD1:PRKAA1:ERCC8:RAD17:GTF2H2C:GTF2H2:POLK:DHFR:XRCC4:ANKRD32:FAF2:SLC35B3:HIST1H4I:HMGA1:FANCE:RNF8:MRPS10:CUL7:MMS22L:HDAC2:PEX3:GTF2H5:TOMM7:NOD1:EEPD1:POLD2:TBL2:RFC2:SHFM1:C7orf76:COPS6:PSMC2:CALU:CUL1:PDIA4:XRCC2:PAXIP1:CCAR2:WRN:EIF4EBP1:ASH2L:GINS4:NDUFB9:MTSS1:MYC:RRAGA:FXN:FANCC:ERP44:INIP:ABL1:MRPS2:RBBP7:PDK3:POLA1:UBA1:SUV39H1:SMC1A:NOX1:AIFM1:BRCC3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_STRESS
GO_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	83	39	2.44002367368e-14	1.93284732437e-12	AK2:AMPD2:ATP5F1:UCK2:ADSS:ATP5C1:ADK:ATP5G2:ATP5B:DUT:APRT:PFAS:SHMT1:ATP5G1:TYMS:ATP5A1:CAD:ATP5G3:ATIC:ADA:ATP5J:GART:ATP5O:CHCHD10:ADSL:IMPDH2:UMPS:GMPS:PPAT:PAICS:GBAS:SLC25A13:IMPDH1:AK3:UCK1:PRPS2:UPRT:PRPS1:HPRT1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS
GO_RNA_3_END_PROCESSING	98	43	3.15134025172e-14	2.45251672923e-12	SRSF4:ERI3:SRSF11:RBM8A:MTPAP:CSTF2T:SUPV3L1:CPSF6:EXOSC8:PABPN1:CPSF2:RNPS1:ERI2:NUDT21:USB1:SRSF1:SRSF2:THOC1:ELAC1:ZNF473:U2AF2:CPSF3:SRSF7:PNPT1:WDR33:POLR2D:CSTF1:U2AF1:THOC5:TRNT1:RPSA:EXOSC7:NCBP2:SLBP:EXOSC9:SRSF3:CDC40:CPSF1:NCBP1:EXOSC2:CSTF2:UPF3B:DKC1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_RNA_3_END_PROCESSING
