gene	baseMean	log2FoldChange	pvalue	padj
FGD6	2497.8	-6.3	1.576e-61	6.223e-59
FANK1	540.9	-6.6	4.422e-61	1.442e-58
PLEKHM3	612	-4.4	6.160e-61	1.753e-58
SMC4	2589.6	2.5	5.635e-61	2.160e-58
VPS28	3826.8	-3.2	1.132e-60	2.769e-58
HDAC5	2641.7	-4.5	1.052e-60	3.940e-58
CSTB	5822.8	-3.4	1.427e-60	4.424e-58
YY1AP1	3043.5	-3.1	1.573e-60	5.760e-58
TUFT1	5528.3	-6.2	4.772e-60	1.447e-57
ABHD4	6353.7	-4.7	4.718e-59	1.090e-56
DEDD2	5693.4	-4	3.371e-59	1.194e-56
ATG14	6298.3	-5.3	4.489e-59	1.317e-56
ATXN7L3	821.3	-4.1	7.774e-59	2.156e-56
PHF8	866.1	-2	8.692e-59	2.188e-56
PCGF5	5306.7	-4.3	1.251e-58	2.741e-56
DHX40	1418.2	-4.4	1.280e-58	3.363e-56
G2E3	847.8	2.8	1.500e-58	3.902e-56
IFT20	467.6	-4.1	3.340e-58	8.065e-56
CLN8	2359.1	-4.3	2.588e-58	8.380e-56
IP6K1	3946.7	-3.9	4.029e-58	8.389e-56
RSBN1L-AS1	248	-4.2	1.257e-57	1.743e-55
SYF2	2083.3	-2.7	5.811e-58	1.838e-55
HIST1H1C	8884.9	-5.6	9.667e-58	1.955e-55
NFYB	537.5	3.7	7.967e-58	1.978e-55
REEP4	7049.4	-3.6	6.882e-58	2.115e-55
RAPGEF2	7579.3	-3.4	2.812e-57	7.170e-55
FOSL1	531.5	-5	3.756e-57	8.864e-55
ABTB1	1717.3	-4.3	4.072e-57	1.032e-54
PCMTD1	2713.6	-4.7	4.092e-57	1.201e-54
SERTAD3	583	-4.2	6.546e-57	1.537e-54
TSPAN31	505.5	-2.5	1.060e-56	2.262e-54
RP5-1198O20.4	161.6	-4.6	1.775e-56	2.900e-54
CNOT10	1311.2	3.3	1.343e-56	3.002e-54
HUWE1	6607.7	-2	2.007e-56	3.670e-54
YOD1	7112.6	-4.3	1.312e-56	3.685e-54
MED29	1858.7	-2.5	1.624e-56	3.786e-54
DHFR	374.4	5	2.352e-56	5.439e-54
TRPV2	1527.4	-7.9	2.540e-56	5.440e-54
EXOSC9	791	2.3	2.957e-56	5.892e-54
PIK3IP1	3784	-7.3	3.281e-56	8.780e-54
IFIT3	6371.3	-6.3	3.986e-56	1.055e-53
DPH1	883.1	-4.5	5.555e-56	1.151e-53
FBXL4	1533.2	-3.4	7.741e-56	1.703e-53
LRRC2	648.6	-5.9	1.158e-55	2.215e-53
KDM3B	1715.2	-2.3	1.271e-55	2.572e-53
GID8	1225.9	-2.6	1.285e-55	2.579e-53
TMEM167B	1301.8	-3.5	1.356e-55	2.789e-53
TMEM209	754.4	3.9	1.602e-55	3.165e-53
RBL1	602.2	5	1.555e-55	3.236e-53
SAT1	13709.7	-4	2.638e-55	6.500e-53
CDK2	687.7	4.6	1.150e-54	2.377e-52
UBE2T	1768	5.2	2.291e-54	4.699e-52
RNF181	1459.2	-2.4	3.056e-54	6.080e-52
RANBP1	835.4	4.2	3.150e-54	6.082e-52
PIAS4	655.7	-3.4	9.970e-54	1.868e-51
CASC5	1804.5	4.9	1.142e-53	2.125e-51
TMEM241	1027	-5.2	2.579e-53	4.763e-51
MICAL2	11231.7	-3.5	4.666e-53	7.059e-51
VCPIP1	4468	-4.6	4.740e-53	7.120e-51
SCARB1	992.2	-5	3.724e-53	7.300e-51
HEXIM1	2272.7	-4.4	5.533e-53	8.194e-51
MAST3	6505.5	-4.8	3.899e-53	8.802e-51
UBXN7	993.8	-3	5.323e-53	9.731e-51
MAP1LC3B	13875.2	-4.3	4.818e-53	1.083e-50
AMBRA1	2404.4	-3.1	7.281e-53	1.610e-50
KPNA6	7029.8	-2.8	8.825e-53	1.638e-50
BOLA3	572.8	4	1.431e-52	2.312e-50
FURIN	3704.6	-3.6	1.846e-52	2.605e-50
USP33	4285.3	-2.6	1.486e-52	2.703e-50
IFIT2	2009.3	-7.1	1.596e-52	3.422e-50
TTK	913.4	5.1	2.680e-52	4.771e-50
STK17B	6911.7	-4.5	2.312e-52	4.877e-50
ENOSF1	1057.7	3.7	8.720e-52	1.443e-49
ISG15	1129.2	-5.8	1.128e-51	1.855e-49
WDR62	1159.1	3.8	1.359e-51	2.220e-49
DCAF12	45031	-6.1	1.301e-51	2.260e-49
XPR1	1750.5	-3	1.597e-51	2.662e-49
ARL4A	20871	-4.9	1.553e-51	2.665e-49
MAD2L1	1244.1	4.7	1.898e-51	3.123e-49
ZNHIT2	454.1	-4.1	1.964e-51	3.300e-49
PCBD2	280.8	3	3.292e-51	3.890e-49
SCYL1	2900	-3.2	2.103e-51	4.178e-49
RP11-690G19.3	714.3	-2.8	3.718e-51	5.420e-49
SRSF7	2218.7	3.3	5.694e-51	7.257e-49
HMMR	1412.1	4	4.492e-51	7.479e-49
NCOA2	3035.8	-3.1	4.828e-51	7.886e-49
C6orf106	3266.8	-2.9	4.629e-51	8.895e-49
DDX52	3776.5	-3.4	7.648e-51	9.517e-49
OPTN	14737.2	-3.8	5.361e-51	1.027e-48
SMC2	2180.4	4.6	5.865e-51	1.117e-48
C17orf103	17641.6	-5.1	7.898e-51	1.487e-48
SEPT11	827	3.3	1.347e-50	2.106e-48
TRIM38	1849.1	-3.5	1.585e-50	2.397e-48
NDEL1	3989.3	-2.5	1.322e-50	2.447e-48
RFFL	2661.1	-2.5	2.295e-50	2.742e-48
HMGN2	5374.6	2.8	2.000e-50	3.660e-48
POLQ	890.5	5.2	2.875e-50	3.862e-48
AMMECR1L	553	-2.7	3.553e-50	4.745e-48
CHEK1	665.3	4.7	3.631e-50	5.258e-48
NAPB	1175.5	-3	6.958e-50	1.012e-47
RIT1	2574.3	-3.9	7.606e-50	1.140e-47
CDIP1	520.7	-3.5	8.051e-50	1.147e-47
XPO7	33970	-5.1	7.837e-50	1.379e-47
TPP1	13578	-2.6	7.926e-50	1.383e-47
PCMTD2	4187	-4	1.249e-49	1.412e-47
SPATA5	422.7	3	1.105e-49	1.413e-47
SUPT5H	3017.1	-2.3	1.091e-49	1.583e-47
CAMLG	743	-2.7	1.525e-49	2.104e-47
HRSP12	525.8	-3.1	1.693e-49	2.131e-47
IBA57	1129.2	-3	1.699e-49	2.342e-47
KIAA1524	629.6	5.1	1.923e-49	2.728e-47
MRFAP1L1	2629.2	-2.6	1.631e-49	2.728e-47
KLC4	206.5	-2.7	3.097e-49	2.932e-47
UBALD1	267.6	-6.2	4.034e-49	2.932e-47
NCBP1	1644	2.3	2.118e-49	2.986e-47
BCL6	1687.5	-6	2.320e-49	3.100e-47
SKA2	1273.7	3.9	3.045e-49	3.920e-47
KDM3A	1885.9	-3	3.183e-49	4.421e-47
FOXJ3	1243.6	-1.7	3.706e-49	4.940e-47
FBXO30	9303.7	-5	3.346e-49	5.424e-47
TDP2	3451.9	-5	3.840e-49	6.193e-47
SERPINF2	174.2	-7.3	6.724e-49	6.343e-47
EPB41	20751.3	-3.8	4.164e-49	6.589e-47
ADIPOR1	32325.5	-4.3	6.039e-49	8.035e-47
FBXL20	1424.9	-3.3	6.507e-49	8.051e-47
SP100	2723.9	-1.9	5.627e-49	8.857e-47
SGTB	218.9	-5	1.423e-48	1.160e-46
TNPO1	1472.5	-3.2	9.579e-49	1.250e-46
EPM2A	266.6	-6.6	1.281e-48	1.480e-46
MTMR3	5914	-3.4	1.078e-48	1.665e-46
LMNB2	540.1	4.2	1.804e-48	2.322e-46
EXOC6	898.5	4.2	2.886e-48	3.239e-46
BNIP3L	45320	-4.3	5.303e-48	5.211e-46
ENTPD5	1590.8	-2.4	4.276e-48	5.496e-46
CLIC2	9423.7	-4.1	3.845e-48	5.764e-46
STX5	447.7	-3	5.418e-48	6.509e-46
ATG9A	14115	-3.8	4.733e-48	7.074e-46
FAM65A	722.5	4	6.329e-48	7.533e-46
ZMYM2	1078.6	-2.8	6.462e-48	7.733e-46
SECISBP2	1489.7	-2.1	7.184e-48	8.558e-46
YIPF2	712.4	-2.6	9.427e-48	1.158e-45
EXOSC8	821.9	3.8	1.157e-47	1.353e-45
FAM96B	2302.4	-2.5	9.508e-48	1.383e-45
CBX5	6782.5	3.9	1.125e-47	1.614e-45
DENND4A	5636.4	-2.8	1.282e-47	1.832e-45
ZMAT2	3612.8	-3.2	1.658e-47	1.992e-45
FBXO9	2111.6	-2.3	1.545e-47	2.207e-45
MARCH8	25353.1	-4.1	1.779e-47	2.508e-45
UBQLN1	4767.8	-3.2	2.316e-47	3.261e-45
METTL17	876.1	4.2	2.788e-47	3.265e-45
GAS2L3	312.4	4.1	3.338e-47	3.927e-45
SQSTM1	10484	-5	4.504e-47	4.065e-45
RALBP1	955.7	-2.6	3.866e-47	4.350e-45
TMEM134	312.2	-4.5	7.592e-47	7.723e-45
DNPEP	583.2	-2.1	7.578e-47	8.688e-45
SERTAD1	1014.4	-5.7	8.739e-47	9.831e-45
DYNC1LI2	1079.8	-2.1	9.212e-47	9.865e-45
RAD51C	819.2	2.6	1.085e-46	1.157e-44
ZCCHC6	2562.6	-3.3	1.095e-46	1.473e-44
GABARAPL2	10882.6	-4.2	1.866e-46	2.523e-44
KLHL24	2379.8	-4.2	2.018e-46	2.691e-44
RP5-864K19.4	98.7	-5.1	5.731e-46	3.578e-44
ZNF394	1291.3	-3.2	3.382e-46	3.830e-44
IRGQ	953.3	-3.1	3.730e-46	4.153e-44
MAFK	269.6	-5	5.407e-46	4.209e-44
PBXIP1	703.7	-2.3	4.139e-46	4.271e-44
TBCD	444	3.4	4.387e-46	4.508e-44
SFI1	389.7	4	4.776e-46	5.235e-44
SH3GLB1	2067	-2.9	6.620e-46	5.547e-44
RAB7A	6483.7	-2.4	4.260e-46	5.547e-44
DYNLT3	978	-5	5.660e-46	6.208e-44
TMX3	651.8	4.3	6.584e-46	6.633e-44
POLR3GL	643.7	2.6	7.433e-46	7.458e-44
OSGIN1	1665.7	-7.6	7.761e-46	8.013e-44
BACH1	4111.6	-3.6	6.374e-46	8.063e-44
SDE2	7126	-3.7	7.633e-46	8.102e-44
JADE1	1376.2	3.7	8.537e-46	8.434e-44
ZFAND2A	569.1	-3.6	1.020e-45	1.026e-43
RP11-24F11.2	452.9	-6.8	1.019e-45	1.061e-43
CCDC176	895.8	-4.7	1.247e-45	1.142e-43
SYTL4	408.6	4.5	1.161e-45	1.199e-43
FANCD2	1857.1	1.8	1.241e-45	1.242e-43
DDIT3	3088	-4.2	1.076e-45	1.316e-43
USP7	4871.3	-3.5	1.855e-45	1.472e-43
MOB3A	706.2	-2.6	2.284e-45	2.343e-43
BARD1	680.8	4	2.369e-45	2.420e-43
CEP57L1	387.2	4.4	2.990e-45	2.667e-43
C6orf1	536.3	-3.6	3.106e-45	2.761e-43
TFE3	1490	-5	4.145e-45	4.188e-43
MTX2	521.3	3.4	6.922e-45	6.967e-43
HAUS5	686.3	4.8	8.075e-45	8.098e-43
NKIRAS2	1283.3	-1.9	9.704e-45	9.358e-43
SP2	1226.4	-1.5	1.064e-44	1.059e-42
DEPDC1	815.4	4.5	1.340e-44	1.318e-42
SFXN1	1626.1	3.8	1.457e-44	1.390e-42
BET1L	799.5	-3	1.450e-44	1.427e-42
KIAA0101	2006.9	4.5	1.540e-44	1.511e-42
HIST2H2BE	463.5	-4.9	2.257e-44	1.934e-42
NT5C2	2291.3	-3.9	1.747e-44	2.014e-42
SLC25A39	98563.2	-2.8	2.446e-44	2.375e-42
AKIRIN2	965.9	-2.1	2.709e-44	2.449e-42
KATNBL1	424.5	3	3.642e-44	3.355e-42
LRRCC1	655.3	4.4	4.052e-44	3.860e-42
RNGTT	497.8	4.5	4.257e-44	4.077e-42
ZFAND2B	1011.7	-3.5	4.314e-44	4.115e-42
PDP2	121.4	-3.6	1.136e-43	5.245e-42
PDZD11	383.1	2.6	7.435e-44	7.046e-42
PIM1	48766.6	-3.8	6.766e-44	7.627e-42
C18orf54	245.1	4.5	1.369e-43	8.001e-42
BCL2L13	2905.4	-3.3	9.332e-44	8.748e-42
ZNF487	89.1	-3.4	1.798e-43	9.344e-42
MMS22L	1213.7	4.8	1.188e-43	1.106e-41
TGIF1	2285.1	-4.9	1.131e-43	1.253e-41
NFKBIB	466.8	-3	1.620e-43	1.486e-41
HIST3H2A	569.1	-3.6	2.004e-43	1.847e-41
KLHL21	10963.5	-6	1.777e-43	1.931e-41
MAX	2536.3	-3.4	2.207e-43	2.020e-41
TIA1	810.2	2.9	2.217e-43	2.022e-41
HIST1H3H	1338.5	-5.4	2.862e-43	2.543e-41
R3HDM4	5958.7	-5.6	2.379e-43	2.560e-41
PRCC	850.8	-2	3.097e-43	2.613e-41
CIB1	1440.4	-2.2	2.962e-43	2.667e-41
IFIT1	317.2	-6.5	4.025e-43	3.374e-41
TAC3	185	-4.6	6.191e-43	3.441e-41
KAT6B	581	-2.7	5.290e-43	4.677e-41
NR3C1	2904.5	-3.5	6.406e-43	5.692e-41
INTS6-AS1	125.6	-4.4	1.360e-42	5.850e-41
SLC35B1	875.2	-2.2	8.654e-43	7.138e-41
UQCC2	776.5	4.1	8.608e-43	7.574e-41
BRMS1	1083.4	-2	9.197e-43	8.067e-41
TCEANC	2799.7	-4.7	8.011e-43	8.315e-41
HSPBAP1	449.9	-4.3	9.855e-43	8.593e-41
C1orf52	900.7	-2.4	1.222e-42	9.301e-41
ZNFX1	6655.9	-3.3	1.103e-42	1.133e-40
CHIC2	1741.7	-3.8	1.552e-42	1.340e-40
NAP1L1	4299.1	2.8	1.386e-42	1.412e-40
DNASE2	758.4	-3.6	1.896e-42	1.613e-40
VPS26A	5154.8	-2.7	2.547e-42	1.679e-40
IKZF5	1166.7	-2.8	2.037e-42	1.759e-40
DYRK1B	560.7	-3	2.400e-42	1.788e-40
CIT	1560.8	4.5	5.042e-42	4.122e-40
RP11-574F21.2	65.3	-3.8	1.113e-41	4.564e-40
RBBP8	682.1	3.7	6.044e-42	4.863e-40
ZNF217	2063.8	-4	8.113e-42	5.249e-40
YIPF4	2456.1	-2.1	5.386e-42	5.333e-40
MEF2A	594.4	-2.1	6.771e-42	5.398e-40
NR1D1	187.2	-7.5	7.371e-42	5.451e-40
SRRD	542.8	-3.3	7.050e-42	5.586e-40
RNF19A	6648.3	-2.9	5.983e-42	5.871e-40
NF2	1495.1	4.4	7.431e-42	5.910e-40
ESCO2	1088.4	4.7	9.465e-42	7.879e-40
ALS2CR12	315.9	-3.9	1.147e-41	9.312e-40
HIST1H3I	304.1	4.7	1.193e-41	9.312e-40
PSENEN	402.1	-4.2	1.301e-41	1.060e-39
CEP76	820.2	-2.1	1.429e-41	1.084e-39
POLA2	823.1	4.5	1.524e-41	1.233e-39
INIP	427.4	3	1.802e-41	1.359e-39
PSMB3	2339.4	3.1	1.423e-41	1.367e-39
MAP1LC3B2	600.1	-4.9	1.938e-41	1.555e-39
CLPX	1633.8	-3.2	2.221e-41	1.660e-39
BCL2L1	36101.3	-3.8	1.845e-41	1.747e-39
GLUL	32373	-3.4	1.887e-41	1.781e-39
INTS3	721.2	2.7	2.900e-41	2.016e-39
CCDC28A	1762.6	-2.7	2.977e-41	2.199e-39
EIF1B	3925.8	-2.7	3.142e-41	2.477e-39
STK40	2323.3	-4	2.742e-41	2.575e-39
CDC7	810.7	5.5	3.903e-41	2.681e-39
TNIP1	1678.2	-4.3	3.670e-41	2.761e-39
PPM1A	3013.3	-3.8	2.966e-41	2.761e-39
CHEK2	468.2	5.5	4.172e-41	2.842e-39
CCDC127	451.9	-2.7	4.050e-41	2.932e-39
VPS45	392.4	4.1	4.198e-41	3.031e-39
CGRRF1	464.3	-2.7	4.124e-41	3.179e-39
GNPTG	966.8	-2.6	4.409e-41	3.432e-39
PLSCR1	748.4	3.9	4.927e-41	3.608e-39
SYS1	400.9	-3.1	5.904e-41	4.311e-39
MDC1	544.2	3.7	5.721e-41	4.359e-39
IFIT1B	22416.6	-8.5	4.907e-41	4.454e-39
FAM13B	605	-2.5	6.534e-41	4.626e-39
STX8	261.6	3.8	9.878e-41	4.639e-39
BRCA2	671.6	4.7	7.610e-41	5.734e-39
FKBP8	4842.3	-3.4	8.684e-41	7.795e-39
CHPF2	1101.6	-2.9	2.167e-40	1.567e-38
HMGB2	14990.8	3	3.048e-40	1.756e-38
TBC1D17	846.3	-2.8	2.610e-40	1.818e-38
TRIM52-AS1	313.3	-2.9	2.917e-40	1.900e-38
VPS29	1347.4	2	2.859e-40	2.120e-38
CTD-2139B15.2	196.5	-3.3	5.628e-40	2.158e-38
SERTAD2	2617.4	-4.2	2.710e-40	2.372e-38
MORC2	353.6	-2.6	3.604e-40	2.476e-38
HECTD1	1859.3	-1.4	3.789e-40	2.596e-38
METTL9	2175.7	-3.9	3.156e-40	2.731e-38
PKMYT1	1233.1	4.9	4.927e-40	3.468e-38
ZMYND11	406.3	3.6	5.367e-40	3.648e-38
PTPN7	2836.4	3.3	4.314e-40	3.716e-38
MBNL2	6149.7	-2.6	7.737e-40	4.316e-38
STK25	854.2	2.6	6.099e-40	4.401e-38
KIAA0513	2358	-3.6	5.120e-40	4.401e-38
ABI2	661	3.8	6.679e-40	4.479e-38
MIS18A	485.2	3.5	6.852e-40	4.583e-38
RBM39	7762	-2	5.821e-40	4.935e-38
NUP85	972.3	3.4	8.072e-40	5.549e-38
IDS	1584.4	-6.5	8.337e-40	5.716e-38
MBNL1	9330.6	-2.4	6.987e-40	5.858e-38
SRPK1	1590	3.1	9.303e-40	6.425e-38
MVP	2111.4	-4.3	7.960e-40	6.661e-38
ARL13B	507.3	-2.3	1.006e-39	6.756e-38
CKAP2L	1081.2	4.3	9.647e-40	6.854e-38
ASPH	1439.5	-5.8	1.005e-39	7.032e-38
PDS5B	883	2.7	1.104e-39	7.700e-38
SOD1	16494.1	-3.4	1.215e-39	8.452e-38
CHD1L	1199.9	4.2	1.433e-39	9.293e-38
MBD1	1918.3	-1.4	1.393e-39	9.772e-38
TBCEL	5563.9	-6.6	1.877e-39	9.993e-38
RCOR3	1715.5	-2.5	1.555e-39	1.071e-37
PAIP2	3697.3	-3.4	1.725e-39	1.416e-37
UHRF1BP1L	844.6	-2.8	2.154e-39	1.464e-37
TBC1D15	3007.4	-2.7	2.934e-39	1.546e-37
DDHD2	689.6	3.6	2.930e-39	1.998e-37
MARCH6	10782.4	-2.4	2.565e-39	2.084e-37
MKRN1	6953.3	-4.4	3.102e-39	2.105e-37
DNAJC19	585	2.6	3.881e-39	2.510e-37
UBE4B	2081.4	-1.9	3.253e-39	2.607e-37
CTSD	3770.5	-2.8	5.255e-39	2.729e-37
CIR1	1786.7	-3.2	4.553e-39	3.099e-37
VKORC1L1	299.6	5.5	7.373e-39	4.331e-37
MIEN1	802.5	-2.3	6.601e-39	4.377e-37
FAM178A	554.2	3.5	7.490e-39	4.996e-37
DUSP26	100.8	-7.8	1.418e-38	5.246e-37
ASB8	2207.5	-2.1	1.112e-38	5.690e-37
SMIM12	1555.4	-2.2	8.850e-39	5.937e-37
CLEC2B	464.1	-8.2	1.027e-38	5.944e-37
HSD17B13	86.1	-8.1	1.502e-38	6.023e-37
DYNLT1	529	3.3	1.048e-38	6.037e-37
TSSC4	1818.7	-3.3	9.588e-39	6.066e-37
USP15	24007.4	-3.1	7.811e-39	6.066e-37
CDKL1	242.4	-3.6	2.099e-38	7.104e-37
ARRDC2	11394.4	-5.8	1.788e-38	8.975e-37
UBA7	473.6	3.4	1.591e-38	9.656e-37
HIST1H1B	347.4	4.3	1.664e-38	1.005e-36
OAZ2	2490.3	-3.1	1.314e-38	1.005e-36
SLC35F6	3075.9	-4.1	1.328e-38	1.013e-36
TACC3	2916.4	3.8	1.412e-38	1.085e-36
VPS37A	1593.9	-2.6	2.147e-38	1.288e-36
TCHP	381.3	3.6	2.069e-38	1.326e-36
BAZ2A	4243.7	-2.9	2.793e-38	1.784e-36
SPIN4	528	4.3	3.470e-38	2.113e-36
UHRF1BP1	885.1	3.2	3.667e-38	2.228e-36
PCM1	4985.4	-1.5	3.050e-38	2.297e-36
RELB	241.5	-6.6	7.796e-38	3.339e-36
GPX3	119.4	-5.3	9.972e-38	3.583e-36
ZNF805	341.8	-3.5	6.141e-38	3.871e-36
TTC17	2225.5	-1.8	5.401e-38	4.030e-36
IGF2BP2	2010.2	-3.9	9.894e-38	4.783e-36
KIF20B	1216	4	7.813e-38	4.953e-36
FAM214B	5742.8	-3.6	7.384e-38	5.505e-36
GOLGA7	2481.4	-2.5	7.670e-38	5.653e-36
ATG2A	1793	-3.3	1.026e-37	5.959e-36
MDM2	5683.5	-2.9	1.080e-37	7.949e-36
ATXN1L	930.1	-2.3	1.405e-37	8.386e-36
DEK	4152.7	2.8	1.364e-37	8.416e-36
IPO9	1507	3.7	1.492e-37	8.581e-36
PRAF2	196.9	-3.6	3.264e-37	1.040e-35
MMAB	338	3.6	2.000e-37	1.075e-35
VEZF1	1844.2	-2.1	2.079e-37	1.227e-35
DIS3L2	317.4	5	2.237e-37	1.354e-35
TOB1	1708.2	-3	2.429e-37	1.479e-35
MTHFR	2537.1	-2.7	2.181e-37	1.568e-35
HMGB1	5234.3	2.5	2.719e-37	1.648e-35
MYH9	2822.4	3.2	2.331e-37	1.674e-35
POLE	1412.8	4.4	3.230e-37	1.822e-35
CENPE	1488.8	4.1	3.082e-37	1.880e-35
PARP2	577.2	4.3	3.757e-37	1.978e-35
CNOT4	1420.7	-2.4	3.602e-37	2.160e-35
ENO2	525.8	4	3.718e-37	2.224e-35
S100PBP	490.8	2.2	4.134e-37	2.306e-35
GPR146	535.3	-4.3	4.192e-37	2.386e-35
CWC25	1498.3	-3	4.778e-37	2.775e-35
YIPF3	5708.6	-3.9	5.044e-37	2.991e-35
TMX1	1495.6	4.3	5.514e-37	3.262e-35
SLC29A3	288.4	-4.8	5.570e-37	3.290e-35
PIBF1	422.3	3.8	6.219e-37	3.423e-35
OAZ1	24066	-3.8	7.630e-37	3.458e-35
MYL12A	1548.3	-1.9	6.460e-37	3.658e-35
ARRB2	3615.7	-4.9	5.522e-37	3.825e-35
NAA38	852	3.4	7.074e-37	3.949e-35
WDR19	704.7	-2.9	7.716e-37	4.498e-35
RUNDC3A	3593.7	-5.6	1.091e-36	4.891e-35
GUSB	1237	4.2	1.003e-36	5.441e-35
CENPM	1132.2	4.9	9.756e-37	5.522e-35
MAP2K3	32141	-3.9	9.625e-37	6.583e-35
COMMD4	1177.8	3.5	1.247e-36	7.193e-35
RNF10	24735.1	-5.2	1.054e-36	7.199e-35
RAD54L2	895.4	2.8	1.360e-36	7.461e-35
ZFYVE1	2273.1	-3.1	1.777e-36	7.851e-35
RRP12	2020.3	-4.7	1.194e-36	8.158e-35
TULP3	881.4	-2.6	1.581e-36	8.429e-35
GTF3C6	1071.8	2.8	1.653e-36	8.794e-35
KCTD20	5393.5	-2.9	1.329e-36	9.021e-35
TTC1	1774	-2.3	1.883e-36	1.044e-34
