gene	baseMean	log2FoldChange	pvalue	padj
HSPE1	507.4	3.2	3.119e-41	4.242e-39
SRGAP2	1517.6	-3.1	5.797e-41	5.099e-39
TTC39A	178.9	-6.1	3.709e-41	5.431e-39
ARPC1B	814.6	3.8	4.081e-41	6.004e-39
MGST3	5574.7	-4.1	2.530e-41	6.369e-39
RP11-712B9.2	189.5	-5.4	8.936e-41	9.064e-39
ADORA2B	116.8	5.7	9.222e-41	9.205e-39
CD63	2649.3	5.4	4.519e-41	1.113e-38
E2F2	5017.7	-4.7	6.878e-41	1.682e-38
FAM136A	637.9	5.1	2.291e-40	2.858e-38
SMIM10	187.2	5.4	2.668e-40	3.283e-38
KHNYN	3207.6	-2.9	2.499e-40	3.283e-38
BRPF3	848.8	-2.7	2.719e-40	3.321e-38
KCNK5	364.4	4.5	3.071e-40	3.803e-38
DENND4A	5636.4	-2.8	2.592e-40	3.922e-38
CTSL	4095.8	-3.7	3.791e-40	6.635e-38
SNCA	19193.5	-5.1	5.360e-40	6.805e-38
DBI	750.1	4.2	5.711e-40	7.612e-38
AMER1	77.7	4.6	9.343e-40	8.580e-38
RP11-379K17.4	391.6	-6.1	7.409e-40	8.809e-38
NFE2	16381.1	-2.5	7.355e-40	9.091e-38
BPGM	17869	-5.1	5.553e-40	9.338e-38
GYPB	9515.1	-8.3	9.123e-40	1.309e-37
FOXO3	10380.9	-4.3	9.874e-40	1.639e-37
CTC-756D1.3	166.5	-5.6	1.300e-39	1.860e-37
MOSPD1	4786.9	-4	9.595e-40	2.092e-37
POP1	252.6	2.5	2.526e-39	2.803e-37
YPEL5	5619.9	-3.3	2.353e-39	3.808e-37
NDUFAF6	423.6	2.1	3.546e-39	3.922e-37
SLC36A1	2845.6	-4	3.709e-39	5.090e-37
ALS2CR12	315.9	-5	8.021e-39	9.716e-37
ALAS2	134100.6	-6.8	4.573e-39	9.720e-37
MFAP3L	201.8	-4.7	7.664e-39	1.043e-36
PDZK1IP1	1498.9	-7.6	1.217e-38	1.051e-36
NOP16	799.4	5	8.952e-39	1.071e-36
KAT2B	1336.6	-4.5	1.490e-38	1.263e-36
DOCK2	373.8	4.9	1.182e-38	1.263e-36
HBM	25525	-8	1.762e-38	1.959e-36
TNRC6B	5374.6	-2.4	1.857e-38	2.413e-36
SWT1	692.4	-3.7	2.454e-38	2.524e-36
BCL6	1687.5	-7.9	4.789e-38	3.031e-36
DIMT1	605.9	3	3.694e-38	4.241e-36
PMS1	298	2.8	4.591e-38	4.668e-36
AP2A1	2636.9	-2.8	4.082e-38	5.153e-36
ACHE	3182	-5.6	5.054e-38	5.396e-36
ZNF124	90.3	4.3	5.711e-38	5.403e-36
FAXDC2	6447.2	-5.2	5.096e-38	5.403e-36
THEM4	163.4	4.8	5.068e-38	5.555e-36
TMC5	1274.6	-6.3	8.194e-38	6.458e-36
TOP1	7987.8	-2.7	3.582e-38	6.828e-36
OSBPL2	1901.1	-2.5	1.142e-37	6.828e-36
FKTN	78.9	3.3	1.231e-37	9.269e-36
HMBS	49478.2	-3.9	8.657e-38	1.211e-35
HMOX2	285.8	4.1	1.619e-37	1.440e-35
RARRES3	287.9	-4	1.597e-37	1.786e-35
BSG	79544.1	-3.6	2.353e-37	2.364e-35
CYSLTR2	689	-5.8	2.607e-37	2.439e-35
MRPS6	460.6	4.5	7.287e-37	7.565e-35
GPCPD1	5972	-4.6	4.556e-37	8.309e-35
TWF2	100.2	3.6	9.086e-37	8.356e-35
LTBR	176.8	7.1	1.194e-36	8.642e-35
HMGN3	276.9	4.7	1.295e-36	1.063e-34
PPP1R15A	21268.6	-3.4	6.179e-37	1.090e-34
CD53	469.7	4.7	1.227e-36	1.113e-34
POLR1B	532.3	4.7	1.258e-36	1.182e-34
CDK6	1784.1	3.9	1.868e-36	1.346e-34
MARCH3	3782.7	-3.8	1.155e-36	1.497e-34
C14orf159	414	2.6	1.518e-36	1.497e-34
STOM	42001.3	-4	1.469e-36	1.622e-34
RABGAP1L	3589.4	-2.2	1.554e-36	1.708e-34
PLSCR4	620.1	-3.9	2.788e-36	2.345e-34
SLFN14	2392.8	-5.4	1.374e-36	2.345e-34
AMPD2	463.9	4.6	3.028e-36	2.665e-34
C5orf42	1495.2	-5.3	4.411e-36	3.053e-34
FAM195A	156.9	5.2	3.110e-36	3.369e-34
RPL23	5535.5	2.7	2.813e-36	3.497e-34
MYC	1666	5.3	5.117e-36	3.721e-34
KIAA0232	3373.5	-3.6	4.539e-36	4.080e-34
TNXB	2411.1	-4.6	2.644e-36	4.310e-34
NOTCH2	577.5	3.9	4.687e-36	4.412e-34
PNP	8731.6	-2.6	3.706e-36	4.498e-34
TMEM233	682	-10.3	5.948e-36	5.546e-34
TUFT1	5528.3	-5.3	4.844e-36	5.823e-34
EXTL2	152.6	6.7	7.919e-36	7.227e-34
UBE2H	4999.6	-5.2	7.802e-36	7.980e-34
G6PC3	214.2	5.9	1.259e-35	8.062e-34
NME1	664.4	6.1	1.487e-35	1.162e-33
LPIN2	26918.4	-3.9	7.423e-36	1.174e-33
OSER1-AS1	322.5	-4.1	1.305e-35	1.233e-33
PTRH2	461.4	3.2	1.684e-35	1.348e-33
PTK2B	9007	-4.3	1.359e-35	1.352e-33
EPOR	5014.2	-2.4	1.630e-35	1.881e-33
NSMAF	310.2	3.7	2.659e-35	2.131e-33
HEATR2	185.9	3.1	4.615e-35	2.850e-33
MRPL24	357.7	3.6	3.989e-35	2.905e-33
NFKB1	156.1	5	4.642e-35	3.587e-33
ACTN1	754.1	6.7	5.133e-35	3.705e-33
GYPC	25713.8	-3	3.966e-35	3.826e-33
VAT1	1643.6	5	7.238e-35	4.464e-33
MTMR3	5914	-3.1	5.666e-35	4.608e-33
FAM13A	1344.5	-3.1	7.343e-35	4.787e-33
HEMGN	15316.5	-7.3	5.207e-35	4.937e-33
GAB1	1977.4	-2	3.343e-35	4.950e-33
RP11-20D14.6	5111.4	-6.7	3.734e-35	5.439e-33
SLC6A19	5849.1	-6.4	7.471e-35	5.948e-33
WNK1	32593.1	-3.9	4.205e-35	6.073e-33
MGST2	354.4	3.7	9.249e-35	6.977e-33
RABEPK	189.8	4.2	7.492e-35	6.995e-33
MYB	388.2	6.3	1.008e-34	7.540e-33
BNIP3L	45320	-3.9	1.148e-34	1.052e-32
CYB561	156.7	5.4	1.176e-34	1.085e-32
AGPAT2	143.6	5.8	2.088e-34	1.184e-32
HK2	181.6	8.2	1.847e-34	1.328e-32
SULT1A1	144.2	5.9	2.244e-34	1.451e-32
LEPROT	2572.5	-1.6	1.518e-34	1.588e-32
RBM38	9159.5	-4.1	1.224e-34	1.717e-32
EPB42	33840.9	-6	1.684e-34	2.324e-32
RAB3IP	1113.7	-3.1	3.931e-34	2.388e-32
LIMD2	192.3	5	2.714e-34	2.422e-32
IMPDH1	426	6.6	3.101e-34	2.569e-32
ARHGEF37	561.1	-3.8	4.082e-34	3.218e-32
CAD	958.1	3.6	5.980e-34	3.575e-32
RILPL2	255.6	4.1	4.251e-34	3.734e-32
CNOT7	1297.7	2.1	7.038e-34	3.933e-32
WBSCR22	1048.4	2.2	1.009e-33	4.611e-32
SNHG8	408.4	3.3	7.363e-34	5.069e-32
URB1	456.2	4	9.765e-34	7.869e-32
GTPBP1	3872	-2	6.020e-34	7.956e-32
RRP9	441.2	5.2	1.187e-33	8.077e-32
FGFR1OP2	5030.3	-2.9	9.760e-34	8.261e-32
FBXO8	577.9	-2.8	1.332e-33	8.658e-32
IQGAP1	606.6	4	1.681e-33	1.052e-31
AGPAT4	1443.3	-4.9	1.905e-33	1.091e-31
DCTD	461.6	5.3	1.774e-33	1.102e-31
FBXO9	2111.6	-2.1	8.957e-34	1.153e-31
UCP2	28065.8	-3.7	1.652e-33	1.163e-31
SPATA9	162.6	-3.2	1.641e-33	1.201e-31
RAB3IL1	1325.7	-4	2.351e-33	1.245e-31
OCIAD2	345.5	3.2	2.071e-33	1.505e-31
C21orf58	1019.7	-3.2	3.114e-33	1.637e-31
KLF10	1190.6	-3.2	4.072e-33	2.124e-31
SLC2A1-AS1	197.3	-4.2	4.545e-33	2.637e-31
HECTD4	13481.1	-4.4	3.256e-33	3.057e-31
CISD3	116.6	4.9	6.519e-33	3.266e-31
GGCT	616	2.9	5.576e-33	3.440e-31
GABARAPL1	10151.5	-5	4.392e-33	3.503e-31
S100A11	848.5	5.7	6.168e-33	3.651e-31
MIR22HG	4577.4	-5.7	4.256e-33	3.925e-31
GM2A	447.6	4.9	6.720e-33	4.709e-31
ZDHHC17	1588.1	-3.1	9.388e-33	4.761e-31
BCR	160.7	4	8.566e-33	4.813e-31
LRRN2	287.8	-9	7.425e-33	5.456e-31
MGMT	209.6	3.4	7.357e-33	5.781e-31
FHDC1	6915.9	-5.4	8.186e-33	6.346e-31
DCTN4	4026.2	-2	7.156e-33	6.438e-31
UAP1	281	4.9	2.783e-32	1.531e-30
DOK2	136.1	5	2.506e-32	1.531e-30
PIP5K1B	1216.3	-2.7	3.587e-32	1.761e-30
PEBP1	1702.9	5.7	4.741e-32	1.779e-30
ABTB1	1717.3	-3.5	4.970e-32	1.998e-30
CCNDBP1	27066.4	-4	2.514e-32	2.215e-30
FAM20B	2867.4	-2.5	3.269e-32	2.464e-30
QSOX1	468.5	4.4	4.479e-32	2.508e-30
QTRT1	350.4	4.2	5.731e-32	3.198e-30
ME2	186	3.9	7.230e-32	3.394e-30
MIR451B	310.6	-6.2	5.354e-32	3.537e-30
NPM1	7137.7	4	4.867e-32	3.608e-30
WDR43	1017.3	4	7.802e-32	3.946e-30
MPV17L	73.7	6.5	8.739e-32	4.615e-30
TPP1	13578	-2.2	5.866e-32	5.014e-30
TMEM261	281.4	4.3	1.227e-31	5.648e-30
HERC1	10899.8	-2.9	6.829e-32	5.799e-30
MTHFD1L	126	3.8	1.037e-31	5.993e-30
ARSG	169.1	-3.4	1.176e-31	6.109e-30
TMA16	205.7	2.8	8.830e-32	6.439e-30
TMSB10	1032.8	6.4	1.759e-31	6.702e-30
PTPRH	321.9	-5.3	1.065e-31	7.190e-30
RP11-506K6.4	371.7	-4.4	1.380e-31	7.349e-30
GPATCH4	582.8	4.1	1.871e-31	9.932e-30
CCRL2	2054.3	-3.1	9.584e-32	1.055e-29
TRIB2	123.3	6	2.113e-31	1.140e-29
OSTC	1204.2	2.2	2.781e-31	1.260e-29
SLC2A4	3229.9	-4.9	1.878e-31	1.539e-29
TRMT1	579.4	2.4	3.007e-31	1.571e-29
FAM122C	276.5	-2.4	2.713e-31	1.684e-29
RBM28	737.9	2.4	3.262e-31	1.752e-29
ATG4A	1599.9	-2.9	4.014e-31	1.909e-29
PDSS1	44.7	3.6	3.806e-31	2.188e-29
RHOH	163.5	6.5	5.703e-31	2.477e-29
HYLS1	496	-4	4.575e-31	2.522e-29
DENND2D	442.6	4.5	4.507e-31	2.746e-29
RB1CC1	11739.5	-2.8	2.845e-31	3.015e-29
ABHD14A	85	4.5	6.026e-31	3.132e-29
GSTM4	102.1	6.2	6.265e-31	3.242e-29
FAM217B	247.5	4.3	4.736e-31	3.242e-29
RP11-620J15.3	423.6	2.3	6.804e-31	4.083e-29
BCAM	541.1	-10.3	7.655e-31	4.104e-29
TMEM216	200.8	4.3	8.105e-31	4.321e-29
INPP5K	4014.4	-2.6	6.886e-31	4.610e-29
NOP58	1942.7	2.8	4.781e-31	5.005e-29
NTHL1	115	6.4	1.206e-30	5.006e-29
PLXND1	462.3	7	8.103e-31	5.059e-29
DDX31	155.5	4.7	1.081e-30	5.125e-29
FAM46C	42890.7	-4.2	8.155e-31	5.378e-29
SYNCRIP	1269.3	2.6	1.954e-30	6.330e-29
KIF24	746.3	-2	1.314e-30	6.416e-29
NOLC1	2358.4	3.2	1.177e-30	7.690e-29
PCNT	3229.1	-2.5	8.484e-31	8.670e-29
FBL	1678.1	2.6	2.731e-30	1.145e-28
HPS1	25197	-2.9	1.319e-30	1.324e-28
NAPB	1175.5	-2.6	3.584e-30	1.487e-28
SPTB	17075.2	-4.6	2.055e-30	2.075e-28
RXRA	1053.8	-2.8	7.318e-30	2.489e-28
CD37	276.8	3.7	5.125e-30	2.915e-28
HLA-DRB1	144.5	5.8	6.094e-30	3.094e-28
CTPS2	106.6	2.6	6.914e-30	3.157e-28
CASC7	3892	-2.2	3.255e-30	3.202e-28
CHMP1B	650.3	-1.6	7.471e-30	3.523e-28
CISD1	217.4	4.2	7.076e-30	3.546e-28
EPN2	378.6	-3.6	7.258e-30	4.058e-28
TMEM173	562.7	6.4	1.024e-29	5.115e-28
RPL22L1	727.4	2.7	1.055e-29	5.503e-28
FLNB	226.4	5.9	1.193e-29	5.896e-28
ATF7IP	2820.2	-1.5	6.101e-30	5.896e-28
PRSS21	137.7	7	1.545e-29	6.876e-28
TNK2-AS1	505.7	-6.8	1.399e-29	8.148e-28
FHL3	176.9	4.3	2.497e-29	9.693e-28
TANGO2	2825.1	-2.8	1.101e-29	1.063e-27
CNN2	459.8	3.5	2.195e-29	1.079e-27
DCTPP1	591.2	4.8	1.967e-29	1.082e-27
MORC3	4798.2	-2.4	1.956e-29	1.194e-27
WDR36	839.7	3.3	2.411e-29	1.223e-27
WDR45	2406.9	-2.8	1.921e-29	1.358e-27
WDR77	927.4	4.1	4.939e-29	1.473e-27
SEC62	14965.7	-3.2	1.594e-29	1.507e-27
ATP5G2	2717.7	2.3	1.616e-29	1.507e-27
RHCE	7813.1	-5	3.653e-29	1.865e-27
TRIM10	5395.7	-7.6	2.704e-29	1.885e-27
CREB3L1	484	-4.4	3.615e-29	1.917e-27
MAP4K2	190.7	3.1	3.877e-29	2.332e-27
TBC1D17	846.3	-2.6	4.759e-29	2.355e-27
PDCD2L	62.7	5.2	1.088e-28	3.301e-27
LRP10	3237.4	-3	5.618e-29	3.319e-27
ENTPD5	1590.8	-2	1.069e-28	3.335e-27
CTSW	161.7	6.7	8.424e-29	3.929e-27
GDF15	24091.5	-3.5	4.451e-29	4.041e-27
ATP5G1	1251	3.4	1.456e-28	4.193e-27
HPDL	111.3	6.1	1.246e-28	4.531e-27
ANKRA2	856.3	-1.8	1.136e-28	4.919e-27
DNAJC10	594.6	2.6	1.156e-28	5.583e-27
EIF5A2	628.2	-2.7	1.188e-28	5.726e-27
SNX14	452.8	2.5	1.107e-28	6.009e-27
GCSH	55.1	5.2	1.327e-28	6.057e-27
NUFIP1	146.1	3	1.448e-28	6.469e-27
NTPCR	273.8	2.7	1.828e-28	6.581e-27
ALKBH2	140.3	5.3	1.863e-28	6.631e-27
POLR1C	380.5	3.2	1.569e-28	6.655e-27
POGK	200.4	5.4	1.737e-28	7.073e-27
MCOLN1	2240.8	-2.6	1.409e-28	7.981e-27
ANK1	27203.9	-2.7	1.429e-28	8.074e-27
APOA1BP	481.2	2.6	1.596e-28	8.454e-27
MRPL11	683	2.2	2.019e-28	8.454e-27
NDST1	256.8	4.9	2.131e-28	9.485e-27
PAICS	3365.2	3.3	2.219e-28	1.053e-26
RRS1	222.8	4.4	3.000e-28	1.053e-26
METTL1	193.9	5.2	3.140e-28	1.099e-26
NCOA4	84010.5	-4	1.720e-28	1.112e-26
USP9X	12475.6	-2.6	1.340e-28	1.162e-26
TCEAL4	161.8	4.1	2.935e-28	1.162e-26
MANBA	292	2.9	2.836e-28	1.164e-26
APBA2	69.1	6	2.914e-28	1.247e-26
LDHA	4699.6	5.5	2.431e-28	1.332e-26
OFD1	1993	-2.5	2.513e-28	1.374e-26
FKBP9	48.4	4.7	3.251e-28	1.406e-26
IL6ST	5142.1	-5	3.544e-28	1.928e-26
ANXA4	379.7	3.9	4.098e-28	1.976e-26
LY9	95.4	-8.1	5.353e-28	2.209e-26
XPO7	33970	-4.1	2.949e-28	2.498e-26
SDPR	207.8	7.7	6.742e-28	2.884e-26
GRAMD1A	74.5	6.3	7.199e-28	3.013e-26
C1GALT1	1744.8	-2.4	1.088e-27	3.090e-26
FAM132B	1985.3	-4.2	5.061e-28	3.146e-26
IRF1	2676.9	-2.9	6.930e-28	3.146e-26
TST	321.7	2.2	8.048e-28	3.805e-26
RANBP10	7024.5	-3.6	5.431e-28	4.523e-26
NQO1	120.4	6.5	1.106e-27	4.561e-26
KANK1	103	8.3	1.197e-27	4.823e-26
IL15RA	570.3	-2.3	1.208e-27	5.308e-26
NPM3	60.2	5.7	2.043e-27	5.503e-26
PSEN2	66.2	6.5	1.304e-27	5.683e-26
OSBP2	10144.9	-4.2	1.100e-27	5.760e-26
RP11-342M1.3	122.9	-4.6	1.783e-27	7.250e-26
EPB41	20751.3	-3.1	9.172e-28	7.405e-26
CTD-2336O2.1	529.6	-3.6	1.941e-27	7.517e-26
PDCD11	846.4	3.2	2.102e-27	8.123e-26
ANXA11	233.8	5.3	2.623e-27	8.536e-26
DUSP23	220.5	3.5	2.062e-27	1.075e-25
KDM7A	551.2	-4.7	2.347e-27	1.087e-25
PAQR9	121.9	-8.4	3.672e-27	1.176e-25
POLR1A	686.9	3.5	3.092e-27	1.180e-25
CBX2	142.8	4.2	3.039e-27	1.185e-25
BST2	428.4	3.2	2.694e-27	1.294e-25
COQ4	396.1	2.1	3.369e-27	1.373e-25
MSTO1	247	2.7	4.090e-27	1.489e-25
PARL	706	1.8	5.534e-27	2.232e-25
PTPLAD2	231.9	2.7	6.203e-27	2.249e-25
MFSD10	613.7	3.7	5.046e-27	2.288e-25
PTPRF	846.4	-8.5	7.203e-27	2.700e-25
APOBEC3A	114.5	-8.2	7.141e-27	2.733e-25
DNAJC2	603.2	1.6	8.517e-27	3.289e-25
IVD	929.7	2.5	9.776e-27	3.345e-25
SURF6	608.1	3.3	9.160e-27	3.806e-25
TTYH3	177.6	4.5	1.068e-26	4.219e-25
SMARCC1	688.7	1.7	1.111e-26	4.584e-25
CCDC86	276.9	4.9	1.163e-26	4.584e-25
DUSP14	140.2	3.5	1.229e-26	4.630e-25
ENDOD1	3276	-3.6	6.641e-27	5.074e-25
PPP1R26	67.9	6.7	1.434e-26	5.378e-25
AKAP1	131.6	5.6	1.453e-26	5.671e-25
XYLB	121.3	3.8	1.638e-26	5.741e-25
RP11-1299A16.3	214.7	-8.1	1.636e-26	5.741e-25
ZMYM3	277.4	4.2	1.893e-26	5.808e-25
LRRC2	648.6	-4.6	1.775e-26	6.876e-25
ZNF23	462.4	-3.7	1.788e-26	7.054e-25
DUSP3	168.3	6.6	1.442e-26	7.055e-25
TAGLN2	4466.3	3.4	1.302e-26	7.330e-25
MIAT	2405.5	-7.1	1.432e-26	8.044e-25
KIF26A	243.7	-7.1	2.168e-26	9.269e-25
VARS	588.4	2.2	2.647e-26	9.469e-25
SFXN4	353.4	5.2	2.881e-26	1.029e-24
CTSC	903.5	4.3	2.714e-26	1.082e-24
MRTO4	544	4.5	3.222e-26	1.281e-24
MAST3	6505.5	-3.6	3.196e-26	1.293e-24
BTG3	1179.6	-2.7	5.138e-26	1.293e-24
CDKN1B	1585.7	-3.2	5.590e-26	1.306e-24
ABHD4	6353.7	-3.4	2.995e-26	1.417e-24
TRIM35	178.9	2.9	4.787e-26	1.422e-24
GAPVD1	8040	-2.4	2.596e-26	1.424e-24
RALB	296.5	6	4.232e-26	1.482e-24
ZDHHC9	169	6.1	4.226e-26	1.574e-24
MAK16	362.3	3.1	4.285e-26	1.606e-24
QTRTD1	193.7	6.4	3.936e-26	1.633e-24
COLQ	660.1	-3.4	4.050e-26	1.697e-24
MRPS26	425.4	4.7	4.114e-26	1.700e-24
AK1	1137.4	-2.9	5.414e-26	1.720e-24
KLF3	5841.2	-3.3	3.211e-26	1.732e-24
TOM1L1	109.9	5	5.420e-26	1.796e-24
DFFA	403.1	2.3	4.838e-26	1.810e-24
DNMT3B	127.2	4.7	6.298e-26	1.810e-24
MYH11	183.3	-3.8	4.046e-26	1.877e-24
FPGS	915.3	2.6	5.239e-26	1.911e-24
TCEANC	2799.7	-4	2.882e-26	2.042e-24
SPTA1	21834.6	-3.8	3.051e-26	2.184e-24
GTF2H5	291.8	1.8	5.918e-26	2.190e-24
SNHG15	305.5	3.8	5.830e-26	2.494e-24
ZNF91	84	4.1	8.586e-26	2.969e-24
