gene	baseMean	log2FoldChange	pvalue	padj
NR1D1	187.2	-7.7	2.423e-39	3.444e-37
BARD1	680.8	3.7	2.622e-39	3.859e-37
PLEKHM3	612	-3.5	2.843e-39	4.146e-37
CEP76	820.2	-2.1	3.013e-39	4.500e-37
SH3GLB1	2067	-2.7	3.156e-39	4.890e-37
DDIT3	3088	-3.9	2.849e-39	6.140e-37
CAMLG	743	-2.4	4.839e-39	6.809e-37
HMMR	1412.1	3.4	7.605e-39	8.084e-37
VPS29	1347.4	1.9	8.749e-39	9.219e-37
CNPPD1	17880.9	-4	2.605e-39	9.490e-37
RBBP8	682.1	3.6	1.091e-38	1.482e-36
RBL1	602.2	4.2	1.072e-38	1.493e-36
CHP1	10003.2	-2.3	1.417e-38	1.956e-36
ISG15	1129.2	-4.9	2.378e-38	2.400e-36
HDAC5	2641.7	-3.5	1.827e-38	2.400e-36
ZNF510	319.9	-3.7	1.681e-38	2.609e-36
FBXL20	1424.9	-3	2.239e-38	2.894e-36
ZFAND2A	569.1	-3.3	2.431e-38	3.222e-36
ENOSF1	1057.7	3.2	2.585e-38	3.288e-36
LPIN2	26918.4	-3.8	1.082e-38	3.630e-36
FGFR4	89.4	-6.6	3.637e-38	4.152e-36
C6orf1	536.3	-3.3	3.474e-38	4.315e-36
DYNLT1	529	3.3	3.875e-38	4.776e-36
HMGN2	5374.6	2.4	3.824e-38	5.044e-36
PYGB	465.9	-4.2	4.156e-38	5.044e-36
TRPV2	1527.4	-6.3	1.009e-37	9.266e-36
UBXN7	993.8	-2.5	1.101e-37	1.123e-35
IMMP1L	388.9	2.6	1.062e-37	1.303e-35
BTG3	1179.6	3.2	1.130e-37	1.331e-35
CDIP1	520.7	-3	1.152e-37	1.347e-35
RP11-690G19.3	714.3	-2.4	1.188e-37	1.379e-35
HSD17B13	86.1	-7.1	1.656e-37	2.137e-35
DDX52	3776.5	-2.9	9.062e-38	2.755e-35
CNOT10	1311.2	2.7	3.684e-37	4.183e-35
METTL14	531.7	2.2	3.704e-37	4.316e-35
SP2	1226.4	-1.4	5.296e-37	4.519e-35
CKAP2L	1081.2	4.2	4.913e-37	5.606e-35
OPTN	14737.2	-3.2	5.075e-37	5.606e-35
STX5	447.7	-2.6	5.072e-37	5.747e-35
HRSP12	525.8	-2.7	4.932e-37	5.807e-35
POLL	1880.4	-2.2	4.964e-37	5.807e-35
SCARB1	992.2	-4.1	5.461e-37	6.062e-35
TMEM209	754.4	3.2	7.193e-37	6.662e-35
WDR34	1809.3	4.3	8.674e-37	9.193e-35
RP5-1198O20.4	161.6	-3.6	7.832e-37	9.248e-35
SPATA5	422.7	2.6	8.584e-37	9.278e-35
HLTF	1302.9	3.1	9.923e-37	1.115e-34
IKZF5	1166.7	-2.6	1.080e-36	1.115e-34
PRCC	850.8	-1.8	1.134e-36	1.164e-34
WBP2	9732	-2.6	1.145e-36	1.167e-34
TNFRSF10B	910.4	-3.3	1.474e-36	1.296e-34
UBQLN1	4767.8	-2.8	1.493e-36	1.625e-34
INPP5K	4014.4	-2.6	2.381e-36	2.575e-34
MDC1	544.2	3.5	2.499e-36	2.686e-34
HMGB2	14990.8	2.9	1.145e-36	3.005e-34
SEPT11	827	2.8	4.166e-36	3.677e-34
SEC14L1	12265.6	-2.9	3.875e-36	3.780e-34
WDR74	709.9	-3.7	3.951e-36	3.959e-34
IFIT2	2009.3	-5.8	4.516e-36	4.351e-34
DNASE2	758.4	-3.3	5.324e-36	4.585e-34
MKI67	6957.4	4.6	4.672e-36	4.597e-34
TGIF1	2285.1	-4.4	3.303e-36	4.717e-34
BACH1	4111.6	-3.2	4.630e-36	4.717e-34
ZMYM2	1078.6	-2.4	4.778e-36	4.833e-34
TIA1	810.2	2.7	5.088e-36	4.889e-34
FAF1	294.7	4.4	4.594e-36	5.549e-34
PCMTD1	2713.6	-3.7	7.317e-36	7.274e-34
SRA1	1933.2	-2.4	8.287e-36	8.191e-34
USP33	4285.3	-2.2	6.219e-36	8.578e-34
C1orf52	900.7	-2.2	1.067e-35	8.666e-34
SGTB	218.9	-4.1	1.152e-35	1.069e-33
INTS3	721.2	2.5	1.585e-35	1.463e-33
CUTA	1261.5	-2.3	2.000e-35	1.516e-33
WHSC1	1464.2	4.3	1.733e-35	1.581e-33
PDZD11	383.1	2.3	2.174e-35	2.066e-33
CDK2	687.7	3.6	2.902e-35	2.200e-33
ESCO2	1088.4	4.3	2.983e-35	2.211e-33
GID8	1225.9	-2	3.077e-35	2.659e-33
RAD51C	819.2	2.3	4.447e-35	3.950e-33
TMEM60	316.3	2.2	4.917e-35	4.343e-33
KATNBL1	424.5	2.7	3.939e-35	4.376e-33
DEDD2	5693.4	-3	3.481e-35	4.469e-33
UBAP1	13992	-4.2	5.435e-35	4.572e-33
RIOK3	40720.1	-3.6	5.491e-35	4.748e-33
RNGTT	497.8	4	4.933e-35	4.892e-33
C4orf36	78.3	-4.4	8.220e-35	6.207e-33
ENO2	525.8	3.9	8.749e-35	6.255e-33
TSPAN31	505.5	-2	9.457e-35	8.383e-33
NFKBIB	466.8	-2.7	8.766e-35	8.514e-33
ABI2	661	3.6	1.550e-34	1.125e-32
GPX4	4686.6	-3.9	1.391e-34	1.125e-32
WDR45	2406.9	-2.8	1.568e-34	1.362e-32
ZFAND2B	1011.7	-3.1	1.817e-34	1.500e-32
GAS2L3	312.4	3.5	1.462e-34	1.518e-32
IBA57	1129.2	-2.5	2.424e-34	1.918e-32
YPEL5	5619.9	-2.8	2.375e-34	2.012e-32
IP6K1	3946.7	-2.9	2.374e-34	2.012e-32
TMEM140	5277	-4.5	2.704e-34	2.279e-32
EXOSC8	821.9	3.2	3.581e-34	2.411e-32
DEPDC1	815.4	3.9	3.130e-34	2.416e-32
PKP4	566.3	3.9	3.167e-34	2.433e-32
HAUS5	686.3	4.1	5.270e-34	3.623e-32
CENPE	1488.8	3.9	4.425e-34	3.641e-32
HSPBAP1	449.9	-3.8	4.995e-34	3.908e-32
MAP1LC3B	13875.2	-3.4	2.711e-34	5.429e-32
MIEN1	802.5	-2.2	9.706e-34	6.546e-32
C18orf54	245.1	3.9	9.074e-34	7.000e-32
ARHGAP11B	652.1	4.2	1.155e-33	9.278e-32
SQSTM1	10484	-4.2	1.330e-33	1.016e-31
USP31	250.2	3.5	1.562e-33	1.100e-31
IFIT3	6371.3	-4.8	1.060e-33	1.179e-31
PDS5B	883	2.5	1.529e-33	1.206e-31
PTTG1	3224.9	3.7	6.719e-34	1.291e-31
EPN2	378.6	3.8	1.644e-33	1.291e-31
DUSP26	100.8	-5.9	1.941e-33	1.396e-31
RB1CC1	11739.5	-2.7	1.361e-33	1.480e-31
DYNC1LI2	1079.8	-1.7	2.575e-33	1.566e-31
NPEPPS	2385	-3	1.493e-33	1.609e-31
DPH1	883.1	-3.4	2.777e-33	1.703e-31
KIF20B	1216	3.7	2.611e-33	1.836e-31
RANBP1	835.4	3.3	2.835e-33	1.985e-31
RAB7A	6483.7	-2	2.741e-33	2.067e-31
CMBL	1307.2	-4.6	3.485e-33	2.617e-31
FAM149B1	572.2	2.9	4.682e-33	2.809e-31
CBX5	6782.5	3.2	1.635e-33	2.990e-31
SRSF7	2218.7	2.6	3.397e-33	3.534e-31
RP5-864K19.4	98.7	-4.1	5.950e-33	3.702e-31
NAP1L1	4299.1	2.4	5.398e-33	3.790e-31
METTL17	876.1	3.5	5.254e-33	3.845e-31
TTC1	1774	-2.2	6.622e-33	4.610e-31
TACC3	2916.4	3.5	6.834e-33	4.738e-31
SESN2	2971	-3.5	7.478e-33	4.995e-31
SFI1	389.7	3.3	8.005e-33	5.325e-31
PHF19	332.2	3.8	9.249e-33	6.127e-31
PPIP5K2	4135.1	2	9.764e-33	6.441e-31
STK25	854.2	2.3	9.250e-33	6.574e-31
KIF18B	1331	4.8	1.329e-32	6.625e-31
MLF2	3285.7	-2	1.149e-32	7.484e-31
MMS22L	1213.7	4.2	1.295e-32	8.403e-31
SUPT4H1	1738.2	-2.8	1.242e-32	8.684e-31
CENPF	3874.1	4	1.374e-32	8.845e-31
PKMYT1	1233.1	4.4	1.667e-32	9.120e-31
VKORC1L1	299.6	5	1.095e-32	9.132e-31
KIAA0101	2006.9	3.9	1.009e-32	9.740e-31
NFKBIA	698.6	-3.4	1.547e-32	1.013e-30
CHEK2	468.2	4.9	1.432e-32	1.077e-30
BRCA2	671.6	4.2	1.787e-32	1.123e-30
PHF8	866.1	-1.5	2.709e-32	1.472e-30
XPR1	1750.5	-2.4	2.380e-32	1.533e-30
NCBP1	1644	1.9	2.526e-32	1.569e-30
IPO9	1507	3.5	3.501e-32	1.848e-30
INIP	427.4	2.7	2.971e-32	1.973e-30
ZNF487	89.1	-2.9	3.211e-32	1.973e-30
ANKRD42	140.8	-2.9	3.762e-32	2.098e-30
RAD54L2	895.4	2.6	3.410e-32	2.247e-30
ZNF394	1291.3	-2.7	3.743e-32	2.271e-30
ASPM	1713.2	4.7	3.936e-32	2.459e-30
OAZ1	24066	-3.6	3.830e-32	2.495e-30
RCOR3	1715.5	-2.2	5.690e-32	2.602e-30
CNBP	9607.2	-2.6	4.502e-32	2.781e-30
NAA38	852	3.2	6.448e-32	3.332e-30
PSMB3	2339.4	2.7	6.999e-32	4.291e-30
FANCD2	1857.1	1.5	7.300e-32	4.459e-30
CCDC167	323.6	3.4	7.438e-32	5.723e-30
CCDC93	363.3	3.2	7.471e-32	5.727e-30
KIF23	2361.9	4.6	1.026e-31	6.488e-30
MBD1	1918.3	-1.2	1.323e-31	8.334e-30
SYS1	400.9	-2.7	1.140e-31	8.646e-30
CDC7	810.7	4.8	2.110e-31	1.059e-29
CENPW	1102	4.4	1.888e-31	1.088e-29
DIS3L2	317.4	4.6	1.459e-31	1.094e-29
CENPM	1132.2	4.5	1.835e-31	1.135e-29
ADAL	331.4	3.4	1.987e-31	1.170e-29
TRIM52-AS1	313.3	-2.6	2.382e-31	1.352e-29
ZBTB11	876.1	-2.1	2.710e-31	1.379e-29
VCPIP1	4468	-3.5	9.486e-32	1.422e-29
SECISBP2	1489.7	-1.7	3.934e-31	1.684e-29
LRRCC1	655.3	3.6	3.661e-31	1.779e-29
FAM96B	2302.4	-2	3.159e-31	1.906e-29
CEP57L1	387.2	3.6	3.890e-31	2.339e-29
CEP89	185.8	3.2	4.984e-31	2.641e-29
KCTD20	5393.5	-2.7	1.873e-31	2.748e-29
CGRRF1	464.3	-2.3	4.630e-31	2.755e-29
UQCC2	776.5	3.5	5.847e-31	2.782e-29
MYBL2	1161	4.5	6.960e-31	3.244e-29
ESPL1	1624.1	4.4	9.137e-31	3.792e-29
TSSC4	1818.7	-2.9	9.632e-31	3.983e-29
MEF2A	594.4	-1.8	7.516e-31	4.064e-29
UHRF1BP1L	844.6	-2.4	7.031e-31	4.099e-29
PRR11	540.2	3.9	7.594e-31	4.215e-29
FAM13B	605	-2.1	9.932e-31	4.781e-29
CALM3	4166.5	2.8	3.432e-31	4.867e-29
POLE	1412.8	4	1.446e-30	5.860e-29
ATG9A	14115	-3	1.078e-30	5.906e-29
TMPO	4891.5	4.3	4.356e-31	6.116e-29
SMIM12	1555.4	-1.9	1.529e-30	6.135e-29
CIB1	1440.4	-1.9	1.627e-30	6.505e-29
RPL7L1	1210.3	-2	1.257e-30	6.574e-29
TROAP	1721.3	4.6	1.667e-30	6.624e-29
EOGT	263.1	-3.5	1.305e-30	6.779e-29
NOL6	1464.2	-2.8	1.326e-30	7.430e-29
NUPL1	3565.3	-2.5	1.531e-30	7.902e-29
USP15	24007.4	-2.7	1.334e-30	1.042e-28
CHEK1	665.3	3.6	2.096e-30	1.111e-28
SP100	2723.9	-1.5	1.462e-30	1.135e-28
MRFAP1L1	2629.2	-2	8.589e-31	1.163e-28
UBALD1	267.6	-4.6	2.480e-30	1.260e-28
MOB3A	706.2	-2.1	2.300e-30	1.260e-28
STAT6	5613.2	-2.9	1.807e-30	1.385e-28
CSNK1A1	8234.7	-1.7	1.135e-30	1.517e-28
AKIRIN2	965.9	-1.8	3.140e-30	1.627e-28
PSENEN	402.1	-3.5	3.035e-30	1.641e-28
TRIM38	1849.1	-2.6	3.197e-30	1.647e-28
DCAF8	6505.5	-2.4	3.289e-30	1.768e-28
DEK	4152.7	2.5	3.569e-30	1.768e-28
SPATA2L	326.2	-3.9	3.107e-30	1.827e-28
RDX	698.2	3.5	4.401e-30	1.948e-28
ENTPD5	1590.8	-1.9	4.888e-30	2.047e-28
MAD2L2	623.8	3.3	5.159e-30	2.269e-28
CTSD	3770.5	-2.4	5.603e-30	2.824e-28
PLSCR1	748.4	3.4	5.809e-30	3.055e-28
PARP2	577.2	3.8	7.095e-30	3.093e-28
CENPL	763.1	4.2	6.528e-30	3.260e-28
HGS	2638.6	-1.7	2.554e-30	3.271e-28
SGOL1	521.4	4.1	8.389e-30	3.497e-28
CYB5B	733.2	2.8	8.726e-30	3.627e-28
GGA2	495.1	2.7	7.323e-30	3.782e-28
NUP85	972.3	3	7.384e-30	3.802e-28
PER1	2006.6	-4.2	5.491e-30	3.956e-28
TRIAP1	1275.3	-3.5	8.708e-30	4.120e-28
C5orf45	298.2	-4.3	8.564e-30	4.370e-28
TMX3	651.8	3.5	9.865e-30	4.640e-28
VPS37A	1593.9	-2.3	1.380e-29	4.933e-28
KIFC1	1363.5	4.4	1.369e-29	5.462e-28
KPNA6	7029.8	-2.1	7.853e-30	5.558e-28
MDM2	5683.5	-2.6	1.409e-29	6.549e-28
SRPK1	1590	2.6	1.892e-29	6.683e-28
HEXIM1	2272.7	-3.3	1.570e-29	7.851e-28
UHRF1BP1	885.1	2.8	1.660e-29	7.904e-28
PRKRA	510.2	-3	1.829e-29	8.402e-28
GTF2H1	1763.7	-2.3	1.814e-29	8.991e-28
RBM39	7762	-1.7	1.356e-29	9.404e-28
KLF10	1190.6	2.8	1.988e-29	9.797e-28
NAPEPLD	717	3.2	2.407e-29	1.130e-27
PTPN7	2836.4	2.8	2.579e-29	1.168e-27
RAD51AP1	816.6	4.4	3.509e-29	1.376e-27
RALBP1	955.7	-2	3.171e-29	1.428e-27
GUSB	1237	3.7	3.158e-29	1.466e-27
NF2	1495.1	3.6	3.374e-29	1.635e-27
SERTAD3	583	-2.9	4.143e-29	1.664e-27
PRELID2	416	4	3.281e-29	1.741e-27
RBM12B	417.6	2.5	3.426e-29	1.812e-27
ZCCHC6	2562.6	-2.5	4.938e-29	2.187e-27
NAPB	1175.5	-2.3	7.807e-29	2.628e-27
KIAA0907	818.4	-2.2	6.792e-29	2.690e-27
FBXO5	1461.7	4.4	6.178e-29	2.930e-27
MCPH1	400.9	2.2	5.119e-29	2.930e-27
ADIPOR1	32325.5	-3.3	2.774e-29	3.221e-27
TFDP1	2062.4	2.6	7.606e-29	3.313e-27
OSER1-AS1	322.5	-2.8	7.067e-29	3.321e-27
RAB6B	1286.1	3.6	8.417e-29	3.646e-27
HIST1H3I	304.1	3.9	8.466e-29	3.648e-27
OIP5	619.2	4.2	8.194e-29	3.648e-27
FBXL4	1533.2	-2.4	8.221e-29	3.651e-27
PRR3	254.6	-2	7.674e-29	3.688e-27
TDP2	3451.9	-3.8	9.214e-29	3.938e-27
KHNYN	3207.6	-2.2	9.620e-29	4.435e-27
PRAF2	196.9	-3.2	9.562e-29	4.558e-27
ZNF805	341.8	-3	1.297e-28	5.500e-27
HIST1H1B	347.4	3.7	1.226e-28	5.609e-27
IKZF1	1630.4	3.1	1.301e-28	5.937e-27
CLASRP	381.4	-2.3	1.327e-28	6.649e-27
SYTL4	408.6	3.5	1.614e-28	6.769e-27
YIPF4	2456.1	-1.7	1.656e-28	6.929e-27
BCAP29	1342.3	1.9	2.230e-28	7.938e-27
C5orf34	227.8	3	2.079e-28	8.652e-27
IFRD1	1260.7	-1.6	2.139e-28	9.176e-27
TCERG1	1874.3	2.5	2.327e-28	1.042e-26
HIST1H3H	1338.5	-4.3	2.992e-28	1.054e-26
KIAA1033	523.6	-2.3	2.830e-28	1.205e-26
PIM1	48766.6	-3	2.773e-28	1.232e-26
GABARAPL1	10151.5	-4.2	1.490e-28	1.623e-26
SPC25	527.4	4.4	5.018e-28	1.780e-26
SKA1	1043.9	4.1	5.293e-28	1.841e-26
SERPINF2	174.2	-4.7	5.495e-28	2.234e-26
PCGF5	5306.7	-2.9	5.886e-28	2.467e-26
KIF22	4887.6	2.5	5.827e-28	2.550e-26
SOD1	16494.1	-2.8	4.213e-28	2.581e-26
RIMKLB	1585.2	3.1	5.968e-28	2.598e-26
TOP2A	9907.3	4.2	6.088e-28	2.644e-26
TSC1	4677	-2.7	6.459e-28	2.673e-26
GTF3C6	1071.8	2.4	7.956e-28	2.711e-26
SPHK1	190.6	4.5	6.674e-28	3.013e-26
ACRBP	69.4	-4.1	7.620e-28	3.393e-26
ZMYND11	406.3	3	7.416e-28	3.503e-26
SERTAD1	1014.4	-4.3	8.866e-28	3.624e-26
BCL2L13	2905.4	-2.6	9.320e-28	3.800e-26
TRIP12	6766.8	-2.1	8.944e-28	3.807e-26
HMGB1	5234.3	2.1	3.663e-28	3.822e-26
GGPS1	566.5	-1.9	1.123e-27	3.954e-26
FAM178A	554.2	2.9	1.250e-27	4.391e-26
MAFK	269.6	-3.8	1.088e-27	4.802e-26
PNP	8731.6	-2.1	5.094e-28	5.264e-26
GOLGA5	1224.7	-2.6	1.355e-27	5.429e-26
GTF2I	573.9	-2.1	1.336e-27	5.591e-26
NDUFV2	6353.5	-3.2	1.496e-27	5.772e-26
EIF1	28164.1	-2.2	1.454e-27	5.785e-26
MBNL1	9330.6	-2	5.705e-28	5.813e-26
SLFN13	571.3	4.3	1.468e-27	5.813e-26
ZMAT2	3612.8	-2.4	6.426e-28	6.527e-26
WDR86	54.4	-6.3	1.930e-27	6.711e-26
DTYMK	1360.1	3.7	1.822e-27	6.928e-26
RFFL	2661.1	-1.8	1.956e-27	7.671e-26
HMOX1	11266.3	-6.4	2.224e-27	8.420e-26
ATF3	548.7	-4.3	2.352e-27	8.883e-26
CEP72	223.8	5.3	2.124e-27	8.975e-26
MAP1LC3B2	600.1	-3.9	2.774e-27	9.048e-26
FLOT2	2264.2	1.9	2.430e-27	9.417e-26
POLR3E	1816.2	-3.5	4.232e-27	1.207e-25
STX8	261.6	3.1	3.704e-27	1.382e-25
YOD1	7112.6	-2.9	3.657e-27	1.473e-25
PEAK1	696.3	2.1	4.616e-27	1.542e-25
KLHL9	845.2	2	5.664e-27	1.822e-25
DNAJC19	585	2.2	5.749e-27	1.912e-25
CLIP1	838.1	-3.5	6.030e-27	1.931e-25
SSU72	1436.8	-2.2	6.262e-27	1.966e-25
AMPD2	463.9	-3.7	5.452e-27	2.002e-25
KAT6B	581	-2.1	6.370e-27	2.025e-25
HAUS8	736.2	3.2	5.380e-27	2.127e-25
TMEM179B	753.6	-1.4	5.882e-27	2.217e-25
MMAB	338	3	6.234e-27	2.268e-25
CENPT	1100.3	2.1	6.546e-27	2.376e-25
ASPH	1439.5	-4.7	8.610e-27	2.377e-25
RNASEH2B	802	3.8	6.552e-27	2.447e-25
ABHD4	6353.7	-3.1	4.483e-27	2.454e-25
ZNF346	1175.3	-2.6	6.865e-27	2.469e-25
RAB5C	433	-2	5.291e-27	2.481e-25
CEP152	941.8	2.4	6.439e-27	2.494e-25
STK17B	6911.7	-3.2	4.670e-27	2.533e-25
UBR2	11072.7	-3.1	6.643e-27	2.561e-25
TBC1D15	3007.4	-2.2	7.286e-27	2.803e-25
FRMD8	2171.3	-2.8	5.218e-27	2.811e-25
CHIC2	1741.7	-3	1.074e-26	2.898e-25
SHFM1	1232.4	3.1	1.108e-26	2.984e-25
VPS45	392.4	3.3	7.384e-27	3.101e-25
NCAPH	1538	4.4	1.239e-26	3.322e-25
TMEM241	1027	-3.6	1.021e-26	3.582e-25
CEP95	865.9	-1.6	1.204e-26	3.793e-25
PARP9	648.4	2.8	1.044e-26	3.944e-25
THAP3	481.9	-2.3	1.120e-26	4.028e-25
ZNF83	446.9	3.2	9.708e-27	4.028e-25
TMEM138	772.7	2.2	1.181e-26	4.101e-25
C12orf4	538.1	2.3	1.392e-26	4.184e-25
IRGQ	953.3	-2.3	1.628e-26	4.290e-25
MT2A	1553.9	-4.7	1.217e-26	4.339e-25
KIF2C	2442.2	4.1	1.349e-26	4.642e-25
CRELD1	238.9	-2.2	1.396e-26	4.792e-25
GPSM2	235.2	2.7	1.491e-26	4.885e-25
MEAF6	651.9	2	1.622e-26	5.732e-25
DHPS	1487.4	-2.6	1.742e-26	5.942e-25
ADPRHL2	1069.2	-2.9	1.838e-26	6.468e-25
TCHP	381.3	2.9	2.028e-26	6.889e-25
BUB1B	1471.6	3.7	2.752e-26	7.110e-25
STAG2	4432.8	-1.6	8.639e-27	7.768e-25
NCOA2	3035.8	-2.2	1.558e-26	7.986e-25
TNFAIP3	204.1	-5.1	2.442e-26	8.500e-25
FANCB	213.8	3.4	2.664e-26	8.565e-25
MRPL35	553.7	3.1	2.878e-26	8.682e-25
LINC00909	234.4	2.1	2.752e-26	8.811e-25
TULP3	881.4	-2.2	3.017e-26	1.008e-24
PCIF1	2700.6	-2.2	2.069e-26	1.047e-24
CSTB	5822.8	-2.2	1.288e-26	1.139e-24
CDC25C	492.7	4.2	3.461e-26	1.149e-24
ATXN1L	930.1	-1.9	5.044e-26	1.273e-24
TMCC2	105740.7	-5.3	4.061e-26	1.387e-24
SPIN4	528	3.5	4.741e-26	1.406e-24
TEX30	582.5	3.1	4.179e-26	1.421e-24
POLA2	823.1	3.5	5.372e-26	1.531e-24
PGPEP1	270.3	-3.2	4.897e-26	1.605e-24
