gene	baseMean	log2FoldChange	pvalue	padj
C1orf159	41.8	0.0783	8.449859850e-01	1.000e+00
TNFRSF18	0.1	0	1.000000000e+00	1.000e+00
SDF4	89.9	0.1496	5.897493316e-01	1.000e+00
B3GALT6	2.7	-1.9641	1.740315018e-01	1.000e+00
FAM132A	0.9	-2.0857	4.115397754e-01	1.000e+00
RP5-902P8.12	0.1	0	1.000000000e+00	1.000e+00
UBE2J2	359.2	0.0262	8.759717101e-01	1.000e+00
RP5-902P8.10	0.1	0.9525	8.346174103e-01	1.000e+00
SCNN1D	1	-0.5696	8.089602818e-01	1.000e+00
ACAP3	17.1	0.0146	9.802276769e-01	1.000e+00
PUSL1	113.4	-0.0274	9.068091209e-01	1.000e+00
CPSF3L	1228.1	-0.123	3.964515667e-01	1.000e+00
GLTPD1	240.6	-0.1399	5.575888114e-01	1.000e+00
TAS1R3	198.7	0.0843	6.929419986e-01	1.000e+00
DVL1	37.5	-0.6198	1.059797861e-01	1.000e+00
MXRA8	0.7	0.9682	7.315914946e-01	1.000e+00
AURKAIP1	808	-0.1344	4.235584454e-01	1.000e+00
CCNL2	601.6	0.0519	7.592855060e-01	1.000e+00
RP4-758J18.2	190.7	-0.1912	3.683646460e-01	1.000e+00
MRPL20	356.7	-0.1536	4.282007716e-01	1.000e+00
RP4-758J18.13	13.1	0.7982	2.334250140e-01	1.000e+00
RP4-758J18.7	0.1	0.9525	8.346174103e-01	1.000e+00
RP4-758J18.10	0.2	0.9525	8.346174103e-01	1.000e+00
VWA1	0.4	0.9525	8.069062510e-01	1.000e+00
ATAD3C	2	0.1179	9.427192226e-01	1.000e+00
ATAD3B	22.4	-0.5473	2.550729199e-01	1.000e+00
ATAD3A	27.9	-0.6386	1.559019825e-01	1.000e+00
SSU72	516.8	0.1047	4.733140728e-01	1.000e+00
AL645728.1	1.7	-0.251	8.913729620e-01	1.000e+00
RP11-345P4.9	10.7	0.4722	5.108705654e-01	1.000e+00
MIB2	27.5	0.5584	2.419913471e-01	1.000e+00
MMP23B	3.9	1.07	3.686041995e-01	1.000e+00
CDK11B	96.4	-0.1759	4.939018056e-01	1.000e+00
SLC35E2B	428.8	-0.0427	7.905679859e-01	1.000e+00
RP11-345P4.7	5.5	-1.171	2.396091747e-01	1.000e+00
CDK11A	517.7	-0.0821	6.160275102e-01	1.000e+00
SLC35E2	42	-0.0067	9.853346594e-01	1.000e+00
NADK	192.8	-0.1513	4.427972380e-01	1.000e+00
GNB1	173.2	0.1329	5.418812548e-01	1.000e+00
RP1-140A9.1	1.4	-1.3368	4.510558350e-01	1.000e+00
CALML6	0.3	-1.4406	7.486628133e-01	1.000e+00
TMEM52	3	-1.8192	1.930595875e-01	1.000e+00
C1orf222	0.7	-2.086	4.375915040e-01	1.000e+00
PRKCZ	0.1	0.9525	8.346174103e-01	1.000e+00
RP11-181G12.2	1.2	2.0401	3.767409176e-01	1.000e+00
C1orf86	80.6	-0.0067	9.811619654e-01	1.000e+00
SKI	34.4	-0.4326	2.843239991e-01	1.000e+00
MORN1	48.1	-0.6029	9.048246923e-02	1.000e+00
AL589739.1	0.5	-0.5123	8.845282662e-01	1.000e+00
RER1	1908.6	0.0555	6.782628847e-01	1.000e+00
PEX10	49	0.1711	6.326518254e-01	1.000e+00
PLCH2	0.7	2.3723	4.663800071e-01	1.000e+00
PANK4	165.6	-0.3692	8.316873641e-02	1.000e+00
RP3-395M20.12	1.8	-2.505	2.392976119e-01	1.000e+00
TNFRSF14	415.5	-0.0285	8.662320005e-01	1.000e+00
RP3-395M20.7	0.1	-1.4406	7.520580371e-01	1.000e+00
FAM213B	87.5	0.0608	8.321255176e-01	1.000e+00
MMEL1	0.1	0.9525	8.346174103e-01	1.000e+00
TTC34	0.6	-3.026	3.216256096e-01	1.000e+00
PRDM16	0.1	0	1.000000000e+00	1.000e+00
MEGF6	2	-0.5285	7.513616378e-01	1.000e+00
RP11-46F15.2	0.7	-0.5575	8.273468218e-01	1.000e+00
TPRG1L	334.8	-0.0406	8.148490595e-01	1.000e+00
WRAP73	111.6	0.101	7.126326986e-01	1.000e+00
TP73	36.4	-0.099	8.023951126e-01	1.000e+00
RP5-1092A11.2	0.3	1.7833	6.937945578e-01	1.000e+00
TP73-AS1	471.9	-0.0691	6.659328425e-01	1.000e+00
CCDC27	3.2	-0.154	9.108609773e-01	1.000e+00
SMIM1	2308	-0.1666	3.539967970e-01	1.000e+00
LRRC47	110.3	0.046	8.522774563e-01	1.000e+00
RP1-286D6.5	3.1	1.9865	1.983717174e-01	1.000e+00
CEP104	82.6	0.151	5.883740884e-01	1.000e+00
DFFB	16	0.2472	6.779438124e-01	1.000e+00
C1orf174	293.3	0.0196	9.113912866e-01	1.000e+00
LINC01134	26.5	-0.2752	5.576328428e-01	1.000e+00
NPHP4	44.7	0.0113	9.749283017e-01	1.000e+00
KCNAB2	51.4	-0.1504	6.743168717e-01	1.000e+00
CHD5	1.5	0.2276	9.077634523e-01	1.000e+00
RPL22	1614.6	0.1024	4.371610768e-01	1.000e+00
RNF207	0.3	1.7522	6.990416085e-01	1.000e+00
ICMT	44.4	0.1531	6.700606418e-01	1.000e+00
GPR153	0.4	-1.4565	6.926305094e-01	1.000e+00
ACOT7	86.2	-0.081	7.862811004e-01	1.000e+00
HES2	14.7	-0.0156	9.801365006e-01	1.000e+00
ESPN	286.5	0.2468	2.393276451e-01	1.000e+00
RP1-202O8.2	1.4	0.9892	6.075001783e-01	1.000e+00
TNFRSF25	39	-0.0729	8.459581784e-01	1.000e+00
PLEKHG5	1.1	0.8827	7.208777780e-01	1.000e+00
NOL9	74.8	0.0355	9.017755254e-01	1.000e+00
TAS1R1	0.4	-3.0255	4.070115905e-01	1.000e+00
ZBTB48	268.2	-0.1755	3.431803478e-01	1.000e+00
KLHL21	2246	0.2539	6.513986829e-02	1.000e+00
PHF13	148.8	0.1131	5.980229098e-01	1.000e+00
THAP3	226.2	-0.2796	1.572172744e-01	1.000e+00
DNAJC11	429.9	-0.1149	4.817649776e-01	1.000e+00
RP11-242F24.1	0.3	0	1.000000000e+00	1.000e+00
RP11-312B8.1	0.3	0	1.000000000e+00	1.000e+00
CAMTA1	89.2	0.3676	1.721128767e-01	1.000e+00
VAMP3	743	0.0612	6.432073482e-01	1.000e+00
PER3	141.2	0.0354	8.753666644e-01	1.000e+00
RP3-467L1.4	1	-1.8865	4.055288695e-01	1.000e+00
UTS2	0.7	-2.086	4.373957560e-01	1.000e+00
TNFRSF9	5.4	-0.3899	6.942172342e-01	1.000e+00
PARK7	2227.9	-0.0085	9.489449004e-01	1.000e+00
ERRFI1	247.3	0.2722	2.176393525e-01	1.000e+00
RERE	94.6	0.0518	8.407629216e-01	1.000e+00
RP5-1115A15.1	0.6	2.4465	4.419117666e-01	1.000e+00
RP4-633I8.4	2.6	-0.4339	7.530743373e-01	1.000e+00
ENO1	983	-0.2589	7.117358671e-02	1.000e+00
CA6	0.1	0	1.000000000e+00	1.000e+00
GPR157	7.2	-0.2143	8.031979195e-01	1.000e+00
RP3-510D11.1	3.5	0.3667	7.674554316e-01	1.000e+00
RP3-510D11.2	6.5	-0.4579	6.365979841e-01	1.000e+00
H6PD	7	0.9188	3.063950486e-01	1.000e+00
SPSB1	0.3	-0.5171	9.048121047e-01	1.000e+00
RP13-392I16.1	0.1	-1.4799	7.453607083e-01	1.000e+00
SLC25A33	2.1	-0.3671	8.278551702e-01	1.000e+00
TMEM201	3.6	0.4374	7.169069356e-01	1.000e+00
PIK3CD	0.3	-1.4794	7.390252651e-01	1.000e+00
RP11-558F24.4	0.7	-3.0698	2.829744450e-01	1.000e+00
CLSTN1	4.3	-0.0516	9.620621599e-01	1.000e+00
CTNNBIP1	0.6	0.3601	9.128674430e-01	1.000e+00
LZIC	82.1	-0.0652	8.127887676e-01	1.000e+00
NMNAT1	20.9	-0.0757	8.943567773e-01	1.000e+00
RBP7	0.2	0.9525	8.346174103e-01	1.000e+00
UBE4B	775	0.0142	9.190463430e-01	1.000e+00
KIF1B	8.5	0.8056	3.105448999e-01	1.000e+00
PGD	1731.7	-0.1161	3.806122811e-01	1.000e+00
APITD1	7.7	-0.5942	4.562148408e-01	1.000e+00
CORT	1	1.9698	4.542320711e-01	1.000e+00
DFFA	133.4	-0.3305	1.297737759e-01	1.000e+00
PEX14	81.9	-0.0204	9.459951562e-01	1.000e+00
CASZ1	4.4	0.517	6.534750383e-01	1.000e+00
RP4-734G22.3	1.4	-3.0423	1.697442544e-01	1.000e+00
TARDBP	644.3	-0.0302	8.402355849e-01	1.000e+00
MASP2	2.4	0.7458	6.387748485e-01	1.000e+00
RP4-635E18.8	17.5	0.2114	7.183308557e-01	1.000e+00
SRM	23.1	-0.0785	8.709554043e-01	1.000e+00
EXOSC10	407.1	-0.1362	3.918179912e-01	1.000e+00
RP4-635E18.7	0.9	0.9789	7.048937841e-01	1.000e+00
RP4-635E18.6	1	-0.0679	9.766647050e-01	1.000e+00
MTOR	404.7	-0.0891	6.243374045e-01	1.000e+00
MTOR-AS1	0.4	-2.4181	5.198801547e-01	1.000e+00
ANGPTL7	1.4	-1.055	5.942267553e-01	1.000e+00
UBIAD1	552.7	-0.1076	4.810123048e-01	1.000e+00
PTCHD2	0.2	0.9525	8.346174103e-01	1.000e+00
FBXO44	1.6	0.803	6.883702415e-01	1.000e+00
FBXO6	23.5	0.17	7.375419847e-01	1.000e+00
MAD2L2	125.7	-0.1354	6.050715664e-01	1.000e+00
DRAXIN	0.3	0.9525	8.338363932e-01	1.000e+00
AGTRAP	126.7	-0.278	2.827733505e-01	1.000e+00
C1orf167	0.4	-3.0255	4.070115905e-01	1.000e+00
MTHFR	1836.2	-0.1394	2.556988974e-01	1.000e+00
CLCN6	264.9	0.0027	9.891986494e-01	1.000e+00
NPPA-AS1	3.4	-0.5918	6.618802848e-01	1.000e+00
NPPA	1.8	0.5956	7.298995045e-01	1.000e+00
NPPB	0.1	0.9525	8.346174103e-01	1.000e+00
KIAA2013	49.5	0.1364	6.926737813e-01	1.000e+00
PLOD1	329.1	-0.2595	1.820897425e-01	1.000e+00
MFN2	3224.2	-0.0735	5.379618566e-01	1.000e+00
MIIP	512.3	-0.0671	7.223930888e-01	1.000e+00
TNFRSF1B	14.2	-0.073	9.127348787e-01	1.000e+00
VPS13D	202.3	-0.4126	3.148486325e-02	1.000e+00
DHRS3	33.9	-0.3692	4.022850231e-01	1.000e+00
RP11-474O21.5	0.5	-1.5238	6.750728143e-01	1.000e+00
HNRNPCL1	0.3	0.9525	8.341123137e-01	1.000e+00
PRDM2	175.3	-0.154	4.402649688e-01	1.000e+00
RP11-344F13.1	0.2	0.9525	8.346174103e-01	1.000e+00
KAZN	0.3	-0.4789	9.126777340e-01	1.000e+00
EFHD2	7.6	-1.1891	1.647198967e-01	1.000e+00
CTRC	0.1	0.9525	8.346174103e-01	1.000e+00
CELA2A	0.4	-2.4181	5.194471581e-01	1.000e+00
CELA2B	1.1	-2.8189	2.174306435e-01	1.000e+00
CASP9	75.3	-0.3797	1.907850059e-01	1.000e+00
DNAJC16	303.9	0.1055	5.942450552e-01	1.000e+00
AGMAT	1.4	1.4175	4.814704310e-01	1.000e+00
RP4-680D5.2	0.5	2.0014	5.902744749e-01	1.000e+00
DDI2	1824.3	0.3201	1.526546251e-02	1.000e+00
PLEKHM2	389.5	-0.0771	6.615439740e-01	1.000e+00
RP11-288I21.1	4.3	-0.2942	8.011017669e-01	1.000e+00
SLC25A34	14.8	0.5075	4.118766121e-01	1.000e+00
TMEM82	0.1	0	1.000000000e+00	1.000e+00
FBLIM1	0.1	0	1.000000000e+00	1.000e+00
RP11-169K16.9	14.4	-0.3348	5.786589295e-01	1.000e+00
SPEN	163.3	-0.1233	5.572785394e-01	1.000e+00
ZBTB17	202.9	-0.1145	5.812523159e-01	1.000e+00
CLCNKB	0.1	0	1.000000000e+00	1.000e+00
ARHGEF19	10.4	-0.1976	7.913615023e-01	1.000e+00
C1orf134	9.2	-0.2972	6.950041819e-01	1.000e+00
RSG1	9.9	0.2668	7.239734538e-01	1.000e+00
FBXO42	746	-0.3698	1.970605917e-02	1.000e+00
SZRD1	199.1	-0.1414	4.986095651e-01	1.000e+00
SPATA21	1.3	-4.0596	8.157294270e-02	1.000e+00
NECAP2	1474.2	0.0033	9.800418171e-01	1.000e+00
RP4-798A10.2	23.6	-0.6412	1.817340638e-01	1.000e+00
RP4-798A10.7	0.3	-1.4795	7.394168204e-01	1.000e+00
NBPF1	22.5	0.0647	8.969793979e-01	1.000e+00
CROCCP2	459.5	-0.2583	1.020677571e-01	1.000e+00
CROCC	4.4	0.497	6.486114377e-01	1.000e+00
RP11-108M9.4	0.1	0.9525	8.346174103e-01	1.000e+00
RP11-108M9.6	0.7	-0.117	9.671132242e-01	1.000e+00
ATP13A2	15.5	-0.754	2.258468873e-01	1.000e+00
SDHB	963.2	-0.0901	5.003633640e-01	1.000e+00
PADI3	0.3	-0.5178	9.079813537e-01	1.000e+00
PADI4	3.3	0.2693	8.351198196e-01	1.000e+00
AC004824.2	0.1	0.9525	8.346174103e-01	1.000e+00
RCC2	97.2	-0.2586	3.274980804e-01	1.000e+00
ACTL8	0.4	0.32	9.338904276e-01	1.000e+00
RP13-279N23.2	0.1	0.9525	8.346174103e-01	1.000e+00
ALDH4A1	149.3	0.0524	8.170439860e-01	1.000e+00
IFFO2	0.6	2.9504	3.700390857e-01	1.000e+00
UBR4	3105.4	-0.2214	9.921586641e-02	1.000e+00
RP1-43E13.2	3.1	-0.3129	8.172964352e-01	1.000e+00
EMC1	238.5	-0.0474	8.135401882e-01	1.000e+00
MRTO4	55.3	0.4931	1.369959153e-01	1.000e+00
AKR7A3	0.8	0.9525	7.425115395e-01	1.000e+00
AKR7A2	204	-0.0509	7.967122772e-01	1.000e+00
PQLC2	164.7	-0.2485	2.643607550e-01	1.000e+00
CAPZB	1138.4	-0.0299	8.207722402e-01	1.000e+00
MINOS1	24	0.0616	9.003109708e-01	1.000e+00
NBL1	0.7	-2.0648	4.438399843e-01	1.000e+00
TMCO4	5.4	0.2569	7.942000122e-01	1.000e+00
OTUD3	15.2	-0.4518	4.559467293e-01	1.000e+00
PLA2G2A	1.1	-1.4657	5.849512777e-01	1.000e+00
PLA2G2D	0.4	0	1.000000000e+00	1.000e+00
PLA2G2F	0.3	1.9009	6.628343693e-01	1.000e+00
RP3-340N1.2	0.1	-1.4406	7.520580371e-01	1.000e+00
PLA2G2C	0.5	0.3495	9.100947195e-01	1.000e+00
UBXN10-AS1	6.9	0.2357	7.891961686e-01	1.000e+00
UBXN10	608	0.0275	8.490882681e-01	1.000e+00
VWA5B1	0.1	-1.4799	7.453607083e-01	1.000e+00
MUL1	406.8	-0.0269	8.790579505e-01	1.000e+00
CDA	0.1	-1.4799	7.453607083e-01	1.000e+00
PINK1	58.4	-0.0284	9.366587702e-01	1.000e+00
PINK1-AS	5.5	0.2277	8.162762273e-01	1.000e+00
DDOST	598.5	-0.0016	9.915442037e-01	1.000e+00
SH2D5	0.3	1.7522	6.990416085e-01	1.000e+00
HP1BP3	456.3	0.0359	8.109309037e-01	1.000e+00
EIF4G3	86.9	-0.4886	8.895903551e-02	1.000e+00
ECE1	95.7	0.0763	7.941874387e-01	1.000e+00
RP3-329E20.2	2.8	-1.0415	4.411782661e-01	1.000e+00
RP5-1071N3.1	0.7	0.9525	7.545592028e-01	1.000e+00
NBPF3	75.6	-0.1495	6.100173481e-01	1.000e+00
ALPL	33.4	-0.1313	7.463877477e-01	1.000e+00
RP11-63N8.3	0.6	-0.4812	8.816945201e-01	1.000e+00
RAP1GAP	9961	0.0392	7.659732562e-01	1.000e+00
LDLRAD2	0.4	-2.4858	5.017457492e-01	1.000e+00
HSPG2	331.5	-0.2739	2.045936799e-01	1.000e+00
RP1-224A6.3	0.1	-1.4799	7.453607083e-01	1.000e+00
LINC00339	29.8	-0.3687	3.843637063e-01	1.000e+00
CDC42	2022.9	0.2113	1.583711516e-01	1.000e+00
RP1-224A6.9	4	-0.4799	6.653247401e-01	1.000e+00
WNT4	1.2	-3.4841	1.516049621e-01	1.000e+00
ZBTB40	158.4	-0.1517	5.037399015e-01	1.000e+00
EPHA8	0.1	0.9525	8.346174103e-01	1.000e+00
KDM1A	50.3	0.0329	9.228434909e-01	1.000e+00
LUZP1	4.8	-0.7353	4.646752996e-01	1.000e+00
RP5-1057J7.6	4.9	-0.0133	9.901362801e-01	1.000e+00
HNRNPR	564	0.1618	3.254734742e-01	1.000e+00
ZNF436	165	-0.3096	1.596099836e-01	1.000e+00
C1orf213	13.2	-0.5905	3.487538981e-01	1.000e+00
RP5-1057J7.7	0.2	0.9525	8.346174103e-01	1.000e+00
TCEA3	0.3	1.8865	6.665966970e-01	1.000e+00
ASAP3	54.3	-0.1543	6.522639416e-01	1.000e+00
E2F2	1144.6	0.133	3.114570021e-01	1.000e+00
ID3	1.1	-0.63	7.814208790e-01	1.000e+00
RPL11	12775	-0.0761	5.483309896e-01	1.000e+00
TCEB3	391.2	0.0555	7.195357180e-01	1.000e+00
RP5-886K2.3	19	0.041	9.386202514e-01	1.000e+00
LYPLA2	486.7	-0.2333	1.622771288e-01	1.000e+00
GALE	464.7	-0.1788	3.292482653e-01	1.000e+00
HMGCL	560.5	-0.1163	5.103954012e-01	1.000e+00
FUCA1	663.1	-0.0012	9.935412520e-01	1.000e+00
CNR2	0.1	0	1.000000000e+00	1.000e+00
PNRC2	34.8	0.9149	7.240116950e-02	1.000e+00
SRSF10	19.4	-0.1286	8.187480505e-01	1.000e+00
MYOM3	0.1	0.9525	8.346174103e-01	1.000e+00
IL22RA1	1	-3.7539	1.365474468e-01	1.000e+00
STPG1	37.9	0.189	6.288971283e-01	1.000e+00
NIPAL3	712.3	-0.1725	2.394695954e-01	1.000e+00
SRRM1	398	0.0786	6.093733053e-01	1.000e+00
CLIC4	1894.6	0.1474	6.413635634e-01	1.000e+00
RUNX3	0.3	-1.4795	7.394168204e-01	1.000e+00
RP4-706G24.1	0.6	0.9525	7.688368923e-01	1.000e+00
SYF2	1039	-0.0432	7.585026073e-01	1.000e+00
C1orf63	1349.6	0.2635	7.429288202e-02	1.000e+00
RP3-465N24.6	1.4	2.4071	2.641103570e-01	1.000e+00
RHD	3555.7	0.1377	2.467928886e-01	1.000e+00
TMEM50A	2243.7	0.0566	6.216813622e-01	1.000e+00
RHCE	2153.8	-0.0261	8.613838930e-01	1.000e+00
TMEM57	376.7	0.1388	4.040609120e-01	1.000e+00
LDLRAP1	81	0.4011	1.588496737e-01	1.000e+00
MAN1C1	0.9	0.0201	9.932903207e-01	1.000e+00
SEPN1	0.3	-2.4523	5.715565640e-01	1.000e+00
MTFR1L	193.7	-0.125	5.236448364e-01	1.000e+00
AUNIP	46.8	-0.5308	1.255991186e-01	1.000e+00
RP1-125I3.2	0.1	0.9525	8.346174103e-01	1.000e+00
PAQR7	45	-0.1377	6.954126850e-01	1.000e+00
STMN1	238.4	0.1466	4.573291861e-01	1.000e+00
PAFAH2	35.1	0.2122	6.003532484e-01	1.000e+00
EXTL1	1	0.9796	6.964016867e-01	1.000e+00
SLC30A2	1.4	-3.7414	1.057590748e-01	1.000e+00
TRIM63	4.2	-0.0964	9.322737127e-01	1.000e+00
PDIK1L	502.1	0.0896	6.671506036e-01	1.000e+00
FAM110D	0.7	-0.6447	8.136773327e-01	1.000e+00
ZNF593	0.3	0.9525	8.330602399e-01	1.000e+00
RP11-96L14.7	0.3	-0.4789	9.126777340e-01	1.000e+00
CNKSR1	2.4	0.6748	6.963113728e-01	1.000e+00
CEP85	234.7	-0.0706	7.093882317e-01	1.000e+00
SH3BGRL3	6696.4	-0.1084	4.709562183e-01	1.000e+00
UBXN11	87.5	-0.0083	9.768640010e-01	1.000e+00
CD52	37	-0.2596	5.168995381e-01	1.000e+00
AIM1L	0.5	0.938	7.883044086e-01	1.000e+00
DHDDS	198.4	-0.2572	2.146839586e-01	1.000e+00
RP3-476K8.3	1.1	1.6951	4.748845481e-01	1.000e+00
HMGN2	564.8	-0.0373	7.909753904e-01	1.000e+00
RPS6KA1	1027.1	-0.0246	8.643848333e-01	1.000e+00
RP5-968P14.2	0.4	-3.0255	4.070115905e-01	1.000e+00
ARID1A	683.9	-0.075	6.131101193e-01	1.000e+00
PIGV	168.4	0.0475	8.320987714e-01	1.000e+00
ZDHHC18	8	-0.2194	7.836430560e-01	1.000e+00
SFN	0.5	1.7828	5.645371992e-01	1.000e+00
GPN2	281.4	-0.2137	2.618537767e-01	1.000e+00
GPATCH3	294	-0.1449	5.030634579e-01	1.000e+00
NUDC	1714.3	-0.1327	3.429874995e-01	1.000e+00
NR0B2	1.3	-1.1609	5.724073989e-01	1.000e+00
C1orf172	0.4	-1.5241	6.830571288e-01	1.000e+00
FAM46B	3.1	-0.9273	5.082663376e-01	1.000e+00
SLC9A1	25.7	-0.5927	2.092181813e-01	1.000e+00
WDTC1	365	-0.0619	7.211412127e-01	1.000e+00
TMEM222	544.4	-0.0782	6.302913101e-01	1.000e+00
SYTL1	118	-0.3813	1.373773275e-01	1.000e+00
MAP3K6	43.8	-0.2935	4.263944084e-01	1.000e+00
GPR3	3.2	-0.0637	9.602946829e-01	1.000e+00
WASF2	4017.2	-0.0815	4.931138270e-01	1.000e+00
RP4-752I6.1	0.1	0	1.000000000e+00	1.000e+00
RP1-159A19.4	8.1	-0.4668	5.753214038e-01	1.000e+00
AHDC1	49.6	-0.4496	1.896357801e-01	1.000e+00
IFI6	60.2	-0.5419	1.326137324e-01	1.000e+00
FAM76A	41.6	0.1007	8.238308599e-01	1.000e+00
STX12	172.1	0.0889	7.055776607e-01	1.000e+00
PPP1R8	92	0.1197	6.508309179e-01	1.000e+00
THEMIS2	359.7	-0.0259	8.850986884e-01	1.000e+00
RPA2	936	0.0401	7.584491922e-01	1.000e+00
SMPDL3B	1.9	-0.9318	6.123666636e-01	1.000e+00
XKR8	5.9	-0.3624	7.153008787e-01	1.000e+00
EYA3	833.9	0.0554	6.779723382e-01	1.000e+00
PTAFR	2.9	1.4652	3.189161708e-01	1.000e+00
DNAJC8	717.1	0.0035	9.798161167e-01	1.000e+00
AL353354.1	3.3	0.6573	6.026230617e-01	1.000e+00
ATPIF1	1876.7	-0.0685	5.870010493e-01	1.000e+00
RP5-1092A3.4	4.7	0.3127	7.695997521e-01	1.000e+00
RP5-1092A3.5	0.1	0	1.000000000e+00	1.000e+00
SESN2	2896.4	-0.0185	8.803771992e-01	1.000e+00
MED18	103.2	0.0933	7.166736847e-01	1.000e+00
PHACTR4	99	-0.2281	3.690360525e-01	1.000e+00
RCC1	134.2	0.2673	2.523927928e-01	1.000e+00
TRNAU1AP	129.8	0.0465	8.463100639e-01	1.000e+00
SNHG12	36.7	-0.3251	4.118933174e-01	1.000e+00
TAF12	332.1	0.031	8.476550206e-01	1.000e+00
RAB42	0.3	-2.4874	5.756477426e-01	1.000e+00
RP11-442N24__B.1	1	-1.0814	6.322158060e-01	1.000e+00
RNU11	0.3	1.8865	6.665966970e-01	1.000e+00
GMEB1	158.1	-0.0309	8.893573232e-01	1.000e+00
YTHDF2	514.8	-0.0322	8.279135324e-01	1.000e+00
RP1-212P9.2	0.2	0.9525	8.346174103e-01	1.000e+00
RP1-212P9.3	0.4	0.32	9.338904276e-01	1.000e+00
EPB41	5207.6	0.0842	4.415332671e-01	1.000e+00
TMEM200B	2.5	0.33	8.320992130e-01	1.000e+00
SRSF4	1074	0.047	7.119265369e-01	1.000e+00
MECR	156.8	-0.1981	3.830523376e-01	1.000e+00
