id	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene.symbols
GE36084	-1.33176372704017	7.89469937167889	-8.94521048953001	1.37263507483187e-05	0.00832960717910473	3.70172433450368	St6galnac5
GE1551283	-1.38989231289892	7.7347653143237	-8.89396408614856	1.43477603960365e-05	0.00837657339143013	3.66175782540921	Tgm2
GE1409335	-2.11733221706649	7.3854897744287	-8.88488507940898	1.44610675726027e-05	0.00837657339143013	3.65464980321885	NA
GE34929	-1.28237189591112	11.890389056654	-8.82262842868352	1.52652602849738e-05	0.00864590419740285	3.60568501238137	Cyp4b1
GE1458379	-2.0192646097119	9.19514653932659	-8.79454456775654	1.56441349700068e-05	0.00866787104305571	3.58346870784882	Osbpl8
GE121803	1.25812138958575	9.66854133897935	8.70072062039467	1.69873912950296e-05	0.00921186472205149	3.50866321985902	Cdca7
GE1510996	1.46825714788043	9.30135831900721	8.66504994896811	1.75311752095355e-05	0.00930868880344648	3.47998532810327	Rassf10
GE39094	-1.19865367368586	11.8463432694854	-8.56536885723354	1.91556740725078e-05	0.00947402012115635	3.39914278853019	Isca1
GE102515	-2.02337609509839	7.34118742976272	-8.565172446025	1.91590350747995e-05	0.00947402012115635	3.3989824680825	Cbs
GE1423308	-1.43416800967438	6.31966295522409	-8.56294861681831	1.91971349477293e-05	0.00947402012115635	3.39716698609506	Fibcd1
GE138302	-1.87293224556162	7.11681352328788	-8.5552648208982	1.93294246596355e-05	0.00947402012115635	3.39089010090251	Fry
GE1551140	1.20915900079825	9.26245606885114	8.51503707459599	2.00386861395847e-05	0.00963633950263389	3.35792620142141	Sertad4
GE35699	-1.68435516504463	11.0761053418688	-8.49271844749838	2.04445751323251e-05	0.00964946085921427	3.33956354517364	Ly6a
GE128152	-2.23268336650843	8.68295531210631	-8.46109348215902	2.10353716966312e-05	0.00974779124421892	3.31345315831378	Pla1a
GE103215	1.41815636006545	8.53146733726018	8.37769156260787	2.26860405232802e-05	0.0103249841931579	3.24407944334469	Gkn3
GE36361	-2.30124170707336	11.615378198698	-8.24683518914638	2.55722979654549e-05	0.0114344062850096	3.13370945995939	NA
GE33460	1.21416462421505	7.27694279855496	8.20052116593123	2.66892810344691e-05	0.0117280983745778	3.0941944021803	Ciita
GE37817	-1.26007276662869	6.61990661348369	-8.15555023454193	2.78256935338686e-05	0.0120202279847069	3.0555967147564	Nrip3
GE1554392	-1.42180065720712	9.40391094706281	-8.13659226372055	2.83207000355629e-05	0.0120301613634399	3.03925760378349	Gm16432
GE1469704	-1.48367071267898	6.20935523135735	-8.04702412445173	3.07948369417925e-05	0.0128666886743519	2.96151407023007	Gm16432
GE38244	-1.247644918977	7.64846304150213	-8.02721984838232	3.13735648381372e-05	0.012897065274671	2.94420133689775	Lpar3
GE38441	-1.17015904689129	9.71618967069061	-7.93819990831102	3.41276418992502e-05	0.0138065271283522	2.86582537457405	Nbeal2
GE1533238	-1.53396293692372	12.4322667834924	-7.88838767856995	3.57845285697937e-05	0.0140474893782727	2.82156945070168	NA
GE35415	-1.26004703210717	8.47694259176411	-7.85977344568653	3.67763614224259e-05	0.0140474893782727	2.79601622010037	Fkbp5
GE33468	-2.38246468300556	9.82592840568639	-7.85944334313672	3.67879792210024e-05	0.0140474893782727	2.79572087125618	Car4
GE39542	1.30350739560235	8.63581388907973	7.85547627497397	3.69279157352481e-05	0.0140474893782727	2.79217046324913	NA
GE1530391	1.10052719151248	9.30869531293098	7.81059996457694	3.85525118847631e-05	0.0143033104693086	2.75187875021226	Gm4208
GE40393	-1.32155076995665	9.1181831712849	-7.8060169531093	3.87228164312116e-05	0.0143033104693086	2.74775059300607	Pla2g12a
GE1457397	1.59916061150846	7.96157449520851	7.69782559190937	4.29945761325952e-05	0.0156543251698779	2.64957281723983	9230105E05Rik
GE38797	-1.27679040257976	9.98401660299472	-7.64524814715131	4.52562756358027e-05	0.0160575161044212	2.60135585288711	Fabp12
GE38151	-1.31839428373242	9.68876759538693	-7.6404710953804	4.54681869087968e-05	0.0160575161044212	2.59695845534964	Smoc2
GE33834	1.05473750288985	9.30615638659803	7.62283377873167	4.62601202313497e-05	0.0160575161044212	2.58069892199109	NA
GE121438	-1.14437366832381	11.4822231621943	-7.61488376792964	4.66220501325055e-05	0.0160575161044212	2.57335761195166	Arrdc4
GE32929	-1.65022747189186	9.1781898946474	-7.53728896251247	5.03234292155812e-05	0.0168576925909725	2.50129942040891	NA
GE126330	-1.33367345890327	10.4621630082546	-7.53253353760565	5.05605906978084e-05	0.0168576925909725	2.4968593389706	Atp6v0a4
GE36274	-1.32446021908982	9.70938548938098	-7.52518338887818	5.09295848669864e-05	0.0168576925909725	2.48999112605895	Vnn3
GE1495135	1.37889304559627	8.08095622065054	7.50355408250373	5.20327687210988e-05	0.0170020407230083	2.46974141778118	NA
GE1389238	-1.0406823351923	7.62659372499349	-7.46899544710547	5.38505076908863e-05	0.0173732644242737	2.43726712705168	Prkag3
GE1433969	1.16776503646103	7.87276817016368	7.43115061590396	5.59218305551554e-05	0.0178159961919906	2.40153482908589	Troap
GE35216	-1.96282988294555	9.71166702299185	-7.38928465339307	5.83161618377289e-05	0.0180500593854652	2.36179766230443	Ckmt1
GE42829	-1.09330708148376	6.34422866863624	-7.38400778182356	5.86258855586555e-05	0.0180500593854652	2.35677352491164	Aspa
GE111169	1.76501477389536	7.36694104818272	7.38137420082054	5.87811405419865e-05	0.0180500593854652	2.35426477032501	Ankrd34b
GE103739	-1.14000066368522	5.60592351765507	-7.34188066854342	6.11645637210458e-05	0.0183268032607675	2.31653844280385	NA
GE37373	1.13896224720875	10.1080353524439	7.33201447551244	6.17764850514436e-05	0.0183268032607675	2.30708300389986	Plac1
GE36614	-1.52821859606366	7.11965426281498	-7.33100349307703	6.18395684241379e-05	0.0183268032607675	2.3061134157071	Fpr1
GE1420258	1.18905268576701	11.1432286631213	7.31112051639134	6.30947709251032e-05	0.0184838669720472	2.28701822687312	Prcp
GE38241	1.11552664445473	8.30761921416487	7.29713933760987	6.39942056949811e-05	0.0185343218244089	2.27356096237966	Celf4
GE38706	-1.10645388708569	9.57985440216588	-7.27316010716449	6.55699181747299e-05	0.0187448394479921	2.25042239413374	Cpne8
GE1521671	1.27925926025057	9.86955684908905	7.23255506953295	6.83365536702218e-05	0.0187448394479921	2.21107343265167	Larp7
GE34231	-1.48179919816944	8.31768525759227	-7.22638739229711	6.87679317744056e-05	0.0187448394479921	2.20507806421954	Plscr2
GE41541	-1.31492003130768	10.9200811443301	-7.22445068905554	6.8904006492193e-05	0.0187448394479921	2.20319445951004	Tns1
GE38981	-1.25349335376556	10.0263392643712	-7.22227342707916	6.9057337448305e-05	0.0187448394479921	2.20107631599468	1700029G01Rik
GE1530702	1.46306016645964	6.18796390793356	7.22118869583976	6.91338685648078e-05	0.0187448394479921	2.20002081071464	Dctd
GE34388	1.03083576294867	8.26144042232468	7.18527394344834	7.17212967535965e-05	0.0189359251418889	2.16498816071173	Fen1
GE36285	-1.25909169309123	9.43096254295979	-7.1852189506386	7.17253395380848e-05	0.0189359251418889	2.16493439100941	Xdh
GE34402	1.03723502813298	10.6455388782291	7.17248945849145	7.26679352920616e-05	0.0189359251418889	2.15247749882466	Smc2
GE1415968	1.22165334140859	9.36886467588408	7.17058029538345	7.28104784362661e-05	0.0189359251418889	2.150607412349	Arhgap11a
GE34291	-1.29363892183111	9.33237709592019	-7.14208361560327	7.49751357459688e-05	0.0192387045696855	2.12263784052776	Ptgis
GE1474406	-1.11218387462353	8.08526437464866	-7.13551125068124	7.5484382507496e-05	0.0192387045696855	2.11617208083575	NA
GE37729	-1.17714753545331	9.95185913458111	-7.09531410101169	7.86831037069837e-05	0.0198554085562366	2.07650444476861	Tgm1
GE36681	-1.44286816835	13.6603687695375	-7.08518466297223	7.95125150723967e-05	0.0198679948200997	2.06647513774001	NA
GE1527825	-1.46632166910392	9.76908132514214	-7.06252959341576	8.14026059419744e-05	0.0201427982295447	2.04399533053977	NA
GE42473	-1.08842593897247	9.96234627625697	-7.03954279826039	8.33710627649575e-05	0.0203366237346246	2.02111741375189	NA
GE104745	1.10353719983755	9.70198391809312	7.0348223036286	8.37817511725814e-05	0.0203366237346246	2.01641066244126	Kif18b
GE41271	1.08731722868688	8.12105781078153	6.99023904176472	8.77723032724221e-05	0.0209343276685519	1.97181192280067	Zwilch
GE1509155	1.13037448200573	9.14473710920972	6.98899205420761	8.78868858843745e-05	0.0209343276685519	1.97056071642115	Cd276
GE39548	1.35425873582034	9.55854870712103	6.97749782086568	8.89508503120491e-05	0.020965206524006	1.95901786848248	Tpx2
GE1464865	-1.92648287504983	6.76698829944459	-6.96107133961862	9.04960567820472e-05	0.020965206524006	1.94249140860518	Aspg
GE1467466	-1.210121169381	6.21616050499384	-6.95073956017704	9.14830684288495e-05	0.020965206524006	1.93207832655348	Bnip3
GE1491411	1.05730588716106	9.47279562983056	6.94866923882497	9.16822710440065e-05	0.020965206524006	1.92999000056239	Hn1l
GE35694	-1.08234232550032	10.8321035050269	-6.94021118149924	9.2501063305591e-05	0.020965206524006	1.92145244108553	Lox
GE111258	-1.12212746087576	6.79992359236378	-6.93252142008447	9.3252467626026e-05	0.020965206524006	1.91368210066494	A930007I19Rik
GE1507505	-1.1249358288704	6.94556062804173	-6.92721791295375	9.37746123018276e-05	0.020965206524006	1.90831840971114	Hmcn2
GE1457100	1.31791743081117	11.8724749998397	6.91555259643657	9.49344516117031e-05	0.021039951028065	1.89650745947949	Gm19990
GE1552753	1.38531495421378	9.4246698571712	6.88373281706163	9.81792141686514e-05	0.0214002546510727	1.86419756085991	Cenpn
GE42645	-1.04791379401295	7.33452864343648	-6.88315275164054	9.82394865686628e-05	0.0214002546510727	1.86360729677441	Cd200
GE137399	-1.27426336175744	8.1427312791009	-6.87069021273725	9.95443044472032e-05	0.0215007261647955	1.85091468902876	Spire2
GE40191	-1.50111652691263	8.59156723453162	-6.84728451668826	0.000102046698696369	0.0218560017619694	1.82702023824837	Adhfe1
GE33868	1.40176947901139	8.77106874499075	6.83258230263813	0.000103653911678008	0.0218712687387008	1.81197311145069	NA
GE129460	1.30739166674686	8.51431063501125	6.82517084387487	0.000104474655012115	0.0218712687387008	1.80437667021928	Kif18a
GE40102	1.16355684479146	9.67859145780965	6.81721751850135	0.000105363363478436	0.0218712687387008	1.79621654293516	Tmtc4
GE33660	-1.11449142487345	10.8008856194908	-6.81066440444006	0.000106101860888448	0.0218712687387008	1.7894865760532	St6galnac2
GE38092	1.7355468884647	8.51379325843789	6.80795680016481	0.000106408652395295	0.0218712687387008	1.78670419502524	Cenph
GE1414033	1.4474691077042	8.54132069120353	6.77350109410068	0.00011039912722122	0.0223907348136586	1.751209674983	Pif1
GE37410	-1.05455371096077	11.7389318314568	-6.76388021562256	0.000111542550906641	0.0223907348136586	1.74126978326507	Prx
GE35980	1.29200868660805	9.6702160896429	6.76363788022509	0.000111571519650592	0.0223907348136586	1.74101924890352	Racgap1
GE1518575	-1.04367432072644	6.43332409005325	-6.75306411817567	0.000112843596835543	0.0224690996292773	1.73007991310157	Wbscr27
GE137860	1.2773761658298	8.03625055488056	6.73461746637842	0.00011510117201917	0.0226327785029832	1.71095879340342	C330027C09Rik
GE1416185	-1.10121671263107	9.72867258181373	-6.72811465128006	0.000115908812875745	0.0226327785029832	1.70420707500866	Rusc1
GE35788	0.946690157238582	10.329152917649	6.72469005511583	0.000116336645969994	0.0226327785029832	1.70064906096259	Ndrg1
GE34000	1.12891282237117	9.85058383133174	6.71768128880344	0.000117217670278722	0.0226327785029832	1.69336221122402	Mcm6
GE1494590	-1.36397580975725	6.78254911866322	-6.70110374020172	0.000119330854206958	0.0228675600088177	1.67609999121726	Rhof
GE36329	1.36239202355449	7.1589238029086	6.64996065942438	0.00012611853917549	0.0239879343878038	1.6226053075545	Brca2
GE34784	1.3076980238705	8.66995192523195	6.63785979159431	0.000127785925961022	0.0241250362590264	1.60989496301335	Blm
GE1575856	1.18478900523728	6.20094029515185	6.6110038094357	0.000131573636659022	0.0242305491418417	1.58161351301528	NA
GE1452192	0.986214347585824	8.15893989664295	6.60501282490626	0.00013243531690593	0.0242305491418417	1.57529081266972	Espl1
GE37881	-1.52107458015969	6.12187885250321	-6.59381443480786	0.000134062649795901	0.0242305491418417	1.56345892618618	Ecel1
GE37569	-0.996516688288247	10.5828233172971	-6.5839315241864	0.000135517079610835	0.0242305491418417	1.55300236098261	NA
GE34586	-1.08987660530603	12.3151468190142	-6.57726359207297	0.00013650816305753	0.0242305491418417	1.54593965844763	NA
GE37221	-0.993933443401061	5.98553359347201	-6.5645811832209	0.00013841525161299	0.0242305491418417	1.53248918641729	NA
GE1457731	-1.0168559125187	9.20313793055431	-6.56414453644136	0.000138481430466199	0.0242305491418417	1.53202569369141	Pla2g12a
GE130728	1.24941575543899	11.1048049205755	6.56011318325963	0.000139094072896178	0.0242305491418417	1.52774521948527	Prc1
GE1411306	-1.19219529771861	7.26247852345895	-6.55505461065879	0.0001398670365657	0.0242305491418417	1.52237081703055	NA
GE40181	-1.5239115057188	8.43016205221636	-6.54375645817066	0.000141610517353419	0.0242305491418417	1.51035427308431	Hmha1
GE41557	-1.26732544226675	10.1385917988416	-6.53949559754192	0.000142274221419488	0.0242305491418417	1.50581782002281	Chia
GE1403913	1.57296019718125	9.78445420209171	6.53465541922054	0.000143032312124996	0.0242305491418417	1.50066147581707	Ppp1r9a
GE35077	1.32643156134304	11.6692370926139	6.53026250594496	0.000143724191742728	0.0242305491418417	1.49597875359923	Birc5
GE1559480	-1.45441870966761	9.33127913611846	-6.51891785199204	0.000145528026356636	0.0242305491418417	1.48387307583116	Amigo2
GE36837	1.54760700437406	6.51880347480478	6.51714753045618	0.000145811748788541	0.0242305491418417	1.48198235818967	Cubn
GE42220	-1.15854061584272	9.93829698067683	-6.51682554014106	0.000145863418163264	0.0242305491418417	1.48163842235406	Dlk2
GE34384	-1.30449500732373	9.32259362428102	-6.51391773658168	0.000146330941421537	0.0242305491418417	1.47853177146116	Fcna
GE35985	1.27358731170434	6.84071569255292	6.51278644445296	0.000146513277580461	0.0242305491418417	1.47732279411751	Rad51
GE1417681	1.18640744687218	6.50243079395455	6.50869758709344	0.000147174383163514	0.0242305491418417	1.47295164832925	Rad54b
GE124450	-0.99130984259445	10.1523687806573	-6.50756025465261	0.00014735885419961	0.0242305491418417	1.47173537592358	Pex26
GE1515499	1.44481220011757	11.5384232564529	6.50147025692322	0.000148350958519666	0.0242373133319918	1.46521957003458	Tinag
GE1575478	0.953051720609757	10.8536014468168	6.48174742250933	0.000151614624857232	0.0245053195003269	1.44408167485176	Fras1
GE1428277	1.3013638687742	8.80071023501018	6.47650309524723	0.000152495649599145	0.0245053195003269	1.43845179626079	3830431G21Rik
GE102682	-0.91400844005703	11.2755450246192	-6.46923111334875	0.000153726626162358	0.0245053195003269	1.43063873153147	Pim3
GE1509186	1.78377536759485	9.67068793721713	6.46858047670293	0.000153837294308953	0.0245053195003269	1.42993931706538	Spag5
GE35075	0.992690645488381	11.0537403712448	6.45983007537259	0.000155334197761029	0.0245496279835233	1.42052705534026	Apex1
GE34486	-0.993003413669205	8.45823529784502	-6.4490853304911	0.000157194179424196	0.0245496279835233	1.40895469827985	Gjb6
GE41064	1.07279720262823	8.92187593523596	6.44440603710602	0.000158011824513401	0.0245496279835233	1.40390984273503	Ube2t
GE123498	-1.22820997806721	10.0272760362771	-6.43991852437815	0.000158800345784767	0.0245496279835233	1.39906881820056	Tspan2
GE1566121	-1.34417043710033	10.3641217997841	-6.43917416376024	0.000158931557942533	0.0245496279835233	1.39826554154301	Slco2a1
GE1405538	1.05955492889139	10.5045070759339	6.42447450673326	0.000161547272977886	0.0248033454601649	1.38238620681307	Flrt2
GE137189	0.943808737441998	7.65292752344051	6.39445792987629	0.000167036535785103	0.0254925759733828	1.34986476990922	Disc1
GE1480907	1.38000465892633	9.10514296725224	6.38468876113157	0.000168866964497782	0.0256185257390176	1.33925252051537	NA
GE38536	1.5786478036406	8.07826262807073	6.37283276985711	0.000171118021540288	0.0258064202070848	1.32635494538418	Cep55
GE1405157	-1.03621818348115	6.20055864647757	-6.36325473219996	0.000172960622538712	0.0259308669802597	1.31592068894919	AI043046
GE40376	-1.11494168724703	7.49076468426805	-6.35390012587594	0.000174781274278798	0.026036773464874	1.30571708835347	Tor3a
GE37451	-1.27579850966108	6.60230359588852	-6.34765533584516	0.000176008373486208	0.026036773464874	1.29889852171937	Cxcl14
GE1536598	-1.39196822336398	9.62095764370521	-6.34399642219038	0.000176731738118382	0.026036773464874	1.29490081089156	Snx19
GE34438	-1.18976655882548	11.3119599823998	-6.32470286397478	0.000180600402113957	0.026364702779546	1.27378879496991	G6pc
GE34611	-1.05869533457904	6.89319805046892	-6.32260550544398	0.000181026522792818	0.026364702779546	1.27149051388538	Irf8
GE1559964	0.871332044433739	10.9651006675483	6.31715692170283	0.000182138675447035	0.0263759569381737	1.26551699289081	NA
GE42882	-1.09919622136599	10.6705242200211	-6.30198899426779	0.000185274387299175	0.0264929073180691	1.24886508729595	Hspb8
GE40904	-0.909318225179421	8.8418721123769	-6.29962446650995	0.000185768526335008	0.0264929073180691	1.24626621781564	NA
GE40114	0.967543948799854	8.42863783508599	6.29821064829954	0.000186064676499171	0.0264929073180691	1.24471189261662	Ppat
GE35531	-1.35102746741168	9.63473734994027	-6.28907131484349	0.000187991615348647	0.0265251941399077	1.23465728241976	H2-T23
GE41713	-1.07491651466627	5.63250749023672	-6.28727507988234	0.000188372901452635	0.0265251941399077	1.23267973391256	NA
GE36960	-1.32171617639007	9.52152225213026	-6.28133505923862	0.000189639839502064	0.0265568713702698	1.22613678403376	C6
GE1452074	-1.52709039633951	6.62746835442652	-6.27001494373661	0.000192080242993033	0.0267086184525048	1.21365343976984	NA
GE110831	1.24957462378455	7.79829490119714	6.26620370785955	0.000192909606274187	0.0267086184525048	1.20944637425548	Batf3
GE1520624	1.27553696235624	6.38652856701269	6.25541878378449	0.000195277868298584	0.0267086184525048	1.1975298781014	NA
GE40323	-1.18165997809599	7.99978074481801	-6.24901479055937	0.000196699194840662	0.0267086184525048	1.19044594377842	Agl
GE1426478	-0.951790401838194	6.99518369446531	-6.24867328024193	0.000196775308869295	0.0267086184525048	1.19006800573068	C530044C16Rik
GE33886	-0.890380066953014	12.3140911709881	-6.24085472668285	0.000198526729971726	0.0267086184525048	1.18141081788673	Vegfa
GE123400	1.17501681681023	5.71047923840248	6.23970068171721	0.000198786690132035	0.0267086184525048	1.18013223170661	NA
GE41292	-1.00250288772791	12.1217115772729	-6.23828145101255	0.000199106897868557	0.0267086184525048	1.17855957497786	Slco2a1
GE40090	0.9611105174576	10.0112880002694	6.22320736225039	0.000202543045407488	0.0268807507194096	1.16183773072964	Tmpo
GE40435	-0.956597133349657	11.6052523048174	-6.21068033269335	0.000205448075611978	0.0268807507194096	1.1479160686035	Wfdc1
GE137850	1.03926643472828	7.73517593584636	6.21010779277925	0.000205581935260273	0.0268807507194096	1.14727923857526	Atp13a4
GE37556	-1.00720608471188	10.2373776348744	-6.2060817889	0.000206525917892782	0.0268807507194096	1.14279980061295	Dusp14
GE34882	0.95388706117842	5.99540687169316	6.2050415576857	0.000206770594056288	0.0268807507194096	1.14164202564035	Cpeb1
GE1485417	1.02176394117312	8.78180600138625	6.20289066135852	0.00020727752174936	0.0268807507194096	1.13924757963713	Adamts19
GE37833	-1.55806956693761	10.2982067781936	-6.20079433442447	0.000207772899585031	0.0268807507194096	1.13691322902579	Sult5a1
GE1568326	-0.873917051953446	7.30816129327453	-6.19380266097549	0.000209434489345121	0.0269588728784803	1.12912303655704	Fam92b
GE1426556	1.6118574556796	6.94381456148423	6.17519864554666	0.000213927150540105	0.0273988004312344	1.10835928228782	Dscc1
GE36742	-0.936294277061418	8.2377940365316	-6.15478290780178	0.000218979224062958	0.0277034586901152	1.08551487322287	Prph
GE37468	-1.03284138936313	6.89425802587996	-6.15052374260749	0.000220049595161513	0.0277034586901152	1.08074128999834	NA
GE1561143	-1.07416491512652	7.90462322332117	-6.14908108822149	0.000220413447517357	0.0277034586901152	1.07912378639722	2610036A22Rik
GE103319	-0.98626955159094	5.97400152247275	-6.14250911562938	0.000222079329810523	0.0277034586901152	1.07175140601306	Rbmxl2
GE33346	-1.36533298647716	9.33914317038984	-6.14142179535741	0.000222356274577575	0.0277034586901152	1.07053104501935	Tulp1
GE39541	1.36056993921993	8.63980085156505	6.13957441354885	0.000222827678089756	0.0277034586901152	1.06845722364687	Spc25
GE1556340	1.95885013127609	9.26494059714852	6.13363226422043	0.000224351400258783	0.0277530869324884	1.06178330664484	NA
GE1434059	-1.14726448905523	7.84894318941474	-6.12955052913088	0.000225404676698909	0.0277530869324884	1.05719588767383	Arrdc2
GE1563380	-0.951337866006113	7.02783116885166	-6.12056736785236	0.000227741881557187	0.0277984430616253	1.04709112803307	Oaz2-ps
GE130825	-0.853298914614935	10.3386111514015	-6.11625323410298	0.000228873742959085	0.0277984430616253	1.0422341052019	B3gnt7
GE132596	1.1156407093607	8.65037363580834	6.11240173214513	0.000229889435947918	0.0277984430616253	1.03789560281626	Cenpi
GE35689	1.03821614311274	8.99160804866077	6.11147027804115	0.000230135813787536	0.0277984430616253	1.03684604166512	Lmnb1
GE1477893	1.09646610392386	8.80887787178678	6.10610014522486	0.000231561914670379	0.0278387666000186	1.03079247617634	Syne2
GE1518901	-1.0681899755054	8.90063728271719	-6.08741205268466	0.00023660072363805	0.0283109983256478	1.00969268919135	Sybu
GE33287	-1.80212313252351	8.05978029196623	-6.07810788854715	0.000239154056005562	0.0283534592726468	0.999168485500067	Sphk1
GE1510311	0.916661983157372	8.05638378608079	6.07591162723672	0.000239761166842753	0.0283534592726468	0.996682354564554	Epb4.1l1
GE34699	-1.05289954594276	6.37402086088289	-6.07399275575276	0.000240292980848735	0.0283534592726468	0.994509636999749	Serpina3c
GE34874	0.974349628624747	6.97132171380972	6.0680288794565	0.000241954130055149	0.0283995728023772	0.987753306427789	Cort
GE1425437	1.01163598266027	9.48016522887633	6.06460905395085	0.000242912342406648	0.0283995728023772	0.983876680797515	Plekha6
GE33548	0.980995722090732	10.7857174661314	6.04575522275282	0.000248270232823639	0.0285321819248052	0.962473179797015	Rcn1
GE34398	0.936406711777759	8.41164310894834	6.04209001809444	0.000249326763077766	0.0285321819248052	0.958306161943098	Akr1b8
