chr	start	end	baseMean	log2FoldChange	pvalue	padj
chr16	229104	229354	33.9	-2.1	3.499e-08	4.518e-05
chr17	42345485	42345735	119.2	-2.3	2.179e-09	4.518e-05
chr7	28221778	28222028	99.3	-2	3.059e-08	4.605e-05
chr8	22754722	22754972	16.1	-2.8	2.568e-08	5.155e-05
chr5	159048202	159048452	124.9	-2.3	1.238e-08	5.263e-05
chr11	113551999	113552249	80.8	-2.8	2.493e-08	5.263e-05
chr2	232410243	232410493	22.2	3.2	3.281e-08	5.444e-05
chr8	12406681	12406931	71.3	-2.6	2.980e-08	5.664e-05
chr15	57887815	57888065	9.3	-3.2	2.885e-08	5.664e-05
chr16	67228289	67228539	88.3	-1.8	2.998e-08	5.664e-05
chr12	67314052	67314302	24.9	-2.3	7.817e-08	6.307e-05
chr15	67662604	67662854	17.5	-2.7	4.875e-08	6.307e-05
chr8	49379216	49379466	105.4	-1.9	5.556e-08	6.419e-05
chr5	114832958	114833208	33.5	-2.2	1.420e-07	7.513e-05
chr16	50315937	50316187	27.7	2.3	1.259e-07	7.513e-05
chr1	156727432	156727682	38.1	-1.8	1.423e-07	7.599e-05
chr2	231263518	231263768	16.5	-2.4	6.710e-08	7.599e-05
chr10	77307177	77307427	11.4	2.7	5.307e-08	7.599e-05
chr2	174939596	174939846	55	-2	8.393e-08	7.631e-05
chr14	31121297	31121547	37.9	-2.6	1.053e-07	7.631e-05
chr1	65631324	65631574	12	2.4	6.810e-08	7.631e-05
chr3	52287337	52287587	21	2.4	7.367e-08	7.631e-05
chr1	23840628	23840878	97.1	-2.7	5.745e-08	7.909e-05
chr16	57578200	57578450	10.4	3.2	6.790e-08	7.909e-05
chr20	36615881	36616131	16.6	-2.4	7.754e-08	7.909e-05
chr4	175575839	175576089	17	-2.3	1.018e-07	1.006e-04
chr3	50378396	50378646	34.5	1.7	2.554e-07	1.045e-04
chr2	218753011	218753261	24.9	-1.7	1.939e-07	1.133e-04
chr8	23980941	23981191	32.8	-1.9	3.026e-07	1.178e-04
chr11	73916295	73916545	73.2	-2	9.572e-08	1.178e-04
chr11	103944733	103944983	12.3	2.9	1.018e-07	1.211e-04
chr8	24080369	24080619	45.2	-1.9	1.269e-07	1.269e-04
chr3	170844539	170844789	31.5	-2.4	2.985e-07	1.272e-04
chr8	100150187	100150437	113.1	-1.9	1.162e-07	1.340e-04
chr17	1996643	1996893	35.3	-1.7	4.048e-07	1.533e-04
chr16	8740574	8740824	34.1	-1.9	4.369e-07	1.544e-04
chr20	35201715	35201965	16.9	2.1	1.848e-07	1.548e-04
chr8	144698418	144698668	73.3	-1.7	2.153e-07	1.573e-04
chr8	124492345	124492595	10.5	2.8	1.771e-07	1.599e-04
chr1	117670601	117670851	49.3	-2.2	2.214e-07	1.663e-04
chr8	86367683	86367933	17.3	-2.3	2.402e-07	1.843e-04
chr15	82310554	82310804	24.5	1.8	3.082e-07	1.843e-04
chr20	62397336	62397586	29.2	-2.3	4.961e-07	1.843e-04
chr6	511852	512102	38	-2.1	6.368e-07	1.946e-04
chr9	14395756	14396006	87.8	-2.2	1.816e-07	1.946e-04
chr21	30692505	30692755	19.9	-1.8	2.716e-07	1.946e-04
chr11	120770477	120770727	26.5	-2.1	4.578e-07	1.995e-04
chr22	30227566	30227816	47	-1.8	3.086e-07	1.995e-04
chr9	130672947	130673197	37.9	-1.6	4.698e-07	2.015e-04
chr1	200214666	200214916	47.5	-2.2	3.410e-07	2.164e-04
chr17	74030554	74030804	78.9	-1.4	3.529e-07	2.164e-04
chr1	207818211	207818461	99.5	-1.8	2.390e-07	2.252e-04
chr11	3253088	3253338	97.2	-2	3.813e-07	2.282e-04
chr3	111030665	111030915	13.4	3.4	2.697e-07	2.316e-04
chr8	49557956	49558206	26.6	-2.4	8.461e-07	2.316e-04
chr12	7360942	7361192	33.9	-2	5.879e-07	2.316e-04
chr2	218706847	218707097	79.9	-2.1	2.775e-07	2.408e-04
chr10	100538134	100538384	13.1	2.8	2.944e-07	2.408e-04
chr17	75877706	75877956	20.5	2.1	3.842e-07	2.408e-04
chr1	116975859	116976109	59.4	-2.2	4.397e-07	2.427e-04
chr8	54377278	54377528	9.7	-3.5	3.138e-07	2.499e-04
chr15	75162408	75162658	15.9	2.3	3.983e-07	2.499e-04
chr8	134538897	134539147	15.1	2.6	4.089e-07	2.538e-04
chr11	122727393	122727643	17.8	3	4.266e-07	2.546e-04
chr7	1608246	1608496	34.6	-1.9	6.705e-07	2.557e-04
chr6	167469911	167470161	10	3.2	3.614e-07	2.676e-04
chr7	2400603	2400853	51.4	-2	5.141e-07	2.676e-04
chr12	120030082	120030332	41.5	-2	7.692e-07	2.676e-04
chr7	134345241	134345491	71.4	-1.7	5.909e-07	2.713e-04
chr13	30156355	30156605	40.8	-2	1.172e-06	2.721e-04
chr1	201246059	201246309	22.5	-3.2	4.571e-07	2.747e-04
chr8	86295468	86295718	49.8	-2.3	5.475e-07	2.747e-04
chr20	59021651	59021901	9.6	3.7	3.900e-07	2.747e-04
chr3	142686498	142686748	31.4	-2.1	1.284e-06	2.880e-04
chr8	123840494	123840744	35.4	-2	9.375e-07	3.026e-04
chr13	80096722	80096972	18.2	1.6	5.812e-07	3.076e-04
chr20	24929630	24929880	14.4	2.4	4.715e-07	3.179e-04
chr5	150845168	150845418	51.4	-1.9	6.692e-07	3.257e-04
chr14	23025230	23025480	26.3	2.2	1.337e-06	3.291e-04
chr15	69894118	69894368	40.7	-2.3	1.072e-06	3.291e-04
chr17	27068559	27068809	14.9	2.7	6.545e-07	3.291e-04
chr1	43152201	43152451	37.3	-1.9	1.640e-06	3.416e-04
chr10	74150518	74150768	23	-2.3	9.449e-07	3.611e-04
chr7	106750420	106750670	67.9	-1.8	9.629e-07	3.675e-04
chr17	42360791	42361041	124.5	-1.5	2.744e-07	3.675e-04
chr6	125403506	125403756	12.8	-2.9	5.595e-07	3.682e-04
chr1	156847616	156847866	86.6	-1.9	5.563e-07	3.769e-04
chr2	10575353	10575603	24.6	-1.5	1.065e-06	3.769e-04
chr2	89166404	89166654	14.5	2.1	8.516e-07	3.769e-04
chr3	123066097	123066347	77.7	-1.8	6.051e-07	3.769e-04
chr6	56376098	56376348	23.4	-2	7.411e-07	3.769e-04
chr11	34400685	34400935	7.1	3.1	1.928e-07	3.769e-04
chr3	151569935	151570185	75.7	-1.9	6.058e-07	3.776e-04
chr18	71909836	71910086	102.1	-1.8	5.821e-07	3.776e-04
chr2	268426	268676	70.7	-2.1	6.581e-07	3.857e-04
chr8	97924083	97924333	41.6	-2	2.068e-06	3.857e-04
chr17	6578569	6578819	18.8	-1.7	8.413e-07	4.064e-04
chrX	65235095	65235345	13.3	2.4	9.014e-07	4.064e-04
chr12	95069822	95070072	24.2	2.8	1.577e-06	4.430e-04
chr2	158115130	158115380	75.6	-1.8	7.645e-07	4.445e-04
chr5	158966720	158966970	132.3	-1.9	5.851e-07	4.590e-04
chr6	132238537	132238787	7.5	3.3	2.624e-07	4.624e-04
chr6	158321868	158322118	17.6	-2.3	1.193e-06	4.795e-04
chr12	96514565	96514815	18	2.3	1.161e-06	4.795e-04
chr2	11538932	11539182	130.4	-1.9	1.095e-07	4.832e-04
chr2	218752596	218752846	19.2	-1.7	1.247e-06	4.832e-04
chr2	236601371	236601621	20.2	-3.2	1.232e-06	4.832e-04
chr11	66675796	66676046	76.4	-2.1	8.865e-07	4.832e-04
chr17	43410378	43410628	13.4	1.9	9.162e-07	4.832e-04
chr5	32285737	32285987	36.8	-1.9	2.951e-06	4.896e-04
chr6	37679702	37679952	63.8	-2	1.393e-06	4.908e-04
chr17	73845427	73845677	35.6	-1.7	3.239e-06	5.297e-04
chr17	37572529	37572779	29.3	-1.8	2.250e-06	5.332e-04
chr17	71753582	71753832	11.5	-2.1	1.192e-06	5.416e-04
chr22	37948813	37949063	79.4	-1.8	9.763e-07	5.416e-04
chr7	139952679	139952929	23.8	3.4	1.833e-06	5.420e-04
chr17	47844395	47844645	31.9	-1.7	2.990e-06	5.461e-04
chr2	236546588	236546838	14.3	-2.5	1.481e-06	5.557e-04
chr3	130547898	130548148	55.7	-2	1.662e-06	5.557e-04
chr2	33202352	33202602	48.3	-1.7	1.603e-06	5.610e-04
chr10	73526937	73527187	68.2	-1.6	1.930e-06	5.610e-04
chr7	95828791	95829041	28.1	-2.4	3.233e-06	5.711e-04
chr1	204641966	204642216	42	-2	3.800e-06	5.768e-04
chr2	43380217	43380467	49.8	-1.7	1.787e-06	5.892e-04
chr15	70785149	70785399	21.4	2.1	1.703e-06	5.919e-04
chr12	68758996	68759246	53.5	1.5	1.929e-06	6.281e-04
chr11	9307817	9308067	37.8	-2.1	4.335e-06	6.395e-04
chr11	46295461	46295711	17.7	-3.9	1.885e-06	6.395e-04
chr15	85141627	85141877	9.3	2.6	1.297e-06	6.395e-04
chr14	101106778	101107028	17.1	2.2	1.867e-06	6.458e-04
chr1	241690490	241690740	36.5	-2	3.117e-06	6.514e-04
chr11	76499381	76499631	35	-1.7	4.312e-06	6.514e-04
chr12	30932108	30932358	10.9	-2.4	1.446e-06	6.514e-04
chr2	8755968	8756218	151.4	-1.3	1.509e-06	6.754e-04
chr15	42900332	42900582	27.4	2.1	3.066e-06	6.754e-04
chr8	27838609	27838859	25.6	-2.1	3.359e-06	6.785e-04
chr8	143122522	143122772	10.4	3.7	1.828e-06	6.785e-04
chr10	91137560	91137810	107.6	-2	1.417e-06	6.785e-04
chr5	180565748	180565998	13.5	-2.7	2.161e-06	6.875e-04
chr9	114124684	114124934	10	-2.8	1.593e-06	6.875e-04
chr3	46655984	46656234	60.8	-2.2	2.618e-06	6.910e-04
chr9	95417320	95417570	65.1	-1.5	2.624e-06	6.910e-04
chr16	87778809	87779059	26.1	-1.5	4.478e-06	6.910e-04
chr19	3503053	3503303	153.4	-1.4	1.169e-06	6.910e-04
chr2	182232198	182232448	25.4	-1.5	5.397e-06	7.193e-04
chr6	89782807	89783057	13.6	2.5	2.324e-06	7.371e-04
chr8	54406517	54406767	15.2	-2.5	2.335e-06	7.402e-04
chr4	60425909	60426159	12.1	1.9	2.305e-06	7.472e-04
chr12	60541862	60542112	22.8	-2.2	2.220e-06	7.472e-04
chr17	42324843	42325093	36.1	-2.2	4.160e-06	7.831e-04
chr5	67821126	67821376	16	-2.3	2.540e-06	7.874e-04
chr5	37182896	37183146	29.3	-2.8	6.250e-06	8.010e-04
chr19	39155529	39155779	49.2	-1.3	3.266e-06	8.112e-04
chr11	46278120	46278370	36.6	-1.8	4.346e-06	8.557e-04
chr15	31617073	31617323	33.8	-1.7	6.456e-06	8.594e-04
chr7	11385972	11386222	18.2	-1.8	3.008e-06	9.072e-04
chr2	129230740	129230990	49.5	1.9	3.393e-06	9.150e-04
chr4	47738654	47738904	30.6	-1.8	6.521e-06	9.312e-04
chr4	114276852	114277102	24.1	1.9	4.191e-06	9.576e-04
chr1	206753309	206753559	12.3	3	3.180e-06	9.651e-04
chr6	4620901	4621151	31.5	-1.7	6.866e-06	9.651e-04
chr11	76798096	76798346	52.3	-1.4	3.538e-06	9.687e-04
chr5	102462393	102462643	26	-1.7	7.007e-06	9.748e-04
chr3	188323697	188323947	11.8	-1.8	2.670e-06	9.885e-04
chr6	86193640	86193890	50.3	-1.9	3.786e-06	9.885e-04
chr10	81083016	81083266	10.9	1.9	2.664e-06	9.885e-04
chr10	52352756	52353006	51.8	-2	4.335e-06	1.000e-03
chr15	52774182	52774432	7.7	3.8	1.889e-06	1.008e-03
chr2	231269629	231269879	14	-2.3	2.829e-06	1.015e-03
chr7	36323366	36323616	20	2.7	3.670e-06	1.015e-03
chr12	107832854	107833104	10.7	-2.3	3.091e-06	1.015e-03
chr17	27186403	27186653	27	-1.7	8.912e-06	1.029e-03
chr1	93705514	93705764	18.2	-2.2	3.957e-06	1.085e-03
chr6	36231456	36231706	44.5	-1.8	3.577e-06	1.085e-03
chr6	39004944	39005194	10	2.1	3.066e-06	1.085e-03
chr13	49638725	49638975	31.5	-1.5	8.468e-06	1.104e-03
chr16	31484214	31484464	73.5	-1.4	5.277e-06	1.119e-03
chr12	8969088	8969338	86	-1.8	3.018e-06	1.121e-03
chr6	16267955	16268205	42.6	-1.6	7.013e-06	1.137e-03
chr3	184065598	184065848	29.3	-1.6	7.095e-06	1.138e-03
chr6	52268526	52268776	70.5	-1.2	5.497e-06	1.138e-03
chr6	119651978	119652228	100.5	-1.4	3.120e-06	1.138e-03
chr17	55532505	55532755	11.9	3.6	4.204e-06	1.139e-03
chr3	17820579	17820829	13.2	-2.1	3.939e-06	1.146e-03
chr4	129210761	129211011	27.2	-1.5	9.756e-06	1.204e-03
chr7	95803185	95803435	22.1	-2.4	6.106e-06	1.204e-03
chr10	6390088	6390338	8.6	3.7	2.345e-06	1.204e-03
chr11	4403205	4403455	38.8	-1.7	1.131e-05	1.204e-03
chr11	22184966	22185216	13.4	2	3.570e-06	1.204e-03
chr17	42325378	42325628	33.5	-2.2	7.886e-06	1.215e-03
chr9	33560304	33560554	27	-1.3	1.155e-05	1.215e-03
chr15	70051430	70051680	13.5	2.4	3.739e-06	1.215e-03
chr11	81580787	81581037	11.5	3.1	3.862e-06	1.257e-03
chr8	142274315	142274565	36.3	-1.6	8.093e-06	1.309e-03
chr14	103826957	103827207	76.7	-1.6	3.812e-06	1.363e-03
chr13	27009358	27009608	18.7	-2.5	6.095e-06	1.493e-03
chr7	103636572	103636822	30	-2.1	1.404e-05	1.516e-03
chr15	78555721	78555971	42.1	-1.5	1.480e-05	1.516e-03
chr7	99966860	99967110	23	2.1	9.852e-06	1.559e-03
chr16	31271132	31271382	9.5	3.1	5.798e-06	1.570e-03
chr3	190701735	190701985	10.5	2.6	6.368e-06	1.587e-03
chr10	116399074	116399324	11.6	2.3	5.380e-06	1.587e-03
chr17	43303508	43303758	23.6	1.5	8.527e-06	1.587e-03
chr9	99930511	99930761	32.9	-1.4	1.392e-05	1.597e-03
chr2	173378676	173378926	8.6	3.7	3.399e-06	1.608e-03
chr14	102970688	102970938	73.6	-1.2	8.613e-06	1.608e-03
chr1	16569775	16570025	35.8	-1.9	1.644e-05	1.611e-03
chr16	21536742	21536992	51.5	-1.6	8.412e-06	1.611e-03
chr11	46563204	46563454	38.1	-1.1	1.141e-05	1.618e-03
chr6	24451958	24452208	62.5	-1.6	8.895e-06	1.627e-03
chr10	98589178	98589428	29.5	-1.8	1.712e-05	1.656e-03
chr1	211804183	211804433	44.1	-2.1	7.787e-06	1.678e-03
chr6	168106977	168107227	8.8	2.1	3.556e-06	1.678e-03
chr16	16155986	16156236	15.3	1.8	5.975e-06	1.678e-03
chr3	172423028	172423278	102.2	-1.8	5.548e-06	1.710e-03
chr5	131649838	131650088	132.1	-1.5	4.098e-06	1.710e-03
chr17	1480474	1480724	33.3	1.1	1.811e-05	1.710e-03
chr11	75063343	75063593	22.1	1.6	1.172e-05	1.712e-03
chr5	142965609	142965859	9.2	-2.5	5.399e-06	1.774e-03
chr14	73470425	73470675	83	-1.4	6.004e-06	1.774e-03
chr14	50810845	50811095	104	-1.6	5.547e-06	1.778e-03
chr15	63365974	63366224	40.9	-1.7	1.932e-05	1.780e-03
chr1	31229548	31229798	36.1	1.6	1.880e-05	1.830e-03
chr16	81785901	81786151	18.4	2	8.247e-06	1.830e-03
chr10	98588916	98589166	21.4	-1.9	7.865e-06	1.840e-03
chr14	65352379	65352629	17.2	-2.2	8.369e-06	1.840e-03
chr8	58740858	58741108	70.2	-1.8	9.710e-06	1.877e-03
chr6	137355096	137355346	12.4	2.7	7.824e-06	1.889e-03
chr6	36197034	36197284	44.8	-1.6	9.555e-06	1.939e-03
chr3	9727747	9727997	6.8	-2.4	2.176e-06	1.940e-03
chr4	170332008	170332258	7.7	2.9	2.030e-06	1.940e-03
chr8	104196967	104197217	12.7	2.4	8.120e-06	1.940e-03
chr17	17605906	17606156	101.1	-1.7	6.344e-06	1.940e-03
chr1	193039112	193039362	29.2	-1.8	2.090e-05	1.944e-03
chrX	150801714	150801964	36.5	-2	2.092e-05	1.944e-03
chr21	37522593	37522843	8.7	3.3	4.533e-06	1.950e-03
chr10	105398745	105398995	45.5	-1.7	8.451e-06	1.956e-03
chr17	21378405	21378655	32.3	-1.9	2.239e-05	1.956e-03
chr19	13188201	13188451	75.3	-1.4	1.008e-05	1.970e-03
chr2	75518863	75519113	26	-2.4	2.229e-05	2.026e-03
chr17	66382692	66382942	35.1	-2.4	2.345e-05	2.026e-03
chr10	112018351	112018601	19.3	-1.9	1.001e-05	2.037e-03
chr20	32064019	32064269	8	2.4	7.105e-06	2.040e-03
chr1	6726835	6727085	18.7	-1.7	1.005e-05	2.054e-03
chr1	192946508	192946758	45	-1.9	9.387e-06	2.117e-03
chr13	52014633	52014883	38.7	-1.3	2.546e-05	2.142e-03
chr16	50700834	50701084	15	1.9	1.060e-05	2.143e-03
chr2	131059129	131059379	20.5	-2.3	1.016e-05	2.170e-03
chr2	202247933	202248183	37.2	-1.5	2.612e-05	2.170e-03
chr2	218956479	218956729	20.3	1.7	1.128e-05	2.170e-03
chr9	112186930	112187180	8.7	-2.1	7.779e-06	2.170e-03
chr11	12214702	12214952	25.1	-1.7	1.835e-05	2.198e-03
chr16	10980783	10981033	9.2	2.3	9.996e-06	2.198e-03
chr7	29149070	29149320	36.5	-1.5	2.691e-05	2.201e-03
chr20	36601535	36601785	26.8	-1.7	2.684e-05	2.201e-03
chr22	38322847	38323097	35.1	-1.7	2.557e-05	2.201e-03
chr3	88060032	88060282	69.6	-1.8	8.684e-06	2.227e-03
chr3	196001492	196001742	33.3	-1.7	2.383e-05	2.227e-03
chr7	130973296	130973546	35.4	-1.2	2.619e-05	2.231e-03
chr1	3432771	3433021	11.4	2.6	9.504e-06	2.252e-03
chr1	33458131	33458381	14.2	2	1.174e-05	2.252e-03
chr7	6218189	6218439	76.3	-1.8	1.327e-05	2.258e-03
chr16	85089106	85089356	31.9	1.7	2.702e-05	2.271e-03
chr12	111797414	111797664	9.5	2.8	9.445e-06	2.325e-03
chr16	23978431	23978681	10.2	2	9.452e-06	2.325e-03
chr4	129227143	129227393	31.5	-1.7	2.573e-05	2.330e-03
chr19	703707	703957	35.3	1.2	2.967e-05	2.330e-03
chr3	60975851	60976101	18.8	-1.9	1.317e-05	2.334e-03
chr3	112417372	112417622	12.7	-1.8	1.227e-05	2.334e-03
chr6	43839086	43839336	21.4	-1.6	1.166e-05	2.334e-03
chr8	23385267	23385517	151.1	-1.5	4.615e-06	2.334e-03
chr9	32943193	32943443	62.8	-1.8	1.342e-05	2.334e-03
chr15	31454220	31454470	63.7	-1.8	1.544e-05	2.334e-03
chr15	72520875	72521125	9.1	2.5	1.140e-05	2.334e-03
chr1	221805489	221805739	9.3	1.9	1.168e-05	2.372e-03
chr16	14171850	14172100	24.6	-1.7	2.001e-05	2.372e-03
chr3	13059765	13060015	38.7	-1.2	2.149e-05	2.372e-03
chr7	100491851	100492101	84	-1.2	9.682e-06	2.376e-03
chr17	72283250	72283500	73.1	-1.4	1.491e-05	2.397e-03
chr12	51295555	51295805	75.4	-1.9	1.638e-05	2.401e-03
chr4	8200752	8201002	20	1.8	1.258e-05	2.414e-03
chr11	5369837	5370087	13.9	-1.9	1.403e-05	2.414e-03
chr16	224474	224724	62.2	-1.4	1.437e-05	2.414e-03
chr14	68103188	68103438	64.7	-2	1.546e-05	2.446e-03
chr2	54801564	54801814	9.4	3.7	1.290e-05	2.545e-03
chr9	75195182	75195432	71.9	-1.5	1.535e-05	2.545e-03
chr12	9803348	9803598	10.4	2.1	1.396e-05	2.545e-03
chr11	110765011	110765261	8.8	3.7	7.252e-06	2.547e-03
chr20	42578899	42579149	14.8	2.4	1.529e-05	2.582e-03
chr3	20056150	20056400	50.8	-1.6	1.821e-05	2.587e-03
chr16	17436945	17437195	10	2.9	1.341e-05	2.597e-03
chr2	183874893	183875143	28.6	-1.8	3.423e-05	2.618e-03
chr9	19087303	19087553	20.5	-1.8	1.417e-05	2.626e-03
chr11	60941833	60942083	24.1	-1.6	1.408e-05	2.626e-03
chr20	36461986	36462236	18.4	-1.8	1.522e-05	2.626e-03
chr3	30590072	30590322	18.2	-2.2	1.539e-05	2.644e-03
chr19	11434842	11435092	15.7	3.3	1.550e-05	2.660e-03
chr15	66972057	66972307	44.5	-1.4	1.746e-05	2.702e-03
chr6	71988086	71988336	21.9	-1.8	2.460e-05	2.702e-03
chrX	131051694	131051944	25.4	-1.5	3.823e-05	2.702e-03
chr13	27009830	27010080	11.8	-2.7	1.379e-05	2.731e-03
chr6	160452956	160453206	29.8	-2.1	2.513e-05	2.742e-03
chr15	72564973	72565223	46.2	1.1	2.021e-05	2.752e-03
chr17	41778737	41778987	9.9	3.4	1.479e-05	2.752e-03
chr3	64476099	64476349	14.2	-2	1.662e-05	2.757e-03
chr10	126366768	126367018	70.6	-1.9	1.870e-05	2.757e-03
chr17	32201719	32201969	105.6	-1.6	1.222e-05	2.757e-03
chr10	11541484	11541734	36.2	-1.7	2.576e-05	2.761e-03
chr6	131446568	131446818	20.8	-2.3	1.590e-05	2.806e-03
chr7	97804643	97804893	11.2	-1.8	1.314e-05	2.806e-03
chr10	81046186	81046436	21.9	1.8	2.222e-05	2.806e-03
chrX	71320764	71321014	19.7	1.8	1.732e-05	2.806e-03
chr6	10752100	10752350	31.5	-1.5	2.666e-05	2.811e-03
chr9	117450724	117450974	30.3	-1.5	2.854e-05	2.811e-03
chr4	15758067	15758317	19.8	2.3	1.653e-05	2.866e-03
chr10	34299871	34300121	10	2.3	1.592e-05	2.866e-03
chr9	71335860	71336110	82	-1.8	1.250e-05	2.898e-03
chr12	127354286	127354536	93.8	-2	1.342e-05	2.912e-03
chr17	62533705	62533955	34.4	-2.1	3.785e-05	2.912e-03
chr3	43712225	43712475	27.9	-1.6	4.458e-05	2.957e-03
chr3	158212572	158212822	64.6	-1.7	2.371e-05	2.957e-03
chr19	1632962	1633212	129.3	-1.1	1.403e-05	2.957e-03
chr14	106069234	106069484	15.9	-1.9	1.939e-05	2.959e-03
chr1	233248766	233249016	16.5	2.2	1.893e-05	2.995e-03
chr10	17065457	17065707	9	2.7	1.299e-05	3.000e-03
chr3	20054919	20055169	38.9	-1.7	3.200e-05	3.043e-03
chr6	7202346	7202596	26.5	1.7	4.670e-05	3.043e-03
chr12	2610799	2611049	13.4	1.9	1.748e-05	3.043e-03
chr3	131075109	131075359	29.9	-1.9	4.701e-05	3.047e-03
chr11	75220215	75220465	28.5	-1.6	4.703e-05	3.047e-03
chr1	231058448	231058698	10.4	-2.3	1.693e-05	3.052e-03
chr3	20106802	20107052	75.3	-1.5	2.444e-05	3.052e-03
chr4	170019737	170019987	8.5	3	1.049e-05	3.052e-03
chr22	30902520	30902770	68	-1.3	2.527e-05	3.052e-03
chr1	15110590	15110840	23.6	-1.8	3.085e-05	3.062e-03
chr19	10788394	10788644	18.7	-1.6	1.998e-05	3.076e-03
chr13	75800992	75801242	12.2	2.5	1.644e-05	3.079e-03
chr1	211730579	211730829	35	-1.9	3.361e-05	3.095e-03
chr6	62996032	62996282	14.1	1.9	2.124e-05	3.100e-03
chr1	2492170	2492420	14.4	-1.7	2.160e-05	3.137e-03
chr20	20528127	20528377	7.4	2.4	1.101e-05	3.137e-03
chr2	202298281	202298531	44.6	-1.4	1.886e-05	3.143e-03
chr3	119137078	119137328	18	-1.9	2.091e-05	3.143e-03
chr4	146418457	146418707	23.8	-1.8	1.960e-05	3.143e-03
chr7	127627032	127627282	44.7	-1.3	2.600e-05	3.143e-03
chr11	73096207	73096457	21	1.8	1.970e-05	3.143e-03
chr5	71570172	71570422	27.8	-1.6	4.432e-05	3.153e-03
chr6	30119832	30120082	15.9	-2.4	2.141e-05	3.153e-03
chr7	127478917	127479167	13.2	-2.4	1.927e-05	3.153e-03
chr17	16891589	16891839	10	2.3	1.929e-05	3.153e-03
chr21	15643432	15643682	116.3	-2	7.781e-06	3.153e-03
chr1	226862790	226863040	9.9	2.7	1.703e-05	3.235e-03
chrX	11137551	11137801	28.2	-2.1	3.656e-05	3.235e-03
chr16	81865398	81865648	12.5	2	1.635e-05	3.249e-03
chr14	78289177	78289427	27.9	-1.3	4.673e-05	3.258e-03
chr2	11527914	11528164	22	-2.2	2.916e-05	3.261e-03
chr20	58630816	58631066	10.4	2.2	2.026e-05	3.261e-03
chr16	4876571	4876821	36.4	-1.5	3.742e-05	3.268e-03
chr11	57280164	57280414	31.8	-1.5	5.462e-05	3.275e-03
chr14	78906743	78906993	27.3	-2	5.192e-05	3.278e-03
chr1	44197870	44198120	57.9	-1.6	2.823e-05	3.282e-03
chr19	41833593	41833843	45.2	1.3	2.455e-05	3.292e-03
chr4	89931017	89931267	61.6	-1.7	1.788e-05	3.359e-03
chr14	65521504	65521754	31.2	1.4	3.918e-05	3.369e-03
chr16	58468055	58468305	81.6	-1.8	1.765e-05	3.378e-03
chr4	77222675	77222925	16.5	1.6	2.512e-05	3.409e-03
chr17	54864492	54864742	10.4	3.5	1.862e-05	3.409e-03
chr3	158188828	158189078	36.7	-1.8	5.818e-05	3.409e-03
chr7	50461354	50461604	40.4	-1.3	5.834e-05	3.410e-03
chr16	169942	170192	83.2	-1.3	1.822e-05	3.443e-03
chr4	185726730	185726980	72.8	-1.5	3.048e-05	3.447e-03
chr7	37116321	37116571	34.7	-1.6	3.823e-05	3.447e-03
chr3	4872894	4873144	12.6	1.8	2.252e-05	3.463e-03
chr4	82713717	82713967	12.5	-2	1.921e-05	3.463e-03
chr17	79613903	79614153	46.9	-1.4	2.257e-05	3.463e-03
chrX	109496020	109496270	10.3	-2.7	2.273e-05	3.486e-03
