chr	start	end	baseMean	log2FoldChange	pvalue	padj
chr11	47631252	47631502	87.5	1.6	8.756e-07	1.230e-04
chr5	42873023	42873273	72.6	1.7	1.369e-06	1.296e-04
chr14	65511363	65511613	88.2	1.8	9.009e-07	1.309e-04
chr4	71520351	71520601	55.6	1.7	1.409e-06	1.321e-04
chr4	81174749	81174999	49.9	1.8	1.413e-06	1.382e-04
chr5	159688028	159688278	188.8	1.4	6.223e-07	1.382e-04
chr8	141703715	141703965	114.3	2	8.596e-07	1.382e-04
chr13	98875203	98875453	78.6	1.6	9.747e-07	1.382e-04
chr16	22293651	22293901	47.3	1.9	1.426e-06	1.382e-04
chr1	55614407	55614657	26.4	1.6	1.204e-06	1.465e-04
chr15	85731372	85731622	48.5	2.2	1.612e-06	1.465e-04
chr1	214593063	214593313	63.3	1.3	1.865e-06	1.470e-04
chr15	29077268	29077518	39.6	1.4	1.632e-06	1.470e-04
chr7	30936823	30937073	123.7	1.8	8.505e-07	1.472e-04
chr2	239077205	239077455	82.2	1.5	1.151e-06	1.503e-04
chr16	47554271	47554521	58.1	1.6	1.880e-06	1.521e-04
chr5	139597223	139597473	72.2	1.8	2.332e-06	1.521e-04
chr1	11942956	11943206	131.6	1.5	7.243e-07	1.522e-04
chr10	71001912	71002162	56.4	1.5	2.367e-06	1.529e-04
chr13	111267745	111267995	48	1.4	1.931e-06	1.533e-04
chr1	27070565	27070815	110.2	1.3	1.352e-06	1.640e-04
chr1	197170478	197170728	45.8	1.9	1.813e-06	1.640e-04
chr14	71786933	71787183	50.4	1.7	1.909e-06	1.640e-04
chr17	53558354	53558604	41.4	2.3	1.795e-06	1.706e-04
chr1	155366707	155366957	50.7	1.5	1.916e-06	1.715e-04
chr2	64833546	64833796	51.3	1.7	1.985e-06	1.738e-04
chr3	50649322	50649572	244.4	1.3	8.751e-07	1.752e-04
chr20	54987255	54987505	55.4	2.1	2.337e-06	1.782e-04
chr22	43322226	43322476	60	1.6	2.333e-06	1.782e-04
chr11	4403205	4403455	38.8	1.9	1.937e-06	1.792e-04
chr6	52932683	52932933	49.3	1.6	2.181e-06	1.805e-04
chr1	55352744	55352994	56.8	1.6	2.438e-06	1.819e-04
chr3	127312029	127312279	64.2	1.7	2.430e-06	1.819e-04
chr6	37428033	37428283	138.9	1.3	1.264e-06	1.819e-04
chr6	112155774	112156024	30.6	1.5	1.518e-06	1.824e-04
chr17	62533705	62533955	34.4	1.8	1.258e-06	1.824e-04
chr11	63334862	63335112	67.6	1.5	2.488e-06	1.827e-04
chr12	76425347	76425597	63	1.4	2.275e-06	1.827e-04
chr20	32427489	32427739	56.2	1.5	2.240e-06	1.854e-04
chr14	73470425	73470675	83	1.4	1.613e-06	1.876e-04
chr11	876020	876270	116.2	1.6	9.947e-07	1.890e-04
chr2	203499487	203499737	90	1.4	1.581e-06	1.902e-04
chr3	152798607	152798857	42.6	2.3	2.281e-06	1.902e-04
chr6	153422653	153422903	24.1	2.1	1.308e-06	1.902e-04
chr6	159920121	159920371	41.2	1.8	2.660e-06	1.902e-04
chr9	130673493	130673743	117.9	1.7	1.047e-06	1.933e-04
chr20	43023413	43023663	53.6	1.6	2.752e-06	1.945e-04
chr16	2529541	2529791	91.2	1.2	1.809e-06	1.972e-04
chr15	86262900	86263150	57	2	3.476e-06	1.974e-04
chr7	106647863	106648113	63.8	1.9	2.971e-06	1.994e-04
chr3	101249263	101249513	88.8	1.6	1.805e-06	2.018e-04
chr5	131330312	131330562	194.1	1.3	1.187e-06	2.062e-04
chr2	228730087	228730337	22	2	1.536e-06	2.064e-04
chr11	962737	962987	47.5	2.1	3.018e-06	2.074e-04
chr1	12057567	12057817	28.4	1.7	2.123e-06	2.125e-04
chr2	232100005	232100255	95.4	2	2.010e-06	2.125e-04
chr6	40683567	40683817	118.6	1.9	1.189e-06	2.125e-04
chr11	859705	859955	49	1.2	3.285e-06	2.136e-04
chr3	158461486	158461736	79.1	1.4	2.008e-06	2.146e-04
chr9	130391445	130391695	85.1	1.7	2.004e-06	2.146e-04
chr9	135874675	135874925	133.8	1.1	1.275e-06	2.146e-04
chr19	15236534	15236784	93	1.7	1.989e-06	2.146e-04
chr1	52195237	52195487	56.8	1.6	3.262e-06	2.159e-04
chr11	62645142	62645392	63	1.5	2.983e-06	2.159e-04
chr2	100900239	100900489	31	2.6	1.904e-06	2.164e-04
chr5	168303000	168303250	58.4	1.5	3.022e-06	2.170e-04
chr11	71706780	71707030	93.7	1.9	1.988e-06	2.194e-04
chr3	130093823	130094073	26.3	2.2	2.257e-06	2.194e-04
chr10	98273580	98273830	39.1	1.3	2.796e-06	2.194e-04
chr14	102794187	102794437	21.1	1.8	7.640e-07	2.194e-04
chr19	12551819	12552069	64.4	2.2	4.177e-06	2.194e-04
chr10	71077065	71077315	42.6	1.5	3.600e-06	2.220e-04
chr2	39369160	39369410	24.9	1.7	2.403e-06	2.257e-04
chr3	48282474	48282724	46.9	1.7	3.647e-06	2.323e-04
chr12	120103477	120103727	70.9	1.9	3.384e-06	2.350e-04
chr8	49346771	49347021	43.7	2	3.869e-06	2.437e-04
chr19	45857617	45857867	73.8	1.8	4.024e-06	2.437e-04
chr2	127402908	127403158	87.3	1.5	2.514e-06	2.445e-04
chr1	159174584	159174834	67	1.3	3.917e-06	2.450e-04
chr4	122618077	122618327	43.1	1.6	3.448e-06	2.477e-04
chr1	22366334	22366584	58.7	1.3	4.024e-06	2.499e-04
chr11	65255077	65255327	41.5	-1.5	3.753e-06	2.542e-04
chr1	36235482	36235732	106.8	1.4	2.662e-06	2.543e-04
chr1	55741065	55741315	34.4	1.7	2.550e-06	2.543e-04
chr1	229690941	229691191	137.1	1.5	1.626e-06	2.610e-04
chr12	71630150	71630400	78.1	1.9	2.676e-06	2.610e-04
chr14	104616528	104616778	22.6	1.7	2.204e-06	2.619e-04
chr15	31270549	31270799	52.3	1.5	3.750e-06	2.619e-04
chr2	24234249	24234499	97.7	1.3	2.709e-06	2.621e-04
chr16	16352772	16353022	32.9	2.1	2.532e-06	2.621e-04
chr3	128775731	128775981	143.1	1.6	1.684e-06	2.641e-04
chr5	89940052	89940302	42.4	1.6	4.598e-06	2.641e-04
chr1	204953674	204953924	119.1	1.8	1.720e-06	2.664e-04
chr3	46469462	46469712	44.6	1.7	3.905e-06	2.671e-04
chr3	30330857	30331107	53	1.9	4.222e-06	2.733e-04
chr17	30626880	30627130	58.3	1.5	4.965e-06	2.813e-04
chr10	6001929	6002179	58.5	1.3	4.454e-06	2.864e-04
chr14	103822098	103822348	79.3	1.1	3.224e-06	2.924e-04
chr19	53238205	53238455	48.3	2	5.301e-06	2.973e-04
chr16	75736234	75736484	52.6	1.8	4.703e-06	2.994e-04
chr4	25052422	25052672	64.4	1.7	5.446e-06	3.029e-04
chr19	7606001	7606251	69	1.2	6.474e-06	3.029e-04
chr6	37871887	37872137	18.4	2.2	1.198e-06	3.045e-04
chr5	126113976	126114226	72.9	1.7	4.744e-06	3.083e-04
chr11	118327812	118328062	33.1	1.6	3.152e-06	3.094e-04
chr16	12776335	12776585	36.3	1.8	4.683e-06	3.100e-04
chr16	47658993	47659243	68.6	1.7	5.462e-06	3.104e-04
chr20	41947533	41947783	88.9	1.9	3.515e-06	3.173e-04
chr21	46274774	46275024	102.8	1.5	3.510e-06	3.173e-04
chr6	161560778	161561028	37.1	1.2	5.878e-06	3.173e-04
chr22	30958379	30958629	55.8	2.1	5.169e-06	3.173e-04
chr14	55397867	55398117	39.5	2.4	5.316e-06	3.254e-04
chr10	70748377	70748627	50.7	1.6	5.898e-06	3.286e-04
chr11	70588721	70588971	41.8	1.7	5.403e-06	3.286e-04
chr16	67567111	67567361	81.9	1.2	3.720e-06	3.312e-04
chr10	43670493	43670743	20.8	2	1.384e-06	3.372e-04
chr20	32308080	32308330	73.8	1.5	5.608e-06	3.378e-04
chr1	33405389	33405639	33.6	1.6	3.598e-06	3.387e-04
chr6	161675951	161676201	70.2	1.4	5.674e-06	3.514e-04
chr3	121234220	121234470	84.8	1.7	3.828e-06	3.515e-04
chr9	100702592	100702842	43.4	1.8	6.752e-06	3.515e-04
chr15	31548883	31549133	216.1	1.4	3.058e-06	3.515e-04
chr5	141512567	141512817	36.6	1.6	6.993e-06	3.630e-04
chr14	89960429	89960679	26.8	1.8	4.635e-06	3.666e-04
chr2	171677460	171677710	21.1	2.3	1.615e-06	3.703e-04
chr12	32184123	32184373	70.9	1.8	6.943e-06	3.703e-04
chr22	18269300	18269550	46.8	1.5	6.114e-06	3.703e-04
chr11	72204920	72205170	38.4	1.5	5.756e-06	3.730e-04
chr1	6732675	6732925	121.1	1.9	2.745e-06	3.816e-04
chr1	22002551	22002801	50.2	1.8	6.725e-06	3.879e-04
chr5	114797240	114797490	26.4	1.6	3.761e-06	3.879e-04
chr18	8562962	8563212	31.9	1.7	4.370e-06	3.940e-04
chr10	45848639	45848889	39.3	2	6.980e-06	4.001e-04
chr3	150792100	150792350	46.5	1.7	6.668e-06	4.014e-04
chr7	83416252	83416502	39.5	1.9	6.414e-06	4.057e-04
chr11	44551993	44552243	75.4	1.8	9.623e-06	4.057e-04
chr8	145069726	145069976	54.4	1.4	6.930e-06	4.132e-04
chr9	110546655	110546905	54.2	1.5	8.332e-06	4.132e-04
chr14	75817286	75817536	123.6	2.5	3.218e-06	4.151e-04
chr2	97163933	97164183	122.1	2	3.825e-06	4.159e-04
chr10	22725834	22726084	51.4	1.7	7.252e-06	4.201e-04
chr1	154520603	154520853	51.7	1.6	8.740e-06	4.276e-04
chr7	28221778	28222028	99.3	1.5	4.982e-06	4.276e-04
chr22	32599334	32599584	91.1	1.8	5.266e-06	4.292e-04
chr15	85291626	85291876	40	-1.1	8.911e-06	4.329e-04
chr17	56296551	56296801	69.4	1.3	7.585e-06	4.330e-04
chr10	75004750	75005000	51.9	1.4	7.911e-06	4.352e-04
chr7	102762165	102762415	40.2	1.8	7.166e-06	4.376e-04
chr3	122512531	122512781	30.8	-1.2	5.106e-06	4.390e-04
chr1	214610164	214610414	18.9	2.3	2.006e-06	4.437e-04
chr1	40502325	40502575	71.3	1.6	9.387e-06	4.470e-04
chr3	52500549	52500799	44.4	1.4	8.232e-06	4.470e-04
chr9	91667652	91667902	70.4	2.1	1.121e-05	4.485e-04
chr12	57147459	57147709	46.4	1.7	8.020e-06	4.554e-04
chrX	68117049	68117299	36.7	2	7.637e-06	4.571e-04
chr17	11812089	11812339	69.9	1.6	9.368e-06	4.588e-04
chr8	125928665	125928915	125.7	2.1	4.941e-06	4.641e-04
chr14	77234783	77235033	124	1.5	3.638e-06	4.646e-04
chr7	1606389	1606639	43.4	1.3	8.745e-06	4.649e-04
chr5	131651274	131651524	101.8	1.5	6.004e-06	4.665e-04
chr11	116890769	116891019	22.8	2.3	6.466e-06	4.665e-04
chr12	96895760	96896010	28.2	1.8	5.004e-06	4.665e-04
chr16	71761549	71761799	51.2	1.7	1.010e-05	4.665e-04
chr17	500599	500849	48	1.9	8.449e-06	4.665e-04
chr17	20811853	20812103	43.6	1.7	1.010e-05	4.665e-04
chr19	32912497	32912747	57.2	1.8	1.016e-05	4.665e-04
chr9	77666287	77666537	58	2.4	9.956e-06	4.730e-04
chr20	3911504	3911754	43.9	1.2	1.047e-05	4.753e-04
chr22	45940554	45940804	51.6	1.9	1.047e-05	4.753e-04
chr1	158658961	158659211	39.9	1.7	8.392e-06	4.820e-04
chr2	106002426	106002676	75.8	1.6	6.442e-06	4.827e-04
chrX	70351468	70351718	29.1	2	6.334e-06	4.827e-04
chr19	47221150	47221400	41.1	1.5	1.042e-05	4.872e-04
chr7	140022678	140022928	85.5	1.6	6.582e-06	4.893e-04
chr10	97277365	97277615	49.4	1.4	1.094e-05	4.893e-04
chr17	62529741	62529991	25.5	2.2	7.037e-06	4.908e-04
chr1	204641602	204641852	90.8	1.3	6.643e-06	4.932e-04
chr7	20738196	20738446	51.5	1.7	9.769e-06	4.932e-04
chr22	47330850	47331100	67.5	1.4	9.808e-06	4.939e-04
chr10	97424302	97424552	107.8	1.7	6.849e-06	5.024e-04
chr15	31808673	31808923	28.1	1.8	7.493e-06	5.038e-04
chr15	91193961	91194211	26.8	1.9	5.736e-06	5.097e-04
chr4	129225179	129225429	58.5	2	1.130e-05	5.142e-04
chr9	36142687	36142937	56.7	1.4	1.048e-05	5.206e-04
chr22	35772919	35773169	15	-1.9	8.813e-07	5.206e-04
chr15	82237345	82237595	36.1	2.1	1.164e-05	5.255e-04
chr1	86174079	86174329	47.6	1.6	1.032e-05	5.268e-04
chr8	101776217	101776467	49.9	1.9	1.268e-05	5.474e-04
chr8	143742882	143743132	105.8	1.3	7.617e-06	5.488e-04
chr2	10510008	10510258	41.6	1.6	1.061e-05	5.500e-04
chr12	2024903	2025153	105.2	1.2	7.963e-06	5.500e-04
chrX	100075141	100075391	42.3	1.8	1.066e-05	5.504e-04
chr18	10246251	10246501	32.7	1.9	7.252e-06	5.520e-04
chr17	53815435	53815685	37.4	1.6	1.263e-05	5.587e-04
chr1	114620838	114621088	50.9	1.7	1.118e-05	5.605e-04
chr1	173549297	173549547	66.1	1.6	1.575e-05	5.605e-04
chr2	220379026	220379276	68.2	1.3	1.292e-05	5.605e-04
chr3	39194276	39194526	45.6	-1.2	1.345e-05	5.605e-04
chr10	69523932	69524182	49.5	1.4	1.331e-05	5.605e-04
chr11	76798096	76798346	52.3	1.2	1.277e-05	5.605e-04
chr15	69284132	69284382	115.6	1.5	6.699e-06	5.605e-04
chr22	44365442	44365692	44.9	2.1	1.120e-05	5.605e-04
chr6	28869729	28869979	40.8	2	1.067e-05	5.624e-04
chr11	111569669	111569919	67.1	1.5	1.155e-05	5.645e-04
chr10	103409690	103409940	20	2	2.990e-06	5.681e-04
chr2	197041897	197042147	61.2	1.6	1.332e-05	5.717e-04
chr9	139129787	139130037	96.6	1.2	8.871e-06	5.886e-04
chr17	42470733	42470983	88.9	1.5	8.616e-06	5.918e-04
chr12	109022259	109022509	53.2	1.4	1.310e-05	6.098e-04
chr19	7099196	7099446	30.1	2.2	8.346e-06	6.098e-04
chr12	53703696	53703946	71.4	1.4	1.285e-05	6.141e-04
chr12	56606208	56606458	26.4	1.7	9.870e-06	6.141e-04
chr19	12273727	12273977	51.1	1.5	1.328e-05	6.141e-04
chr6	4620901	4621151	31.5	1.7	8.525e-06	6.183e-04
chr15	69452746	69452996	82.5	1.3	9.503e-06	6.183e-04
