chr	start	end	baseMean	log2FoldChange	pvalue	padj
chr20	43104943	43105193	145.1	-4.5	5.004e-25	2.886e-22
chr22	19920963	19921213	125.9	-5.7	4.793e-25	3.224e-22
chr2	127402908	127403158	87.3	-4	3.157e-25	3.375e-22
chr14	68762152	68762402	175.6	-5.6	3.435e-25	3.375e-22
chr1	172425624	172425874	147.9	-4.5	3.707e-25	3.603e-22
chr11	85862446	85862696	116.8	-4.9	7.215e-25	3.940e-22
chr1	156864789	156865039	226.3	-4.2	4.275e-25	4.068e-22
chr5	67681887	67682137	136.9	-5.3	5.894e-25	5.112e-22
chr11	5309375	5309625	159.7	-4	6.660e-25	5.659e-22
chr16	154970	155220	142.5	-4	1.073e-24	5.659e-22
chr19	45256661	45256911	22.9	4.1	5.817e-25	5.735e-22
chr1	207693525	207693775	167.7	-4.4	1.028e-24	6.201e-22
chrX	71320764	71321014	19.7	4.7	5.378e-25	6.681e-22
chr4	103932890	103933140	114.4	-5.4	1.802e-24	1.066e-21
chr10	98378949	98379199	180.7	-5.1	2.376e-24	1.184e-21
chr16	50315937	50316187	27.7	4.6	9.684e-25	1.219e-21
chr15	66097443	66097693	123.8	-4	2.695e-24	1.318e-21
chr8	38796022	38796272	59.9	3.7	1.047e-24	1.361e-21
chr14	106374450	106374700	33.3	3.1	8.106e-25	1.443e-21
chr11	5248207	5248457	174.1	-5	2.834e-24	1.568e-21
chr17	27192327	27192577	183.5	-3.8	2.818e-24	1.568e-21
chr9	4852446	4852696	129.6	-4.7	2.302e-24	1.742e-21
chr11	75491084	75491334	131.2	-5.4	2.186e-24	1.780e-21
chr6	146864639	146864889	28.6	3.7	1.533e-24	1.791e-21
chrX	55041455	55041705	156.5	-5.4	3.421e-24	1.833e-21
chr1	160793142	160793392	98.5	-3.8	2.598e-24	2.134e-21
chr10	71094171	71094421	83.6	-4	3.171e-24	2.590e-21
chr3	42208490	42208740	118	-4.5	3.552e-24	2.768e-21
chr1	45478330	45478580	135.5	-3.7	5.481e-24	2.836e-21
chr17	75877706	75877956	20.5	4.8	2.930e-24	2.861e-21
chr19	3503053	3503303	153.4	-4.1	4.090e-24	2.861e-21
chr1	2222098	2222348	26.7	3.6	3.107e-24	2.983e-21
chr6	44097831	44098081	130.9	-3.1	7.661e-24	3.833e-21
chr9	116159592	116159842	161	-4.6	6.468e-24	4.414e-21
chr18	52473299	52473549	23.2	5.3	6.288e-24	4.540e-21
chr1	179016162	179016412	157.5	-4.3	1.125e-23	4.659e-21
chr16	19499265	19499515	155.5	-5	1.004e-23	4.847e-21
chr9	138843867	138844117	179.7	-4.1	1.194e-23	4.866e-21
chr7	28221778	28222028	99.3	-5	6.627e-24	4.887e-21
chr1	117044188	117044438	151.5	-5.8	8.049e-24	5.236e-21
chr10	13747826	13748076	141.5	-5.5	1.121e-23	5.263e-21
chr1	27869138	27869388	243.7	-3.4	7.632e-24	5.307e-21
chr5	168287534	168287784	171.3	-4.8	1.057e-23	6.670e-21
chr17	42360791	42361041	124.5	-5.5	1.454e-23	6.670e-21
chr16	46917871	46918121	45.5	2.9	8.145e-24	7.093e-21
chr2	158117871	158118121	153.2	-4.3	1.193e-23	7.410e-21
chr1	204641602	204641852	90.8	-5	1.079e-23	7.488e-21
chr16	2529541	2529791	91.2	-4	1.101e-23	7.603e-21
chr5	173287652	173287902	152.5	-4.7	1.734e-23	7.663e-21
chr12	127392581	127392831	133.8	-4.9	1.321e-23	7.968e-21
chr8	101422820	101423070	155.5	-5.3	1.987e-23	8.653e-21
chr12	68758996	68759246	53.5	3	1.096e-23	9.023e-21
chr13	31314424	31314674	22.5	4.7	1.366e-23	9.453e-21
chr15	94372787	94373037	23.6	3.6	1.159e-23	9.454e-21
chr3	126191206	126191456	18.4	4.1	1.175e-23	9.522e-21
chr2	60725352	60725602	111.8	-4.8	1.443e-23	9.777e-21
chr3	13455656	13455906	29.2	3.7	8.455e-24	1.161e-20
chr7	99966860	99967110	23	4.6	2.064e-23	1.255e-20
chr15	89171483	89171733	134.9	-4.7	2.052e-23	1.262e-20
chr1	89412665	89412915	90.7	-5	2.132e-23	1.406e-20
chr5	131651274	131651524	101.8	-5	2.279e-23	1.432e-20
chr1	33565002	33565252	18.7	5.4	1.590e-23	1.485e-20
chr11	121287936	121288186	24.6	4.3	1.970e-23	1.485e-20
chr17	72528345	72528595	21.6	4.4	1.947e-23	1.485e-20
chr22	41351680	41351930	118.8	-4	2.721e-23	1.485e-20
chr12	53191006	53191256	94.8	-4.1	2.674e-23	1.531e-20
chr17	42365812	42366062	170.5	-3.5	4.107e-23	1.599e-20
chr15	69284132	69284382	115.6	-4.1	4.814e-23	1.862e-20
chr19	18484712	18484962	113.2	-4	5.809e-23	1.899e-20
chr22	36764537	36764787	104.4	-4.1	3.216e-23	1.912e-20
chr9	124096356	124096606	103.3	-3.7	3.320e-23	1.956e-20
chr12	117480165	117480415	301.3	-3.3	5.206e-23	1.970e-20
chr11	8790571	8790821	168	-5.3	6.407e-23	2.043e-20
chr3	53163464	53163714	103.2	-4.7	3.555e-23	2.061e-20
chr18	42686434	42686684	22.5	5.1	3.017e-23	2.144e-20
chr21	48026066	48026316	15.4	4.9	3.583e-23	2.214e-20
chr5	173266301	173266551	116	-5	4.419e-23	2.230e-20
chr1	27438580	27438830	16.7	4.7	4.265e-23	2.589e-20
chr7	36323366	36323616	20	4.7	3.731e-23	2.614e-20
chr15	82310554	82310804	24.5	4.8	4.506e-23	2.618e-20
chr16	618742	618992	106.1	-4.1	4.805e-23	2.663e-20
chr17	32232430	32232680	138.8	-4.7	7.697e-23	2.741e-20
chr16	67794137	67794387	125.6	-3.7	9.900e-23	2.972e-20
chr1	156847616	156847866	86.6	-4.7	5.323e-23	3.020e-20
chr17	74030554	74030804	78.9	-5	6.117e-23	3.117e-20
chr15	72564973	72565223	46.2	2.6	4.807e-23	3.183e-20
chr22	18307278	18307528	136.8	-5.8	1.111e-22	3.261e-20
chr11	34230101	34230351	16.8	5	4.736e-23	3.290e-20
chr9	132539575	132539825	19.8	5	5.253e-23	3.472e-20
chr13	102265123	102265373	141.3	-5.2	1.344e-22	3.875e-20
chr3	39430203	39430453	93.1	-4.5	9.111e-23	4.488e-20
chr17	42345485	42345735	119.2	-4.8	1.615e-22	4.605e-20
chr1	212810084	212810334	18.1	5.3	5.990e-23	4.677e-20
chr11	46016033	46016283	92	-4.9	8.521e-23	4.677e-20
chr16	68806029	68806279	139.7	-4.3	1.027e-22	4.677e-20
chr2	232100005	232100255	95.4	-5.5	9.558e-23	4.878e-20
chr3	52287337	52287587	21	4.5	7.651e-23	5.189e-20
chr3	49710870	49711120	162.5	-2.9	1.890e-22	5.217e-20
chr18	74767092	74767342	35.8	3.4	5.536e-23	5.366e-20
chr5	154033550	154033800	212.2	-3.7	1.707e-22	5.477e-20
chr1	40849294	40849544	111.4	-5.5	1.143e-22	5.678e-20
chr22	24830548	24830798	24.6	3.7	1.147e-22	5.891e-20
chr14	78292432	78292682	124.6	-5.2	1.961e-22	6.193e-20
chr10	52310147	52310397	142.4	-4.3	1.965e-22	6.197e-20
chr1	182205427	182205677	131.7	-4.7	1.473e-22	6.353e-20
chr1	95358500	95358750	101.4	-5.6	1.316e-22	6.619e-20
chr11	97834489	97834739	128	-4.9	2.359e-22	7.298e-20
chr10	51594182	51594432	134.8	-4.2	1.781e-22	7.528e-20
chr17	2699510	2699760	39.6	4.2	6.659e-23	7.528e-20
chr18	55250581	55250831	173	-3.5	2.866e-22	8.732e-20
chr6	30128978	30129228	110.2	-5	2.029e-22	8.989e-20
chr1	160979468	160979718	105.3	-4.9	2.059e-22	9.076e-20
chr20	35437398	35437648	134.3	-5	3.045e-22	9.172e-20
chr2	85632810	85633060	13.7	5	1.614e-22	9.208e-20
chr21	40203500	40203750	17.7	4	1.546e-22	9.323e-20
chr19	4455182	4455432	127.2	-4	3.290e-22	9.765e-20
chr1	204953674	204953924	119.1	-4.4	2.454e-22	9.969e-20
chr14	50466049	50466299	17.1	4.4	1.831e-22	1.024e-19
chr2	11538932	11539182	130.4	-5.8	2.400e-22	1.048e-19
chr8	49379216	49379466	105.4	-4.9	2.450e-22	1.103e-19
chr6	4911427	4911677	132.6	-4.5	2.835e-22	1.223e-19
chr6	37269923	37270173	118.9	-3.1	4.242e-22	1.223e-19
chr20	46356350	46356600	23.2	5.1	2.321e-22	1.274e-19
chr10	69613288	69613538	147	-5.5	3.180e-22	1.356e-19
chr1	118153806	118154056	126.6	-5	5.683e-22	1.370e-19
chr8	107282290	107282540	31.9	3.3	1.574e-22	1.464e-19
chr4	51602	51852	24.5	4.4	3.796e-22	1.561e-19
chr17	40094453	40094703	152.2	-3.9	6.555e-22	1.561e-19
chr11	127909593	127909843	24.7	4.4	3.066e-22	1.847e-19
chr2	227700145	227700395	144.2	-3.9	6.787e-22	1.878e-19
chr1	11942956	11943206	131.6	-3.8	6.952e-22	1.912e-19
chr9	135860258	135860508	79.6	-4	4.771e-22	1.912e-19
chr10	80787158	80787408	96.1	-3.8	5.077e-22	2.025e-19
chr11	69064820	69065070	26.1	4	3.460e-22	2.028e-19
chr17	36616600	36616850	88.9	-5.2	4.515e-22	2.028e-19
chr8	141703715	141703965	114.3	-5.1	5.413e-22	2.185e-19
chr1	203280970	203281220	85.5	-3.7	5.586e-22	2.189e-19
chr1	205225075	205225325	174.6	-3.4	6.100e-22	2.238e-19
chr11	75300962	75301212	167.8	-4	8.359e-22	2.238e-19
chr5	72249480	72249730	102	-4.4	5.596e-22	2.299e-19
chr11	876020	876270	116.2	-4.2	6.325e-22	2.300e-19
chr1	221881443	221881693	21.9	4.4	6.124e-22	2.391e-19
chr1	68199724	68199974	201.5	-3.4	9.360e-22	2.445e-19
chr16	70430528	70430778	149.7	-3.3	6.281e-22	2.447e-19
chr17	72459654	72459904	18.6	4.1	4.090e-22	2.508e-19
chr1	29210449	29210699	153	-3.5	6.894e-22	2.664e-19
chr10	81046186	81046436	21.9	3.9	7.024e-22	2.918e-19
chr8	23351744	23351994	164.7	-4	1.190e-21	3.043e-19
chr6	37077688	37077938	143.3	-6.2	1.411e-21	3.056e-19
chr16	1870642	1870892	120.7	-3.8	8.755e-22	3.063e-19
chr3	20106802	20107052	75.3	-5.2	4.253e-22	3.092e-19
chr16	15615868	15616118	138.8	-4.3	9.211e-22	3.195e-19
chr2	239077205	239077455	82.2	-4.4	8.641e-22	3.358e-19
chr2	27664184	27664434	114.5	-4.9	9.839e-22	3.385e-19
chr6	47388329	47388579	95.2	-4.7	8.499e-22	3.413e-19
chr9	131654771	131655021	138.2	-4.3	1.405e-21	3.487e-19
chr1	61537459	61537709	119.4	-5.7	1.064e-21	3.927e-19
chr1	65783623	65783873	116.4	-4.9	1.727e-21	4.236e-19
chr13	80096722	80096972	18.2	3.9	7.829e-22	4.530e-19
chr10	97424302	97424552	107.8	-4.8	1.261e-21	4.764e-19
chr16	15699043	15699293	189.2	-5	1.434e-21	4.797e-19
chr4	111170034	111170284	109	-5.2	1.308e-21	4.912e-19
chr19	1041038	1041288	120.5	-2.6	2.095e-21	5.054e-19
chr2	233180282	233180532	18.3	4.4	1.045e-21	5.069e-19
chr20	4803218	4803468	15.3	4.5	1.128e-21	5.162e-19
chr2	28731370	28731620	119.2	-4.2	2.288e-21	5.454e-19
chr14	73470425	73470675	83	-4.9	1.510e-21	5.781e-19
chr8	143742882	143743132	105.8	-5	1.593e-21	5.827e-19
chr5	148985627	148985877	124.9	-4.5	1.704e-21	5.995e-19
chr1	235147665	235147915	30.8	4.2	1.339e-21	6.011e-19
chr13	49304059	49304309	125	-5.2	2.603e-21	6.085e-19
chr14	65347193	65347443	100.4	-3.6	1.771e-21	6.381e-19
chr5	118193509	118193759	16.8	5	1.405e-21	6.562e-19
chr17	56570081	56570331	163.6	-5.2	2.840e-21	6.562e-19
chr16	31539044	31539294	99.3	-5.5	2.090e-21	7.006e-19
chr3	183596023	183596273	16.1	4.5	1.858e-21	7.131e-19
chr2	53895778	53896028	125.8	-4	4.369e-21	8.463e-19
chr8	29631369	29631619	12	5.1	1.950e-21	8.493e-19
chr6	119651978	119652228	100.5	-5.4	2.542e-21	8.941e-19
chr8	81777044	81777294	29	4.8	1.935e-21	9.439e-19
chr17	80419843	80420093	114.3	-3.6	2.853e-21	9.588e-19
chr14	65311814	65312064	79.1	-4.3	3.053e-21	9.971e-19
chr7	100491851	100492101	84	-3.8	2.883e-21	9.992e-19
chr7	139952679	139952929	23.8	5.1	2.373e-21	1.005e-18
chr19	5091123	5091373	87.4	-4.3	2.948e-21	1.014e-18
chr15	43513188	43513438	101.1	-5	3.227e-21	1.038e-18
chr5	133238265	133238515	106.3	-5	3.439e-21	1.102e-18
chr5	149434991	149435241	99.3	-4.1	3.241e-21	1.103e-18
chr1	6732675	6732925	121.1	-4.6	3.824e-21	1.149e-18
chr6	164198347	164198597	131.8	-4.4	5.666e-21	1.230e-18
chr18	77551757	77552007	20.5	4.3	3.137e-21	1.295e-18
chr20	55985179	55985429	128	-4.4	6.089e-21	1.317e-18
chr11	62323935	62324185	40.8	3.2	2.069e-21	1.332e-18
chr19	18267957	18268207	160.9	-2.8	4.221e-21	1.353e-18
chr14	69480789	69481039	13.7	5.4	4.155e-21	1.422e-18
chr8	128972501	128972751	91.1	-3.9	4.319e-21	1.424e-18
chr7	45018645	45018895	22.7	4.1	3.653e-21	1.477e-18
chrX	49033868	49034118	115.3	-3.2	4.736e-21	1.497e-18
chr19	55670332	55670582	98.8	-3.8	4.580e-21	1.499e-18
chr11	20480798	20481048	96.7	-4.4	5.208e-21	1.594e-18
chr1	38155435	38155685	130.8	-4.2	9.032e-21	1.604e-18
chr11	908307	908557	125.4	-4	9.144e-21	1.619e-18
chr20	54937892	54938142	147.8	-4	5.798e-21	1.659e-18
chr11	67044421	67044671	36.6	2.7	4.512e-21	1.780e-18
chr18	43267191	43267441	21.9	3.5	4.698e-21	1.847e-18
chr1	228701000	228701250	135.3	-3.5	6.619e-21	1.875e-18
chr1	233248766	233249016	16.5	4.5	5.604e-21	1.914e-18
chr1	43418240	43418490	82.1	-4.2	6.320e-21	2.005e-18
chr17	19174397	19174647	102	-5.3	6.435e-21	2.035e-18
chr12	26427681	26427931	37.5	3.7	5.292e-21	2.046e-18
chr14	96011041	96011291	101.2	-4.8	6.617e-21	2.078e-18
chr16	30470112	30470362	17.2	4.7	4.410e-21	2.101e-18
chr3	42878150	42878400	87.3	-3.8	6.520e-21	2.168e-18
chr2	160003782	160004032	161.3	-3.4	1.171e-20	2.348e-18
chr5	160044162	160044412	12.2	5	6.282e-21	2.389e-18
chr1	54862781	54863031	108.5	-3.8	8.266e-21	2.392e-18
chr8	125928665	125928915	125.7	-5.7	1.209e-20	2.392e-18
chr12	52366589	52366839	17.2	3.7	6.979e-21	2.642e-18
chr10	73506951	73507201	86.1	-4	9.034e-21	2.764e-18
chr19	18401254	18401504	28	4	6.595e-21	2.803e-18
chr3	98302635	98302885	110.3	-4	9.238e-21	2.807e-18
chr5	67663180	67663430	118.9	-4.4	1.507e-20	2.944e-18
chr3	52216229	52216479	29.6	3.6	4.690e-21	3.002e-18
chr16	69760267	69760517	40.7	2.8	5.199e-21	3.014e-18
chr5	168304464	168304714	102.7	-4.3	9.738e-21	3.114e-18
chr4	38674853	38675103	124.4	-3.8	1.709e-20	3.284e-18
chr7	40591272	40591522	18.7	4.9	9.284e-21	3.414e-18
chr8	134258146	134258396	15.8	5.9	9.608e-21	3.492e-18
chr16	66907206	66907456	34.6	2.5	9.581e-21	3.492e-18
chr17	16991487	16991737	99.2	-4.7	1.324e-20	3.670e-18
chr17	31224505	31224755	167.4	-3.2	1.531e-20	3.997e-18
chr4	185714240	185714490	13.8	4.5	1.361e-20	4.119e-18
chr17	17605906	17606156	101.1	-5.1	1.348e-20	4.202e-18
chr4	48214263	48214513	14.5	3.9	1.284e-20	4.619e-18
chr2	197076086	197076336	16.5	4.7	1.299e-20	4.632e-18
chr13	80025729	80025979	16.4	4.6	1.515e-20	4.739e-18
chr17	17013305	17013555	82.2	-4.3	1.762e-20	4.780e-18
chr19	50323570	50323820	103.3	-3.9	1.576e-20	4.840e-18
chr7	2517362	2517612	23.4	3	1.797e-20	4.880e-18
chr11	14443920	14444170	129.1	-4.5	2.657e-20	4.886e-18
chr11	71706780	71707030	93.7	-4.3	1.611e-20	4.886e-18
chr22	31277503	31277753	122.4	-4	1.928e-20	4.886e-18
chr11	5297075	5297325	101.5	-4	1.629e-20	4.926e-18
chr19	49376805	49377055	96.7	-3	1.707e-20	5.019e-18
chr7	142510154	142510404	82.7	-5	1.901e-20	5.033e-18
chr19	40970614	40970864	104.9	-3.6	1.696e-20	5.073e-18
chr22	24949709	24949959	88.9	-3.4	1.741e-20	5.073e-18
chr10	74080537	74080787	192.6	-3.2	3.376e-20	5.158e-18
chr12	57271864	57272114	100.8	-4.9	1.854e-20	5.166e-18
chr16	67567111	67567361	81.9	-3.1	1.745e-20	5.166e-18
chr9	110856522	110856772	149.3	-4.8	3.426e-20	5.188e-18
chr8	41630267	41630517	120.9	-3.7	2.948e-20	5.216e-18
chr9	92116993	92117243	16.1	4.9	1.752e-20	5.216e-18
chr1	230262908	230263158	239.2	-3.6	3.006e-20	5.305e-18
chr5	168240676	168240926	105.2	-3.8	1.936e-20	5.305e-18
chr11	75051762	75052012	15.8	3.8	2.123e-20	6.205e-18
chr15	83777378	83777628	24.4	3.9	2.384e-20	6.205e-18
chr7	104584047	104584297	27.7	5.6	1.946e-20	6.515e-18
chr9	90418901	90419151	97.2	-5.1	2.323e-20	6.699e-18
chr12	22199708	22199958	116.6	-3.6	4.029e-20	7.010e-18
chr12	76982667	76982917	11.8	5	2.330e-20	7.691e-18
chr8	134538897	134539147	15.1	5.2	2.370e-20	7.843e-18
chr19	6802467	6802717	14.9	4.8	2.812e-20	8.100e-18
chr11	57415759	57416009	257.6	-3.2	5.560e-20	8.108e-18
chr12	2025990	2026240	83.3	-5.4	3.396e-20	8.481e-18
chr5	109039551	109039801	121.9	-5.3	3.681e-20	8.657e-18
chr9	72147350	72147600	79.2	-5	3.193e-20	8.779e-18
chr1	25739821	25740071	86.6	-4.1	3.457e-20	9.118e-18
chrX	109646135	109646385	87.5	-5.2	3.709e-20	9.161e-18
chr4	16240093	16240343	11.6	4.7	2.859e-20	9.208e-18
chr8	41655059	41655309	143.6	-3.1	5.495e-20	9.208e-18
chr19	30185517	30185767	24.1	3	2.871e-20	9.208e-18
chr7	129390012	129390262	89.6	-5.4	3.792e-20	9.262e-18
chr17	32201719	32201969	105.6	-4.5	3.697e-20	9.591e-18
chr3	52434243	52434493	80.2	-4.3	3.501e-20	9.652e-18
chr5	130588591	130588841	12.8	5.1	3.063e-20	9.748e-18
chr1	117046681	117046931	86.4	-4.6	3.806e-20	9.766e-18
chr12	8142736	8142986	28.3	3.2	3.172e-20	9.985e-18
chr9	130369746	130369996	16.1	4.3	3.745e-20	1.028e-17
chr1	26868768	26869018	27.7	3.4	3.310e-20	1.042e-17
chr2	174924173	174924423	110.3	-3.7	3.848e-20	1.044e-17
chr1	228366604	228366854	146.7	-4.2	7.615e-20	1.057e-17
chr14	24592662	24592912	89.2	-4.5	4.063e-20	1.069e-17
chr7	80275473	80275723	96.3	-4.6	4.358e-20	1.097e-17
chr9	137230414	137230664	112.9	-3.2	5.234e-20	1.168e-17
chr12	113646071	113646321	14.3	4.7	3.928e-20	1.210e-17
chr11	119508258	119508508	77.1	-5	5.212e-20	1.225e-17
chr15	90701388	90701638	115.8	-3.6	5.775e-20	1.279e-17
chr2	202652249	202652499	12.5	5	4.258e-20	1.308e-17
chr11	95467285	95467535	153.3	-4.5	5.585e-20	1.336e-17
chr15	70785149	70785399	21.4	4.6	4.400e-20	1.345e-17
chr15	51944408	51944658	96.2	-4.6	5.660e-20	1.395e-17
chr11	59534773	59535023	17.9	4.1	4.443e-20	1.426e-17
chr2	30402037	30402287	102.5	-6.1	6.572e-20	1.517e-17
chr1	226116183	226116433	151.9	-3.6	9.673e-20	1.524e-17
chr11	75245577	75245827	110.1	-3.8	6.300e-20	1.601e-17
chr20	60849662	60849912	69.7	-3.8	4.532e-20	1.622e-17
chr7	28243507	28243757	127.2	-3.9	1.071e-19	1.680e-17
chr14	103822098	103822348	79.3	-4.5	6.518e-20	1.685e-17
chr9	38672493	38672743	15.8	3.8	5.704e-20	1.703e-17
chr5	169720375	169720625	15.5	3.6	6.563e-20	1.710e-17
chr2	87816157	87816407	118	-4.8	7.622e-20	1.767e-17
chr1	203661760	203662010	174.9	-4.6	1.380e-19	1.811e-17
chr2	233956376	233956626	159.3	-3.7	1.202e-19	1.850e-17
chr7	25535020	25535270	97.6	-4.2	7.914e-20	1.891e-17
chr7	30936823	30937073	123.7	-3.8	1.260e-19	1.936e-17
chr16	67228289	67228539	88.3	-4.1	8.157e-20	1.939e-17
chr2	62404024	62404274	95.1	-4.6	7.692e-20	1.944e-17
chr1	198048725	198048975	86.4	-4.1	8.586e-20	2.025e-17
chr17	63169641	63169891	198.8	-3.5	9.057e-20	2.057e-17
chr1	161039604	161039854	17.3	4.3	6.716e-20	2.061e-17
chr3	169647982	169648232	114.1	-4.2	1.456e-19	2.203e-17
chr19	49381899	49382149	171.4	-3.2	2.040e-19	2.612e-17
chr1	47077634	47077884	145.5	-4	1.204e-19	2.707e-17
chr2	97163933	97164183	122.1	-4.5	1.814e-19	2.725e-17
chr16	81865398	81865648	12.5	5	8.368e-20	2.752e-17
chr5	159048202	159048452	124.9	-6.2	2.467e-19	3.127e-17
chr17	1467154	1467404	85.7	-3.4	1.465e-19	3.182e-17
chr13	42038103	42038353	138	-4.1	1.482e-19	3.293e-17
