chr	start	end	baseMean	log2FoldChange	pvalue	padj
chr15	74907033	74907283	85	-2.1	4.553e-16	8.492e-14
chr18	21656208	21656458	30.6	4.1	1.749e-16	8.492e-14
chr8	27219296	27219546	108.3	-2.8	5.108e-16	9.356e-14
chr7	66019280	66019530	22.8	-4.5	1.933e-16	1.032e-13
chr10	80853496	80853746	35.1	3.4	2.117e-16	1.032e-13
chr15	64814079	64814329	34	4.8	2.145e-16	1.037e-13
chr21	25644833	25645083	37.7	3.5	2.038e-16	1.122e-13
chr1	224688097	224688347	47.1	-3.7	3.966e-16	1.180e-13
chr3	167659522	167659772	35.7	4.6	2.257e-16	1.180e-13
chr18	13309778	13310028	29.7	5.3	2.543e-16	1.180e-13
chr17	15862255	15862505	28.1	3.4	2.568e-16	1.207e-13
chr17	72283250	72283500	73.1	-2.2	4.170e-16	1.262e-13
chr2	8738475	8738725	67.7	-3.5	4.384e-16	1.269e-13
chr9	127888378	127888628	32.8	4.2	2.801e-16	1.269e-13
chr5	37182896	37183146	29.3	-4	2.808e-16	1.416e-13
chr17	42325378	42325628	33.5	-3.2	3.437e-16	1.534e-13
chr2	86161315	86161565	27.1	4.5	3.100e-16	1.547e-13
chr5	53309505	53309755	34.3	-3	3.414e-16	1.694e-13
chr12	124508924	124509174	45.4	2.8	6.957e-16	1.959e-13
chr2	143452994	143453244	31.6	4.2	4.420e-16	2.140e-13
chr10	111981071	111981321	55.1	-2.9	8.740e-16	2.447e-13
chr7	72176043	72176293	27.4	3.8	5.202e-16	2.526e-13
chr5	118395619	118395869	24.3	3.9	5.251e-16	2.530e-13
chr7	73702697	73702947	42.6	3.7	5.917e-16	2.530e-13
chr1	43418240	43418490	82.1	-2	1.666e-15	2.604e-13
chr2	121049491	121049741	37.3	5.3	6.239e-16	2.704e-13
chr1	208108513	208108763	28.3	4.3	6.623e-16	2.764e-13
chr2	68579795	68580045	31.5	2.7	5.985e-16	2.764e-13
chr16	22227762	22228012	62.6	3.4	1.031e-15	2.764e-13
chr11	85845760	85846010	31.3	2.9	5.993e-16	2.792e-13
chr11	59333599	59333849	44	2.4	1.076e-15	2.945e-13
chr14	55221461	55221711	36.8	4.1	7.115e-16	2.990e-13
chr5	67778059	67778309	33	-3.3	7.381e-16	3.011e-13
chr8	126346323	126346573	23.8	3.4	7.190e-16	3.071e-13
chr12	95494061	95494311	27.5	3.7	7.573e-16	3.071e-13
chr16	84986341	84986591	56.7	3.6	1.174e-15	3.133e-13
chr10	63525397	63525647	58.8	3.5	1.328e-15	3.410e-13
chr17	63224886	63225136	31.1	3.7	8.480e-16	3.460e-13
chr19	33162787	33163037	25.6	3.1	9.156e-16	3.717e-13
chr5	37672377	37672627	30	4.3	8.549e-16	3.773e-13
chr14	81889945	81890195	23.8	3.7	9.382e-16	3.773e-13
chr1	31971675	31971925	32.8	5.8	9.204e-16	3.967e-13
chr18	29598463	29598713	29.5	3.1	1.018e-15	3.967e-13
chr6	7975379	7975629	46.7	3.1	1.690e-15	4.340e-13
chr12	122442130	122442380	26.4	3.5	1.106e-15	4.362e-13
chr20	44507049	44507299	35.7	-2.7	1.141e-15	4.374e-13
chr17	15862545	15862795	28.2	3	1.033e-15	4.458e-13
chr6	35265432	35265682	35.9	2.6	1.123e-15	4.796e-13
chr11	10941797	10942047	29.5	4.1	1.305e-15	4.936e-13
chr6	74132251	74132501	45.7	2.9	2.126e-15	5.037e-13
chr7	4589353	4589603	33.2	4.3	1.237e-15	5.207e-13
chr4	47467054	47467304	26.2	-3.8	1.384e-15	5.285e-13
chr2	89034653	89034903	61	-2.9	2.238e-15	5.354e-13
chr17	31187222	31187472	44.5	3	2.213e-15	5.425e-13
chr9	80524292	80524542	36.3	3.7	1.542e-15	5.675e-13
chr6	2124592	2124842	25.3	4.3	1.623e-15	5.944e-13
chr3	47446573	47446823	39.2	2.4	1.461e-15	5.988e-13
chr1	28975438	28975688	44.6	2.3	2.692e-15	6.153e-13
chr12	6454665	6454915	33.1	3.5	1.690e-15	6.252e-13
chr11	93575689	93575939	36.4	4	1.712e-15	6.306e-13
chr10	112618088	112618338	31.1	3.2	1.762e-15	6.312e-13
chr1	27113413	27113663	48.7	2.2	2.856e-15	6.531e-13
chr10	28783383	28783633	27.2	4.1	1.742e-15	6.999e-13
chr5	173209109	173209359	51.9	-3	3.247e-15	7.227e-13
chr3	107725032	107725282	31.4	2.9	2.149e-15	7.508e-13
chr5	137824211	137824461	25.6	3.7	2.101e-15	7.508e-13
chr12	27170345	27170595	20.1	4	2.536e-15	7.508e-13
chr13	44933773	44934023	23.9	3.6	2.114e-15	7.652e-13
chr21	43823846	43824096	26.4	3.4	2.159e-15	7.652e-13
chr11	93529690	93529940	30.9	-4.3	2.004e-15	7.654e-13
chr8	97924083	97924333	41.6	-2.6	2.353e-15	8.270e-13
chr17	56406231	56406481	33.3	2.8	2.337e-15	8.975e-13
chr5	95417226	95417476	26.5	-3.3	2.689e-15	9.256e-13
chr12	12595095	12595345	24.3	4.3	2.587e-15	9.256e-13
chr16	17476424	17476674	26.2	4.3	2.444e-15	9.256e-13
chr16	71514932	71515182	32.6	-3.6	2.424e-15	9.256e-13
chr2	70026256	70026506	69.6	3.4	4.375e-15	9.391e-13
chr17	46129247	46129497	32.6	3.3	2.578e-15	9.526e-13
chr7	73208060	73208310	30.3	3.4	2.883e-15	9.563e-13
chr22	41361997	41362247	64.3	-2.5	5.358e-15	1.136e-12
chr1	22076385	22076635	35.9	3.6	3.399e-15	1.146e-12
chr12	114087102	114087352	30.5	4.6	3.866e-15	1.267e-12
chr15	65588441	65588691	48.5	2.9	6.276e-15	1.270e-12
chr16	70462092	70462342	130.9	2.5	1.251e-14	1.332e-12
chr9	126068199	126068449	33	-3	3.745e-15	1.345e-12
chr7	157194546	157194796	43.6	3	6.946e-15	1.388e-12
chr22	38092773	38093023	51.4	2.8	7.215e-15	1.437e-12
chr16	69760267	69760517	40.7	2.4	4.578e-15	1.466e-12
chr10	110171077	110171327	29.9	3.3	4.363e-15	1.538e-12
chr15	65510382	65510632	68.7	-2.6	7.296e-15	1.538e-12
chr3	39681442	39681692	23.7	3.9	4.623e-15	1.546e-12
chr1	226160907	226161157	27.1	-3	4.398e-15	1.559e-12
chr4	6771090	6771340	56.1	-2.3	7.556e-15	1.575e-12
chr1	110407074	110407324	31.5	3.5	4.983e-15	1.597e-12
chr8	54797200	54797450	23.7	4.8	4.941e-15	1.607e-12
chr3	169657119	169657369	112.1	-2.8	1.695e-14	1.658e-12
chr18	33442089	33442339	26.1	4.2	5.227e-15	1.658e-12
chr3	48701099	48701349	34.2	3.2	4.832e-15	1.661e-12
chr19	1632962	1633212	129.3	-1.7	1.720e-14	1.661e-12
chrX	52102885	52103135	32.6	-2.8	4.890e-15	1.661e-12
chr5	177876186	177876436	22.3	4	5.167e-15	1.663e-12
chr1	214593063	214593313	63.3	-2.3	9.129e-15	1.780e-12
chr18	74208145	74208395	29.9	3.2	5.748e-15	1.780e-12
chr7	108245215	108245465	64.7	-3.3	9.265e-15	1.782e-12
chr2	158115130	158115380	75.6	-2.4	1.619e-14	1.786e-12
chr1	54598265	54598515	55	3.2	9.812e-15	1.848e-12
chr2	127838106	127838356	29.2	2.8	6.234e-15	1.903e-12
chr22	30758992	30759242	47.9	-2.1	1.012e-14	1.928e-12
chr14	105147271	105147521	86.4	-2.4	1.689e-14	1.929e-12
chr2	97018753	97019003	41.6	-2.5	5.655e-15	1.956e-12
chr6	41008917	41009167	34.5	-3.5	6.967e-15	2.045e-12
chr21	15643432	15643682	116.3	-3	2.137e-14	2.047e-12
chr3	123037293	123037543	27.1	-3.5	7.126e-15	2.077e-12
chr1	108559068	108559318	29.1	5	7.446e-15	2.162e-12
chr5	169705625	169705875	44.9	3	1.157e-14	2.222e-12
chr5	146596261	146596511	26.7	3.7	7.830e-15	2.314e-12
chr20	35252811	35253061	24.3	4.3	7.161e-15	2.316e-12
chr16	85415654	85415904	39.8	2.6	8.155e-15	2.335e-12
chr3	195634626	195634876	276.4	-2	2.509e-14	2.367e-12
chr8	135732448	135732698	41.9	2.9	8.588e-15	2.442e-12
chr7	70034527	70034777	25	4.7	8.563e-15	2.487e-12
chr5	177962257	177962507	63.1	2.2	1.349e-14	2.528e-12
chr9	19748759	19749009	27.5	4.2	9.166e-15	2.579e-12
chr20	49306476	49306726	29.6	-2.2	9.418e-15	2.641e-12
chr11	61717106	61717356	43.8	-4	1.599e-14	2.816e-12
chr3	72319270	72319520	74.4	-2.6	1.616e-14	2.874e-12
chr2	145606094	145606344	21.1	4.7	9.350e-15	2.921e-12
chr4	55437479	55437729	66.6	2.6	1.595e-14	2.929e-12
chr9	123529027	123529277	31.4	2.4	1.081e-14	2.961e-12
chr10	76349139	76349389	29	4.9	1.054e-14	2.961e-12
chr18	3512097	3512347	34.8	3.8	1.080e-14	2.961e-12
chr8	117196305	117196555	36	4.1	1.089e-14	3.045e-12
chr9	100944445	100944695	29.5	3.7	1.153e-14	3.135e-12
chr22	25472447	25472697	21	4.2	1.234e-14	3.349e-12
chr1	55614407	55614657	26.4	-2.9	1.220e-14	3.367e-12
chr22	36725318	36725568	33.4	2.8	1.218e-14	3.367e-12
chr13	39975914	39976164	22.7	4.4	1.220e-14	3.419e-12
chr3	123066097	123066347	77.7	-2.4	3.510e-14	3.628e-12
chr19	6238221	6238471	27.2	4	1.378e-14	3.676e-12
chr2	129230740	129230990	49.5	3.7	2.205e-14	3.694e-12
chr2	30848682	30848932	30.7	3.4	1.302e-14	3.827e-12
chr17	32198826	32199076	244.4	-2.2	4.451e-14	3.886e-12
chr4	3081485	3081735	36.2	2.9	1.318e-14	3.901e-12
chr15	31591012	31591262	57.3	-2.3	2.239e-14	3.901e-12
chr10	96059294	96059544	31.7	6	1.501e-14	3.925e-12
chr11	71659769	71660019	48.1	2.2	2.449e-14	3.957e-12
chr14	105198867	105199117	74	-2.5	2.406e-14	4.014e-12
chr17	66382692	66382942	35.1	-3.5	1.556e-14	4.036e-12
chr1	12057567	12057817	28.4	-3.2	1.721e-14	4.443e-12
chr2	182170494	182170744	40.8	3.3	1.585e-14	4.589e-12
chr19	18259924	18260174	51.2	-1.9	2.894e-14	4.767e-12
chr1	146555993	146556243	21.5	4.7	1.816e-14	4.912e-12
chr1	28499231	28499481	23.7	4.4	1.890e-14	5.030e-12
chr2	70237506	70237756	21.3	4.5	2.013e-14	5.121e-12
chr2	11538932	11539182	130.4	-2.4	6.175e-14	5.127e-12
chr8	37870750	37871000	22.9	3.5	1.950e-14	5.144e-12
chr6	43744213	43744463	46.7	-2.9	3.405e-14	5.533e-12
chr1	94130113	94130363	48.2	3.1	3.570e-14	5.783e-12
chr7	50564764	50565014	36	3.2	2.106e-14	5.929e-12
chr9	127420519	127420769	35.6	3.2	2.346e-14	6.001e-12
chr11	68463104	68463354	22.9	4.2	2.562e-14	6.533e-12
chr1	181110635	181110885	49.8	-2.5	4.143e-14	6.595e-12
chr15	70925962	70926212	21.7	5	2.565e-14	6.706e-12
chr20	15509060	15509310	22.9	5.1	2.745e-14	6.774e-12
chr9	127736228	127736478	37.3	3.6	2.764e-14	6.779e-12
chr17	15554987	15555237	48.6	2.8	4.165e-14	6.779e-12
chr22	41079136	41079386	26.2	3.5	2.884e-14	7.054e-12
chr3	196949761	196950011	49.9	-3.5	4.752e-14	7.294e-12
chr8	21916379	21916629	64.1	-2	4.781e-14	7.709e-12
chr5	64056184	64056434	19.2	3.9	3.850e-14	7.910e-12
chr9	93927032	93927282	40.5	3.8	3.356e-14	8.111e-12
chr7	100108419	100108669	23.1	4	3.298e-14	8.136e-12
chr9	14393503	14393753	26.2	-3.6	3.047e-14	8.225e-12
chr7	30951218	30951468	22.2	-2.7	3.430e-14	8.412e-12
chr6	78051092	78051342	25.5	2.8	3.568e-14	8.512e-12
chr4	140762713	140762963	35.9	3.6	3.344e-14	8.949e-12
chr3	151149740	151149990	29.1	4.5	3.791e-14	8.991e-12
chr9	86958139	86958389	33	3.6	3.900e-14	9.234e-12
chr1	23851292	23851542	211.8	-2	1.218e-13	9.440e-12
chr7	106750420	106750670	67.9	-2.4	6.292e-14	9.440e-12
chr20	61062572	61062822	43.9	2.2	6.243e-14	9.440e-12
chr12	127354286	127354536	93.8	-3	1.105e-13	9.861e-12
chr21	42485308	42485558	28.7	4.6	3.781e-14	9.981e-12
chr19	4153396	4153646	26.9	2.8	4.321e-14	1.030e-11
chr6	42861731	42861981	31.3	4	4.568e-14	1.082e-11
chr12	54202826	54203076	30.3	3.3	4.212e-14	1.082e-11
chr19	704094	704344	30	3.1	4.820e-14	1.139e-11
chr10	112534041	112534291	20.8	4.4	6.040e-14	1.178e-11
chr11	128756438	128756688	20.5	3.5	5.052e-14	1.206e-11
chr16	169942	170192	83.2	-1.9	9.311e-14	1.206e-11
chr1	26396974	26397224	56.1	3.7	8.506e-14	1.241e-11
chr18	55926000	55926250	25.3	-3.4	4.843e-14	1.241e-11
chr8	65543092	65543342	22	5.3	5.190e-14	1.244e-11
chr11	3190535	3190785	31.4	2.7	5.022e-14	1.259e-11
chr17	45317448	45317698	32.7	3.1	5.104e-14	1.294e-11
chr7	6102691	6102941	22.3	-3.8	5.808e-14	1.307e-11
chr10	99057720	99057970	25.9	4.2	5.868e-14	1.317e-11
chr1	236100499	236100749	27.8	3.7	5.901e-14	1.319e-11
chr14	106311802	106312052	31.5	-2.2	6.004e-14	1.336e-11
chr18	2996269	2996519	37.6	-3.8	5.854e-14	1.336e-11
chr8	108764002	108764252	30.5	3.7	6.058e-14	1.343e-11
chr3	72641290	72641540	22.8	4.3	6.253e-14	1.417e-11
chr13	100339476	100339726	20.2	-3.2	6.495e-14	1.434e-11
chr2	137080055	137080305	30.6	4.1	6.579e-14	1.447e-11
chr3	156837163	156837413	23.2	3.3	6.943e-14	1.611e-11
chr22	36875135	36875385	26.3	2.8	7.448e-14	1.631e-11
chr1	91277232	91277482	23.8	3.9	6.720e-14	1.651e-11
chr14	105541730	105541980	31.3	2.8	7.463e-14	1.664e-11
chr11	78377710	78377960	45	3.2	1.202e-13	1.683e-11
chr1	26880435	26880685	60.5	-1.9	1.192e-13	1.713e-11
chr12	50262922	50263172	26.7	2.6	7.052e-14	1.723e-11
chr10	120458051	120458301	19.5	4.3	7.840e-14	1.730e-11
chr6	52794113	52794363	26.4	3	7.196e-14	1.749e-11
chr6	31669760	31670010	47.2	-2.5	1.275e-13	1.762e-11
chr4	103265954	103266204	40.3	2.4	8.127e-14	1.779e-11
chr1	45196291	45196541	56.3	2.4	1.350e-13	1.783e-11
chr18	23554730	23554980	16.2	4.3	6.702e-14	1.786e-11
chr3	45615640	45615890	32.9	6.7	8.020e-14	1.886e-11
chr19	10727773	10728023	50.5	3.1	1.404e-13	1.905e-11
chr9	7067250	7067500	43.4	3.7	1.362e-13	1.907e-11
chr7	43623014	43623264	106.4	-1.7	2.486e-13	1.995e-11
chr15	33970883	33971133	17.5	3.6	8.519e-14	2.064e-11
chr17	80199894	80200144	31.2	2.5	9.031e-14	2.096e-11
chr1	116958406	116958656	52.9	2.5	1.598e-13	2.140e-11
chr16	67757818	67758068	21.2	-3.3	1.034e-13	2.155e-11
chr4	153551494	153551744	31.3	4.1	1.066e-13	2.216e-11
chr1	117622420	117622670	20.5	-4.2	1.050e-13	2.217e-11
chr11	33906906	33907156	35.1	2.7	9.138e-14	2.217e-11
chr12	95010216	95010466	21.1	4	9.532e-14	2.217e-11
chr11	44883857	44884107	34.1	4	1.057e-13	2.227e-11
chr1	231120896	231121146	27.1	3	1.089e-13	2.234e-11
chr3	58038199	58038449	31.9	4	1.109e-13	2.268e-11
chr2	47306211	47306461	24.6	3.2	1.071e-13	2.280e-11
chr9	99814155	99814405	23.5	5.7	1.150e-13	2.342e-11
chr6	112102286	112102536	31.4	-2.8	1.063e-13	2.428e-11
chr22	31279026	31279276	61.6	-2.1	1.903e-13	2.460e-11
chr3	54677199	54677449	14.6	-4.6	1.189e-13	2.546e-11
chr14	23615728	23615978	25.2	4.4	1.243e-13	2.566e-11
chr10	104522927	104523177	38.4	2.9	1.332e-13	2.677e-11
chr5	36442550	36442800	27.8	2.8	1.411e-13	2.833e-11
chr6	150284859	150285109	73	-2.1	2.194e-13	2.914e-11
chr8	21366836	21367086	24.3	4.4	1.477e-13	2.949e-11
chr9	123697659	123697909	48	2.3	2.407e-13	2.969e-11
chr8	143742882	143743132	105.8	-2.2	3.938e-13	2.984e-11
