chr	start	end	baseMean	log2FoldChange	pvalue	padj
chr7	99160570	99160820	26	-2.2	5.276e-07	1.194e-04
chr8	21787319	21787569	14.2	-2.4	7.338e-08	1.383e-04
chr2	170696729	170696979	61.1	1.6	5.459e-07	1.493e-04
chr6	4177145	4177395	53.8	1.6	3.443e-07	1.511e-04
chr1	15110590	15110840	23.6	2	4.102e-07	1.575e-04
chr10	45671313	45671563	33.9	2.3	6.996e-07	1.673e-04
chr12	118802557	118802807	22	-1.9	4.785e-07	1.795e-04
chr1	27098238	27098488	53.5	-1.7	8.571e-07	1.822e-04
chr1	44197870	44198120	57.9	1.7	6.752e-07	1.822e-04
chr12	49525111	49525361	63	1.1	6.719e-07	1.822e-04
chr1	65946736	65946986	57.5	1.7	6.943e-07	1.861e-04
chr21	40357628	40357878	73	1.7	8.848e-07	1.877e-04
chr7	30966002	30966252	81.6	1.6	2.107e-07	1.970e-04
chr12	47666231	47666481	55	1.9	9.982e-07	2.032e-04
chr5	141487284	141487534	57	1.8	8.645e-07	2.064e-04
chr7	149318903	149319153	33	-1.9	9.635e-07	2.064e-04
chr20	35724163	35724413	30.3	1.5	1.093e-06	2.092e-04
chr12	4262778	4263028	39.4	1.7	1.251e-06	2.122e-04
chr12	66254491	66254741	40	1.7	1.330e-06	2.156e-04
chr1	224058362	224058612	99.5	1.7	2.578e-07	2.213e-04
chr11	16878814	16879064	42.3	1.7	1.358e-06	2.213e-04
chr16	9085958	9086208	24.2	-2.2	4.364e-07	2.213e-04
chr17	46533228	46533478	29.8	1.5	1.272e-06	2.213e-04
chr18	9117362	9117612	28.9	-1.8	1.263e-06	2.213e-04
chr19	57018986	57019236	56.6	1.9	9.564e-07	2.213e-04
chr1	161527779	161528029	27.6	1.9	1.378e-06	2.265e-04
chr7	21985551	21985801	36	1.5	1.475e-06	2.265e-04
chr14	106326083	106326333	40.2	1.6	1.538e-06	2.265e-04
chr19	19573075	19573325	45.8	-1.4	1.282e-06	2.265e-04
chr15	22833297	22833547	64.3	1.3	1.142e-06	2.357e-04
chr8	8822071	8822321	26.6	1.8	1.548e-06	2.448e-04
chr19	12895421	12895671	76.5	1.5	3.504e-07	2.720e-04
chr19	42784518	42784768	75.1	1.1	1.285e-06	2.748e-04
chr16	3020117	3020367	41.9	1.3	1.974e-06	2.780e-04
chr8	103911645	103911895	83.7	2.1	4.821e-07	2.799e-04
chr6	26240453	26240703	51.4	1.6	8.830e-07	2.806e-04
chr1	209921125	209921375	93	-1.1	5.222e-07	2.821e-04
chr15	78540286	78540536	89.8	1.9	5.748e-07	2.982e-04
chr3	71377137	71377387	16.6	-2.3	4.189e-07	2.994e-04
chr17	53421873	53422123	61	1.3	1.462e-06	2.994e-04
chr7	1573551	1573801	52.4	-1.5	1.880e-06	2.999e-04
chr6	160452956	160453206	29.8	1.5	1.974e-06	3.006e-04
chr9	98079897	98080147	31	1.5	2.139e-06	3.221e-04
chr11	71749551	71749801	27	-1.7	2.178e-06	3.221e-04
chr18	657883	658133	22.9	1.6	8.054e-07	3.221e-04
chr11	111599877	111600127	42	1.4	2.203e-06	3.413e-04
chr8	141703715	141703965	114.3	1.7	5.004e-07	3.414e-04
chr12	70054019	70054269	34.3	1.8	2.436e-06	3.414e-04
chr7	151068432	151068682	22.7	-1.5	1.355e-06	3.427e-04
chr11	66702860	66703110	31.6	1.7	2.816e-06	3.886e-04
chr16	88754596	88754846	41.7	1.4	2.975e-06	3.886e-04
chr7	150657473	150657723	67.4	1.6	2.305e-06	3.964e-04
chr16	25783145	25783395	19.8	2.3	4.148e-07	4.069e-04
chr1	226548133	226548383	78.4	1.9	8.769e-07	4.136e-04
chr19	33160928	33161178	37	-1.6	3.321e-06	4.142e-04
chr6	27841106	27841356	32.9	1.4	3.205e-06	4.229e-04
chr1	21857780	21858030	36.3	1.5	3.617e-06	4.389e-04
chr1	235110966	235111216	34.1	-2.1	3.416e-06	4.391e-04
chr5	121448951	121449201	39.7	1.5	3.764e-06	4.391e-04
chr6	41286610	41286860	43.7	-1.2	1.704e-06	4.391e-04
chr8	25042040	25042290	24.5	1.9	1.263e-06	4.391e-04
chr12	101006558	101006808	51.7	1.6	3.223e-06	4.391e-04
chr14	65509842	65510092	41.5	1.7	3.654e-06	4.391e-04
chr19	14008141	14008391	68.5	1.4	3.262e-06	4.391e-04
chrX	40846716	40846966	20.7	2.3	4.516e-07	4.391e-04
chr7	44120856	44121106	70.8	1.3	2.624e-06	4.417e-04
chrX	106821248	106821498	27.9	2	3.665e-06	4.573e-04
chr4	153890038	153890288	21.3	-2.1	9.757e-07	4.640e-04
chr1	111704550	111704800	33.8	-1.3	3.478e-06	4.747e-04
chr9	136009161	136009411	55	-2	3.669e-06	4.747e-04
chr22	32022657	32022907	81.6	1.7	1.073e-06	4.747e-04
chr1	50728194	50728444	47	2.3	3.815e-06	4.755e-04
chr1	201987642	201987892	23.4	-1.5	1.422e-06	4.755e-04
chr2	119933171	119933421	30.9	1.7	4.130e-06	4.755e-04
chr3	47340006	47340256	50.5	2.1	3.853e-06	4.755e-04
chr7	101500230	101500480	177.4	-1.2	8.304e-07	4.755e-04
chr12	122176220	122176470	38.5	1.5	4.364e-06	4.755e-04
chr15	69894118	69894368	40.7	1.8	4.379e-06	4.755e-04
chr15	79615350	79615600	34.4	2.1	4.070e-06	4.755e-04
chr17	21002480	21002730	35.6	1.4	4.585e-06	4.874e-04
chr22	30817695	30817945	35.1	1.4	4.721e-06	4.874e-04
chr3	48507475	48507725	57.8	1.1	3.323e-06	4.926e-04
chr4	87958425	87958675	18.2	-1.9	2.403e-06	4.926e-04
chr9	140022250	140022500	20.7	2.2	1.626e-06	4.926e-04
chr15	70740376	70740626	52.6	1.7	4.117e-06	4.926e-04
chr16	85587773	85588023	48.6	1.3	4.368e-06	5.136e-04
chr22	32865869	32866119	27.2	-1.7	4.766e-06	5.300e-04
chr9	100721245	100721495	47.1	-1.7	2.422e-06	5.314e-04
chr3	53080000	53080250	13.9	2.1	6.054e-07	5.537e-04
chr4	84195140	84195390	31.2	-1.7	5.006e-06	5.541e-04
chr18	32914231	32914481	23.6	-1.6	3.022e-06	5.766e-04
chr1	24829253	24829503	37.6	1.6	6.014e-06	5.812e-04
chr10	72142347	72142597	43.2	1.4	5.393e-06	5.944e-04
chr17	72329020	72329270	25	1.7	5.707e-06	6.038e-04
chr21	33553816	33554066	65.6	1.9	4.333e-06	6.038e-04
chr5	179245979	179246229	35.7	-1.7	6.527e-06	6.140e-04
chr6	27833965	27834215	36.1	1.3	6.869e-06	6.140e-04
chr7	5468490	5468740	32.6	1.6	5.374e-06	6.140e-04
chr8	21998345	21998595	89.3	-1.2	1.763e-06	6.140e-04
chr12	121905136	121905386	64.8	1.3	4.825e-06	6.140e-04
chr12	125405788	125406038	26.7	-1.5	5.869e-06	6.140e-04
chr20	42296119	42296369	19.1	1.7	1.535e-06	6.140e-04
chr2	65215827	65216077	22.9	1.5	3.497e-06	6.219e-04
chr20	51792024	51792274	55	1.5	5.863e-06	6.219e-04
chr1	57684416	57684666	57.4	1.8	4.778e-06	6.298e-04
chr17	78237232	78237482	36	-1.3	6.033e-06	6.331e-04
chr15	41522832	41523082	53.3	-1.2	6.139e-06	6.337e-04
chr2	65216301	65216551	56.3	1.2	5.287e-06	6.383e-04
chr4	37688872	37689122	50.9	1.7	3.293e-06	6.411e-04
chr7	148581709	148581959	40.2	1.1	7.235e-06	6.411e-04
chr5	172067985	172068235	40.4	1.2	7.750e-06	6.515e-04
chr11	85859445	85859695	35.1	1.4	7.552e-06	6.537e-04
chr3	119137078	119137328	18	1.8	3.744e-06	6.539e-04
chr7	138803809	138804059	40.1	-1.6	7.901e-06	6.539e-04
chr2	74757635	74757885	119.3	1.2	1.510e-06	6.724e-04
chr4	158622629	158622879	17.8	2.2	4.410e-06	6.886e-04
chr9	98079609	98079859	24.9	1.8	7.315e-06	6.897e-04
chr1	198048725	198048975	86.4	1.7	2.162e-06	6.922e-04
chr3	130547898	130548148	55.7	1.7	7.120e-06	6.983e-04
chr1	11358859	11359109	78.9	1.5	2.285e-06	7.243e-04
chr19	12900690	12900940	164.2	1.1	1.740e-06	7.537e-04
chr14	94524756	94525006	17.8	-1.9	3.342e-06	7.583e-04
chr22	33283323	33283573	48.9	1.6	7.958e-06	7.583e-04
chr2	68585098	68585348	35.9	-1.4	9.690e-06	7.592e-04
chr20	4654363	4654613	40.5	1.9	7.975e-06	7.592e-04
chr18	21033724	21033974	33.8	-1.4	8.997e-06	7.837e-04
chr11	62608965	62609215	178.9	1.2	4.444e-07	8.052e-04
chr2	118943882	118944132	30.1	1.6	9.172e-06	8.191e-04
chr7	141362966	141363216	14.5	-2.3	1.106e-06	8.312e-04
chr4	87932844	87933094	23.8	-1.7	3.499e-06	8.330e-04
chr9	32943193	32943443	62.8	1.7	7.852e-06	8.407e-04
chr19	45926761	45927011	53.5	-1.1	9.103e-06	8.407e-04
chr7	129588758	129589008	42	-1.1	9.225e-06	8.453e-04
chr13	37692274	37692524	25.4	2.3	1.031e-05	8.457e-04
chr6	36997228	36997478	53.7	-1.5	9.782e-06	8.742e-04
chr17	16282001	16282251	51.2	-1.1	5.100e-06	8.742e-04
chr18	812834	813084	31	-1.5	1.011e-05	9.094e-04
chr17	40792275	40792525	59.4	1.6	8.768e-06	9.128e-04
chr3	152798607	152798857	42.6	1.4	1.212e-05	9.294e-04
chr6	43766608	43766858	54.2	-1.6	1.077e-05	9.294e-04
chr11	71781037	71781287	24.4	-1.9	6.268e-06	9.294e-04
chr7	907341	907591	32.7	-1.2	1.112e-05	9.428e-04
chr5	131793111	131793361	22.4	-1.7	4.428e-06	9.805e-04
chr11	119508258	119508508	77.1	1.5	3.473e-06	9.805e-04
chr19	2739083	2739333	46.4	1.6	1.158e-05	9.805e-04
chr20	6556528	6556778	50.8	1.8	1.157e-05	9.805e-04
chr2	9117048	9117298	22.9	1.8	4.413e-06	1.004e-03
chr3	170844539	170844789	31.5	1.7	1.239e-05	1.023e-03
chr19	2263571	2263821	98	-1.4	3.833e-06	1.025e-03
chr1	230240447	230240697	34.3	-1.5	1.324e-05	1.033e-03
chr7	138802984	138803234	23	-1.9	4.227e-06	1.055e-03
chr19	36591419	36591669	40.7	1.7	1.524e-05	1.055e-03
chr19	44617358	44617608	55	-1	1.343e-05	1.101e-03
chr22	31981216	31981466	36.5	1.5	1.605e-05	1.101e-03
chr3	20064447	20064697	62.8	1.3	1.330e-05	1.103e-03
chr13	109568095	109568345	28.7	-1.5	1.402e-05	1.103e-03
chr8	54405242	54405492	68.4	1.7	1.073e-05	1.104e-03
chrX	100670486	100670736	14.1	-2	1.378e-06	1.114e-03
chr1	151687931	151688181	43.8	1.8	1.402e-05	1.122e-03
chr1	6732675	6732925	121.1	1.6	3.157e-06	1.142e-03
chr16	75599011	75599261	21.4	-1.7	5.356e-06	1.147e-03
chr15	40615542	40615792	69.5	1.1	1.155e-05	1.153e-03
chr2	208432453	208432703	25.4	1.9	1.533e-05	1.161e-03
chr1	21965215	21965465	34.4	-1.5	1.531e-05	1.162e-03
chr1	95581277	95581527	37.8	1.5	1.664e-05	1.162e-03
chr22	36556746	36556996	32.7	-1.3	1.544e-05	1.181e-03
chr17	59252704	59252954	44.2	1.9	1.497e-05	1.183e-03
chr5	129240029	129240279	35.4	1.4	1.749e-05	1.188e-03
chr14	52329198	52329448	63.3	1.8	1.222e-05	1.189e-03
chr20	641172	641422	49.7	-1.8	1.565e-05	1.189e-03
chr22	33277272	33277522	142.5	1.3	3.429e-06	1.189e-03
chr10	15493205	15493455	38.3	2.2	1.780e-05	1.189e-03
chr7	45040902	45041152	19.8	1.5	6.048e-06	1.195e-03
chr8	38644521	38644771	43.1	1.2	8.297e-06	1.204e-03
chr6	26188688	26188938	34.2	1.4	1.505e-05	1.214e-03
chr10	17467963	17468213	150.5	1.9	8.311e-07	1.218e-03
chr7	29149070	29149320	36.5	1.4	1.907e-05	1.234e-03
chr20	62397336	62397586	29.2	1.9	1.795e-05	1.293e-03
chr1	166674749	166674999	38.3	1.4	1.734e-05	1.303e-03
chr8	21828654	21828904	25.2	-1.2	1.930e-05	1.303e-03
chr19	58011113	58011363	43.8	1.3	1.780e-05	1.305e-03
chr6	167125842	167126092	51.4	2	1.792e-05	1.335e-03
chrX	102356587	102356837	39.5	2.1	2.134e-05	1.366e-03
chr6	26189226	26189476	88.8	1.1	5.790e-06	1.390e-03
chr6	27106924	27107174	29.7	1.6	1.892e-05	1.393e-03
chr1	59369311	59369561	45.2	1.2	1.991e-05	1.422e-03
chr20	48909136	48909386	39.3	-1.3	1.945e-05	1.422e-03
chr6	110501577	110501827	30.1	-1.1	1.954e-05	1.423e-03
chr11	57280164	57280414	31.8	1.4	1.861e-05	1.423e-03
chr5	134528221	134528471	32.2	1.5	1.991e-05	1.439e-03
chr6	157737883	157738133	25.3	-1.4	2.233e-05	1.441e-03
chr19	9879260	9879510	70.1	1.2	1.593e-05	1.441e-03
chr6	43954281	43954531	29.8	1.5	2.212e-05	1.454e-03
chrX	52089974	52090224	21.1	-1.7	2.842e-06	1.455e-03
chr9	124044220	124044470	20.4	-1.6	3.121e-06	1.470e-03
chr12	120030082	120030332	41.5	1.5	2.451e-05	1.470e-03
chr19	7569641	7569891	27.8	1.6	2.212e-05	1.470e-03
chr2	218767473	218767723	17.1	-1.6	1.251e-05	1.522e-03
chr15	82338433	82338683	75.4	1.4	7.041e-06	1.545e-03
chr5	32285737	32285987	36.8	1.6	2.578e-05	1.550e-03
chr15	66972057	66972307	44.5	1.1	2.305e-05	1.558e-03
chr16	3019064	3019314	63.5	1.1	2.257e-05	1.558e-03
chr17	35989300	35989550	29.9	-1.9	2.454e-05	1.558e-03
chr1	173405218	173405468	43	1.4	2.769e-05	1.564e-03
chr17	42077607	42077857	54	1.7	2.309e-05	1.564e-03
chr1	2517204	2517454	57.9	1.3	1.859e-05	1.595e-03
chr1	29298950	29299200	33	-1.9	2.551e-05	1.595e-03
chr5	67994105	67994355	23.2	1.7	8.996e-06	1.607e-03
chr8	144923051	144923301	45.7	1.2	2.423e-05	1.607e-03
chrX	53068492	53068742	24.6	1.7	2.661e-05	1.611e-03
chr6	26021664	26021914	71	1.2	1.925e-05	1.614e-03
chr1	201476176	201476426	47.3	1.2	2.464e-05	1.623e-03
chr17	75084633	75084883	55.9	-1	1.965e-05	1.623e-03
chr17	48922504	48922754	33.5	-1.8	2.324e-05	1.625e-03
chr6	151550511	151550761	55.4	1.7	2.458e-05	1.626e-03
chr1	150254718	150254968	55.9	-1.1	2.002e-05	1.627e-03
chr4	169179020	169179270	78.1	2.6	7.971e-06	1.627e-03
chr11	65667902	65668152	108.4	-1	7.697e-06	1.627e-03
chr22	44365442	44365692	44.9	1.5	1.310e-05	1.627e-03
chrX	24711766	24712016	40.2	1.3	2.843e-05	1.627e-03
chr6	108682756	108683006	31.4	1.3	2.399e-05	1.639e-03
chr21	33939949	33940199	34.1	1.4	2.775e-05	1.649e-03
chr17	40769945	40770195	45.1	1.2	2.589e-05	1.650e-03
chr17	4152882	4153132	64.1	1.6	2.065e-05	1.656e-03
chr20	1192759	1193009	34.3	1.8	2.760e-05	1.681e-03
chr11	74041205	74041455	32.7	1.5	2.769e-05	1.681e-03
chr2	26241065	26241315	61.2	-1.2	2.691e-05	1.711e-03
chr1	186081492	186081742	62.1	1.1	2.351e-05	1.732e-03
chr5	177368155	177368405	34.2	1.5	3.046e-05	1.769e-03
chr2	190212257	190212507	18.8	-1.9	3.924e-06	1.775e-03
chr7	6063657	6063907	65	1.6	2.837e-05	1.775e-03
chr19	55955259	55955509	55.2	1.5	2.869e-05	1.775e-03
chr5	53621550	53621800	54.7	1.3	2.951e-05	1.804e-03
chr2	232572936	232573186	120.1	1.2	6.618e-06	1.826e-03
chr6	27102241	27102491	25.1	1.3	2.947e-05	1.826e-03
chrX	39410103	39410353	37.3	1.4	3.436e-05	1.831e-03
chr3	20106802	20107052	75.3	1.3	2.414e-05	1.839e-03
chr14	24457897	24458147	36.3	1.2	3.519e-05	1.839e-03
chr19	14202239	14202489	26.3	1.4	3.464e-05	1.906e-03
chr17	8090969	8091219	84.6	-1	9.985e-06	1.911e-03
chr5	140058695	140058945	59.9	1.6	2.814e-05	1.990e-03
chr8	37749338	37749588	68.8	1.3	2.867e-05	2.002e-03
chr12	8969088	8969338	86	1.4	9.728e-06	2.002e-03
chr16	16214201	16214451	54.2	1.6	1.755e-05	2.002e-03
chr22	40228757	40229007	37.5	1.4	3.789e-05	2.002e-03
chr1	21592751	21593001	46.6	1.6	3.454e-05	2.009e-03
chr4	153877840	153878090	25.9	-1.4	3.587e-05	2.009e-03
chr6	20424852	20425102	26.8	-1.9	3.587e-05	2.009e-03
chr9	33331430	33331680	30.3	1.6	3.207e-05	2.009e-03
chr1	94344071	94344321	47.5	-1	3.470e-05	2.012e-03
chr5	173269084	173269334	19.9	-1.5	9.560e-06	2.031e-03
chr7	103636572	103636822	30	1.9	3.456e-05	2.031e-03
chr3	40543564	40543814	73.4	1.6	2.985e-05	2.035e-03
chr9	77666287	77666537	58	1.7	3.045e-05	2.069e-03
chr10	45774374	45774624	59.7	1.3	2.861e-05	2.082e-03
chr1	237077051	237077301	39.9	1.7	3.598e-05	2.090e-03
chr3	170496460	170496710	39.4	1.3	3.609e-05	2.090e-03
chr17	7553926	7554176	155.4	1.1	8.032e-06	2.096e-03
chr11	65236382	65236632	30.2	-1.4	3.839e-05	2.098e-03
chr14	65311814	65312064	79.1	1.2	1.122e-05	2.098e-03
chr5	27472207	27472457	36.9	-1.3	4.501e-05	2.119e-03
chr1	156847616	156847866	86.6	1.4	1.094e-05	2.123e-03
chr4	129210761	129211011	27.2	1.4	4.151e-05	2.123e-03
chr18	21033001	21033251	118.4	-1.1	1.942e-06	2.123e-03
chr15	62775946	62776196	33.1	1.4	3.773e-05	2.134e-03
chr12	30915993	30916243	34.2	1.6	3.661e-05	2.176e-03
chr9	71633721	71633971	39.7	1.2	4.704e-05	2.176e-03
chr1	234680245	234680495	13.9	-2.5	4.833e-06	2.200e-03
chr3	45179236	45179486	29.5	1.3	4.433e-05	2.273e-03
chr10	97166738	97166988	39.7	-1.4	4.074e-05	2.273e-03
chr1	158789405	158789655	18.1	1.8	2.376e-05	2.309e-03
chr3	46269807	46270057	28.1	1.2	4.413e-05	2.309e-03
chr4	174256288	174256538	45	1.2	4.248e-05	2.309e-03
chr12	108959840	108960090	39.1	-1.2	4.266e-05	2.345e-03
chr20	32601484	32601734	28.1	1.8	4.257e-05	2.345e-03
chr1	155731883	155732133	26.8	-1.3	4.282e-05	2.348e-03
chr7	12770963	12771213	54.8	-1.4	4.399e-05	2.350e-03
chr1	91869941	91870191	44	1.2	2.306e-05	2.375e-03
chr5	95178971	95179221	48	-1.4	4.392e-05	2.388e-03
chr14	64971896	64972146	29.2	1.3	4.916e-05	2.444e-03
chr16	80451819	80452069	30.1	2.1	4.677e-05	2.444e-03
chr8	86295468	86295718	49.8	1.7	4.655e-05	2.460e-03
chr7	138789794	138790044	14.5	-1.9	5.841e-06	2.479e-03
chr19	50167524	50167774	29.7	-1.2	4.621e-05	2.479e-03
chr20	32142831	32143081	71.1	-1	3.986e-05	2.479e-03
chrX	123898233	123898483	20	1.9	6.958e-06	2.480e-03
chr17	36616600	36616850	88.9	1.4	1.048e-05	2.482e-03
chr15	68895613	68895863	37.5	1.4	5.713e-05	2.493e-03
chr9	86264527	86264777	51.5	-1.4	4.817e-05	2.498e-03
chr10	102241318	102241568	31.6	-1.1	4.496e-05	2.499e-03
chr19	53466060	53466310	49.6	1.3	4.878e-05	2.507e-03
chr3	46544483	46544733	56.8	1.4	4.125e-05	2.512e-03
chr8	62634507	62634757	21.1	-2.2	7.183e-06	2.512e-03
chr1	204953674	204953924	119.1	1.4	1.087e-05	2.524e-03
chr7	135443347	135443597	27.4	1.7	5.135e-05	2.524e-03
chr1	51086620	51086870	25.2	1.4	5.196e-05	2.534e-03
chr11	121128061	121128311	54.5	1.6	5.013e-05	2.535e-03
chr6	34212359	34212609	55	-1	5.014e-05	2.538e-03
chr1	234835997	234836247	41.3	-1.5	4.952e-05	2.543e-03
chr17	57864139	57864389	25.8	1.6	5.244e-05	2.543e-03
chr1	26232862	26233112	42.8	1.2	5.768e-05	2.549e-03
chr4	89739792	89740042	22.7	-1.7	1.955e-05	2.553e-03
chr17	72033412	72033662	78.5	1.8	1.547e-05	2.553e-03
chr5	111093378	111093628	40.8	1.5	6.166e-05	2.578e-03
chr17	17109653	17109903	44.8	-1	5.149e-05	2.582e-03
chr6	26313170	26313420	47.2	-1.1	5.167e-05	2.606e-03
chr20	5469523	5469773	38.7	1.4	6.274e-05	2.606e-03
chr3	53163464	53163714	103.2	1.4	1.532e-05	2.635e-03
chr11	73691719	73691969	64.7	1.3	4.203e-05	2.635e-03
chr6	32122180	32122430	52.5	1	5.429e-05	2.663e-03
chr4	129268707	129268957	23.5	1.8	3.202e-05	2.672e-03
chr2	8365078	8365328	28.7	-1.4	5.784e-05	2.716e-03
chr6	26924022	26924272	26.3	1.5	5.861e-05	2.738e-03
chr16	16214730	16214980	70.2	1.7	5.515e-05	2.738e-03
chr1	16470350	16470600	64.2	1.1	4.462e-05	2.746e-03
chr10	31117728	31117978	32.5	1.5	6.059e-05	2.746e-03
chr21	42581164	42581414	16.6	1.9	1.258e-05	2.746e-03
chr5	39073561	39073811	22.2	-1.5	1.917e-05	2.782e-03
chr4	56608899	56609149	27.9	-1.5	6.039e-05	2.786e-03
chr4	153530680	153530930	40.1	1.8	5.709e-05	2.786e-03
chr8	21817673	21817923	30.8	-1.1	5.949e-05	2.792e-03
chr7	30800950	30801200	21.2	2.4	1.598e-05	2.798e-03
chr16	73071695	73071945	33.3	1.6	5.802e-05	2.803e-03
chr17	28927364	28927614	35.8	1.2	6.603e-05	2.803e-03
chr14	105132118	105132368	21.1	-1.3	2.273e-05	2.804e-03
chr17	40781745	40781995	32.7	1.4	6.345e-05	2.804e-03
chr17	38255393	38255643	164.3	-1.1	1.317e-05	2.818e-03
chr1	86094894	86095144	39.5	1.4	6.918e-05	2.818e-03
chr2	128155874	128156124	56.5	-1.2	5.096e-05	2.822e-03
chr8	21721081	21721331	42.4	1.6	5.929e-05	2.822e-03
