chr	start	end	baseMean	log2FoldChange	pvalue	padj
chr2	129230740	129230990	49.5	5	1.812e-22	3.163e-19
chr12	125353728	125353978	80.1	-2.9	2.145e-22	3.674e-19
chr2	26995286	26995536	78.5	-4.4	2.246e-22	3.750e-19
chr11	118958452	118958702	210.3	-2.7	3.098e-22	5.065e-19
chr16	31140182	31140432	31.8	4.2	3.546e-22	5.694e-19
chr11	5309375	5309625	159.7	-3.8	4.538e-22	7.177e-19
chr14	50809440	50809690	172.3	-3.1	5.049e-22	7.901e-19
chr1	228366604	228366854	146.7	-4.4	6.631e-22	1.059e-18
chr7	129649772	129650022	89.3	-4.6	6.956e-22	1.059e-18
chr11	8790571	8790821	168	-5.1	9.769e-22	1.454e-18
chr6	4911427	4911677	132.6	-4.4	1.301e-21	1.892e-18
chr15	52429953	52430203	24.3	4.1	1.337e-21	1.926e-18
chr14	102974809	102975059	78.4	-4.6	1.468e-21	2.068e-18
chr14	65521504	65521754	31.2	4.8	1.837e-21	2.130e-18
chr14	105147271	105147521	86.4	-4.4	1.487e-21	2.130e-18
chr16	15699043	15699293	189.2	-5	1.572e-21	2.130e-18
chr10	134148978	134149228	30.8	4	1.787e-21	2.385e-18
chr11	5248207	5248457	174.1	-4.7	2.006e-21	2.615e-18
chr17	43303508	43303758	23.6	3.6	2.501e-21	3.244e-18
chr20	30294535	30294785	142.3	-4	3.374e-21	4.285e-18
chr17	2699510	2699760	39.6	4.6	4.150e-21	5.233e-18
chr19	703707	703957	35.3	4	4.378e-21	5.407e-18
chr17	42345485	42345735	119.2	-4.7	4.676e-21	5.697e-18
chr6	44205249	44205499	135.1	-3	4.773e-21	5.776e-18
chr17	1618495	1618745	77.3	-3.2	5.894e-21	7.041e-18
chr10	73508533	73508783	58.2	2.5	7.369e-21	8.571e-18
chr19	41833593	41833843	45.2	2.8	7.364e-21	8.571e-18
chr1	205218333	205218583	79.9	-5.5	7.953e-21	9.647e-18
chr16	85080843	85081093	134	-3.4	8.667e-21	9.836e-18
chr16	46917871	46918121	45.5	2.9	9.404e-21	1.054e-17
chr17	42365812	42366062	170.5	-3.4	1.027e-20	1.129e-17
chr1	29211579	29211829	183.6	-2.3	9.803e-21	1.132e-17
chr1	47077634	47077884	145.5	-4.1	1.070e-20	1.148e-17
chr12	8142736	8142986	28.3	4.1	1.275e-20	1.353e-17
chr2	89035455	89035705	99.3	-3.9	1.278e-20	1.360e-17
chr3	184279284	184279534	37.1	3.2	1.373e-20	1.360e-17
chr4	3438732	3438982	67.5	-4	1.353e-20	1.360e-17
chr5	154033550	154033800	212.2	-3.6	1.328e-20	1.360e-17
chr9	4852446	4852696	129.6	-4.4	1.262e-20	1.360e-17
chr14	106374450	106374700	33.3	3.4	1.308e-20	1.360e-17
chr8	21998345	21998595	89.3	-3.4	1.418e-20	1.386e-17
chrX	55041455	55041705	156.5	-5	1.592e-20	1.641e-17
chr17	1742887	1743137	111.5	-5.9	1.880e-20	1.816e-17
chr1	248018583	248018833	119	-3.5	2.007e-20	2.025e-17
chr22	38092773	38093023	51.4	4.1	2.920e-20	2.912e-17
chr6	164463370	164463620	38.6	4.8	3.645e-20	3.410e-17
chr6	108899863	108900113	102.8	-5.2	4.182e-20	3.873e-17
chr5	173116910	173117160	98.3	-4.6	4.613e-20	4.188e-17
chr16	66907206	66907456	34.6	2.9	5.346e-20	4.188e-17
chr8	1708307	1708557	141.7	-5.5	4.949e-20	4.695e-17
chr19	15751450	15751700	113.2	-4	6.560e-20	5.799e-17
chrX	44173533	44173783	63.8	3.5	8.299e-20	7.264e-17
chr3	13455656	13455906	29.2	3.8	8.462e-20	7.387e-17
chr9	138843867	138844117	179.7	-3.8	9.448e-20	8.113e-17
chr20	43104943	43105193	145.1	-4	9.290e-20	8.398e-17
chr8	21818013	21818263	96.6	-4.6	1.038e-19	8.727e-17
chr11	67044421	67044671	36.6	3.1	1.055e-19	8.862e-17
chr8	101422820	101423070	155.5	-4.8	1.249e-19	1.040e-16
chr1	31251280	31251530	165.5	-2.9	1.414e-19	1.166e-16
chr12	122101856	122102106	39.7	3.6	1.623e-19	1.327e-16
chr1	227975674	227975924	49.4	3.2	1.691e-19	1.361e-16
chr6	146864639	146864889	28.6	3.6	1.713e-19	1.376e-16
chr17	31224505	31224755	167.4	-3.1	1.690e-19	1.421e-16
chr19	10305537	10305787	75.2	3.7	2.070e-19	1.619e-16
chr17	56406963	56407213	75.7	2.9	2.166e-19	1.679e-16
chr19	11607673	11607923	108.8	-4.6	2.272e-19	1.861e-16
chr19	12405582	12405832	64.6	3.4	2.493e-19	1.900e-16
chr11	2323297	2323547	49.9	2.9	2.843e-19	2.168e-16
chr14	51561780	51562030	33.8	4.9	3.478e-19	2.251e-16
chr1	43402044	43402294	176.8	-3.5	2.892e-19	2.284e-16
chr4	331330	331580	49.4	4.1	3.069e-19	2.284e-16
chr2	6987487	6987737	153.2	-4.3	3.194e-19	2.356e-16
chr4	176986863	176987113	36.2	3.7	3.310e-19	2.423e-16
chr11	14443920	14444170	129.1	-4.4	3.425e-19	2.464e-16
chr1	118153806	118154056	126.6	-4.7	3.596e-19	2.550e-16
chr1	207226446	207226696	85.3	-3	3.614e-19	2.550e-16
chr2	234126559	234126809	120.8	-5.4	3.565e-19	2.550e-16
chr9	66494244	66494494	54.5	3.5	3.682e-19	2.573e-16
chr1	23840628	23840878	97.1	-5.5	3.718e-19	2.578e-16
chr17	65779640	65779890	74.9	-3.4	3.722e-19	2.578e-16
chr2	182170494	182170744	40.8	4.2	3.806e-19	2.593e-16
chr9	100723143	100723393	110.7	-5.4	3.884e-19	2.626e-16
chr19	962276	962526	85.7	-4	3.960e-19	2.683e-16
chr19	24269782	24270032	45	3.7	3.886e-19	2.756e-16
chr19	57018986	57019236	56.6	4.2	4.715e-19	2.811e-16
chr18	74767092	74767342	35.8	3.4	4.967e-19	2.816e-16
chr2	208030868	208031118	45.5	3.4	4.379e-19	2.860e-16
chr7	43623014	43623264	106.4	-2.5	4.379e-19	2.860e-16
chr8	134309490	134309740	47.5	3	4.451e-19	2.885e-16
chr11	908307	908557	125.4	-3.9	4.588e-19	2.941e-16
chr14	103844460	103844710	187.8	-3.7	4.602e-19	2.941e-16
chr18	2994706	2994956	121.3	-3.3	4.978e-19	3.139e-16
chr11	65667902	65668152	108.4	-2.4	5.080e-19	3.181e-16
chr7	12726984	12727234	193.3	-2.9	5.765e-19	3.784e-16
chr11	12138030	12138280	91.8	-4.5	6.056e-19	3.784e-16
chr2	111926124	111926374	74.4	-3.8	6.776e-19	4.145e-16
chr17	14204160	14204410	62.9	4	7.163e-19	4.353e-16
chr14	50810845	50811095	104	-5.4	7.023e-19	4.517e-16
chr1	31229548	31229798	36.1	3	8.596e-19	5.203e-16
chr8	38796022	38796272	59.9	3.3	8.848e-19	5.318e-16
chr17	4624847	4625097	130	-4.6	8.639e-19	5.446e-16
chr6	16270537	16270787	180.3	-3.8	1.118e-18	6.586e-16
chr9	33234043	33234293	98.8	-4.8	1.125e-18	6.628e-16
chr2	169708377	169708627	116.3	-3.5	1.301e-18	7.570e-16
chr8	23366317	23366567	186.3	-4.4	1.307e-18	7.570e-16
chr2	190477880	190478130	71.6	-4.4	1.501e-18	8.619e-16
chr5	148985627	148985877	124.9	-4.2	1.510e-18	8.619e-16
chr19	18484712	18484962	113.2	-3.6	1.573e-18	8.922e-16
chr12	10364881	10365131	173.4	-3.1	1.635e-18	9.214e-16
chr2	8755968	8756218	151.4	-4	1.661e-18	9.299e-16
chr15	83777378	83777628	24.4	4.5	1.695e-18	9.497e-16
chr16	67834357	67834607	292.8	-3.6	1.724e-18	9.597e-16
chr22	40022252	40022502	213	-4.2	1.785e-18	9.883e-16
chr6	3427934	3428184	78.1	-4.7	1.760e-18	1.022e-15
chr1	43418240	43418490	82.1	-3.9	2.040e-18	1.115e-15
chr7	1980119	1980369	41.1	3.6	2.103e-18	1.132e-15
chr22	19384622	19384872	147.4	-3.9	2.385e-18	1.280e-15
chr10	11205164	11205414	16.6	4.5	2.439e-18	1.302e-15
chr10	97803179	97803429	36.7	3.3	2.475e-18	1.322e-15
chr12	96514565	96514815	18	4.5	2.498e-18	1.334e-15
chr6	37077688	37077938	143.3	-5.7	2.417e-18	1.346e-15
chr15	74712688	74712938	186.1	-3.7	2.460e-18	1.363e-15
chr9	130698036	130698286	103.3	-3	2.836e-18	1.470e-15
chr14	23025230	23025480	26.3	4	3.371e-18	1.496e-15
chr1	47646861	47647111	269.6	-3.1	2.924e-18	1.498e-15
chr5	72251637	72251887	88.6	-2.2	3.206e-18	1.645e-15
chr7	38272629	38272879	16	4.3	3.425e-18	1.872e-15
chr15	90701388	90701638	115.8	-3.5	3.541e-18	1.885e-15
chr19	18267957	18268207	160.9	-2.6	3.729e-18	1.885e-15
chr11	121287936	121288186	24.6	4.5	3.928e-18	1.954e-15
chr17	73120433	73120683	213.9	-2.7	3.954e-18	1.954e-15
chr1	2222098	2222348	26.7	3.5	4.021e-18	1.995e-15
chr2	218956479	218956729	20.3	4.3	4.442e-18	2.017e-15
chr19	4375123	4375373	84.7	-2.8	4.110e-18	2.017e-15
chr3	193973341	193973591	60.8	3.4	4.188e-18	2.044e-15
chr2	74413143	74413393	36.8	4.7	4.362e-18	2.098e-15
chr19	16435316	16435566	20.1	3.7	5.054e-18	2.248e-15
chr1	26868768	26869018	27.7	3.6	5.467e-18	2.626e-15
chr8	21823545	21823795	67.7	-4.7	5.581e-18	2.666e-15
chr9	90340842	90341092	108.5	-3.5	5.721e-18	2.700e-15
chr20	35437398	35437648	134.3	-4.5	5.939e-18	2.782e-15
chr15	78281694	78281944	77.4	-5	5.688e-18	2.824e-15
chr7	36323366	36323616	20	4.5	6.323e-18	2.977e-15
chr19	54372708	54372958	40.7	3.3	6.720e-18	3.107e-15
chr19	909256	909506	88	-3.2	6.801e-18	3.149e-15
chr7	5436863	5437113	57.3	2.8	7.681e-18	3.506e-15
chr6	11537640	11537890	38.4	2.9	8.464e-18	3.862e-15
chr6	37019765	37020015	74.1	-3.5	8.481e-18	3.862e-15
chr14	67885647	67885897	102	-3.9	8.694e-18	3.919e-15
chr20	46356350	46356600	23.2	5.2	9.053e-18	4.064e-15
chr2	220042557	220042807	89.1	-2.9	8.628e-18	4.093e-15
chr20	48782599	48782849	171.5	-2.8	9.649e-18	4.314e-15
chr11	62608965	62609215	178.9	2.5	9.774e-18	4.320e-15
chr5	67716524	67716774	151.8	-2.8	1.137e-17	4.986e-15
chr3	50378396	50378646	34.5	3	1.145e-17	5.045e-15
chrX	71320764	71321014	19.7	5.2	1.211e-17	5.308e-15
chr14	53684209	53684459	42.1	3.2	1.233e-17	5.332e-15
chr15	40615542	40615792	69.5	2.6	1.343e-17	5.792e-15
chr12	52366589	52366839	17.2	4.5	1.368e-17	5.832e-15
chr3	24227387	24227637	192.6	-3.4	1.369e-17	5.888e-15
chr2	53895778	53896028	125.8	-3.7	1.410e-17	5.980e-15
chr9	37079535	37079785	84.1	-3.1	1.518e-17	6.472e-15
chr10	111970903	111971153	95.6	-2.7	1.464e-17	6.553e-15
chr16	19499265	19499515	155.5	-4.3	1.623e-17	6.853e-15
chr9	35110465	35110715	90.5	-4.4	1.673e-17	6.984e-15
chr10	80853496	80853746	35.1	3.5	1.753e-17	7.332e-15
chr18	60118406	60118656	97.6	-3.4	1.712e-17	7.525e-15
chr5	126113976	126114226	72.9	3.2	1.867e-17	7.739e-15
chr14	103780945	103781195	86.2	-4.5	1.888e-17	7.739e-15
chr2	158115130	158115380	75.6	-4.8	1.924e-17	7.848e-15
chr3	195603572	195603822	99.8	-3.4	1.991e-17	8.065e-15
chr17	32232430	32232680	138.8	-4.1	2.015e-17	8.145e-15
chr7	100887451	100887701	135.8	-2.9	2.122e-17	8.598e-15
chr1	230262908	230263158	239.2	-3.3	2.247e-17	9.023e-15
chr9	124113600	124113850	60.4	-3.8	2.239e-17	9.023e-15
chr17	16282001	16282251	51.2	-4.9	2.287e-17	9.082e-15
chr13	42038103	42038353	138	-3.8	2.431e-17	9.589e-15
chr8	11666482	11666732	54.5	-5.4	2.517e-17	9.954e-15
chr16	14595399	14595649	68.7	-3.4	2.522e-17	9.954e-15
chr2	99176780	99177030	80.1	-4.7	2.597e-17	1.007e-14
chr4	8200752	8201002	20	3.5	2.585e-17	1.007e-14
chr19	45256661	45256911	22.9	3.6	3.038e-17	1.013e-14
chr7	43617088	43617338	69.5	-3.8	2.676e-17	1.031e-14
chr5	179220819	179221069	28.6	3.1	3.192e-17	1.055e-14
chr2	220082563	220082813	99.6	-2.5	2.719e-17	1.104e-14
chr1	94344071	94344321	47.5	-3.4	2.972e-17	1.131e-14
chr11	69064820	69065070	26.1	3.9	3.207e-17	1.223e-14
chr19	12551819	12552069	64.4	4.2	3.603e-17	1.368e-14
chr12	68758996	68759246	53.5	2.6	3.649e-17	1.380e-14
chr2	127419361	127419611	166.6	-3.1	3.977e-17	1.488e-14
chr1	51701812	51702062	97.9	-2.3	4.002e-17	1.501e-14
chr1	33190818	33191068	126.8	-2.7	4.147e-17	1.531e-14
chr20	55985179	55985429	128	-4	4.114e-17	1.531e-14
chr9	34150243	34150493	111.4	-3.8	4.841e-17	1.793e-14
chr7	50564764	50565014	36	4.1	5.238e-17	1.920e-14
chr6	29935319	29935569	78.5	-4.1	5.478e-17	1.991e-14
chr12	49582812	49583062	22	3.9	5.441e-17	1.991e-14
chr17	16302050	16302300	60.7	-3.3	6.929e-17	2.257e-14
chr1	11850977	11851227	83.2	-4.5	6.304e-17	2.289e-14
chr19	4374706	4374956	128.3	-2.5	6.818e-17	2.466e-14
chr19	12476396	12476646	38.6	4.1	7.071e-17	2.547e-14
chr17	72459654	72459904	18.6	3.9	7.232e-17	2.595e-14
chr1	68152384	68152634	94	-3.2	7.723e-17	2.760e-14
chr8	124194752	124195002	105.1	-3.5	7.475e-17	2.809e-14
chr3	46448518	46448768	140.7	-2.9	8.409e-17	2.954e-14
chr2	228331029	228331279	85.3	-3.7	8.715e-17	3.057e-14
chr12	26427681	26427931	37.5	3.5	1.023e-16	3.081e-14
chr11	85885143	85885393	136.3	-3.8	9.183e-17	3.196e-14
chr6	74132251	74132501	45.7	4	9.180e-17	3.204e-14
chr14	24630242	24630492	137.8	-2.2	9.299e-17	3.235e-14
chr7	139952679	139952929	23.8	4.7	9.532e-17	3.302e-14
chr17	42359028	42359278	123.7	-4.4	1.002e-16	3.435e-14
chr18	43267191	43267441	21.9	3.4	1.012e-16	3.461e-14
chr3	169647982	169648232	114.1	-3.8	1.071e-16	3.635e-14
chr15	22833297	22833547	64.3	3.3	1.090e-16	3.684e-14
chr19	4455182	4455432	127.2	-3.5	1.050e-16	3.770e-14
chr9	102581659	102581909	32.7	3.2	1.357e-16	3.922e-14
chr13	31314424	31314674	22.5	4.4	1.173e-16	3.922e-14
chr5	176736675	176736925	51.1	-3.1	1.116e-16	3.957e-14
chr1	26868424	26868674	34.9	3.3	1.194e-16	3.962e-14
chr12	9800616	9800866	36.4	2.7	1.203e-16	3.977e-14
chr9	111772998	111773248	44.5	-5.3	1.207e-16	3.985e-14
chr11	67045022	67045272	50.6	2.4	1.145e-16	3.985e-14
chr17	75118669	75118919	134.2	-2.6	1.218e-16	3.985e-14
chr17	21181906	21182156	80.2	-3.7	1.241e-16	4.055e-14
chr17	72528345	72528595	21.6	3.8	1.250e-16	4.057e-14
chr10	11220605	11220855	85	4	1.265e-16	4.103e-14
chr19	13058795	13059045	111.6	-3.2	1.319e-16	4.253e-14
chr5	173209109	173209359	51.9	-3.4	1.344e-16	4.357e-14
chr17	42360791	42361041	124.5	-4.5	1.372e-16	4.391e-14
chr1	27438580	27438830	16.7	4.5	1.380e-16	4.440e-14
chr7	7140127	7140377	206.5	-3.8	1.389e-16	4.456e-14
chr6	135644392	135644642	40.2	3.5	1.412e-16	4.483e-14
chr7	151047165	151047415	109.7	-2.6	1.446e-16	4.564e-14
chr21	32931333	32931583	34.7	3.4	1.453e-16	4.567e-14
chr3	40665139	40665389	22.1	5.1	1.461e-16	4.592e-14
chr1	212588251	212588501	54.2	2.5	1.528e-16	4.771e-14
chr11	61595247	61595497	44.1	2.7	1.642e-16	5.110e-14
chr22	37269757	37270007	21.3	4	1.660e-16	5.166e-14
chr2	8944209	8944459	58.4	-5.2	1.674e-16	5.185e-14
chr9	132539575	132539825	19.8	4.3	1.700e-16	5.236e-14
chr16	70430528	70430778	149.7	-2.8	1.714e-16	5.312e-14
chr5	57878713	57878963	33.8	4	2.055e-16	5.430e-14
chr1	44495794	44496044	138.8	-2.2	1.777e-16	5.430e-14
chr1	52195237	52195487	56.8	3	1.822e-16	5.586e-14
chr18	77551757	77552007	20.5	4.3	1.916e-16	5.800e-14
chr16	85415654	85415904	39.8	3.7	1.922e-16	5.801e-14
chr8	100150187	100150437	113.1	-6.3	1.942e-16	5.839e-14
chr12	50222246	50222496	46.5	3.5	1.985e-16	6.007e-14
chr12	122087817	122088067	44	4.3	1.904e-16	6.055e-14
chr13	31778816	31779066	52	-4.5	2.089e-16	6.220e-14
chr2	11538932	11539182	130.4	-4.9	2.115e-16	6.335e-14
chr18	29598463	29598713	29.5	3.3	2.137e-16	6.379e-14
chr7	129598532	129598782	251.9	-2.6	2.167e-16	6.406e-14
chr4	103220949	103221199	73.6	-3.7	2.244e-16	6.594e-14
chr5	176421919	176422169	71.8	-3.8	2.242e-16	6.629e-14
chr5	173266301	173266551	116	-4.1	2.584e-16	7.618e-14
chr15	89182017	89182267	248	-2.8	2.780e-16	8.090e-14
chr15	94372787	94373037	23.6	3.2	3.345e-16	8.383e-14
chr20	24980929	24981179	58.3	-4.2	2.893e-16	8.443e-14
chr13	95253881	95254131	61.2	3.2	3.008e-16	8.670e-14
chr18	42686434	42686684	22.5	5	3.234e-16	9.290e-14
chr14	86400893	86401143	71.3	-3.4	3.256e-16	9.413e-14
chr1	178986252	178986502	66.2	-3.3	3.450e-16	9.873e-14
chr8	23351744	23351994	164.7	-3.4	3.477e-16	9.894e-14
chr16	85006219	85006469	107.9	-2.8	3.456e-16	9.894e-14
chr3	5020739	5020989	40.1	2.6	4.068e-16	9.938e-14
chr5	142735373	142735623	62.8	-5.8	3.744e-16	1.058e-13
chr5	67724113	67724363	140.9	-4.1	3.852e-16	1.093e-13
chr22	38598449	38598699	53.4	-2.8	4.153e-16	1.166e-13
chr11	94501287	94501537	30.4	3.6	4.973e-16	1.200e-13
chr9	131940473	131940723	54.1	2.5	4.085e-16	1.211e-13
chr18	52473299	52473549	23.2	4.1	4.366e-16	1.223e-13
chr7	157194546	157194796	43.6	3.4	4.458e-16	1.245e-13
chr20	30258538	30258788	84.6	-4.2	4.532e-16	1.262e-13
chr19	50320660	50320910	76.1	-2.8	4.590e-16	1.274e-13
chr2	153440132	153440382	75.6	-4.2	4.894e-16	1.355e-13
chr10	81046186	81046436	21.9	3.5	5.225e-16	1.433e-13
chr10	73526937	73527187	68.2	-3.8	5.756e-16	1.572e-13
chr1	151881893	151882143	78.8	2.6	5.460e-16	1.576e-13
chr5	169720375	169720625	15.5	3.9	5.727e-16	1.576e-13
chr8	25042040	25042290	24.5	3.7	5.855e-16	1.587e-13
chr1	19536169	19536419	48.1	-2.7	5.858e-16	1.592e-13
chr12	54891308	54891558	51.3	3.7	6.225e-16	1.671e-13
chr1	27098238	27098488	53.5	-3.9	6.519e-16	1.740e-13
chr12	132380813	132381063	85.3	-2.4	6.504e-16	1.740e-13
chr11	127909593	127909843	24.7	4.4	6.515e-16	1.749e-13
chr7	45018645	45018895	22.7	3.7	6.686e-16	1.790e-13
chr14	69445996	69446246	36.1	3.4	6.784e-16	1.812e-13
chr5	173209719	173209969	60.5	-3.9	6.909e-16	1.822e-13
chr4	3081485	3081735	36.2	3.5	6.901e-16	1.832e-13
chr16	50315937	50316187	27.7	3.6	6.989e-16	1.849e-13
chr7	30174263	30174513	55.9	-2.5	7.080e-16	1.856e-13
chr1	151547476	151547726	66.7	-4.2	8.071e-16	1.897e-13
chr13	33112876	33113126	105.8	-2.7	7.647e-16	1.993e-13
chr10	115933942	115934192	156.9	-2.4	7.664e-16	2.004e-13
chr22	24830548	24830798	24.6	3.4	7.769e-16	2.008e-13
chr14	105198867	105199117	74	-4.1	8.825e-16	2.051e-13
chr10	73620238	73620488	129.1	-2.7	7.512e-16	2.052e-13
chr11	95467285	95467535	153.3	-4	7.990e-16	2.052e-13
chr19	42733995	42734245	72.8	-4.3	8.108e-16	2.091e-13
chr16	30429216	30429466	53.2	2.8	8.288e-16	2.111e-13
chr10	98378949	98379199	180.7	-4.1	8.886e-16	2.278e-13
chr8	102063959	102064209	88.8	-3.6	9.093e-16	2.319e-13
chr12	98833872	98834122	33.3	4.6	9.142e-16	2.319e-13
chr3	128393617	128393867	27.5	4.2	9.515e-16	2.420e-13
chr1	234679949	234680199	34.2	-4.3	1.183e-15	2.567e-13
chr20	3792390	3792640	113.7	-1.9	1.017e-15	2.571e-13
chr20	4803218	4803468	15.3	4.4	9.850e-16	2.609e-13
chr11	34230101	34230351	16.8	4	1.042e-15	2.620e-13
chr1	161039604	161039854	17.3	4.4	1.064e-15	2.644e-13
chr19	18140715	18140965	113.6	-6.9	1.079e-15	2.679e-13
chr1	212810084	212810334	18.1	4.1	1.123e-15	2.818e-13
chr4	15758067	15758317	19.8	4.8	1.143e-15	2.825e-13
chr7	151480005	151480255	27.7	3	1.162e-15	2.867e-13
chr9	126382573	126382823	57.7	-4.4	1.158e-15	2.867e-13
chr20	5054023	5054273	44.8	-3.6	1.173e-15	2.867e-13
chr7	12770963	12771213	54.8	-5.6	1.201e-15	2.954e-13
chr19	30185517	30185767	24.1	3	1.220e-15	2.992e-13
chr7	100883734	100883984	78.3	-4.1	1.174e-15	3.033e-13
chr2	85632810	85633060	13.7	4.7	1.257e-15	3.064e-13
chr4	6734407	6734657	57.9	-3.3	1.259e-15	3.064e-13
chr1	231473537	231473787	86.9	-2.4	1.283e-15	3.092e-13
chr17	57906719	57906969	44.2	3.5	1.315e-15	3.162e-13
chr17	28927364	28927614	35.8	3.1	1.322e-15	3.170e-13
chr22	31688392	31688642	58.3	-2.7	1.318e-15	3.174e-13
chr19	22018917	22019167	34	3.6	1.347e-15	3.204e-13
chr21	48026066	48026316	15.4	3.9	1.345e-15	3.241e-13
chr6	30687887	30688137	62.9	3.1	1.400e-15	3.344e-13
chr14	96011041	96011291	101.2	-4.1	1.457e-15	3.471e-13
chr19	15513342	15513592	161.1	-4.2	1.483e-15	3.522e-13
chr13	102265123	102265373	141.3	-4.3	1.524e-15	3.813e-13
chr15	31558354	31558604	255.6	-3	1.613e-15	3.814e-13
chr19	704094	704344	30	3.2	1.633e-15	3.828e-13
chr7	44665223	44665473	64.1	-5.5	1.648e-15	3.849e-13
chr12	122227848	122228098	16.1	4	1.674e-15	3.950e-13
chr4	124521198	124521448	26.4	4.9	1.728e-15	4.004e-13
chr16	71513396	71513646	93.8	-4.2	1.657e-15	4.081e-13
chr3	43811085	43811335	60.1	-2.5	1.780e-15	4.144e-13
chr16	66780691	66780941	22	4.3	1.826e-15	4.200e-13
chr2	239330064	239330314	87.4	-4	1.834e-15	4.208e-13
chr1	206328915	206329165	20	3.6	1.964e-15	4.525e-13
chr5	178286844	178287094	28.9	3.8	1.963e-15	4.525e-13
chr1	6661121	6661371	184.8	-2.8	2.063e-15	4.697e-13
chr5	67752554	67752804	75.5	-4	2.096e-15	4.772e-13
chr1	33565002	33565252	18.7	3.9	2.176e-15	4.935e-13
chr12	106696309	106696559	55	-2.5	2.178e-15	4.935e-13
chr3	37640723	37640973	79.5	-4.9	2.190e-15	4.936e-13
chr3	72319270	72319520	74.4	-3.8	2.435e-15	4.936e-13
chrX	15511350	15511600	88.7	-2.4	2.151e-15	5.139e-13
chr6	119651978	119652228	100.5	-4.6	2.192e-15	5.224e-13
chr17	56415409	56415659	45	3.5	2.391e-15	5.335e-13
chr11	65239599	65239849	95.8	-3.4	2.394e-15	5.375e-13
chr16	1696044	1696294	53.5	-3.6	2.398e-15	5.375e-13
chr20	30298323	30298573	83.5	-5.4	2.410e-15	5.389e-13
chr6	42642230	42642480	122.3	-6.3	2.557e-15	5.664e-13
