chr	start	end	baseMean	log2FoldChange	pvalue	padj
chr15	78540286	78540536	89.8	3.6	1.932e-14	4.055e-12
chr16	67567111	67567361	81.9	2	1.854e-14	4.055e-12
chr1	224058362	224058612	99.5	2.9	2.063e-14	4.457e-12
chr3	130547898	130548148	55.7	3.6	2.213e-14	4.951e-12
chr8	30892255	30892505	95.5	2.7	2.772e-14	5.674e-12
chr2	43380217	43380467	49.8	2.5	2.113e-14	6.810e-12
chr2	74757635	74757885	119.3	2	4.137e-14	7.258e-12
chr22	23449238	23449488	90.9	2.8	3.474e-14	7.258e-12
chr21	46274774	46275024	102.8	2.4	3.773e-14	7.373e-12
chr11	962737	962987	47.5	3.3	2.633e-14	7.647e-12
chr17	80696544	80696794	55.2	3.3	2.714e-14	7.821e-12
chr20	52682266	52682516	79.2	3.2	3.955e-14	7.945e-12
chr9	135874675	135874925	133.8	1.8	4.987e-14	8.492e-12
chr6	37102398	37102648	32.7	-2.9	3.555e-14	8.800e-12
chr3	52434243	52434493	80.2	2.3	4.406e-14	8.974e-12
chr12	113859070	113859320	61.9	2.2	3.480e-14	8.974e-12
chr17	5095124	5095374	80.5	2.1	4.896e-14	9.465e-12
chr22	44365442	44365692	44.9	3.6	3.290e-14	9.656e-12
chr11	85862446	85862696	116.8	2.4	5.055e-14	1.005e-11
chr11	12222751	12223001	78.3	2.5	5.698e-14	1.023e-11
chr12	120103477	120103727	70.9	3	4.305e-14	1.064e-11
chr22	30758992	30759242	47.9	2.2	3.987e-14	1.064e-11
chr2	65216301	65216551	56.3	2.5	4.342e-14	1.079e-11
chr6	161686632	161686882	60.9	3.1	5.309e-14	1.310e-11
chr6	37679702	37679952	63.8	2.7	5.406e-14	1.324e-11
chr19	7294323	7294573	62.1	2.5	5.507e-14	1.343e-11
chr1	173405218	173405468	43	3.2	4.442e-14	1.407e-11
chr2	62404024	62404274	95.1	3	8.918e-14	1.534e-11
chr11	4403205	4403455	38.8	3	5.303e-14	1.656e-11
chr16	50915428	50915678	87.9	2.9	1.005e-13	1.765e-11
chr2	88549976	88550226	114.9	3	9.815e-14	1.787e-11
chr19	5091123	5091373	87.4	2.3	1.083e-13	1.787e-11
chr17	46566173	46566423	43	2.7	6.828e-14	1.802e-11
chr17	17207862	17208112	57.2	3.1	8.164e-14	1.856e-11
chr19	4130779	4131029	79.6	2.8	1.129e-13	1.922e-11
chr15	66972057	66972307	44.5	2.5	8.122e-14	1.956e-11
chr10	97424302	97424552	107.8	2.7	1.215e-13	1.967e-11
chr11	119508258	119508508	77.1	2.9	1.249e-13	1.981e-11
chr1	185253849	185254099	120.1	3	1.273e-13	2.006e-11
chr9	100702592	100702842	43.4	2.9	8.468e-14	2.135e-11
chr20	60810222	60810472	72.9	2.6	1.030e-13	2.233e-11
chr9	32943193	32943443	62.8	3.6	1.423e-13	2.417e-11
chr3	128775731	128775981	143.1	2.4	1.924e-13	2.631e-11
chr19	12606122	12606372	65.4	2.3	1.235e-13	2.631e-11
chr15	85731372	85731622	48.5	3.4	1.183e-13	2.677e-11
chr18	43733267	43733517	66.8	3.1	1.252e-13	2.677e-11
chr11	118717029	118717279	63.9	2.4	1.551e-13	3.238e-11
chr19	7606001	7606251	69	2	1.569e-13	3.305e-11
chr1	166674749	166674999	38.3	3.4	1.234e-13	3.366e-11
chr12	65519860	65520110	136.4	2.1	2.278e-13	3.366e-11
chr20	19491318	19491568	72.9	3	1.807e-13	3.682e-11
chr5	131651274	131651524	101.8	2.3	2.603e-13	3.973e-11
chr15	69894118	69894368	40.7	3.9	1.686e-13	4.059e-11
chr15	31454220	31454470	63.7	3.5	2.670e-13	4.217e-11
chr17	72033412	72033662	78.5	3.5	3.000e-13	4.285e-11
chr9	36142687	36142937	56.7	2.4	2.446e-13	4.924e-11
chr11	9811491	9811741	71.4	2.5	3.228e-13	5.009e-11
chr7	28221778	28222028	99.3	2.3	3.695e-13	5.187e-11
chr11	65186267	65186517	91.3	-2.2	3.564e-13	5.222e-11
chr17	17605906	17606156	101.1	2.5	3.682e-13	5.365e-11
chr3	123532800	123533050	34.7	3.1	2.852e-13	5.548e-11
chr10	22725834	22726084	51.4	2.7	2.707e-13	5.548e-11
chr6	46097567	46097817	87.2	2.2	4.067e-13	6.099e-11
chr7	142510154	142510404	82.7	2.2	4.389e-13	6.253e-11
chr11	19263076	19263326	45.9	2.3	3.965e-13	6.272e-11
chr19	12405582	12405832	64.6	2.7	4.503e-13	6.642e-11
chr12	5330026	5330276	86.5	2.5	4.763e-13	6.674e-11
chr20	37058023	37058273	31	2.8	3.694e-13	7.014e-11
chr17	36616600	36616850	88.9	2.6	5.284e-13	7.075e-11
chr3	195774694	195774944	43.2	3.1	3.347e-13	7.077e-11
chr14	77234783	77235033	124	2.4	6.286e-13	7.313e-11
chr3	45900652	45900902	61.9	2.7	4.123e-13	7.479e-11
chr1	91869941	91870191	44	2.8	4.042e-13	7.828e-11
chr8	97924083	97924333	41.6	2.5	3.986e-13	8.536e-11
chr9	116159592	116159842	161	2.5	7.445e-13	8.561e-11
chr5	172067985	172068235	40.4	2.4	4.837e-13	8.699e-11
chr6	47388329	47388579	95.2	2.5	6.874e-13	8.699e-11
chr6	44193589	44193839	49.1	2.5	4.329e-13	8.775e-11
chr11	71751745	71751995	19.5	-3.1	4.578e-13	8.823e-11
chr12	108731301	108731551	180	2.2	8.409e-13	9.334e-11
chr12	70054019	70054269	34.3	4	5.565e-13	9.871e-11
chr1	234680245	234680495	13.9	-3.9	2.387e-13	1.011e-10
chr6	110561182	110561432	33.9	3.5	6.797e-13	1.011e-10
chr11	876020	876270	116.2	2.3	9.487e-13	1.032e-10
chr19	8098349	8098599	55.7	2.8	6.222e-13	1.054e-10
chr8	128972501	128972751	91.1	2.3	8.375e-13	1.061e-10
chr19	47221150	47221400	41.1	2.4	6.204e-13	1.061e-10
chr10	45848639	45848889	39.3	3.1	6.576e-13	1.116e-10
chr12	2989115	2989365	26.6	2.7	7.377e-13	1.158e-10
chr20	25633623	25633873	80	2.6	9.736e-13	1.206e-10
chr21	33553816	33554066	65.6	3.7	9.288e-13	1.206e-10
chr1	116951920	116952170	40.4	2.7	6.424e-13	1.249e-10
chr3	16379375	16379625	93.6	2.7	9.771e-13	1.249e-10
chr22	32022657	32022907	81.6	2.8	9.751e-13	1.249e-10
chr18	5296105	5296355	55.9	2.6	7.646e-13	1.255e-10
chr11	3899935	3900185	61.2	3	7.884e-13	1.268e-10
chr11	111569669	111569919	67.1	2.5	7.937e-13	1.268e-10
chr19	45857617	45857867	73.8	2.7	1.045e-12	1.311e-10
chr1	45103742	45103992	130.3	2.2	1.329e-12	1.357e-10
chr2	197041897	197042147	61.2	2.6	8.858e-13	1.410e-10
chr19	55955259	55955509	55.2	3.3	8.826e-13	1.410e-10
chr20	5656176	5656426	113.3	2.1	1.557e-12	1.569e-10
chr6	37151044	37151294	72.9	2.6	1.016e-12	1.606e-10
chr1	57684416	57684666	57.4	3.3	1.026e-12	1.611e-10
chr1	26704964	26705214	164.5	1.8	1.740e-12	1.752e-10
chr6	41984886	41985136	129.6	3	1.771e-12	1.752e-10
chr11	568465	568715	77.3	2	1.578e-12	1.753e-10
chr1	85744584	85744834	30.6	-2.1	1.244e-12	1.771e-10
chr6	160452956	160453206	29.8	2.7	1.138e-12	1.771e-10
chr22	32599334	32599584	91.1	2.7	1.638e-12	1.771e-10
chr3	50649322	50649572	244.4	1.9	1.565e-12	1.840e-10
chr6	49750072	49750322	42.1	3.3	1.216e-12	1.840e-10
chr10	126406638	126406888	222.4	2.6	1.918e-12	1.840e-10
chr7	140022678	140022928	85.5	2.4	1.747e-12	1.856e-10
chr12	90194303	90194553	49.5	2.4	1.313e-12	1.969e-10
chr1	203280970	203281220	85.5	1.9	1.874e-12	2.076e-10
chr8	12836766	12837016	46	3.3	1.399e-12	2.080e-10
chr17	76142254	76142504	45.4	2.3	1.346e-12	2.094e-10
chr1	11942956	11943206	131.6	2.1	2.071e-12	2.143e-10
chr6	4177145	4177395	53.8	3	1.380e-12	2.143e-10
chr19	12551819	12552069	64.4	3.4	1.573e-12	2.299e-10
chr6	28869729	28869979	40.8	3.2	1.245e-12	2.347e-10
chr7	150657473	150657723	67.4	2.8	2.221e-12	2.495e-10
chr7	6063657	6063907	65	3.2	1.750e-12	2.513e-10
chr16	1882835	1883085	49.3	2.6	2.118e-12	2.513e-10
chr17	46533228	46533478	29.8	3.3	1.890e-12	2.513e-10
chr1	21564261	21564511	41.2	2.8	1.401e-12	2.585e-10
chr3	158212572	158212822	64.6	3.2	2.107e-12	2.939e-10
chr4	89739792	89740042	22.7	-2.8	1.995e-12	2.948e-10
chr15	75899127	75899377	38.3	2.7	1.936e-12	3.203e-10
chr17	79613903	79614153	46.9	2.4	2.163e-12	3.205e-10
chr3	20054919	20055169	38.9	3.1	1.764e-12	3.327e-10
chr15	40189546	40189796	42.3	3.8	1.829e-12	3.327e-10
chr1	175379120	175379370	88	2.9	3.529e-12	3.448e-10
chr14	58618836	58619086	43.5	2.5	2.240e-12	3.510e-10
chr11	71781037	71781287	24.4	-2.9	2.562e-12	3.524e-10
chr17	40094453	40094703	152.2	2.2	3.326e-12	3.524e-10
chr19	14201792	14202042	42.4	2.7	1.985e-12	3.524e-10
chr19	42733560	42733810	61.5	1.9	2.718e-12	3.629e-10
chr16	2529541	2529791	91.2	1.8	3.644e-12	3.651e-10
chr11	73691719	73691969	64.7	2.6	2.806e-12	3.717e-10
chr19	49378525	49378775	60.7	-2	2.986e-12	3.947e-10
chr22	36758938	36759188	43.4	2.8	2.729e-12	4.144e-10
chr7	6071910	6072160	71.2	2.4	3.230e-12	4.212e-10
chr10	71075371	71075621	84.5	1.9	4.273e-12	4.212e-10
chr22	40228757	40229007	37.5	2.9	3.190e-12	4.217e-10
chr19	11849678	11849928	78	2.2	4.560e-12	4.235e-10
chr5	177554473	177554723	80.1	2	4.532e-12	4.252e-10
chr19	36595076	36595326	41.9	3	3.261e-12	4.261e-10
chr17	7553926	7554176	155.4	1.8	5.300e-12	4.441e-10
chr6	161675951	161676201	70.2	2.2	3.561e-12	4.619e-10
chr17	7551678	7551928	30.7	2.6	4.382e-12	4.839e-10
chr20	41947533	41947783	88.9	2.8	5.136e-12	4.909e-10
chr19	53238205	53238455	48.3	2.9	4.706e-12	4.991e-10
chr12	53056179	53056429	96.3	2	5.530e-12	5.227e-10
chr20	2853371	2853621	71.4	2	4.161e-12	5.227e-10
chr11	47631252	47631502	87.5	2.2	5.875e-12	5.237e-10
chr13	95253881	95254131	61.2	2.6	4.202e-12	5.237e-10
chr8	17103707	17103957	28.1	-2.2	4.517e-12	5.286e-10
chr7	30966002	30966252	81.6	2.4	5.965e-12	5.354e-10
chr4	87837602	87837852	59	2.8	4.391e-12	5.406e-10
chr11	121128061	121128311	54.5	3.5	3.852e-12	5.447e-10
chr19	40778758	40779008	69.1	2.8	4.456e-12	5.447e-10
chr1	40223251	40223501	42.9	3.4	3.464e-12	5.603e-10
chr4	129225179	129225429	58.5	3.1	4.791e-12	5.905e-10
chr11	33966317	33966567	96.7	2.3	7.266e-12	6.383e-10
chr7	127449492	127449742	85.3	2.4	7.783e-12	6.718e-10
chr18	812834	813084	31	-2.3	6.054e-12	6.860e-10
chr12	32184123	32184373	70.9	2.7	7.473e-12	7.039e-10
chr1	185056954	185057204	38.3	2.8	4.504e-12	7.064e-10
chr10	88439223	88439473	55	2.7	5.616e-12	7.121e-10
chr1	193074497	193074747	71.6	-1.9	6.090e-12	7.212e-10
chr12	116997249	116997499	134.4	2.2	9.765e-12	7.351e-10
chr3	151569935	151570185	75.7	2.2	8.614e-12	7.357e-10
chr18	14132410	14132660	81.5	2	8.676e-12	7.385e-10
chr22	35776987	35777237	36.1	-2	4.950e-12	7.604e-10
chr1	27098238	27098488	53.5	-2.4	7.102e-12	8.371e-10
chr12	66254491	66254741	40	3.2	5.505e-12	8.371e-10
chr17	53558354	53558604	41.4	3.3	7.110e-12	8.371e-10
chr14	55397867	55398117	39.5	3.5	5.901e-12	8.943e-10
chr1	173549297	173549547	66.1	2.6	7.840e-12	8.986e-10
chr17	18753269	18753519	34.4	-2.3	9.404e-12	9.270e-10
chr20	32427489	32427739	56.2	2.2	8.025e-12	9.270e-10
chr10	59723406	59723656	37.1	2.9	6.316e-12	9.443e-10
chr17	25906867	25907117	56.1	2.4	8.424e-12	9.544e-10
chr6	37428033	37428283	138.9	1.8	1.296e-11	9.562e-10
chr11	73727415	73727665	69	2.5	1.147e-11	1.016e-09
chr1	11358859	11359109	78.9	2.6	1.269e-11	1.020e-09
chr5	65263182	65263432	56.4	2.8	9.260e-12	1.032e-09
chr11	44551993	44552243	75.4	2.8	9.264e-12	1.032e-09
chr1	192946508	192946758	45	3.3	8.778e-12	1.040e-09
chr5	39073561	39073811	22.2	-2.3	8.869e-12	1.058e-09
chr20	31127640	31127890	59.9	2.8	9.607e-12	1.077e-09
chr20	31230240	31230490	75.8	2.6	1.307e-11	1.081e-09
chr3	20106802	20107052	75.3	2.3	1.272e-11	1.098e-09
chr6	151550511	151550761	55.4	3.7	9.613e-12	1.121e-09
chr22	30902520	30902770	68	2.1	1.044e-11	1.138e-09
chr8	49346771	49347021	43.7	2.9	9.903e-12	1.148e-09
chr1	234859867	234860117	63.1	-2.2	1.081e-11	1.167e-09
chr22	43322226	43322476	60	2.2	1.080e-11	1.167e-09
chr12	49525111	49525361	63	1.8	1.108e-11	1.192e-09
chr1	31883050	31883300	65.5	2.6	1.426e-11	1.204e-09
chr11	97834489	97834739	128	2.2	1.751e-11	1.206e-09
chr7	106810141	106810391	97.2	-1.6	1.562e-11	1.252e-09
chr3	43146233	43146483	74.7	2.8	1.206e-11	1.294e-09
chr6	26189226	26189476	88.8	1.9	1.708e-11	1.294e-09
chr9	128508383	128508633	93.5	2	1.687e-11	1.294e-09
chr5	171571394	171571644	66	2.3	1.677e-11	1.389e-09
chr1	117670601	117670851	49.3	2.4	1.322e-11	1.409e-09
chr1	61514610	61514860	45.5	2.5	1.258e-11	1.412e-09
chr19	58011113	58011363	43.8	2.7	1.199e-11	1.442e-09
chr11	46017028	46017278	43.9	2.5	1.326e-11	1.480e-09
chr4	129227143	129227393	31.5	3.5	1.258e-11	1.492e-09
chr6	11232814	11233064	99.6	2.1	2.083e-11	1.542e-09
chr12	113623307	113623557	52.3	-1.5	1.886e-11	1.632e-09
chr15	41522832	41523082	53.3	-1.7	1.511e-11	1.651e-09
chr15	91191842	91192092	52.6	2.7	1.586e-11	1.651e-09
chr7	5570603	5570853	62.9	-2.8	1.628e-11	1.683e-09
chr22	23429058	23429308	37.3	2.6	1.385e-11	1.683e-09
chr1	55352744	55352994	56.8	2.2	1.660e-11	1.711e-09
chr11	1799539	1799789	39.2	2.6	1.675e-11	1.721e-09
chr1	205218333	205218583	79.9	-2.5	2.325e-11	1.764e-09
chr3	25689546	25689796	23.1	-2.2	1.718e-11	1.823e-09
chr15	93347190	93347440	27.5	-3.1	1.980e-11	1.874e-09
chr22	31265680	31265930	27.1	3.5	1.852e-11	1.898e-09
chr17	72283250	72283500	73.1	1.8	1.913e-11	1.904e-09
chr10	82257443	82257693	111.4	2.3	2.447e-11	1.915e-09
chr2	10510008	10510258	41.6	2.4	1.636e-11	1.932e-09
chr6	36997228	36997478	53.7	-2.3	1.831e-11	1.932e-09
chr7	99432889	99433139	65.9	2.2	2.025e-11	2.021e-09
chr12	121905136	121905386	64.8	2.2	2.032e-11	2.028e-09
chr7	77344225	77344475	20.6	-3	2.068e-11	2.068e-09
chr5	90576328	90576578	45	-1.9	2.045e-11	2.144e-09
chr22	18285678	18285928	74	2	2.228e-11	2.171e-09
chr3	48282474	48282724	46.9	2.4	2.201e-11	2.295e-09
chr17	504796	505046	81.6	2.3	3.300e-11	2.411e-09
chr3	44968500	44968750	50.3	2.2	2.363e-11	2.436e-09
chr17	19151558	19151808	23.3	3.2	2.395e-11	2.472e-09
chr16	31539044	31539294	99.3	1.9	3.557e-11	2.576e-09
chr22	35772919	35773169	15	-3.3	1.441e-11	2.586e-09
chr14	73470425	73470675	83	1.9	3.569e-11	2.684e-09
chr3	45179236	45179486	29.5	2.8	3.097e-11	2.784e-09
chr2	159824999	159825249	50.2	2.2	2.758e-11	2.788e-09
chr22	36764537	36764787	104.4	1.9	3.899e-11	2.788e-09
chr6	26021664	26021914	71	2.1	2.974e-11	2.796e-09
chr7	134519704	134519954	41.1	3.2	2.160e-11	2.796e-09
chr11	65667902	65668152	108.4	-1.4	3.875e-11	2.866e-09
chr5	177368155	177368405	34.2	3	3.556e-11	2.877e-09
chr20	56153212	56153462	63.3	3	3.082e-11	2.879e-09
chr16	81658548	81658798	40.4	2.3	2.363e-11	2.924e-09
chr1	21857780	21858030	36.3	2.9	3.200e-11	3.019e-09
chr1	229690941	229691191	137.1	2	5.095e-11	3.086e-09
chr14	103466900	103467150	65.2	2.7	3.406e-11	3.148e-09
chr6	159920121	159920371	41.2	2.5	2.618e-11	3.174e-09
chr9	98079897	98080147	31	2.8	3.379e-11	3.182e-09
chr15	40615542	40615792	69.5	1.9	3.482e-11	3.232e-09
chr3	46655984	46656234	60.8	2.5	3.543e-11	3.233e-09
chr19	1872418	1872668	52.1	1.9	3.624e-11	3.356e-09
chr3	39194276	39194526	45.6	-2	3.658e-11	3.369e-09
chr6	27834221	27834471	37.8	2.4	3.110e-11	3.369e-09
chr17	4152882	4153132	64.1	3	3.758e-11	3.452e-09
chr1	209921125	209921375	93	-1.4	4.877e-11	3.463e-09
chr15	85160635	85160885	47.4	2.5	4.607e-11	3.480e-09
chr6	42167242	42167492	70.5	2.7	4.005e-11	3.585e-09
chr19	12895421	12895671	76.5	2.2	5.518e-11	3.585e-09
chr21	34462112	34462362	50.9	2.4	3.742e-11	3.585e-09
chr19	42784518	42784768	75.1	1.7	4.103e-11	3.647e-09
chr17	16302050	16302300	60.7	-2	4.127e-11	3.712e-09
chr7	29149070	29149320	36.5	2.8	4.159e-11	3.741e-09
chr9	91667652	91667902	70.4	3.1	4.170e-11	3.741e-09
chr9	133410419	133410669	33.8	3.3	4.931e-11	3.746e-09
chr17	47856785	47857035	59.5	2.4	4.208e-11	3.746e-09
chr10	17467963	17468213	150.5	2.6	6.703e-11	3.840e-09
chr19	55740102	55740352	176.8	1.9	5.614e-11	3.864e-09
chr19	5586016	5586266	61.4	2.2	4.444e-11	3.866e-09
chr19	58038578	58038828	51.1	2.6	4.155e-11	3.866e-09
chr1	158661767	158662017	34.3	2.6	3.895e-11	3.867e-09
chr15	89166445	89166695	14.4	-3	1.713e-11	4.024e-09
chr20	57596171	57596421	91.9	2.5	6.524e-11	4.034e-09
chr17	21002480	21002730	35.6	2.7	3.460e-11	4.089e-09
chr10	104748778	104749028	47.1	2.6	4.492e-11	4.117e-09
chr1	196486328	196486578	30	3.2	5.190e-11	4.196e-09
chr22	31198822	31199072	56.7	2.1	6.276e-11	4.222e-09
chr1	159174584	159174834	67	1.8	4.965e-11	4.233e-09
chr4	68166230	68166480	42.2	2.8	5.058e-11	4.357e-09
chr4	154001128	154001378	114.8	2.7	7.169e-11	4.357e-09
chr22	39346951	39347201	41.6	2.2	4.348e-11	4.390e-09
chr14	75817286	75817536	123.6	3.4	8.324e-11	4.483e-09
chr22	18348229	18348479	45.4	1.9	5.277e-11	4.513e-09
chr2	100900239	100900489	31	3.5	4.699e-11	4.516e-09
chr1	180895725	180895975	56.1	2.3	5.487e-11	4.656e-09
chr18	61034449	61034699	43.7	2.3	5.878e-11	4.977e-09
chr19	12273727	12273977	51.1	2.3	5.587e-11	4.977e-09
chr2	118943882	118944132	30.1	3.1	6.970e-11	5.007e-09
chr19	18503259	18503509	22.4	-2.5	6.155e-11	5.232e-09
chr2	28731370	28731620	119.2	2	8.483e-11	5.493e-09
chr3	20064447	20064697	62.8	2.2	6.555e-11	5.493e-09
chr10	69523932	69524182	49.5	2.1	5.796e-11	5.493e-09
