chr	start	end	baseMean	log2FoldChange	pvalue	padj
chr3	128322667	128322917	16.5	3.7	5.035e-16	7.847e-13
chr1	109189435	109189685	14.3	4.6	5.696e-16	7.864e-13
chr2	8439003	8439253	13.7	4.8	6.231e-16	8.135e-13
chr14	69480789	69481039	13.7	3.7	6.066e-16	8.135e-13
chr19	11434842	11435092	15.7	4.9	5.517e-16	8.169e-13
chr17	42343974	42344224	158.8	-3.7	8.948e-17	9.135e-13
chr19	15746280	15746530	10.9	4.7	7.400e-16	9.147e-13
chr2	12197644	12197894	12.1	4.6	7.519e-16	9.301e-13
chr17	1101308	1101558	16.1	4.1	6.679e-16	9.301e-13
chr5	172229728	172229978	64.8	-3.2	4.232e-16	1.015e-12
chr15	90701388	90701638	115.8	-3.4	1.075e-16	1.027e-12
chr20	4803218	4803468	15.3	3.4	8.634e-16	1.045e-12
chr3	9821597	9821847	14.3	4.9	8.894e-16	1.057e-12
chr9	136036743	136036993	89.9	-3.8	2.236e-16	1.057e-12
chr14	73930249	73930499	9.9	4.7	1.045e-15	1.057e-12
chr5	148442765	148443015	184	-4.1	1.249e-16	1.098e-12
chr19	38511007	38511257	9.2	4.4	1.278e-15	1.098e-12
chr1	94224574	94224824	10.6	4.7	1.120e-15	1.166e-12
chr11	61687705	61687955	125.8	-3.9	1.361e-16	1.169e-12
chr5	169720375	169720625	15.5	3.1	9.821e-16	1.200e-12
chr1	151342937	151343187	220.6	-3.1	1.467e-16	1.231e-12
chr14	103844460	103844710	187.8	-3.5	1.422e-16	1.232e-12
chr16	46917871	46918121	45.5	2.4	5.896e-16	1.251e-12
chr3	160699104	160699354	13.5	6	1.250e-15	1.253e-12
chr1	2165867	2166117	40	2.4	7.802e-16	1.254e-12
chr3	18250448	18250698	12.4	4.4	1.251e-15	1.254e-12
chr14	50466049	50466299	17.1	3.3	1.515e-15	1.522e-12
chrX	15598065	15598315	73.5	-4	7.825e-16	1.522e-12
chr1	160793142	160793392	98.5	-3.2	4.649e-16	1.534e-12
chr3	143002294	143002544	141	-4.1	2.081e-16	1.534e-12
chr6	11323925	11324175	12.8	5.7	1.637e-15	1.534e-12
chr10	33654820	33655070	9	5.3	2.174e-15	1.534e-12
chr11	71706780	71707030	93.7	-3.9	3.833e-16	1.534e-12
chr22	24949709	24949959	88.9	-3	4.051e-16	1.534e-12
chr8	128972501	128972751	91.1	-3.5	4.344e-16	1.639e-12
chr2	218692413	218692663	244.3	-3.8	2.275e-16	1.639e-12
chr12	57533659	57533909	11.6	3.9	1.888e-15	1.776e-12
chr19	40837068	40837318	11.8	4.2	1.531e-15	1.804e-12
chr15	54442542	54442792	10.6	4.7	2.086e-15	1.834e-12
chr16	73188107	73188357	10.2	5.1	2.668e-15	1.913e-12
chr22	26143483	26143733	8.9	4.4	2.647e-15	1.913e-12
chr15	89676121	89676371	11.5	4.3	2.421e-15	2.070e-12
chr20	39620162	39620412	13.5	3.9	2.451e-15	2.123e-12
chr7	100130955	100131205	44	-4.4	1.474e-15	2.424e-12
chr2	28094639	28094889	86.7	-4.5	8.226e-16	2.445e-12
chr1	19235616	19235866	49.2	-4.1	1.652e-15	2.684e-12
chr5	142178105	142178355	15.1	4.9	2.923e-15	2.697e-12
chr20	48838062	48838312	10.8	5.6	3.557e-15	2.697e-12
chr4	84152823	84153073	9.4	4.7	4.539e-15	2.816e-12
chr1	249111255	249111505	13.6	5.4	3.677e-15	2.879e-12
chr17	27452019	27452269	61.2	-2.8	1.017e-15	2.983e-12
chr1	233248766	233249016	16.5	3.5	4.162e-15	3.331e-12
chr12	112195531	112195781	12.6	3.8	4.353e-15	3.378e-12
chr22	19384622	19384872	147.4	-3.7	5.721e-16	3.481e-12
chr8	8946362	8946612	11.3	3.9	5.089e-15	3.755e-12
chr10	85916572	85916822	11.1	4.1	5.072e-15	3.755e-12
chr12	121409719	121409969	15.3	3	4.423e-15	3.755e-12
chr1	182118602	182118852	12.4	4.6	5.121e-15	3.774e-12
chr1	219262330	219262580	22.1	5.4	3.692e-15	3.774e-12
chr20	46356350	46356600	23.2	3.9	5.006e-15	3.774e-12
chr12	70017846	70018096	209.3	-3.7	6.339e-16	3.804e-12
chr7	106319862	106320112	12.6	4.2	5.783e-15	4.104e-12
chr9	91538608	91538858	13.9	5.3	5.567e-15	4.238e-12
chr1	2082743	2082993	11.2	4.7	5.982e-15	4.249e-12
chr8	23366317	23366567	186.3	-4.1	7.362e-16	4.283e-12
chr5	175322697	175322947	10.4	4.5	8.928e-15	4.320e-12
chr2	48340386	48340636	11.9	3.7	6.446e-15	4.476e-12
chr11	75246187	75246437	122	-3.5	8.188e-16	4.491e-12
chr6	6704691	6704941	54.7	-3.9	3.459e-15	4.663e-12
chr9	138843867	138844117	179.7	-3.4	9.229e-16	4.955e-12
chr16	50717865	50718115	9.3	4.7	8.365e-15	5.001e-12
chr5	131330312	131330562	194.1	-3.6	1.015e-15	5.404e-12
chr7	1502379	1502629	209.4	-3.1	1.087e-15	5.707e-12
chr7	99966860	99967110	23	3.4	6.223e-15	5.733e-12
chr2	233949279	233949529	11	3.5	9.460e-15	5.800e-12
chr21	40203500	40203750	17.7	3	8.932e-15	5.940e-12
chr2	101840370	101840620	10.6	3.7	1.381e-14	6.169e-12
chr17	80696164	80696414	52.6	-2.9	6.613e-15	6.651e-12
chr2	28780439	28780689	11.7	4.3	1.010e-14	6.705e-12
chr19	31506736	31506986	8.9	4.5	1.188e-14	6.705e-12
chr19	7402720	7402970	11.4	4.3	8.537e-15	7.120e-12
chr4	7083653	7083903	75	-2.8	3.474e-15	7.386e-12
chr13	107145950	107146200	9.9	4.5	1.382e-14	7.594e-12
chr15	31548883	31549133	216.1	-3.7	1.571e-15	7.696e-12
chr19	51964992	51965242	13.8	4.9	1.219e-14	7.929e-12
chr12	52366589	52366839	17.2	2.9	1.197e-14	8.222e-12
chr19	1207941	1208191	190.9	-2.9	1.658e-15	8.259e-12
chr10	30818533	30818783	16.6	3	1.270e-14	8.671e-12
chr1	92925423	92925673	8.9	4.6	1.750e-14	8.725e-12
chr8	141703715	141703965	114.3	-4.3	1.809e-15	8.794e-12
chr12	53191006	53191256	94.8	-3.4	4.188e-15	8.794e-12
chr7	41921340	41921590	11.2	4.9	1.526e-14	8.918e-12
chr5	7803042	7803292	9.4	4.8	1.867e-14	9.071e-12
chr17	7553926	7554176	155.4	-3	1.997e-15	9.510e-12
chr22	18307278	18307528	136.8	-4.8	2.093e-15	9.554e-12
chr12	13149207	13149457	76.6	-3.9	5.101e-15	1.039e-11
chr20	20761121	20761371	10.9	5.6	1.883e-14	1.042e-11
chr19	4130779	4131029	79.6	-3.7	5.316e-15	1.063e-11
chr22	24038488	24038738	9.8	4	2.269e-14	1.063e-11
chr11	71659769	71660019	48.1	-3.1	9.754e-15	1.123e-11
chr8	42342164	42342414	171.9	-4.1	2.485e-15	1.134e-11
chr21	34431819	34432069	15.2	5.1	1.825e-14	1.135e-11
chr7	77381438	77381688	11	3.5	2.177e-14	1.190e-11
chr1	183925810	183926060	8.2	5	2.533e-14	1.192e-11
chr12	89556554	89556804	9.4	4.5	2.959e-14	1.192e-11
chr16	2529541	2529791	91.2	-3.2	6.217e-15	1.192e-11
chr17	21199957	21200207	175.6	-3	2.807e-15	1.192e-11
chr3	132002338	132002588	8.3	5.6	2.552e-14	1.201e-11
chr11	5305874	5306124	224.2	-3.5	3.054e-15	1.274e-11
chr1	11358859	11359109	78.9	-3.5	6.177e-15	1.338e-11
chr8	10673574	10673824	11.1	4.6	2.769e-14	1.406e-11
chr9	38672493	38672743	15.8	2.9	2.651e-14	1.406e-11
chr7	8272633	8272883	60.1	-4.1	1.106e-14	1.434e-11
chr4	103932890	103933140	114.4	-4.2	3.566e-15	1.510e-11
chr20	60849662	60849912	69.7	-3.2	1.531e-14	1.543e-11
chr12	66582879	66583129	16.7	3	2.761e-14	1.584e-11
chr20	3823141	3823391	30.4	-3.3	2.001e-14	1.584e-11
chr2	85632810	85633060	13.7	3.1	3.412e-14	1.684e-11
chr5	133238265	133238515	106.3	-4.2	6.340e-15	1.714e-11
chr16	89098424	89098674	8.4	5.2	3.634e-14	1.790e-11
chr18	9782465	9782715	9.2	4.1	4.163e-14	1.823e-11
chr3	9001450	9001700	10.4	4.4	5.650e-14	1.919e-11
chr1	161053303	161053553	11.7	3.4	4.029e-14	1.956e-11
chr2	8755968	8756218	151.4	-3.6	5.055e-15	1.956e-11
chr1	25360468	25360718	12.9	4.4	4.086e-14	1.975e-11
chr11	65543754	65544004	11.7	4.8	4.150e-14	1.996e-11
chr3	40543564	40543814	73.4	-4.1	1.700e-14	2.031e-11
chr12	110694582	110694832	9	4.4	5.127e-14	2.031e-11
chr16	163479	163729	284.6	-2.7	5.173e-15	2.031e-11
chr4	86396246	86396496	9.9	4.1	5.189e-14	2.046e-11
chr12	5330026	5330276	86.5	-3.6	1.230e-14	2.059e-11
chr6	44097831	44098081	130.9	-2.5	5.390e-15	2.074e-11
chr9	135092751	135093001	10.5	4.1	6.654e-14	2.114e-11
chr15	70779127	70779377	9.7	4.1	5.142e-14	2.114e-11
chr17	17615901	17616151	10.3	4	5.533e-14	2.114e-11
chr5	154220399	154220649	52.2	-3.4	2.956e-14	2.120e-11
chr15	78540286	78540536	89.8	-4.7	1.179e-14	2.157e-11
chr13	31256067	31256317	8.4	4.9	5.618e-14	2.222e-11
chr15	70376839	70377089	8.4	4.4	5.701e-14	2.243e-11
chr1	42268577	42268827	8.2	4.7	2.976e-14	2.264e-11
chr17	76438756	76439006	13.3	4.1	5.729e-14	2.497e-11
chr19	41833593	41833843	45.2	2.1	2.785e-14	2.528e-11
chr3	42208490	42208740	118	-3.6	7.380e-15	2.571e-11
chr8	76034389	76034639	8.9	6	7.793e-14	2.571e-11
chr1	236320007	236320257	8.6	4.6	6.756e-14	2.583e-11
chr10	129862916	129863166	11	4.7	6.457e-14	2.663e-11
chr14	75741577	75741827	11.1	4.3	6.207e-14	2.691e-11
chr15	74902787	74903037	382.2	-2.8	7.899e-15	2.695e-11
chr18	43733267	43733517	66.8	-4.3	1.841e-14	2.695e-11
chr10	20292684	20292934	8.6	5	7.182e-14	2.723e-11
chr22	29351845	29352095	7.5	4.7	6.795e-14	2.830e-11
chr16	1870642	1870892	120.7	-3.2	8.700e-15	2.930e-11
chr22	40022252	40022502	213	-3.8	8.729e-15	2.930e-11
chr17	7972427	7972677	11.4	3.3	7.170e-14	3.005e-11
chr5	160044162	160044412	12.2	3.2	7.581e-14	3.095e-11
chr4	68026241	68026491	8	5.5	7.960e-14	3.123e-11
chr10	29970731	29970981	9	5	8.981e-14	3.123e-11
chr19	51920759	51921009	11.4	3.5	7.557e-14	3.123e-11
chr1	54862781	54863031	108.5	-3.2	1.414e-14	3.132e-11
chr17	34075332	34075582	42.1	-2.5	4.479e-14	3.132e-11
chr19	10664721	10664971	15	3.5	8.016e-14	3.315e-11
chr5	169733465	169733715	101.8	-3.2	2.044e-14	3.322e-11
chr15	69407007	69407257	53	-4.1	3.979e-14	3.322e-11
chr1	226992619	226992869	72.5	-4.1	2.264e-14	3.330e-11
chr2	43232696	43232946	49.5	-3.2	4.043e-14	3.330e-11
chr3	48264731	48264981	11	4.1	9.013e-14	3.330e-11
chr11	908307	908557	125.4	-3.4	1.062e-14	3.330e-11
chr16	50297291	50297541	49.4	-3.3	4.022e-14	3.330e-11
chr10	5333669	5333919	22.8	3	6.088e-14	3.341e-11
chr1	167570709	167570959	9.7	5.1	1.044e-13	3.418e-11
chr8	143112314	143112564	9.8	4.4	9.500e-14	3.463e-11
chr22	19920963	19921213	125.9	-4.4	1.129e-14	3.463e-11
chr6	146864639	146864889	28.6	2.6	8.931e-14	3.550e-11
chr7	25535020	25535270	97.6	-3.6	2.594e-14	3.563e-11
chr19	15783534	15783784	87.8	-3.4	2.282e-14	3.609e-11
chr3	56817930	56818180	9.5	5	1.016e-13	3.629e-11
chr10	32261475	32261725	47.9	-3.9	6.099e-14	3.636e-11
chr5	130588591	130588841	12.8	3.1	1.012e-13	3.823e-11
chr2	158117871	158118121	153.2	-3.4	1.277e-14	3.831e-11
chr6	33928744	33928994	45.4	-3.6	5.381e-14	3.981e-11
chr9	123529027	123529277	31.4	-3.3	6.782e-14	4.039e-11
chr11	75051762	75052012	15.8	2.8	9.841e-14	4.144e-11
chr2	54801564	54801814	9.4	3.7	1.284e-13	4.220e-11
chr3	167834108	167834358	44.1	-3.6	5.534e-14	4.220e-11
chr8	145538708	145538958	70	-2.7	3.086e-14	4.220e-11
chr3	128775731	128775981	143.1	-4	1.487e-14	4.274e-11
chr5	81396571	81396821	9.2	3.9	1.402e-13	4.274e-11
chr20	52520176	52520426	19.7	4.4	1.319e-13	4.274e-11
chr19	55670332	55670582	98.8	-3.2	2.184e-14	4.283e-11
chr10	75608944	75609194	26.4	2.5	8.773e-14	4.478e-11
chr19	8781084	8781334	12.1	4.1	1.273e-13	4.566e-11
chr11	34263765	34264015	56.1	-3.3	5.325e-14	4.791e-11
chr16	85089106	85089356	31.9	2.8	8.443e-14	4.795e-11
chr17	21197942	21198192	179.2	-3.3	1.656e-14	4.853e-11
chr9	134531909	134532159	16.6	3.6	1.226e-13	4.906e-11
chr16	89058863	89059113	83.5	-2.9	2.581e-14	4.906e-11
chr20	4792473	4792723	7.6	4.4	1.453e-13	4.906e-11
chr6	53174335	53174585	41.1	-3.3	1.014e-13	4.978e-11
chr12	95567737	95567987	54.3	-4.1	9.575e-14	5.233e-11
chr1	45504696	45504946	25.7	-3.6	1.083e-13	5.319e-11
chr3	194723829	194724079	8.6	4.5	1.572e-13	5.394e-11
chr17	10018478	10018728	9.4	4	2.133e-13	5.515e-11
chr2	136973802	136974052	8.8	4.3	1.902e-13	5.669e-11
chr5	172227245	172227495	14.7	3.6	1.627e-13	5.669e-11
chr9	37922410	37922660	79.2	-4.5	4.128e-14	5.669e-11
chr21	43608413	43608663	9.6	4.7	1.788e-13	5.683e-11
chr13	46869877	46870127	13.2	4.9	1.699e-13	5.736e-11
chr16	19499265	19499515	155.5	-4	2.159e-14	5.754e-11
chr19	47289620	47289870	233.8	-2.4	2.222e-14	5.900e-11
chr12	122227848	122228098	16.1	2.8	1.754e-13	6.000e-11
chr7	6433008	6433258	113.7	-2.3	2.329e-14	6.139e-11
chr4	87281139	87281389	10.1	5	1.704e-13	6.219e-11
chr3	195603572	195603822	99.8	-3.1	4.760e-14	6.335e-11
chr11	78001351	78001601	12.9	3.2	2.003e-13	6.453e-11
chr7	80337545	80337795	8.5	5.7	2.051e-13	6.687e-11
chr2	16900513	16900763	10.5	4.9	2.207e-13	6.843e-11
chr17	54864492	54864742	10.4	4.3	2.147e-13	6.844e-11
chr11	57559744	57559994	14	3.5	2.146e-13	6.863e-11
chr6	7202346	7202596	26.5	2.7	1.907e-13	6.894e-11
chr1	156124159	156124409	15.7	2.7	1.903e-13	6.979e-11
chr17	34394022	34394272	8.6	4.3	2.212e-13	7.059e-11
chr2	202652249	202652499	12.5	3.2	2.271e-13	7.114e-11
chr11	876020	876270	116.2	-3.4	2.917e-14	7.369e-11
chr1	144948604	144948854	10.8	4.1	2.388e-13	7.430e-11
chr6	37077688	37077938	143.3	-5	2.959e-14	7.473e-11
chr21	42521215	42521465	11.1	4.7	3.474e-13	7.599e-11
chr2	153468368	153468618	8.8	5.4	2.816e-13	7.754e-11
chr7	158532757	158533007	9.2	3.6	2.789e-13	7.771e-11
chr1	213034120	213034370	49.1	-4.2	1.603e-13	7.868e-11
chr11	47381256	47381506	12.1	3.7	2.526e-13	7.882e-11
chr17	42077607	42077857	54	-3.6	1.228e-13	7.902e-11
chr16	46692903	46693153	8.9	4.2	3.448e-13	8.018e-11
chr4	185734494	185734744	9.9	3.5	3.126e-13	8.024e-11
chr18	48738008	48738258	15.9	4.4	2.307e-13	8.064e-11
chr11	6273281	6273531	70	-4.1	7.907e-14	8.266e-11
chr7	100239123	100239373	83.5	-2.2	5.005e-14	8.287e-11
chr3	52219889	52220139	11.5	3.8	2.804e-13	8.351e-11
chr12	8771822	8772072	6.9	5.5	2.694e-13	8.947e-11
chr6	134954193	134954443	9	3.6	3.354e-13	9.006e-11
chr6	29458394	29458644	11.8	5.1	2.297e-13	9.173e-11
chr9	132539575	132539825	19.8	3.3	2.964e-13	9.173e-11
chr19	50323570	50323820	103.3	-3.2	5.666e-14	9.198e-11
chr14	68762152	68762402	175.6	-4.2	3.945e-14	9.320e-11
chr4	55437479	55437729	66.6	-3	1.257e-13	9.335e-11
chr6	11393291	11393541	7.7	4.6	1.925e-13	9.637e-11
chr7	2684979	2685229	12.4	3.2	3.335e-13	9.637e-11
chr11	9661614	9661864	8.8	4.4	3.486e-13	9.637e-11
chr1	154375865	154376115	8.7	3.6	3.939e-13	1.012e-10
chr19	33119446	33119696	252.2	-3.1	4.212e-14	1.019e-10
chr1	45478330	45478580	135.5	-2.9	4.816e-14	1.113e-10
chr2	144019595	144019845	8.1	4.5	4.371e-13	1.114e-10
chr4	174382382	174382632	27	-3.9	4.141e-13	1.137e-10
chr3	42878150	42878400	87.3	-3.1	9.541e-14	1.140e-10
chr2	228683357	228683607	8	5.8	4.172e-13	1.146e-10
chr6	82651032	82651282	11.6	4.5	3.983e-13	1.146e-10
chr5	95048136	95048386	66.4	-3.7	2.038e-13	1.150e-10
chr14	91475952	91476202	7.1	5.7	2.933e-13	1.150e-10
chr15	89171483	89171733	134.9	-3.6	5.118e-14	1.153e-10
chr3	128242470	128242720	10.5	4.4	5.947e-13	1.169e-10
chr12	31840021	31840271	7.6	4.5	4.345e-13	1.172e-10
chr9	92116993	92117243	16.1	3.4	3.703e-13	1.183e-10
chr17	75400955	75401205	8	4.4	4.460e-13	1.201e-10
chr7	7140127	7140377	206.5	-3.6	5.392e-14	1.204e-10
chr20	34102415	34102665	60.9	-4.3	1.743e-13	1.216e-10
chr11	72325124	72325374	8.7	3.9	4.400e-13	1.218e-10
chr11	10921140	10921390	60.3	-2.3	1.770e-13	1.228e-10
chr6	11350589	11350839	9.4	5.8	5.923e-13	1.232e-10
chr3	47446573	47446823	39.2	-2.7	2.801e-13	1.233e-10
chr8	142104344	142104594	7.4	5	4.589e-13	1.238e-10
chr20	25021204	25021454	85.6	-3.3	1.126e-13	1.244e-10
chr10	30316317	30316567	11.2	3.3	4.680e-13	1.282e-10
chr14	94421589	94421839	7.7	4.3	4.941e-13	1.285e-10
chr6	5457381	5457631	56.4	-3.8	1.398e-13	1.297e-10
chr12	32200870	32201120	43.2	-3.7	2.477e-13	1.322e-10
chr16	68390364	68390614	9.2	3.7	5.201e-13	1.322e-10
chr7	40591272	40591522	18.7	3.4	4.829e-13	1.333e-10
chr1	182205427	182205677	131.7	-3.7	6.348e-14	1.351e-10
chr3	22755433	22755683	10.1	5	6.018e-13	1.352e-10
chr13	99698579	99698829	11.6	3.4	4.963e-13	1.390e-10
chr19	17249361	17249611	8.9	4.6	6.723e-13	1.390e-10
chr10	71094171	71094421	83.6	-3	1.275e-13	1.400e-10
chr1	26323576	26323826	11.1	3.3	5.742e-13	1.427e-10
chr6	36665408	36665658	10.5	3.9	5.826e-13	1.460e-10
chr11	72893958	72894208	85.8	-3.1	1.342e-13	1.462e-10
chr17	66342641	66342891	8.5	4.6	6.372e-13	1.464e-10
chr17	74351005	74351255	72.4	-2.7	1.637e-13	1.464e-10
chr14	23366630	23366880	82.7	-5.1	1.583e-13	1.479e-10
chr17	25858127	25858377	10.6	3.5	6.053e-13	1.495e-10
chr5	142981575	142981825	8	5.8	6.602e-13	1.498e-10
chr8	123580167	123580417	28.9	-4.1	4.083e-13	1.498e-10
chrX	15929916	15930166	12.8	4.1	5.902e-13	1.524e-10
chr7	48128554	48128804	19.1	3.2	5.681e-13	1.530e-10
chr1	156227014	156227264	35.3	-3.4	3.483e-13	1.533e-10
chr6	108887134	108887384	13.3	3.1	6.065e-13	1.553e-10
chr6	41466857	41467107	10.7	4.6	6.291e-13	1.572e-10
chr15	58540544	58540794	10.1	5.5	5.937e-13	1.663e-10
chr2	42979518	42979768	9.4	4.7	7.423e-13	1.675e-10
chr1	40400088	40400338	7.6	4.5	6.955e-13	1.679e-10
chr14	37637984	37638234	88.2	-3.6	1.667e-13	1.695e-10
chr10	13747826	13748076	141.5	-4.2	8.500e-14	1.702e-10
chr19	5091123	5091373	87.4	-3.5	1.889e-13	1.702e-10
chr9	132891469	132891719	35.4	-2.7	4.920e-13	1.723e-10
chr10	97424302	97424552	107.8	-3.8	1.928e-13	1.723e-10
chr12	51783255	51783505	78.6	-3.7	1.927e-13	1.723e-10
chr1	45296748	45296998	107.5	-2.8	1.971e-13	1.751e-10
chr1	31956206	31956456	8.8	5.2	8.078e-13	1.779e-10
chr2	170696729	170696979	61.1	-3.3	3.646e-13	1.779e-10
chr22	36801723	36801973	16.9	3.5	7.045e-13	1.779e-10
chr1	165615238	165615488	149.5	-3	8.777e-14	1.780e-10
chr16	67567111	67567361	81.9	-2.5	1.803e-13	1.780e-10
chr17	54996367	54996617	8.2	4.4	8.426e-13	1.804e-10
chr22	25550219	25550469	27.3	-3.7	5.500e-13	1.877e-10
chr1	118153806	118154056	126.6	-4	9.396e-14	1.889e-10
chr1	40405959	40406209	8.1	4.5	9.052e-13	1.918e-10
chr14	93035112	93035362	44.3	-2.8	3.880e-13	1.918e-10
chr20	45669398	45669648	63.4	-4.5	3.173e-13	1.918e-10
chr5	114545047	114545297	10	5.5	9.088e-13	1.944e-10
chr1	65946736	65946986	57.5	-4.1	3.241e-13	1.959e-10
chr17	56570081	56570331	163.6	-4.2	1.037e-13	1.979e-10
chr2	61661533	61661783	10.2	4.5	7.559e-13	1.986e-10
chr6	11732493	11732743	7.9	5.6	8.949e-13	2.038e-10
chr17	55970359	55970609	14.9	4.3	8.038e-13	2.038e-10
chr9	98035940	98036190	11.9	5.4	8.600e-13	2.038e-10
chr9	132875106	132875356	112.7	-3.5	1.108e-13	2.087e-10
chr17	43306475	43306725	14.2	3.6	8.647e-13	2.088e-10
chr3	112532616	112532866	7.8	4.5	9.326e-13	2.091e-10
chr2	27664184	27664434	114.5	-3.9	1.131e-13	2.101e-10
chr3	13455656	13455906	29.2	2.6	5.643e-13	2.101e-10
chr5	75521257	75521507	6.5	5.4	6.485e-13	2.101e-10
chr6	99464276	99464526	8.1	5	9.505e-13	2.121e-10
chrX	2846802	2847052	11	3.2	9.144e-13	2.127e-10
chr4	48214263	48214513	14.5	2.6	9.415e-13	2.181e-10
chr6	152413154	152413404	105.4	-4.7	2.290e-13	2.186e-10
chr9	80718965	80719215	8.2	5.4	1.084e-12	2.186e-10
chr6	39155336	39155586	51.3	-3.8	4.854e-13	2.187e-10
chr19	16435316	16435566	20.1	2.3	1.072e-12	2.187e-10
chr4	139262930	139263180	9	5.8	1.028e-12	2.205e-10
chr19	48000677	48000927	60.9	-3.6	3.921e-13	2.253e-10
chr2	28731370	28731620	119.2	-3.4	1.210e-13	2.277e-10
chr14	91827560	91827810	10.1	5.7	1.214e-12	2.295e-10
chr22	30195357	30195607	11.9	3.2	7.624e-13	2.297e-10
chr1	207020929	207021179	29.3	-4.2	6.435e-13	2.320e-10
chr14	51395093	51395343	9.5	3.4	1.117e-12	2.361e-10
