chr	start	end	baseMean	log2FoldChange	pvalue	padj
chr6	37071162	37071412	120.5	-4.6	2.649e-25	2.863e-22
chr1	47077634	47077884	145.5	-4.6	2.614e-25	3.982e-22
chr16	15699043	15699293	189.2	-5.5	4.143e-25	4.335e-22
chr18	2982902	2983152	115.5	-5.3	3.703e-25	5.263e-22
chr17	2699510	2699760	39.6	4.8	2.923e-25	5.282e-22
chr19	11607673	11607923	108.8	-5.3	4.354e-25	5.463e-22
chr2	182170494	182170744	40.8	5	3.660e-25	7.186e-22
chr8	101422820	101423070	155.5	-5.5	5.785e-25	7.738e-22
chr2	158117871	158118121	153.2	-4.4	9.021e-25	8.619e-22
chr17	42345485	42345735	119.2	-5.1	1.266e-24	1.178e-21
chrX	55041455	55041705	156.5	-5.5	8.852e-25	1.178e-21
chr22	19384622	19384872	147.4	-4.6	9.295e-25	1.219e-21
chr12	8142736	8142986	28.3	4.1	7.864e-25	1.246e-21
chr17	42359028	42359278	123.7	-5.4	1.399e-24	1.246e-21
chr19	1632962	1633212	129.3	-5.2	1.608e-24	2.025e-21
chr1	207996081	207996331	99.2	-4.4	2.192e-24	2.394e-21
chr14	106374450	106374700	33.3	3.3	1.580e-24	2.410e-21
chr1	205225075	205225325	174.6	-3.6	2.177e-24	2.618e-21
chr11	5248207	5248457	174.1	-5	2.273e-24	2.618e-21
chr1	43402044	43402294	176.8	-3.9	3.529e-24	2.877e-21
chr16	70430528	70430778	149.7	-3.5	2.467e-24	2.877e-21
chr1	207693525	207693775	167.7	-4.4	3.876e-24	3.116e-21
chr11	61054911	61055161	175.8	-4.4	3.206e-24	3.198e-21
chr1	118153806	118154056	126.6	-5.3	5.316e-24	4.172e-21
chr6	37269923	37270173	118.9	-3.3	4.145e-24	4.436e-21
chr14	65521504	65521754	31.2	3.9	3.515e-24	4.620e-21
chr19	1207941	1208191	190.9	-3.6	5.973e-24	6.245e-21
chr5	154033550	154033800	212.2	-3.9	9.057e-24	6.753e-21
chr9	4852446	4852696	129.6	-4.7	6.188e-24	6.753e-21
chr19	15513342	15513592	161.1	-5.3	8.263e-24	8.918e-21
chr17	42360791	42361041	124.5	-5.5	9.106e-24	9.719e-21
chr3	5020739	5020989	40.1	3.2	7.295e-24	1.032e-20
chr22	20012958	20013208	215.4	-5.1	1.045e-23	1.032e-20
chr8	21818013	21818263	96.6	-5	1.060e-23	1.065e-20
chr5	168287534	168287784	171.3	-4.8	1.190e-23	1.139e-20
chr2	6987487	6987737	153.2	-4.8	1.217e-23	1.153e-20
chr2	53895778	53896028	125.8	-4.2	2.345e-23	1.594e-20
chr5	67724113	67724363	140.9	-5	2.470e-23	1.649e-20
chr15	90701388	90701638	115.8	-4	1.971e-23	1.649e-20
chr19	55740102	55740352	176.8	-4.9	2.003e-23	1.892e-20
chr19	16435316	16435566	20.1	4	1.643e-23	1.910e-20
chr9	132949524	132949774	99.1	-5.1	2.311e-23	2.061e-20
chr2	218956479	218956729	20.3	4.7	2.180e-23	2.392e-20
chr6	11537640	11537890	38.4	3.2	2.493e-23	2.518e-20
chr10	98378949	98379199	180.7	-5	3.422e-23	2.965e-20
chr5	148985627	148985877	124.9	-4.7	4.065e-23	3.725e-20
chr17	4624847	4625097	130	-5.2	5.284e-23	4.090e-20
chr11	66682600	66682850	198.8	-4.9	6.750e-23	4.120e-20
chr4	8200752	8201002	20	4.1	4.049e-23	4.141e-20
chr18	74767092	74767342	35.8	3.6	4.577e-23	4.370e-20
chr11	14443920	14444170	129.1	-4.8	5.450e-23	4.637e-20
chr15	31548883	31549133	216.1	-4.5	5.712e-23	4.640e-20
chr2	74413143	74413393	36.8	4.1	4.527e-23	4.705e-20
chr14	105146882	105147132	123.4	-4	7.345e-23	5.336e-20
chr1	23840628	23840878	97.1	-6	7.867e-23	6.645e-20
chr17	31224505	31224755	167.4	-3.4	9.476e-23	6.765e-20
chr5	173116910	173117160	98.3	-4.9	8.418e-23	6.989e-20
chr16	31140182	31140432	31.8	3.6	7.707e-23	7.581e-20
chr7	38272629	38272879	16	4.5	8.138e-23	7.736e-20
chr17	32232430	32232680	138.8	-4.7	1.406e-22	7.736e-20
chr17	42365812	42366062	170.5	-3.5	1.179e-22	8.069e-20
chr16	19499265	19499515	155.5	-4.9	1.210e-22	8.156e-20
chr20	30294535	30294785	142.3	-4.1	1.103e-22	8.156e-20
chr8	134309490	134309740	47.5	3.1	1.117e-22	8.907e-20
chr1	31643701	31643951	146.9	-3.3	1.232e-22	8.965e-20
chr3	46448518	46448768	140.7	-3.4	1.368e-22	8.991e-20
chr19	962276	962526	85.7	-4.3	1.427e-22	9.326e-20
chr8	1708307	1708557	141.7	-5.8	1.575e-22	1.019e-19
chrX	71320764	71321014	19.7	4.6	1.225e-22	1.102e-19
chr19	18267957	18268207	160.9	-2.9	1.739e-22	1.108e-19
chr21	40203500	40203750	17.7	4.6	1.341e-22	1.203e-19
chr7	5436863	5437113	57.3	3.1	1.758e-22	1.288e-19
chr7	129649772	129650022	89.3	-4.7	1.883e-22	1.288e-19
chr1	43418240	43418490	82.1	-4.4	1.895e-22	1.336e-19
chr1	2222098	2222348	26.7	3.6	1.759e-22	1.513e-19
chr1	228701000	228701250	135.3	-3.6	2.755e-22	1.678e-19
chr10	13747826	13748076	141.5	-5.3	3.666e-22	1.764e-19
chr11	121287936	121288186	24.6	4.5	2.096e-22	1.784e-19
chr14	50809440	50809690	172.3	-3.1	3.172e-22	1.890e-19
chr11	64656514	64656764	214.8	-3.8	3.539e-22	2.093e-19
chr8	21998345	21998595	89.3	-3.5	3.769e-22	2.219e-19
chr14	102974809	102975059	78.4	-4.7	3.606e-22	2.310e-19
chr20	55985179	55985429	128	-4.5	3.631e-22	2.310e-19
chr1	29210449	29210699	153	-3.5	4.303e-22	2.473e-19
chr8	23351744	23351994	164.7	-4	3.942e-22	2.473e-19
chr1	235147665	235147915	30.8	4.6	3.334e-22	2.512e-19
chr20	35437398	35437648	134.3	-5	4.655e-22	3.076e-19
chr16	75109169	75109419	61.1	3.2	5.718e-22	3.603e-19
chr10	11205164	11205414	16.6	4.2	4.982e-22	3.814e-19
chr8	42342164	42342414	171.9	-4.8	9.015e-22	3.962e-19
chr18	52473299	52473549	23.2	5.3	5.192e-22	3.991e-19
chr7	99966860	99967110	23	4.6	5.340e-22	4.047e-19
chr13	42038103	42038353	138	-4.3	7.559e-22	4.092e-19
chr22	24830548	24830798	24.6	4.1	5.588e-22	4.101e-19
chr3	49710870	49711120	162.5	-2.9	8.813e-22	4.709e-19
chr10	80853496	80853746	35.1	3.6	6.267e-22	4.719e-19
chr19	15751450	15751700	113.2	-4.2	7.844e-22	4.853e-19
chr2	234126559	234126809	120.8	-5.7	1.237e-21	5.163e-19
chr18	29598463	29598713	29.5	3.6	6.057e-22	5.466e-19
chr1	248018583	248018833	119	-3.5	1.065e-21	5.513e-19
chrX	154563976	154564226	119.2	-4	9.485e-22	5.564e-19
chr1	230262908	230263158	239.2	-3.7	1.374e-21	5.593e-19
chr1	227975674	227975924	49.4	3	9.793e-22	5.932e-19
chr12	52366589	52366839	17.2	4.3	8.820e-22	6.074e-19
chr7	36323366	36323616	20	4.6	9.966e-22	6.827e-19
chr11	61687705	61687955	125.8	-4.5	1.256e-21	6.875e-19
chr14	23025230	23025480	26.3	4.1	1.043e-21	6.875e-19
chr1	172425624	172425874	147.9	-4.1	1.785e-21	6.961e-19
chr2	127419361	127419611	166.6	-3.5	1.795e-21	6.961e-19
chr6	135644392	135644642	40.2	4	8.967e-22	6.961e-19
chr4	176986863	176987113	36.2	3.4	9.326e-22	7.174e-19
chr14	67885647	67885897	102	-4.3	1.426e-21	7.540e-19
chr17	72528345	72528595	21.6	4.3	1.195e-21	8.019e-19
chr6	108899863	108900113	102.8	-5.4	1.720e-21	9.336e-19
chr5	67681887	67682137	136.9	-4.9	1.818e-21	9.452e-19
chr6	37077688	37077938	143.3	-6.2	1.812e-21	9.725e-19
chr9	100723143	100723393	110.7	-5.8	1.939e-21	9.966e-19
chr14	50810845	50811095	104	-5.8	2.036e-21	1.080e-18
chr2	11538932	11539182	130.4	-5.7	2.436e-21	1.121e-18
chr15	94372787	94373037	23.6	3.6	1.744e-21	1.121e-18
chr11	75491084	75491334	131.2	-5	3.200e-21	1.159e-18
chr12	68758996	68759246	53.5	2.9	2.140e-21	1.159e-18
chr5	168304464	168304714	102.7	-4.4	2.302e-21	1.188e-18
chr13	31314424	31314674	22.5	4.8	2.002e-21	1.230e-18
chr19	45256661	45256911	22.9	3.7	2.073e-21	1.233e-18
chr1	182205427	182205677	131.7	-4.5	2.650e-21	1.333e-18
chr2	89035455	89035705	99.3	-4	3.026e-21	1.333e-18
chr17	27192327	27192577	183.5	-3.6	3.781e-21	1.333e-18
chr2	26995286	26995536	78.5	-4.2	2.884e-21	1.388e-18
chr13	102265123	102265373	141.3	-5	2.772e-21	1.417e-18
chr8	23385267	23385517	151.1	-4.2	2.898e-21	1.433e-18
chr18	2994706	2994956	121.3	-3.5	4.830e-21	1.658e-18
chr7	2517362	2517612	23.4	3.4	2.856e-21	1.673e-18
chr14	96011041	96011291	101.2	-4.9	3.983e-21	1.700e-18
chr1	33565002	33565252	18.7	5.1	3.049e-21	1.784e-18
chr15	43513188	43513438	101.1	-5	3.744e-21	1.804e-18
chr1	31251280	31251530	165.5	-3	5.464e-21	1.829e-18
chr5	67663180	67663430	118.9	-4.4	4.183e-21	2.052e-18
chr3	24227387	24227637	192.6	-3.7	4.353e-21	2.066e-18
chr4	124521198	124521448	26.4	4.3	3.652e-21	2.120e-18
chr11	95467285	95467535	153.3	-4.6	4.879e-21	2.208e-18
chr17	21199957	21200207	175.6	-3.5	5.575e-21	2.286e-18
chr14	105147271	105147521	86.4	-4.3	6.687e-21	2.735e-18
chr8	143742882	143743132	105.8	-4.9	5.773e-21	2.749e-18
chr11	94886562	94886812	193.5	-4.2	9.268e-21	2.980e-18
chr18	55250581	55250831	173	-3.4	6.938e-21	3.064e-18
chr12	96514565	96514815	18	4	5.745e-21	3.093e-18
chr19	33119446	33119696	252.2	-3.7	9.917e-21	3.143e-18
chr7	50564764	50565014	36	4.1	5.108e-21	3.215e-18
chr5	173266301	173266551	116	-4.7	7.197e-21	3.237e-18
chr15	66097443	66097693	123.8	-3.7	7.239e-21	3.333e-18
chr2	146450754	146451004	44.5	4.1	7.246e-21	3.356e-18
chr11	67044421	67044671	36.6	2.8	6.299e-21	3.458e-18
chr22	38092773	38093023	51.4	3.4	7.483e-21	3.458e-18
chr1	27438580	27438830	16.7	4.6	6.348e-21	3.495e-18
chr18	42686434	42686684	22.5	4.9	6.673e-21	3.586e-18
chr6	37428033	37428283	138.9	-4.4	8.429e-21	3.669e-18
chr1	47646861	47647111	269.6	-3.3	8.634e-21	3.741e-18
chr9	35110465	35110715	90.5	-4.7	1.011e-20	3.824e-18
chr18	77551757	77552007	20.5	4.7	7.375e-21	3.862e-18
chr7	4784662	4784912	145.4	-2.7	1.301e-20	3.880e-18
chr8	38796022	38796272	59.9	3.3	9.431e-21	3.958e-18
chr22	37269757	37270007	21.3	3.8	8.057e-21	4.084e-18
chr20	32142831	32143081	71.1	-4	9.491e-21	4.116e-18
chr9	135874675	135874925	133.8	-3.9	1.175e-20	4.324e-18
chr12	26427681	26427931	37.5	3.8	7.708e-21	4.487e-18
chr3	195920816	195921066	199.5	-2.9	1.125e-20	4.683e-18
chr4	154694554	154694804	79.5	-4.7	1.358e-20	4.933e-18
chr5	64396762	64397012	118.7	-6.1	1.776e-20	5.113e-18
chr6	119651978	119652228	100.5	-5.3	1.347e-20	5.689e-18
chr9	124132064	124132314	202.5	-2.9	1.581e-20	6.462e-18
chr1	110336988	110337238	49.6	4.4	1.804e-20	7.665e-18
chr15	89171483	89171733	134.9	-4.3	2.017e-20	7.876e-18
chr16	15615868	15616118	138.8	-4.1	2.941e-20	1.041e-17
chr8	11641033	11641283	81.3	-4.9	2.715e-20	1.051e-17
chr15	82310554	82310804	24.5	4.3	2.306e-20	1.075e-17
chr19	4455182	4455432	127.2	-3.8	3.151e-20	1.101e-17
chr8	27219296	27219546	108.3	-4.3	3.224e-20	1.122e-17
chr14	105541730	105541980	31.3	3.5	1.919e-20	1.152e-17
chr1	151512110	151512360	95.2	-4.4	3.437e-20	1.186e-17
chr15	83777378	83777628	24.4	4.1	2.689e-20	1.261e-17
chr9	34150243	34150493	111.4	-4.2	3.730e-20	1.276e-17
chr19	18484712	18484962	113.2	-3.7	3.367e-20	1.346e-17
chr11	34230101	34230351	16.8	4.4	3.221e-20	1.465e-17
chr11	75300962	75301212	167.8	-3.8	4.351e-20	1.465e-17
chr12	69259639	69259889	96.9	-5.9	3.977e-20	1.465e-17
chr19	28284172	28284422	26.6	4.3	3.077e-20	1.465e-17
chr8	124194752	124195002	105.1	-3.8	3.914e-20	1.491e-17
chr13	80096722	80096972	18.2	4.4	3.434e-20	1.537e-17
chr2	85632810	85633060	13.7	4.8	3.361e-20	1.548e-17
chr22	41351680	41351930	118.8	-3.7	4.129e-20	1.554e-17
chr10	26727043	26727293	19	3.6	3.415e-20	1.592e-17
chr2	174924173	174924423	110.3	-3.7	4.506e-20	1.620e-17
chr1	221881443	221881693	21.9	4.3	3.676e-20	1.680e-17
chr16	169942	170192	83.2	-4.1	5.736e-20	1.863e-17
chr17	1742887	1743137	111.5	-5.8	5.781e-20	1.875e-17
chr19	24269782	24270032	45	3.1	5.927e-20	2.277e-17
chr19	57018986	57019236	56.6	3.7	6.404e-20	2.313e-17
chr11	12138030	12138280	91.8	-4.6	7.273e-20	2.331e-17
chr18	43267191	43267441	21.9	3.5	5.753e-20	2.568e-17
chr12	127392581	127392831	133.8	-4.5	1.150e-19	2.895e-17
chr16	85080843	85081093	134	-3.3	8.313e-20	2.895e-17
chr17	14204160	14204410	62.9	3.7	8.213e-20	2.897e-17
chr11	94501287	94501537	30.4	3.7	6.969e-20	2.905e-17
chr11	72853379	72853629	60.2	2.4	8.446e-20	3.096e-17
chr19	41833593	41833843	45.2	2.5	8.535e-20	3.163e-17
chr20	4803218	4803468	15.3	4.5	7.242e-20	3.210e-17
chr9	130698036	130698286	103.3	-3.2	8.881e-20	3.219e-17
chr2	169708377	169708627	116.3	-3.6	8.924e-20	3.222e-17
chr15	78281694	78281944	77.4	-5.2	9.068e-20	3.262e-17
chr7	100887451	100887701	135.8	-3.1	1.472e-19	3.581e-17
chr17	75877706	75877956	20.5	3.9	8.722e-20	3.625e-17
chr16	66780691	66780941	22	4.9	8.780e-20	3.635e-17
chr3	193973341	193973591	60.8	3.2	1.143e-19	4.051e-17
chr20	54937892	54938142	147.8	-3.9	1.155e-19	4.080e-17
chr5	109039551	109039801	121.9	-5.3	1.709e-19	4.082e-17
chr3	13455656	13455906	29.2	3.4	8.124e-20	4.208e-17
chr3	169647982	169648232	114.1	-4.2	1.301e-19	4.419e-17
chr11	127909593	127909843	24.7	4.2	1.115e-19	4.429e-17
chr8	21823545	21823795	67.7	-4.9	1.291e-19	4.479e-17
chr14	51561780	51562030	33.8	4	1.106e-19	4.568e-17
chr2	218692413	218692663	244.3	-4	2.044e-19	4.774e-17
chr19	704094	704344	30	3.3	1.195e-19	4.774e-17
chr1	2165867	2166117	40	2.7	1.173e-19	4.853e-17
chr8	81777044	81777294	29	5.3	9.668e-20	4.867e-17
chr6	3427934	3428184	78.1	-4.8	1.489e-19	5.058e-17
chr20	30258538	30258788	84.6	-4.6	1.827e-19	5.285e-17
chr8	41630267	41630517	120.9	-3.6	1.573e-19	5.288e-17
chr9	132539575	132539825	19.8	4.4	1.297e-19	5.288e-17
chr2	102685851	102686101	93.3	-4.1	1.733e-19	5.804e-17
chr2	160003782	160004032	161.3	-3.3	1.842e-19	6.150e-17
chr11	67056402	67056652	39	2.7	1.859e-19	6.688e-17
chr3	40665139	40665389	22.1	4.1	1.833e-19	6.879e-17
chr8	25042040	25042290	24.5	3.4	1.795e-19	7.086e-17
chr1	11850977	11851227	83.2	-4.8	2.264e-19	7.455e-17
chr18	12315922	12316172	99.4	-5.1	2.297e-19	7.539e-17
chr11	85885143	85885393	136.3	-4.1	2.617e-19	8.017e-17
chr19	33793421	33793671	25.5	3.7	2.161e-19	8.197e-17
chr11	5297075	5297325	101.5	-3.8	2.605e-19	8.228e-17
chr12	98833872	98834122	33.3	4	2.140e-19	8.379e-17
chr5	10762931	10763181	71.7	-4	2.762e-19	8.559e-17
chr3	126191206	126191456	18.4	3.5	2.401e-19	8.979e-17
chr4	111170034	111170284	109	-4.9	3.553e-19	9.711e-17
chr12	112788993	112789243	152	-3.3	3.192e-19	1.020e-16
chr3	37640723	37640973	79.5	-5.5	3.320e-19	1.028e-16
chr19	54372708	54372958	40.7	3	2.714e-19	1.029e-16
chr3	184279284	184279534	37.1	2.6	2.752e-19	1.053e-16
chr14	53684209	53684459	42.1	2.9	3.140e-19	1.068e-16
chr22	19920172	19920422	175.5	-3.8	3.398e-19	1.068e-16
chr4	331330	331580	49.4	3.1	3.624e-19	1.150e-16
chr14	103826957	103827207	76.7	-5	4.323e-19	1.150e-16
chr17	16991487	16991737	99.2	-4.5	3.793e-19	1.150e-16
chr19	13058795	13059045	111.6	-3.4	4.018e-19	1.168e-16
chr21	36880769	36881019	15.8	4.2	3.010e-19	1.197e-16
chr6	37019765	37020015	74.1	-3.6	4.214e-19	1.246e-16
chr10	71094171	71094421	83.6	-3.5	4.392e-19	1.313e-16
chr11	61595247	61595497	44.1	2.6	4.241e-19	1.313e-16
chr16	71513396	71513646	93.8	-4.7	4.305e-19	1.313e-16
chr17	15862545	15862795	28.2	4.3	3.599e-19	1.313e-16
chr5	173287652	173287902	152.5	-4.2	4.727e-19	1.344e-16
chr11	97834489	97834739	128	-4.5	7.074e-19	1.453e-16
chr16	67228289	67228539	88.3	-4	5.322e-19	1.504e-16
chr2	111926124	111926374	74.4	-3.8	5.551e-19	1.603e-16
chr14	68762152	68762402	175.6	-4.8	8.090e-19	1.646e-16
chr8	29631369	29631619	12	4.6	5.420e-19	1.731e-16
chr5	55333365	55333615	77	-3.8	6.103e-19	1.768e-16
chr1	205218333	205218583	79.9	-5.3	6.457e-19	1.796e-16
chr19	13180476	13180726	134.8	-3.2	9.097e-19	1.828e-16
chr14	103780945	103781195	86.2	-4.7	7.342e-19	1.853e-16
chr13	49304059	49304309	125	-4.9	6.888e-19	1.899e-16
chr2	137080055	137080305	30.6	4.1	5.726e-19	1.903e-16
chr16	85424392	85424642	128.1	-4.1	6.944e-19	1.975e-16
chr5	57878713	57878963	33.8	3.7	6.254e-19	2.054e-16
chr7	100883734	100883984	78.3	-4.5	8.264e-19	2.054e-16
chr10	69613288	69613538	147	-5	1.042e-18	2.054e-16
chr1	43428760	43429010	89.4	-5.5	8.376e-19	2.058e-16
chr9	130369746	130369996	16.1	4.5	6.009e-19	2.058e-16
chr4	152593001	152593251	148	-3.9	7.531e-19	2.104e-16
chr2	218083575	218083825	18.2	4.1	6.590e-19	2.167e-16
chr16	68806029	68806279	139.7	-3.9	8.904e-19	2.169e-16
chr22	31277503	31277753	122.4	-3.8	8.384e-19	2.322e-16
chr2	227700145	227700395	144.2	-3.6	1.214e-18	2.340e-16
chr3	195603572	195603822	99.8	-3.5	8.567e-19	2.359e-16
chr6	29935319	29935569	78.5	-4.3	8.618e-19	2.433e-16
chr2	170982743	170982993	81.7	-4	1.021e-18	2.450e-16
chr1	45478330	45478580	135.5	-3.3	1.318e-18	2.511e-16
chr12	122309484	122309734	190.5	-3.4	1.081e-18	2.579e-16
chr5	58423490	58423740	19.8	4.1	7.967e-19	2.657e-16
chr2	64876234	64876484	80.8	-4.2	1.145e-18	2.717e-16
chr3	52287337	52287587	21	3.8	8.269e-19	2.742e-16
chr10	51594182	51594432	134.8	-3.8	1.021e-18	2.825e-16
chr1	117044188	117044438	151.5	-5.1	1.127e-18	2.913e-16
chr22	30236556	30236806	24.2	4.1	9.320e-19	2.984e-16
chr9	90418901	90419151	97.2	-4.8	1.159e-18	3.092e-16
chr9	33234043	33234293	98.8	-4.7	1.235e-18	3.287e-16
chr17	72283250	72283500	73.1	-4.6	1.271e-18	3.329e-16
chr17	63169641	63169891	198.8	-3.4	1.269e-18	3.356e-16
chr19	15404102	15404352	105.5	-3.7	1.457e-18	3.370e-16
chr5	118193509	118193759	16.8	3.9	1.068e-18	3.395e-16
chr17	65779640	65779890	74.9	-3.3	1.320e-18	3.420e-16
chr11	57415759	57416009	257.6	-3.1	1.280e-18	3.444e-16
chr2	239330064	239330314	87.4	-4.4	1.322e-18	3.449e-16
chr5	159048202	159048452	124.9	-6	1.912e-18	3.473e-16
chr11	69064820	69065070	26.1	3.6	1.108e-18	3.532e-16
chr10	91137560	91137810	107.6	-5.5	1.456e-18	3.628e-16
chr17	16282001	16282251	51.2	-5.1	1.407e-18	3.790e-16
chr12	76982667	76982917	11.8	5	1.237e-18	3.806e-16
chr16	66907206	66907456	34.6	2.4	9.785e-19	3.815e-16
chr4	15758067	15758317	19.8	4.8	1.295e-18	4.043e-16
chr1	233248766	233249016	16.5	4.2	1.288e-18	4.322e-16
chr5	169720375	169720625	15.5	3.6	1.407e-18	4.322e-16
chr19	21810208	21810458	91.2	-3.8	1.935e-18	4.322e-16
chr8	41655059	41655309	143.6	-3	2.094e-18	4.642e-16
chr11	9010230	9010480	85.4	-5	1.838e-18	4.642e-16
chr12	122087817	122088067	44	3.8	1.824e-18	4.803e-16
chr16	88837383	88837633	48.8	2.8	1.917e-18	5.021e-16
chr21	48026066	48026316	15.4	3.9	1.597e-18	5.021e-16
chr10	73526937	73527187	68.2	-4.1	2.002e-18	5.145e-16
chr14	105198867	105199117	74	-4.4	1.976e-18	5.152e-16
chr7	104584047	104584297	27.7	5	1.848e-18	5.390e-16
chr11	76411578	76411828	137	-3.5	3.214e-18	5.561e-16
chr5	14861527	14861777	67	-4.1	2.368e-18	5.749e-16
chr11	2323297	2323547	49.9	2.4	2.309e-18	5.953e-16
chr1	61370206	61370456	96.4	-4.6	3.102e-18	6.691e-16
chr16	50315937	50316187	27.7	3.7	2.368e-18	6.768e-16
chr10	81046186	81046436	21.9	3.5	2.243e-18	6.825e-16
chr19	30185517	30185767	24.1	2.9	2.408e-18	6.842e-16
chr1	61537459	61537709	119.4	-5.2	2.804e-18	7.019e-16
chr1	27869138	27869388	243.7	-2.9	4.192e-18	7.104e-16
chr12	125353728	125353978	80.1	-2.5	3.391e-18	7.219e-16
chr1	31229548	31229798	36.1	2.8	2.751e-18	7.389e-16
chr8	100150187	100150437	113.1	-6.7	3.083e-18	7.428e-16
chr11	3253088	3253338	97.2	-5	3.082e-18	7.618e-16
chr14	69480789	69481039	13.7	4.4	2.709e-18	7.844e-16
chr13	80025729	80025979	16.4	4.5	3.004e-18	8.591e-16
chr2	158115130	158115380	75.6	-4.9	3.520e-18	8.635e-16
chr17	32201719	32201969	105.6	-4.3	3.631e-18	8.639e-16
chr17	73514353	73514603	22.1	3.5	2.988e-18	8.649e-16
chr7	73208060	73208310	30.3	4	2.412e-18	8.675e-16
chr2	28731370	28731620	119.2	-3.9	3.677e-18	8.682e-16
chr1	151916913	151917163	90.4	-4.5	3.631e-18	8.776e-16
chr11	9673860	9674110	16.3	4.4	3.124e-18	8.776e-16
chr2	99176780	99177030	80.1	-4.8	4.428e-18	9.099e-16
chr2	233180282	233180532	18.3	3.8	3.389e-18	9.347e-16
chr6	35265432	35265682	35.9	2.8	3.349e-18	9.347e-16
chr9	90340842	90341092	108.5	-3.5	4.691e-18	9.569e-16
chrX	109646135	109646385	87.5	-4.9	4.171e-18	9.679e-16
