chr	start	end	baseMean	log2FoldChange	pvalue	padj
chr6	37271823	37272073	46.4	-3.2	2.102e-25	3.846e-22
chr1	23445747	23445997	36.3	-3.8	2.057e-25	4.027e-22
chr21	43885605	43885855	31.4	5.1	2.423e-25	4.547e-22
chr2	121832672	121832922	29.8	5	2.512e-25	5.325e-22
chr15	66923261	66923511	40.7	3.4	2.855e-25	5.325e-22
chr12	57068547	57068797	35.9	-4.3	3.583e-25	6.448e-22
chr15	78281694	78281944	77.4	-3	5.432e-25	6.647e-22
chr4	154694554	154694804	79.5	-3.1	5.760e-25	6.893e-22
chr7	132174597	132174847	56.5	5	1.364e-24	1.756e-21
chr11	114086659	114086909	68.9	3.9	1.187e-24	1.756e-21
chr7	55625473	55625723	34.2	4.8	1.214e-24	1.807e-21
chr3	193973341	193973591	60.8	3.5	1.560e-24	2.213e-21
chr9	123529027	123529277	31.4	3.4	1.662e-24	2.402e-21
chr1	236063839	236064089	41.4	4.6	2.136e-24	3.168e-21
chr11	61637316	61637566	53.6	3.2	2.740e-24	3.168e-21
chr2	43232696	43232946	49.5	3.7	2.667e-24	3.960e-21
chr6	164463370	164463620	38.6	4.1	2.853e-24	3.960e-21
chr10	121065617	121065867	40.6	4.2	2.770e-24	3.960e-21
chr3	10176206	10176456	29.5	4.8	3.495e-24	4.430e-21
chr9	124409312	124409562	33.8	5	3.258e-24	4.430e-21
chr7	5497579	5497829	32.4	4.6	3.446e-24	4.460e-21
chr1	28975438	28975688	44.6	3.1	3.228e-24	4.710e-21
chr10	32261475	32261725	47.9	4.6	3.863e-24	5.243e-21
chr1	45504696	45504946	25.7	5	3.750e-24	5.438e-21
chr6	160107843	160108093	32.1	4.3	6.542e-24	8.070e-21
chr8	129057247	129057497	41.2	4.1	6.923e-24	8.370e-21
chr2	218706847	218707097	79.9	-3.4	9.550e-24	8.374e-21
chr12	89888252	89888502	31.2	-5.6	9.603e-24	1.067e-20
chr9	139870319	139870569	44.3	3.5	9.976e-24	1.156e-20
chr6	3433357	3433607	35.1	-3.2	1.099e-23	1.249e-20
chr6	37102398	37102648	32.7	-4.8	1.270e-23	1.350e-20
chr9	126964826	126965076	37.9	2.9	1.371e-23	1.517e-20
chr17	18753269	18753519	34.4	-4.9	1.448e-23	1.582e-20
chr14	93035112	93035362	44.3	3.3	1.436e-23	1.647e-20
chr11	71659769	71660019	48.1	3.1	2.036e-23	1.700e-20
chr10	103877248	103877498	49.4	2.3	1.741e-23	1.824e-20
chr21	43648162	43648412	44.2	4.6	1.802e-23	1.862e-20
chr4	55437479	55437729	66.6	3.4	2.557e-23	1.886e-20
chr22	25550219	25550469	27.3	4.3	1.686e-23	1.975e-20
chr3	128735528	128735778	42.4	4.1	2.595e-23	2.578e-20
chr9	98225014	98225264	34	5	2.416e-23	2.757e-20
chr1	207242573	207242823	30.8	-5	3.257e-23	2.979e-20
chr17	3868507	3868757	46.1	3.9	4.092e-23	3.076e-20
chr2	70026256	70026506	69.6	4.6	4.219e-23	3.622e-20
chr18	13310298	13310548	47.4	5.1	3.732e-23	3.707e-20
chr5	85822667	85822917	70.9	4.4	8.268e-23	5.442e-20
chr20	32142831	32143081	71.1	-2.7	6.690e-23	5.533e-20
chr12	124508924	124509174	45.4	3.5	6.573e-23	5.915e-20
chr15	69407007	69407257	53	4.3	8.260e-23	6.678e-20
chr3	126630341	126630591	43	4.5	8.176e-23	7.188e-20
chr3	45615640	45615890	32.9	5	8.278e-23	7.194e-20
chr7	51444257	51444507	39.6	5.6	8.436e-23	7.236e-20
chr4	174382382	174382632	27	3.8	7.944e-23	7.913e-20
chr1	111704550	111704800	33.8	-3.3	9.699e-23	8.152e-20
chr6	37079878	37080128	39.6	-5	9.943e-23	8.251e-20
chr10	104522927	104523177	38.4	4.4	1.073e-22	8.926e-20
chr22	18348229	18348479	45.4	-3.3	1.438e-22	9.197e-20
chr2	74413143	74413393	36.8	3.9	1.131e-22	9.695e-20
chr9	14395756	14396006	87.8	-3.4	1.379e-22	1.021e-19
chr10	4983841	4984091	64.1	-3	1.432e-22	1.027e-19
chr1	207020929	207021179	29.3	4.8	1.453e-22	1.113e-19
chr1	53791818	53792068	112.8	2.6	1.815e-22	1.168e-19
chr8	123580167	123580417	28.9	5.3	1.636e-22	1.182e-19
chr1	181110635	181110885	49.8	-3.1	1.775e-22	1.222e-19
chr2	43952289	43952539	25	4.5	1.518e-22	1.325e-19
chr3	150444703	150444953	43.1	-3.3	2.047e-22	1.382e-19
chr1	156430355	156430605	47	3.5	1.921e-22	1.413e-19
chr1	54598265	54598515	55	4.4	2.037e-22	1.580e-19
chr1	22118207	22118457	37.1	4.4	2.522e-22	1.817e-19
chr13	34401324	34401574	37	-5.3	3.216e-22	2.289e-19
chr2	150076415	150076665	23.1	4.8	2.428e-22	2.420e-19
chr13	52761625	52761875	39.4	4	3.239e-22	2.420e-19
chr9	34158425	34158675	36	-3.1	3.467e-22	2.567e-19
chr14	55239980	55240230	26.5	3.7	3.424e-22	2.729e-19
chr6	41196501	41196751	41.7	-3.8	4.023e-22	2.780e-19
chr3	47446573	47446823	39.2	2.9	4.496e-22	3.043e-19
chr6	33253039	33253289	31.8	-3.2	5.343e-22	3.349e-19
chr16	71514932	71515182	32.6	-4.3	5.971e-22	3.751e-19
chr18	55298973	55299223	25.2	-4.8	5.024e-22	3.832e-19
chr1	43418240	43418490	82.1	-2.3	9.132e-22	4.203e-19
chr11	5173025	5173275	30.7	3.9	6.826e-22	4.325e-19
chr15	62386624	62386874	28.7	4.7	5.804e-22	4.325e-19
chr12	125352020	125352270	38.5	-3.1	7.091e-22	4.572e-19
chr10	112618088	112618338	31.1	4.2	7.616e-22	4.725e-19
chr20	3440713	3440963	26.9	4.2	6.658e-22	4.839e-19
chr2	97018753	97019003	41.6	-3	7.956e-22	4.887e-19
chr8	33371058	33371308	38	3.1	7.415e-22	4.887e-19
chr10	96059294	96059544	31.7	5.2	8.518e-22	4.923e-19
chr6	150284859	150285109	73	-2.6	1.123e-21	5.359e-19
chr17	15862545	15862795	28.2	4.4	8.301e-22	5.751e-19
chr18	2996269	2996519	37.6	-4.7	9.631e-22	5.751e-19
chr1	248022432	248022682	28.9	-3.9	1.016e-21	6.026e-19
chr14	106326083	106326333	40.2	3	1.088e-21	6.399e-19
chr8	21998345	21998595	89.3	-2.6	1.670e-21	6.865e-19
chr17	15862255	15862505	28.1	4.5	1.097e-21	7.353e-19
chr16	29674697	29674947	50.8	2.5	1.627e-21	7.357e-19
chr6	33928744	33928994	45.4	3.5	1.476e-21	7.657e-19
chr17	40464799	40465049	74	2.6	1.821e-21	8.109e-19
chr12	106696309	106696559	55	-2.3	1.333e-21	8.436e-19
chr2	43154667	43154917	41.3	3.1	1.556e-21	8.610e-19
chr17	4409601	4409851	26	3.7	1.340e-21	8.610e-19
chr8	11665777	11666027	49.3	-2.3	1.676e-21	9.717e-19
chr17	56406231	56406481	33.3	3.4	1.525e-21	9.717e-19
chr19	10727773	10728023	50.5	4.4	2.278e-21	9.717e-19
chr19	46712362	46712612	36.7	-3.1	1.870e-21	1.019e-18
chr2	99351444	99351694	32.3	5.7	1.962e-21	1.050e-18
chr8	100150187	100150437	113.1	-2.8	2.178e-21	1.075e-18
chr6	37019765	37020015	74.1	-2.9	2.898e-21	1.106e-18
chr5	179434682	179434932	26.6	4.6	1.863e-21	1.144e-18
chr15	68996871	68997121	43.2	5.2	2.455e-21	1.161e-18
chr1	116958406	116958656	52.9	3.3	2.971e-21	1.207e-18
chr19	703707	703957	35.3	3.7	2.525e-21	1.294e-18
chr11	68166543	68166793	57.8	-2.8	2.918e-21	1.343e-18
chr18	2982902	2983152	115.5	-2.9	3.211e-21	1.343e-18
chr12	120307620	120307870	27.3	-4.9	2.324e-21	1.356e-18
chr17	64459151	64459401	24	-3.5	2.176e-21	1.540e-18
chr14	103826957	103827207	76.7	-2.9	4.331e-21	1.578e-18
chr4	84195140	84195390	31.2	-4.7	3.289e-21	1.593e-18
chr5	169760156	169760406	39.3	3	3.637e-21	1.776e-18
chr17	33212141	33212391	31.5	4.3	3.945e-21	1.795e-18
chr17	21176312	21176562	111.3	-2.3	5.468e-21	1.868e-18
chr4	153877840	153878090	25.9	-4.4	3.379e-21	1.873e-18
chr17	42077607	42077857	54	3.6	4.980e-21	1.873e-18
chr2	103276677	103276927	32.1	3.9	4.130e-21	1.962e-18
chr8	126346323	126346573	23.8	4.3	3.001e-21	2.006e-18
chr1	31971675	31971925	32.8	4.1	5.284e-21	2.328e-18
chr22	39538407	39538657	27.6	-3.9	4.220e-21	2.328e-18
chr8	74432887	74433137	37.5	4.8	5.374e-21	2.481e-18
chr11	119565054	119565304	26.9	3.7	4.697e-21	2.519e-18
chr5	140058695	140058945	59.9	3.6	6.057e-21	2.519e-18
chr3	152747196	152747446	63.9	-3.3	7.666e-21	2.524e-18
chr21	15646174	15646424	55.4	-4.1	6.696e-21	2.755e-18
chr12	122442130	122442380	26.4	4.5	5.301e-21	2.776e-18
chr14	53684209	53684459	42.1	2.8	6.498e-21	2.940e-18
chr11	2323297	2323547	49.9	2.4	7.512e-21	3.340e-18
chr12	122884477	122884727	36.4	-2.5	7.228e-21	3.385e-18
chr15	64303048	64303298	56.2	4.3	8.472e-21	3.385e-18
chr15	74907033	74907283	85	-2.3	1.096e-20	3.392e-18
chr2	8365078	8365328	28.7	-4.2	6.626e-21	3.396e-18
chr16	84986341	84986591	56.7	4.3	8.645e-21	3.396e-18
chr4	68417977	68418227	27	4.6	6.845e-21	3.404e-18
chr16	85415654	85415904	39.8	3.1	7.858e-21	3.404e-18
chr21	43823846	43824096	26.4	4.2	7.291e-21	3.656e-18
chr6	2543113	2543363	41	4.4	9.331e-21	3.943e-18
chr18	21013387	21013637	41.7	-3.1	9.115e-21	4.078e-18
chr17	42359028	42359278	123.7	-2.4	1.054e-20	4.145e-18
chr14	77647195	77647445	39.9	5.1	1.084e-20	4.488e-18
chr14	105147271	105147521	86.4	-2.8	1.556e-20	4.555e-18
chr12	699451	699701	44	-3.8	1.046e-20	4.843e-18
chr16	167894	168144	61.4	-2.7	1.659e-20	5.334e-18
chr10	61787915	61788165	25	5.5	1.163e-20	5.487e-18
chr12	122087817	122088067	44	3.9	1.515e-20	5.572e-18
chr7	134832654	134832904	48.2	-3.9	1.883e-20	6.892e-18
chr16	22227762	22228012	62.6	4	2.407e-20	6.971e-18
chr7	72176043	72176293	27.4	4.4	1.551e-20	7.243e-18
chr3	107725032	107725282	31.4	3.3	1.935e-20	7.670e-18
chr11	85845760	85846010	31.3	3.2	2.193e-20	8.079e-18
chr18	21033724	21033974	33.8	-3.5	2.270e-20	8.902e-18
chr2	89034653	89034903	61	-3.4	2.517e-20	8.929e-18
chr6	35265432	35265682	35.9	2.8	2.364e-20	9.141e-18
chr6	146166148	146166398	39.3	-3.8	2.387e-20	9.203e-18
chr11	47347297	47347547	36.1	3.1	2.254e-20	9.223e-18
chr1	145382800	145383050	37.3	3.5	2.477e-20	9.471e-18
chr7	73208060	73208310	30.3	4	2.719e-20	1.034e-17
chr9	127888378	127888628	32.8	4.6	2.802e-20	1.057e-17
chr18	29598463	29598713	29.5	3.3	2.860e-20	1.057e-17
chr3	196949761	196950011	49.9	-4.2	2.976e-20	1.116e-17
chr10	100208236	100208486	34	-3.5	3.242e-20	1.130e-17
chr7	73702697	73702947	42.6	4.2	3.456e-20	1.278e-17
chr1	41099709	41099959	63.8	4.3	4.431e-20	1.488e-17
chr2	182170494	182170744	40.8	4.3	4.140e-20	1.519e-17
chr4	35762552	35762802	54.9	4.8	4.800e-20	1.596e-17
chr6	135644392	135644642	40.2	3.7	4.381e-20	1.596e-17
chr14	55569981	55570231	35	-2.7	4.569e-20	1.653e-17
chr5	169705625	169705875	44.9	3.7	4.549e-20	1.747e-17
chr2	26995286	26995536	78.5	-2.7	7.281e-20	1.845e-17
chr10	111981071	111981321	55.1	-3.3	5.290e-20	1.891e-17
chr12	53614069	53614319	24.5	3.5	4.076e-20	2.025e-17
chr1	114922697	114922947	25.8	4.2	5.152e-20	2.094e-17
chr2	86161315	86161565	27.1	4.9	5.082e-20	2.094e-17
chr3	5020739	5020989	40.1	2.8	5.985e-20	2.094e-17
chr16	50297291	50297541	49.4	3	5.963e-20	2.094e-17
chr14	93016269	93016519	39.2	2.9	5.820e-20	2.154e-17
chr14	55221461	55221711	36.8	4.6	6.282e-20	2.174e-17
chr19	18132247	18132497	51.2	-3.2	5.934e-20	2.177e-17
chr16	15617185	15617435	41.5	-2.8	6.439e-20	2.199e-17
chr8	21828654	21828904	25.2	-3.2	5.802e-20	2.313e-17
chr17	63224886	63225136	31.1	3.9	6.963e-20	2.313e-17
chr19	18259924	18260174	51.2	-2.2	6.069e-20	2.313e-17
chr6	112155774	112156024	30.6	-3.4	6.999e-20	2.358e-17
chr5	64396762	64397012	118.7	-3.2	7.595e-20	2.396e-17
chr8	49792730	49792980	31.1	-4.4	7.754e-20	2.420e-17
chr11	59333599	59333849	44	2.6	6.835e-20	2.420e-17
chr5	77917079	77917329	46.3	-4.4	7.712e-20	2.553e-17
chr5	138568001	138568251	27.3	5.8	7.284e-20	2.778e-17
chr6	53174335	53174585	41.1	2.9	8.721e-20	2.863e-17
chr18	13309778	13310028	29.7	5.8	9.282e-20	2.866e-17
chr10	103877514	103877764	36.5	2.6	9.484e-20	3.123e-17
chr2	143452994	143453244	31.6	4.3	1.007e-19	3.202e-17
chr1	110407074	110407324	31.5	4.1	1.021e-19	3.233e-17
chr22	43119008	43119258	34.1	5	1.052e-19	3.317e-17
chr22	36725318	36725568	33.4	3.3	1.063e-19	3.401e-17
chr2	30848682	30848932	30.7	4.1	1.162e-19	3.461e-17
chr14	23067810	23068060	27.1	-3.2	9.265e-20	3.470e-17
chr6	10587876	10588126	69	-3.5	1.607e-19	3.674e-17
chr3	167834108	167834358	44.1	3.3	1.110e-19	3.721e-17
chr12	54202826	54203076	30.3	4.6	1.211e-19	3.797e-17
chr1	208108513	208108763	28.3	4.5	1.073e-19	3.876e-17
chr14	81889945	81890195	23.8	3.7	8.889e-20	4.281e-17
chr5	173205797	173206047	25.3	-3.8	1.208e-19	4.327e-17
chr12	50262922	50263172	26.7	3.2	1.276e-19	4.551e-17
chr10	80853496	80853746	35.1	3.2	1.691e-19	5.232e-17
chr11	119239389	119239639	56	-2.5	1.881e-19	5.232e-17
chr2	127838106	127838356	29.2	3.2	1.783e-19	5.332e-17
chr4	140762713	140762963	35.9	5.1	1.798e-19	5.434e-17
chr6	36203148	36203398	35.2	-3	1.730e-19	5.569e-17
chr15	64814079	64814329	34	4.2	1.905e-19	5.628e-17
chr1	85744584	85744834	30.6	-2.9	2.138e-19	6.058e-17
chr1	111757220	111757470	28.4	3.9	1.809e-19	6.266e-17
chrX	53285058	53285308	23.3	3.5	1.508e-19	6.266e-17
chr1	205126352	205126602	55.9	3.9	2.963e-19	6.273e-17
chr5	118395619	118395869	24.3	3.7	1.325e-19	6.511e-17
chr9	126068199	126068449	33	-3.4	1.986e-19	6.798e-17
chr15	45341357	45341607	27.4	4.7	2.019e-19	6.844e-17
chr6	2124592	2124842	25.3	4.1	2.104e-19	7.249e-17
chr10	28783383	28783633	27.2	5	2.119e-19	7.271e-17
chr16	17476424	17476674	26.2	4.5	2.182e-19	7.410e-17
chr15	64142185	64142435	32.1	-3.7	2.821e-19	7.691e-17
chr12	27170345	27170595	20.1	4.1	1.932e-19	7.865e-17
chr1	19412870	19413120	23.8	-3.3	1.785e-19	7.920e-17
chr10	120850578	120850828	60.8	3.8	3.952e-19	8.158e-17
chr1	23851292	23851542	211.8	-2.5	2.863e-19	8.358e-17
chr22	38092773	38093023	51.4	3.2	2.621e-19	8.358e-17
chr5	137824211	137824461	25.6	4	2.719e-19	8.896e-17
chr9	100721245	100721495	47.1	-3.8	3.179e-19	8.939e-17
chr7	50564764	50565014	36	3.8	3.254e-19	9.100e-17
chr7	4589353	4589603	33.2	4.7	3.430e-19	9.539e-17
chr7	129649772	129650022	89.3	-2.6	4.856e-19	9.539e-17
chr2	158115130	158115380	75.6	-2.7	3.806e-19	9.804e-17
chr1	43918760	43919010	41.9	3.4	3.592e-19	9.866e-17
chr17	43242758	43243008	32.7	3.4	3.836e-19	9.866e-17
chr17	31187222	31187472	44.5	3.3	3.410e-19	1.052e-16
chr1	26396974	26397224	56.1	4.6	4.365e-19	1.083e-16
chr2	121049491	121049741	37.3	5.2	3.988e-19	1.085e-16
chr16	88866418	88866668	42.3	3.2	4.182e-19	1.128e-16
chr17	35994749	35994999	35.9	-4.9	4.169e-19	1.128e-16
chr3	39681442	39681692	23.7	4.5	2.801e-19	1.169e-16
chr22	26881824	26882074	37.3	-3.1	4.396e-19	1.178e-16
chr8	65543092	65543342	22	5	3.296e-19	1.248e-16
chr7	6102691	6102941	22.3	-4.5	2.880e-19	1.277e-16
chr1	227975674	227975924	49.4	2.7	4.927e-19	1.308e-16
chr3	167659522	167659772	35.7	4.4	4.992e-19	1.321e-16
chr5	177876186	177876436	22.3	4	3.629e-19	1.337e-16
chr9	111885377	111885627	36.7	-3.7	5.101e-19	1.338e-16
chr18	32914231	32914481	23.6	-3.9	3.837e-19	1.404e-16
chr9	86958139	86958389	33	4.9	5.736e-19	1.470e-16
chr5	154161932	154162182	32.5	-2.6	6.107e-19	1.501e-16
chr14	102974809	102975059	78.4	-2.5	7.912e-19	1.505e-16
chr14	24640930	24641180	31.5	3.1	5.128e-19	1.542e-16
chr15	31246275	31246525	57.3	-2.8	8.398e-19	1.564e-16
chr3	169657119	169657369	112.1	-3.2	7.805e-19	1.648e-16
chr15	65510382	65510632	68.7	-2.9	9.238e-19	1.688e-16
chr19	24269782	24270032	45	2.8	6.300e-19	1.808e-16
chr6	3427682	3427932	46.7	-2.9	6.345e-19	1.815e-16
chr10	63525397	63525647	58.8	3.8	1.027e-18	1.857e-16
chr8	95956697	95956947	34.5	-2.9	6.494e-19	1.908e-16
chr16	89547842	89548092	22.5	-3.8	5.434e-19	1.935e-16
chr19	1245142	1245392	74.3	-2.4	1.091e-18	1.979e-16
chr11	61595247	61595497	44.1	2.4	7.352e-19	2.068e-16
chr12	95494061	95494311	27.5	3.7	7.487e-19	2.151e-16
chr18	9117362	9117612	28.9	-4.1	9.257e-19	2.151e-16
chr6	43954281	43954531	29.8	3	9.388e-19	2.195e-16
chr7	129588758	129589008	42	-2.4	9.053e-19	2.217e-16
chr9	14927096	14927346	38.1	5.1	8.448e-19	2.217e-16
chr9	80524292	80524542	36.3	3.7	9.421e-19	2.309e-16
chr6	41008917	41009167	34.5	-3.9	9.966e-19	2.382e-16
chr19	4153396	4153646	26.9	3.2	8.432e-19	2.382e-16
chr8	37870750	37871000	22.9	4.1	6.500e-19	2.445e-16
chr6	4931824	4932074	23.9	-4.2	6.275e-19	2.527e-16
chr21	47862989	47863239	49.8	-3.3	1.051e-18	2.535e-16
chr9	130646808	130647058	84.3	2.8	1.498e-18	2.537e-16
chr8	108764002	108764252	30.5	4.7	1.121e-18	2.538e-16
chr11	66675796	66676046	76.4	-3.1	1.549e-18	2.598e-16
chr18	71944646	71944896	33.7	-4.4	9.360e-19	2.598e-16
chr11	78377710	78377960	45	3.9	1.131e-18	2.680e-16
chr14	105198867	105199117	74	-2.9	1.565e-18	2.680e-16
chr2	8738475	8738725	67.7	-3.8	1.261e-18	2.705e-16
chr9	90340842	90341092	108.5	-2.9	1.711e-18	2.955e-16
chr18	3512097	3512347	34.8	4.3	1.225e-18	3.060e-16
chr1	224688097	224688347	47.1	-4	1.251e-18	3.110e-16
chr3	195908752	195909002	41.1	3.1	1.318e-18	3.110e-16
chr22	36875135	36875385	26.3	3.2	1.170e-18	3.166e-16
chr17	79702841	79703091	35.2	3	1.374e-18	3.169e-16
chr19	57078754	57079004	29.4	3.9	1.178e-18	3.169e-16
chr1	28499231	28499481	23.7	3.8	8.927e-19	3.422e-16
chr8	117196305	117196555	36	4.8	1.515e-18	3.462e-16
chr18	21656208	21656458	30.6	3.8	1.617e-18	3.462e-16
chr11	71749551	71749801	27	-4	1.327e-18	3.527e-16
chr2	145606094	145606344	21.1	4.6	1.112e-18	3.582e-16
chr7	43623014	43623264	106.4	-2	1.704e-18	3.586e-16
chr9	19748759	19749009	27.5	4.3	1.343e-18	3.586e-16
chr1	146555993	146556243	21.5	4.9	1.162e-18	3.661e-16
chr10	111911362	111911612	26.4	-3.8	1.456e-18	3.864e-16
chr2	219181372	219181622	35.8	-4.4	1.747e-18	3.892e-16
chr8	21916379	21916629	64.1	-2.3	1.916e-18	3.892e-16
chr3	156837163	156837413	23.2	4	1.305e-18	4.119e-16
chr12	114087102	114087352	30.5	5.3	1.603e-18	4.149e-16
chr1	35128712	35128962	20.7	4.2	1.330e-18	4.175e-16
chr22	25472447	25472697	21	4.5	1.372e-18	4.262e-16
chr19	6238221	6238471	27.2	4.4	1.688e-18	4.304e-16
chr12	96765293	96765543	30.9	-2.9	2.220e-18	4.596e-16
chr19	33162787	33163037	25.6	3	1.809e-18	4.596e-16
chr17	14204160	14204410	62.9	3.4	3.098e-18	4.835e-16
chr14	105541730	105541980	31.3	3.2	2.388e-18	4.862e-16
chr5	36442550	36442800	27.8	3.3	1.947e-18	4.958e-16
chr19	28284172	28284422	26.6	3.9	1.981e-18	4.966e-16
chr5	37672377	37672627	30	3.6	2.340e-18	5.055e-16
chr20	35252811	35253061	24.3	4.9	1.696e-18	5.175e-16
chr6	74132251	74132501	45.7	3	2.380e-18	5.445e-16
chr22	27054912	27055162	52.7	-2.5	2.486e-18	5.670e-16
chr22	22108975	22109225	70.7	2.7	3.406e-18	5.722e-16
chr1	231120896	231121146	27.1	3.4	2.323e-18	5.724e-16
chr9	110981985	110982235	27.5	-3.8	2.333e-18	5.770e-16
chr14	95997879	95998129	21.4	-4.4	2.001e-18	6.012e-16
chr2	24247914	24248164	31.3	-3.4	2.853e-18	6.027e-16
chr17	15139539	15139789	26.1	4.5	2.590e-18	6.312e-16
chr22	39541717	39541967	48.3	-2.2	2.899e-18	6.485e-16
chr20	10652043	10652293	43	2.9	3.112e-18	6.597e-16
chr1	27113413	27113663	48.7	2.2	2.835e-18	6.669e-16
chr2	268426	268676	70.7	-3	4.085e-18	6.694e-16
chr6	52794113	52794363	26.4	3.4	3.046e-18	7.369e-16
chr1	228608857	228609107	26.6	4.8	3.179e-18	7.618e-16
chr10	110171077	110171327	29.9	3.4	3.685e-18	7.618e-16
chr18	2980427	2980677	32.1	-3.4	4.063e-18	7.827e-16
chr22	32333424	32333674	38.7	3.1	3.715e-18	8.133e-16
chr19	3950887	3951137	33.7	2.6	4.213e-18	8.159e-16
chr1	51986086	51986336	78.7	2.9	4.360e-18	8.288e-16
chr1	207844448	207844698	22.1	-4.1	3.036e-18	8.608e-16
chr6	82915862	82916112	22.5	3.6	2.989e-18	8.608e-16
chr7	5837434	5837684	28.7	3.4	3.668e-18	8.608e-16
chr7	68884394	68884644	38.9	4.2	4.320e-18	8.741e-16
chr18	23554730	23554980	16.2	3.9	3.649e-18	8.745e-16
chr7	151068432	151068682	22.7	-3.2	3.129e-18	8.796e-16
chr1	108559068	108559318	29.1	5.6	4.771e-18	8.930e-16
chr14	50810845	50811095	104	-2.6	6.296e-18	8.930e-16
chr7	33080473	33080723	46.8	-2.3	4.257e-18	9.052e-16
chr18	33442089	33442339	26.1	4.1	4.070e-18	9.378e-16
chr1	226190559	226190809	45.7	2.7	5.281e-18	9.520e-16
chr14	64645591	64645841	23.3	-5.7	3.110e-18	9.520e-16
chr17	16302050	16302300	60.7	-2.8	5.292e-18	9.520e-16
chr1	22076385	22076635	35.9	3.8	4.996e-18	9.805e-16
chr11	128756438	128756688	20.5	3.8	3.542e-18	9.805e-16
chr10	9867406	9867656	35.7	3.9	4.717e-18	9.849e-16
chr17	26313913	26314163	37.9	3.5	5.062e-18	9.901e-16
chrX	52089974	52090224	21.1	-4.5	3.604e-18	9.955e-16
chr20	48814028	48814278	17.2	4.1	4.326e-18	1.035e-15
chr17	48922504	48922754	33.5	-4.4	4.592e-18	1.038e-15
chr7	1573551	1573801	52.4	-3	6.205e-18	1.089e-15
chr9	127420519	127420769	35.6	3.4	5.645e-18	1.089e-15
chr5	146596261	146596511	26.7	3.9	4.986e-18	1.111e-15
chr6	2858161	2858411	30.6	3	6.170e-18	1.117e-15
chr12	12595095	12595345	24.3	5.4	4.169e-18	1.117e-15
chr2	148967262	148967512	46.7	-3.3	6.475e-18	1.123e-15
chr15	40842198	40842448	42.8	-4.2	5.895e-18	1.123e-15
chr4	3081485	3081735	36.2	3.1	6.196e-18	1.179e-15
chr22	38070986	38071236	41.6	3.2	6.234e-18	1.181e-15
chr2	129230740	129230990	49.5	4.1	6.039e-18	1.217e-15
chr15	33970883	33971133	17.5	4.5	6.336e-18	1.233e-15
chr2	182232198	182232448	25.4	3.7	5.652e-18	1.248e-15
chr3	196126482	196126732	22.8	3.4	4.883e-18	1.289e-15
chr8	101428398	101428648	28.8	-2.8	5.938e-18	1.296e-15
chr15	70740376	70740626	52.6	3.1	9.112e-18	1.340e-15
chr12	133047763	133048013	32.7	4.6	6.240e-18	1.355e-15
