chr	start	end	baseMean	log2FoldChange	pvalue	padj
chr2	99351444	99351694	32.3	2.9	1.024e-15	4.551e-13
chr7	104584047	104584297	27.7	4.8	8.818e-16	4.911e-13
chr5	14483971	14484221	31.1	-3.8	1.184e-15	4.994e-13
chr2	190386431	190386681	18.5	3.7	9.214e-16	5.103e-13
chr3	5020317	5020567	42.4	2.2	1.290e-15	5.256e-13
chr15	73024898	73025148	14.5	3.9	1.067e-15	5.949e-13
chr9	98225014	98225264	34	2.6	1.424e-15	6.113e-13
chr5	169760156	169760406	39.3	2.3	1.533e-15	6.141e-13
chr19	46712362	46712612	36.7	-2.6	1.608e-15	6.292e-13
chr8	37870750	37871000	22.9	2.9	1.166e-15	6.357e-13
chr10	71882599	71882849	18.9	4.7	9.962e-16	6.491e-13
chr7	94250043	94250293	19.4	4.5	1.349e-15	6.615e-13
chr4	114276852	114277102	24.1	4.3	1.179e-15	7.599e-13
chr2	43390415	43390665	32.9	-2.9	1.988e-15	8.370e-13
chr2	11538932	11539182	130.4	-2.5	5.759e-15	8.471e-13
chr8	97924083	97924333	41.6	-2.6	2.281e-15	8.740e-13
chr2	158115130	158115380	75.6	-2.4	4.633e-15	9.433e-13
chr9	100702592	100702842	43.4	-2.6	2.575e-15	9.458e-13
chr9	123529027	123529277	31.4	2.1	2.308e-15	9.458e-13
chr19	704094	704344	30	2.6	2.378e-15	9.477e-13
chr22	19879125	19879375	17.7	3.6	1.880e-15	9.477e-13
chr11	127909593	127909843	24.7	3.6	1.928e-15	9.844e-13
chr6	41008917	41009167	34.5	-3.5	2.664e-15	1.006e-12
chr19	4145827	4146077	20.4	4.1	2.217e-15	1.020e-12
chr1	156847616	156847866	86.6	-2.6	6.823e-15	1.021e-12
chr20	48814028	48814278	17.2	2.8	2.055e-15	1.026e-12
chr22	40725152	40725402	21	3.1	2.101e-15	1.026e-12
chr11	85845760	85846010	31.3	2.3	2.874e-15	1.057e-12
chr1	214593063	214593313	63.3	-2.3	3.989e-15	1.067e-12
chr7	38380978	38381228	26.9	3.1	2.216e-15	1.156e-12
chr13	80025729	80025979	16.4	3.8	2.600e-15	1.268e-12
chr10	45352200	45352450	14.8	3.8	2.913e-15	1.286e-12
chr2	7148172	7148422	25.3	3.1	2.957e-15	1.290e-12
chr3	123066097	123066347	77.7	-2.4	7.034e-15	1.311e-12
chr1	20525588	20525838	13.5	3.4	2.800e-15	1.314e-12
chr1	204146305	204146555	23.3	3.5	2.839e-15	1.345e-12
chr18	21656208	21656458	30.6	3	3.598e-15	1.345e-12
chr4	4325934	4326184	15.8	3.6	2.729e-15	1.369e-12
chr5	149551753	149552003	16.4	3.2	2.944e-15	1.369e-12
chr14	31121297	31121547	37.9	-3.3	4.066e-15	1.378e-12
chr6	150284859	150285109	73	-2.2	4.249e-15	1.385e-12
chr19	8033790	8034040	24.5	-3.3	3.068e-15	1.385e-12
chr2	70237506	70237756	21.3	3.2	2.514e-15	1.390e-12
chr9	124409312	124409562	33.8	2.4	4.010e-15	1.421e-12
chr10	110171077	110171327	29.9	2.7	3.446e-15	1.478e-12
chr17	56406963	56407213	75.7	1.9	8.816e-15	1.570e-12
chr6	2124592	2124842	25.3	2.8	3.596e-15	1.583e-12
chr1	146556318	146556568	20.6	2.7	3.677e-15	1.622e-12
chr11	45114883	45115133	22	3.1	3.151e-15	1.694e-12
chr5	123679273	123679523	17.7	5.6	4.420e-15	1.790e-12
chr3	10176206	10176456	29.5	2.3	5.738e-15	1.889e-12
chr22	36725318	36725568	33.4	2.5	4.473e-15	1.973e-12
chr5	146596261	146596511	26.7	3	5.496e-15	2.181e-12
chr1	210547201	210547451	14.1	5.5	5.000e-15	2.181e-12
chr1	234694179	234694429	49.1	2.5	7.136e-15	2.181e-12
chr16	17476424	17476674	26.2	2.8	4.749e-15	2.181e-12
chr19	18401254	18401504	28	3.2	5.052e-15	2.181e-12
chr11	93529690	93529940	30.9	-4.1	7.521e-15	2.400e-12
chr5	64056184	64056434	19.2	3.1	4.702e-15	2.416e-12
chr17	57367810	57368060	55.5	2.7	9.619e-15	2.540e-12
chr3	19979121	19979371	27.7	3.2	6.704e-15	2.772e-12
chr4	5824443	5824693	15.5	4.7	6.611e-15	2.789e-12
chr5	141566578	141566828	19.2	3.5	6.823e-15	2.814e-12
chr2	64581990	64582240	18.3	4.9	6.403e-15	2.865e-12
chr11	59534773	59535023	17.9	3.4	6.031e-15	3.019e-12
chr10	114172522	114172772	15.9	3.1	7.003e-15	3.094e-12
chr19	50279108	50279358	66.3	-2.1	1.379e-14	3.094e-12
chr15	45341357	45341607	27.4	3.1	8.888e-15	3.303e-12
chr17	42325922	42326172	23.5	-3.7	7.062e-15	3.475e-12
chr3	126627625	126627875	17.1	4.3	9.650e-15	3.580e-12
chr1	26880435	26880685	60.5	-1.9	1.655e-14	3.647e-12
chr22	41361997	41362247	64.3	-2.4	1.333e-14	3.802e-12
chr8	100150187	100150437	113.1	-2.3	3.429e-14	3.830e-12
chr18	3512097	3512347	34.8	3.2	1.308e-14	4.142e-12
chr13	31151512	31151762	19.7	3.1	1.127e-14	4.392e-12
chr15	64814079	64814329	34	3	1.432e-14	4.498e-12
chr3	24393316	24393566	22.7	3.2	1.258e-14	4.863e-12
chr12	51235895	51236145	20.6	3.1	1.267e-14	4.876e-12
chr3	72319270	72319520	74.4	-2.6	2.392e-14	5.159e-12
chr3	156242462	156242712	17.7	4.1	1.320e-14	5.165e-12
chr20	685438	685688	14.1	3.6	1.388e-14	5.348e-12
chr6	112155774	112156024	30.6	-2.9	1.472e-14	5.376e-12
chr5	65916643	65916893	13.5	4.5	1.553e-14	5.463e-12
chr18	42686434	42686684	22.5	3.9	1.497e-14	5.626e-12
chr18	57590444	57590694	14.5	3.3	1.625e-14	5.670e-12
chr11	12265772	12266022	23	-3.4	1.574e-14	5.846e-12
chr13	28242155	28242405	16.3	3	1.534e-14	5.846e-12
chr10	112534041	112534291	20.8	3.4	1.291e-14	5.881e-12
chr6	27560395	27560645	15.9	3.5	1.560e-14	5.889e-12
chr3	48701099	48701349	34.2	2.7	1.992e-14	5.917e-12
chr7	66019280	66019530	22.8	-4.2	1.627e-14	5.949e-12
chr2	202022975	202023225	39.9	2.1	2.310e-14	6.083e-12
chr6	26323129	26323379	28.7	2.1	1.640e-14	6.135e-12
chr11	128756438	128756688	20.5	2.6	1.726e-14	6.238e-12
chr18	77361320	77361570	15.7	3.3	1.745e-14	6.365e-12
chr19	1632962	1633212	129.3	-1.7	6.210e-14	6.784e-12
chr9	19901638	19901888	14.8	3	1.911e-14	6.997e-12
chr7	29790653	29790903	14.1	3.4	1.996e-14	7.196e-12
chr2	43154667	43154917	41.3	2.2	2.857e-14	7.326e-12
chr15	70784662	70784912	15.4	3.4	2.308e-14	7.605e-12
chr9	134609170	134609420	22.4	3.4	2.150e-14	8.260e-12
chr2	43380217	43380467	49.8	-2.2	3.897e-14	8.588e-12
chr7	138809096	138809346	21.7	4.1	2.003e-14	8.621e-12
chr17	65427733	65427983	17.6	4	2.496e-14	8.740e-12
chr9	132891469	132891719	35.4	1.9	3.505e-14	8.757e-12
chr15	66923261	66923511	40.7	2	3.455e-14	8.757e-12
chr5	115827765	115828015	23.4	3.4	2.356e-14	8.867e-12
chr15	80346639	80346889	17.3	3.3	2.607e-14	8.996e-12
chr2	103276677	103276927	32.1	2.6	3.356e-14	9.048e-12
chr5	118395619	118395869	24.3	2.5	2.430e-14	9.048e-12
chr16	167894	168144	61.4	-2.2	4.738e-14	9.048e-12
chr8	27219296	27219546	108.3	-2.5	6.841e-14	9.310e-12
chr21	15643432	15643682	116.3	-3	9.176e-14	9.418e-12
chr11	67913640	67913890	23.5	2.6	2.591e-14	9.507e-12
chr6	160683422	160683672	68.8	-2.6	5.484e-14	1.010e-11
chr5	180565338	180565588	29.4	-2.8	3.204e-14	1.030e-11
chr4	6771090	6771340	56.1	-2.2	4.367e-14	1.049e-11
chr18	55926000	55926250	25.3	-3.4	3.096e-14	1.057e-11
chr12	6444824	6445074	20.3	2.6	2.619e-14	1.064e-11
chr2	129818704	129818954	19.7	4.3	3.295e-14	1.083e-11
chr8	126346323	126346573	23.8	2.4	3.434e-14	1.124e-11
chr12	124508924	124509174	45.4	2.4	5.478e-14	1.124e-11
chr1	241690490	241690740	36.5	-2.7	4.889e-14	1.142e-11
chr11	60631481	60631731	16.8	3.4	2.861e-14	1.142e-11
chr19	49184346	49184596	13	3.8	3.437e-14	1.142e-11
chr11	59333599	59333849	44	2	5.063e-14	1.179e-11
chr8	141305391	141305641	16.9	3.4	3.097e-14	1.225e-11
chr17	55456879	55457129	23.3	3.2	3.768e-14	1.317e-11
chr2	232478500	232478750	28.3	2.8	4.056e-14	1.327e-11
chr6	139855321	139855571	70.7	-2.5	7.559e-14	1.327e-11
chr9	130701782	130702032	28.9	-2.7	5.176e-14	1.327e-11
chr1	207818211	207818461	99.5	-2.2	1.390e-13	1.339e-11
chr7	100399852	100400102	35.6	2.1	5.961e-14	1.356e-11
chr1	149291175	149291425	21.7	3	4.019e-14	1.377e-11
chr1	156097018	156097268	64.7	2.3	8.021e-14	1.394e-11
chr8	42516879	42517129	14.3	3.4	4.390e-14	1.401e-11
chr4	124521198	124521448	26.4	2.6	4.675e-14	1.451e-11
chr7	92811290	92811540	30.6	-2.5	5.834e-14	1.461e-11
chr3	105718789	105719039	10.1	3.8	4.804e-14	1.493e-11
chrX	67000602	67000852	14.6	4.3	4.827e-14	1.493e-11
chr1	117670601	117670851	49.3	-2.6	7.876e-14	1.502e-11
chr5	77917079	77917329	46.3	-3.6	8.222e-14	1.597e-11
chr10	86053457	86053707	24.4	3.4	4.317e-14	1.619e-11
chr13	22035369	22035619	16.8	3.1	4.343e-14	1.623e-11
chr15	42900332	42900582	27.4	3.7	5.060e-14	1.671e-11
chr2	121364543	121364793	13	3.4	5.579e-14	1.692e-11
chr1	32959867	32960117	16.6	3.2	5.151e-14	1.694e-11
chr4	70866520	70866770	11	4.2	5.041e-14	1.694e-11
chr4	89916438	89916688	17.9	-3.3	4.631e-14	1.704e-11
chr1	31971675	31971925	32.8	2.7	5.632e-14	1.719e-11
chr1	31392324	31392574	19.3	2.9	5.773e-14	1.724e-11
chr2	134876036	134876286	18.2	2.9	5.869e-14	1.747e-11
chr3	52216229	52216479	29.6	2.8	5.994e-14	1.810e-11
chr8	22758376	22758626	62.3	-2.7	1.107e-13	1.810e-11
chr15	78281694	78281944	77.4	-2.2	2.045e-13	1.830e-11
chr18	55298973	55299223	25.2	-3.8	6.275e-14	1.834e-11
chr11	61717106	61717356	43.8	-3.9	1.003e-13	1.836e-11
chr11	2121636	2121886	46.2	-2.1	1.035e-13	1.871e-11
chr3	14607901	14608151	16.5	4.2	6.430e-14	1.873e-11
chr18	43304027	43304277	68.8	-2.2	1.156e-13	1.877e-11
chr12	51789318	51789568	30.1	2.8	8.792e-14	1.923e-11
chr19	41328866	41329116	24.7	2.6	6.140e-14	1.923e-11
chr14	106374450	106374700	33.3	2.2	6.722e-14	1.971e-11
chr13	31314424	31314674	22.5	3.5	7.015e-14	2.001e-11
chr3	16950455	16950705	26	-3	7.091e-14	2.066e-11
chr4	47467054	47467304	26.2	-3.5	6.793e-14	2.102e-11
chr2	129252153	129252403	13.9	4.8	8.018e-14	2.107e-11
chr6	44026299	44026549	38.9	2.5	9.219e-14	2.107e-11
chr17	73845427	73845677	35.6	-2.2	1.072e-13	2.178e-11
chr17	56406231	56406481	33.3	2.1	7.731e-14	2.219e-11
chr6	84981142	84981392	17.1	-3.9	6.556e-14	2.255e-11
chr17	66382692	66382942	35.1	-3.3	1.128e-13	2.297e-11
chr17	32198826	32199076	244.4	-2.1	2.977e-13	2.350e-11
chr2	9782921	9783171	17.2	2.8	6.908e-14	2.356e-11
chr3	151149740	151149990	29.1	3.5	8.544e-14	2.417e-11
chr11	44883857	44884107	34.1	3.4	9.136e-14	2.425e-11
chr11	4403205	4403455	38.8	-2.4	1.233e-13	2.474e-11
chr12	122442130	122442380	26.4	2.5	8.843e-14	2.480e-11
chr20	40037125	40037375	21.2	4.3	9.226e-14	2.532e-11
chr3	169657119	169657369	112.1	-2.6	3.799e-13	2.600e-11
chr22	40114290	40114540	16.3	-3.1	1.026e-13	2.852e-11
chr6	143223837	143224087	22.3	3	8.756e-14	2.918e-11
chr9	100944445	100944695	29.5	2.9	1.350e-13	2.948e-11
chr2	97018753	97019003	41.6	-2.3	1.490e-13	2.985e-11
chr12	85850801	85851051	13.3	3.2	1.162e-13	3.157e-11
chrX	55057328	55057578	30.4	-2.9	1.225e-13	3.160e-11
chr7	108245215	108245465	64.7	-3.1	2.237e-13	3.287e-11
chr17	15554987	15555237	48.6	2.5	2.034e-13	3.366e-11
chr7	24740252	24740502	14.8	3.3	1.207e-13	3.382e-11
chr3	49503134	49503384	23.8	2.7	1.296e-13	3.429e-11
chr2	127838106	127838356	29.2	2.2	1.717e-13	3.448e-11
chr8	28347710	28347960	14.1	3.4	1.333e-13	3.528e-11
chr16	56353352	56353602	58.5	-2.6	1.868e-13	3.542e-11
chr7	51444257	51444507	39.6	2.7	1.857e-13	3.606e-11
chr12	120307620	120307870	27.3	-3.9	1.265e-13	3.606e-11
chr15	89545523	89545773	17.2	3.5	1.356e-13	3.615e-11
chr18	2996269	2996519	37.6	-3.7	1.943e-13	3.734e-11
chr2	75089506	75089756	15.7	3.9	1.426e-13	3.781e-11
chr10	74150518	74150768	23	-2.8	1.346e-13	3.789e-11
chr18	24091487	24091737	14	3	1.482e-13	3.835e-11
chr1	26883486	26883736	23.1	-2.8	1.572e-13	4.033e-11
chr1	95221336	95221586	21.1	3	1.590e-13	4.089e-11
chr6	37079878	37080128	39.6	-3.8	2.191e-13	4.089e-11
chr18	21013387	21013637	41.7	-2.5	2.002e-13	4.124e-11
chr20	30258538	30258788	84.6	-2.1	4.201e-13	4.292e-11
chr15	64731236	64731486	14.6	3.3	1.909e-13	4.506e-11
chr4	174382382	174382632	27	2.2	1.767e-13	4.573e-11
chr14	90472483	90472733	15.5	2.9	1.844e-13	4.704e-11
chr18	33442089	33442339	26.1	2.8	1.969e-13	4.945e-11
chr18	53415532	53415782	20	3.2	1.991e-13	4.987e-11
chr1	229283919	229284169	18.4	3.1	1.847e-13	5.060e-11
chr17	76744861	76745111	29.5	2.2	2.684e-13	5.094e-11
chr3	54677199	54677449	14.6	-4.5	2.187e-13	5.713e-11
chr11	68166543	68166793	57.8	-2.1	3.192e-13	5.713e-11
chr12	56916224	56916474	12.4	3.4	2.474e-13	5.713e-11
chr19	6238221	6238471	27.2	2.7	2.253e-13	5.731e-11
chr22	24026264	24026514	24.9	-3.6	2.520e-13	5.739e-11
chr22	19920172	19920422	175.5	-2.1	9.327e-13	5.756e-11
chr6	3427682	3427932	46.7	-2.4	3.710e-13	5.772e-11
chr3	10178908	10179158	13.7	3.5	2.347e-13	6.051e-11
chr1	39633605	39633855	18.4	2.9	2.315e-13	6.151e-11
chr4	40292457	40292707	11.1	4	2.466e-13	6.151e-11
chr11	108273062	108273312	12.3	3.8	2.735e-13	6.151e-11
chr14	56825995	56826245	11.6	4.6	2.187e-13	6.151e-11
chr20	44513604	44513854	22.5	3.1	2.475e-13	6.151e-11
chr6	37250238	37250488	29.9	-3.2	2.926e-13	6.782e-11
chr4	89219308	89219558	13.2	3.1	2.821e-13	6.803e-11
chr20	35939485	35939735	24.7	-2.9	2.789e-13	6.834e-11
chr5	53309505	53309755	34.3	-2.7	2.904e-13	7.098e-11
chr9	126817080	126817330	20.4	3.6	3.041e-13	7.398e-11
chr17	75033185	75033435	22.1	3	3.118e-13	7.398e-11
chr3	184025798	184026048	15.5	-3.3	3.204e-13	7.682e-11
chr7	70034527	70034777	25	3.1	3.526e-13	7.712e-11
chr5	171155775	171156025	11.6	4.3	3.336e-13	7.840e-11
chr1	147806570	147806820	43.9	2.2	5.270e-13	7.874e-11
chr2	234126559	234126809	120.8	-2.3	1.089e-12	7.891e-11
chr1	224688097	224688347	47.1	-3.3	5.486e-13	8.061e-11
chr2	202649388	202649638	14.4	3.5	3.680e-13	8.633e-11
chr2	118709860	118710110	24.7	-3.1	3.710e-13	8.903e-11
chr17	32216083	32216333	24.2	-2.3	3.900e-13	9.275e-11
chr9	136113835	136114085	26.2	2.2	3.921e-13	9.304e-11
chrX	52102885	52103135	32.6	-2.6	4.283e-13	9.541e-11
