chr	start	end	baseMean	log2FoldChange	pvalue	padj
chr2	217548654	217548904	9.6	3.3	7.582e-12	9.965e-09
chr15	74712688	74712938	186.1	-3.1	9.809e-13	9.965e-09
chr6	33928744	33928994	45.4	-3.3	7.862e-12	1.027e-08
chr7	66223955	66224205	12.5	3.6	9.043e-12	1.055e-08
chr1	2165867	2166117	40	2.1	8.317e-12	1.059e-08
chr19	50323570	50323820	103.3	-3	4.960e-12	1.059e-08
chr20	60849662	60849912	69.7	-2.9	4.954e-12	1.059e-08
chr3	42208490	42208740	118	-3.3	1.153e-12	1.095e-08
chr2	205889849	205890099	41.8	-3.6	9.596e-12	1.161e-08
chr1	42268577	42268827	8.2	4.2	9.411e-12	1.182e-08
chr3	40543564	40543814	73.4	-3.7	8.207e-12	1.182e-08
chr10	32261475	32261725	47.9	-3.6	1.042e-11	1.182e-08
chr11	5305874	5306124	224.2	-3.2	1.347e-12	1.182e-08
chr14	103822098	103822348	79.3	-3.5	5.939e-12	1.182e-08
chr17	65213626	65213876	40.5	-2.6	9.435e-12	1.182e-08
chr19	1207941	1208191	190.9	-2.6	1.303e-12	1.182e-08
chr15	69407007	69407257	53	-3.7	8.019e-12	1.189e-08
chr12	53191006	53191256	94.8	-3	5.998e-12	1.267e-08
chr16	19499265	19499515	155.5	-3.7	1.666e-12	1.423e-08
chr2	158117871	158118121	153.2	-3.1	1.802e-12	1.513e-08
chr17	27452019	27452269	61.2	-2.4	9.847e-12	1.615e-08
chr12	95567737	95567987	54.3	-3.7	1.182e-11	1.653e-08
chr18	9191665	9191915	42.8	-3.1	1.522e-11	1.653e-08
chr1	40849294	40849544	111.4	-3.9	9.245e-12	1.653e-08
chr5	140058695	140058945	59.9	-3.1	9.589e-12	1.706e-08
chr9	130391445	130391695	85.1	-3.4	1.009e-11	1.725e-08
chr9	138843867	138844117	179.7	-3	2.180e-12	1.725e-08
chr10	71094171	71094421	83.6	-2.8	9.975e-12	1.725e-08
chr16	163479	163729	284.6	-2.4	2.241e-12	1.725e-08
chr8	14513212	14513462	8.4	3.4	1.521e-11	1.733e-08
chr10	5333669	5333919	22.8	2.7	1.280e-11	1.733e-08
chr5	131330312	131330562	194.1	-3.1	2.419e-12	1.755e-08
chr5	148442765	148443015	184	-3.5	2.402e-12	1.755e-08
chr7	100239123	100239373	83.5	-2	4.447e-12	1.755e-08
chr19	40837068	40837318	11.8	3.4	1.998e-11	1.755e-08
chr20	25021204	25021454	85.6	-3.1	4.598e-12	1.755e-08
chr19	44245607	44245857	42.2	-3	1.902e-11	1.757e-08
chr22	18307278	18307528	136.8	-4.2	2.452e-12	1.762e-08
chr3	42878150	42878400	87.3	-2.9	1.137e-11	1.766e-08
chr22	24949709	24949959	88.9	-2.6	1.013e-11	1.766e-08
chr14	50466049	50466299	17.1	2.7	2.326e-11	1.791e-08
chr19	48000677	48000927	60.9	-3.4	2.044e-11	2.060e-08
chr20	45669398	45669648	63.4	-4.2	1.537e-11	2.077e-08
chr2	43232696	43232946	49.5	-2.9	2.419e-11	2.083e-08
chr9	130646808	130647058	84.3	-2.6	5.929e-12	2.083e-08
chr17	34075332	34075582	42.1	-2.3	2.414e-11	2.083e-08
chr22	24038488	24038738	9.8	3.5	2.432e-11	2.083e-08
chr5	72249480	72249730	102	-3.2	1.472e-11	2.131e-08
chr17	21199957	21200207	175.6	-2.7	3.260e-12	2.131e-08
chr19	5091123	5091373	87.4	-3.2	1.485e-11	2.132e-08
chr8	23366317	23366567	186.3	-3.5	3.555e-12	2.288e-08
chr12	32200870	32201120	43.2	-3.4	2.576e-11	2.288e-08
chr17	42077607	42077857	54	-3.3	2.211e-11	2.404e-08
chr1	226992619	226992869	72.5	-3.6	1.771e-11	2.479e-08
chr19	55670332	55670582	98.8	-2.8	1.889e-11	2.638e-08
chr6	37428033	37428283	138.9	-3.4	4.471e-12	2.793e-08
chr3	47446573	47446823	39.2	-2.5	3.588e-11	2.868e-08
chr2	121832672	121832922	29.8	-2.7	3.613e-11	2.962e-08
chr9	132875106	132875356	112.7	-3.3	4.878e-12	2.962e-08
chr19	15746280	15746530	10.9	3.5	3.992e-11	2.962e-08
chr11	10921140	10921390	60.3	-2.1	3.531e-11	3.009e-08
chr1	229690941	229691191	137.1	-3.3	5.253e-12	3.078e-08
chr5	154220399	154220649	52.2	-3	2.642e-11	3.078e-08
chr12	122227848	122228098	16.1	2.5	5.121e-11	3.147e-08
chr4	86396246	86396496	9.9	3.5	4.280e-11	3.154e-08
chr14	91475952	91476202	7.1	4	4.359e-11	3.236e-08
chr1	204953674	204953924	119.1	-3.3	5.725e-12	3.268e-08
chr8	42342164	42342414	171.9	-3.6	5.653e-12	3.268e-08
chr6	53174335	53174585	41.1	-3	4.052e-11	3.269e-08
chr6	39155336	39155586	51.3	-3.5	3.095e-11	3.439e-08
chr3	128775731	128775981	143.1	-3.6	6.242e-12	3.485e-08
chr5	95048136	95048386	66.4	-3.3	4.528e-11	3.582e-08
chr3	9821597	9821847	14.3	3.8	6.024e-11	3.623e-08
chr4	11482426	11482676	10.9	3.6	4.532e-11	3.623e-08
chr5	169733465	169733715	101.8	-2.8	1.264e-11	3.623e-08
chr4	129392848	129393098	77.4	-2.5	3.272e-11	3.887e-08
chr9	37922410	37922660	79.2	-4	2.942e-11	3.887e-08
chr10	13747826	13748076	141.5	-3.9	7.414e-12	3.887e-08
chr12	7176232	7176482	34.3	-3.5	5.307e-11	3.887e-08
chr15	74902787	74903037	382.2	-2.5	7.415e-12	3.887e-08
chr19	33119446	33119696	252.2	-2.8	7.469e-12	3.887e-08
chr1	45478330	45478580	135.5	-2.6	7.931e-12	4.085e-08
chr3	185935715	185935965	35	-3.9	6.033e-11	4.085e-08
chr10	85916572	85916822	11.1	3.2	6.259e-11	4.085e-08
chr2	170696729	170696979	61.1	-3	4.039e-11	4.085e-08
chr18	43733267	43733517	66.8	-3.7	5.659e-11	4.103e-08
chr5	118395619	118395869	24.3	-2.9	7.831e-11	4.169e-08
chr19	15832113	15832363	6.7	4.6	6.649e-11	4.169e-08
chr5	131793111	131793361	22.4	2.6	8.335e-11	4.411e-08
chr8	134258146	134258396	15.8	3.4	8.914e-11	4.650e-08
chr6	5457381	5457631	56.4	-3.4	6.564e-11	4.696e-08
chr7	1502379	1502629	209.4	-2.7	9.635e-12	4.696e-08
chr9	91538608	91538858	13.9	4.1	8.711e-11	4.696e-08
chr22	47199005	47199255	46.3	-3	5.635e-11	4.700e-08
chr13	31287360	31287610	13.4	3.3	8.361e-11	4.704e-08
chr11	125983537	125983787	67.5	-3.7	5.085e-11	4.826e-08
chr5	133238265	133238515	106.3	-3.6	1.928e-11	4.841e-08
chr2	43952289	43952539	25	-3.5	9.465e-11	5.048e-08
chr1	70005840	70006090	56	-3.5	7.333e-11	5.064e-08
chr6	10726977	10727227	82	-2.8	4.998e-11	5.177e-08
chr11	75246187	75246437	122	-3	1.104e-11	5.177e-08
chr4	185734494	185734744	9.9	3.1	8.838e-11	5.204e-08
chr2	228683357	228683607	8	4.1	8.626e-11	5.215e-08
chr7	6433008	6433258	113.7	-2.1	1.152e-11	5.282e-08
chr1	76211071	76211321	13.2	3.5	9.828e-11	5.300e-08
chr14	69480789	69481039	13.7	2.8	1.119e-10	5.374e-08
chr1	41099709	41099959	63.8	-3.5	7.714e-11	5.420e-08
chr1	182205427	182205677	131.7	-3.4	1.230e-11	5.498e-08
chr3	195603572	195603822	99.8	-2.7	5.597e-11	5.498e-08
chr4	57937569	57937819	11.2	3	1.034e-10	5.498e-08
chr17	31187222	31187472	44.5	-2.9	8.876e-11	5.498e-08
chr6	152413154	152413404	105.4	-4.3	2.504e-11	5.801e-08
chr12	57533659	57533909	11.6	3	1.105e-10	5.939e-08
chr19	45414422	45414672	90.1	-2.7	5.499e-11	5.939e-08
chr16	15766703	15766953	10.8	2.9	1.087e-10	5.978e-08
chr1	65946736	65946986	57.5	-3.6	9.047e-11	6.025e-08
chr5	177554473	177554723	80.1	-2.4	2.681e-11	6.025e-08
chr6	10750025	10750275	59.2	-3.5	6.270e-11	6.025e-08
chr1	161481013	161481263	69.5	-3.7	9.844e-11	6.090e-08
chr10	104522927	104523177	38.4	-3.2	1.122e-10	6.090e-08
chr17	76438756	76439006	13.3	3.4	1.196e-10	6.090e-08
chr17	80696164	80696414	52.6	-2.5	7.477e-11	6.191e-08
chr6	44097831	44098081	130.9	-2.2	1.517e-11	6.202e-08
chr10	61787915	61788165	25	-4.4	1.232e-10	6.202e-08
chr17	26854405	26854655	68.1	-3.6	6.717e-11	6.202e-08
chr3	45615640	45615890	32.9	-3	1.409e-10	6.248e-08
chr9	19385879	19386129	49.2	-4	7.730e-11	6.248e-08
chr20	34102415	34102665	60.9	-3.9	6.996e-11	6.341e-08
chr9	4852446	4852696	129.6	-3.2	1.577e-11	6.398e-08
chr6	37077688	37077938	143.3	-4.4	1.598e-11	6.455e-08
chr1	165615238	165615488	149.5	-2.8	1.622e-11	6.565e-08
chr9	123529027	123529277	31.4	-2.8	1.295e-10	6.651e-08
chr7	72176043	72176293	27.4	-3.3	1.580e-10	7.023e-08
chr16	22293651	22293901	47.3	-3.4	1.288e-10	7.023e-08
chr17	56570081	56570331	163.6	-3.8	1.774e-11	7.023e-08
chr9	139514207	139514457	13.9	2.7	1.672e-10	7.224e-08
chr3	49686042	49686292	29.9	-3.2	1.790e-10	7.458e-08
chr1	156124159	156124409	15.7	2.4	1.843e-10	7.518e-08
chr4	68417977	68418227	27	-3.2	1.766e-10	7.530e-08
chr12	51783255	51783505	78.6	-3.3	8.821e-11	7.530e-08
chr22	44442454	44442704	152.1	-2.8	1.932e-11	7.530e-08
chr1	65783623	65783873	116.4	-3.5	2.050e-11	7.754e-08
chr2	27664184	27664434	114.5	-3.5	2.050e-11	7.754e-08
chr4	16240093	16240343	11.6	2.8	1.715e-10	7.754e-08
chr7	36323366	36323616	20	2.8	2.142e-10	8.015e-08
chr10	73506951	73507201	86.1	-2.8	8.774e-11	8.096e-08
chr11	73727415	73727665	69	-3.6	1.098e-10	8.096e-08
chr2	102857227	102857477	14.1	2.7	2.166e-10	8.390e-08
chr3	133570380	133570630	140.8	-3.2	2.272e-11	8.390e-08
chr19	45428754	45429004	10.6	3.3	1.796e-10	8.390e-08
chr17	10018478	10018728	9.4	3.5	1.649e-10	8.430e-08
chr8	76034389	76034639	8.9	3.8	1.576e-10	8.641e-08
chr17	34394022	34394272	8.6	3.7	1.660e-10	9.035e-08
chr8	123580167	123580417	28.9	-3.6	2.385e-10	9.201e-08
chr9	34150243	34150493	111.4	-3	1.150e-10	9.201e-08
chr7	142536317	142536567	101.9	-3.3	1.050e-10	9.308e-08
chr12	89556554	89556804	9.4	3.5	1.867e-10	9.308e-08
chr12	93709791	93710041	83.6	-3.8	5.133e-11	9.690e-08
chr1	39281621	39281871	38.7	-2.5	2.127e-10	9.725e-08
chr1	175379120	175379370	88	-3.5	1.241e-10	9.725e-08
chr22	40022252	40022502	213	-3.3	2.760e-11	9.725e-08
chr16	1870642	1870892	120.7	-2.7	2.789e-11	9.749e-08
chr2	86416572	86416822	82.4	-3.7	1.298e-10	1.004e-07
chr12	13149207	13149457	76.6	-3.2	1.178e-10	1.010e-07
chr17	7972427	7972677	11.4	2.8	2.368e-10	1.010e-07
chr9	136339382	136339632	11.7	2.9	2.555e-10	1.051e-07
chr16	8688180	8688430	49.5	-3.3	2.431e-10	1.085e-07
chr2	28731370	28731620	119.2	-3.1	3.196e-11	1.095e-07
chr16	46692903	46693153	8.9	3.6	2.170e-10	1.116e-07
chr10	98378949	98379199	180.7	-3.5	3.405e-11	1.143e-07
chr22	19920963	19921213	125.9	-3.8	3.549e-11	1.201e-07
chr1	86094894	86095144	39.5	-3	2.771e-10	1.207e-07
chr1	200100723	200100973	7.8	3.8	2.742e-10	1.207e-07
chr8	126346323	126346573	23.8	-3.3	2.379e-10	1.254e-07
chr12	127392581	127392831	133.8	-3.4	3.752e-11	1.259e-07
chr11	71659769	71660019	48.1	-2.5	1.962e-10	1.285e-07
chr14	37637984	37638234	88.2	-3.2	7.494e-11	1.301e-07
chr4	103932890	103933140	114.4	-3.6	4.090e-11	1.347e-07
chr4	84678307	84678557	138.4	-3.8	4.254e-11	1.385e-07
chr6	47388329	47388579	95.2	-3.3	1.712e-10	1.385e-07
chr10	97424302	97424552	107.8	-3.3	1.734e-10	1.388e-07
chr21	48026066	48026316	15.4	2.6	4.082e-10	1.388e-07
chr7	146645845	146646095	8.1	4.5	2.878e-10	1.394e-07
chr17	17336606	17336856	7.9	3.7	3.244e-10	1.410e-07
chr1	118153806	118154056	126.6	-3.5	4.730e-11	1.471e-07
chr4	149194909	149195159	73.1	-3.2	3.272e-10	1.471e-07
chr8	125928665	125928915	125.7	-4.2	4.584e-11	1.471e-07
chr8	143112314	143112564	9.8	3.6	4.031e-10	1.471e-07
chr13	42038103	42038353	138	-3.1	4.633e-11	1.471e-07
chr14	93035112	93035362	44.3	-2.5	2.683e-10	1.471e-07
chr5	40802153	40802403	45.6	-3.1	3.434e-10	1.489e-07
chr1	94224574	94224824	10.6	3.3	3.328e-10	1.493e-07
chr4	1884607	1884857	49.6	-3.7	2.802e-10	1.493e-07
chr8	37870750	37871000	22.9	-3.3	4.569e-10	1.493e-07
chr10	121416323	121416573	58.2	-3.2	3.113e-10	1.493e-07
chr3	149364075	149364325	32.6	-3.1	3.576e-10	1.496e-07
chr1	29483484	29483734	45.1	-3.3	3.538e-10	1.501e-07
chr2	233949279	233949529	11	2.7	4.109e-10	1.516e-07
chr11	72893958	72894208	85.8	-2.7	2.330e-10	1.572e-07
chr7	68884394	68884644	38.9	-3.8	3.658e-10	1.580e-07
chr12	95494061	95494311	27.5	-3.3	4.745e-10	1.594e-07
chr16	70786386	70786636	104.8	-2.9	2.196e-10	1.634e-07
chr17	66342641	66342891	8.5	3.8	3.737e-10	1.683e-07
chr20	19491318	19491568	72.9	-3.2	3.647e-10	1.694e-07
chr11	2954662	2954912	20.4	2.2	3.928e-10	1.705e-07
chr15	69284132	69284382	115.6	-2.8	5.777e-11	1.718e-07
chr12	51235895	51236145	20.6	-4.3	5.488e-10	1.718e-07
chr3	132002338	132002588	8.3	3.4	4.281e-10	1.759e-07
chr7	129078743	129078993	87.7	-3.1	2.492e-10	1.809e-07
chr18	13309778	13310028	29.7	-3.3	5.920e-10	1.850e-07
chr11	47631252	47631502	87.5	-4.3	3.000e-10	1.941e-07
chr6	32099371	32099621	45.9	-3.2	4.767e-10	1.955e-07
chr11	105862658	105862908	36.3	-3.5	5.267e-10	1.955e-07
chr15	31656555	31656805	55.3	-3.7	4.748e-10	1.955e-07
chr18	59588901	59589151	7.1	3.7	3.719e-10	1.955e-07
chr1	25739821	25740071	86.6	-2.9	3.049e-10	1.957e-07
chr3	196698100	196698350	33.6	-4.5	5.096e-10	1.982e-07
chr2	226979849	226980099	5.9	5.3	4.022e-10	2.012e-07
chr6	134954193	134954443	9	3	4.949e-10	2.012e-07
chr7	7140127	7140377	206.5	-3.1	7.160e-11	2.012e-07
chr12	125117271	125117521	29.7	-3.2	5.526e-10	2.012e-07
chr17	76588570	76588820	12.2	3	6.043e-10	2.012e-07
chr3	39429116	39429366	108	-2.8	3.277e-10	2.055e-07
chr19	1872418	1872668	52.1	-2.4	3.759e-10	2.075e-07
chr17	40792275	40792525	59.4	-3	5.171e-10	2.105e-07
chr5	142196231	142196481	37	-3.2	5.510e-10	2.179e-07
chr9	99814155	99814405	23.5	-2.8	4.904e-10	2.204e-07
chr13	102265123	102265373	141.3	-3.6	8.094e-11	2.204e-07
chr21	40203500	40203750	17.7	2.3	7.640e-10	2.204e-07
chr15	89171483	89171733	134.9	-3.1	8.111e-11	2.226e-07
chr11	1771859	1772109	74.1	-2	5.283e-10	2.233e-07
chr11	66682600	66682850	198.8	-3.3	8.289e-11	2.233e-07
chr17	27192327	27192577	183.5	-2.6	8.157e-11	2.233e-07
chr1	154327021	154327271	59.9	-2.5	3.708e-10	2.233e-07
chr1	32292750	32293000	82	-3.1	3.548e-10	2.364e-07
chr12	121409719	121409969	15.3	2.3	7.801e-10	2.474e-07
chr7	6071910	6072160	71.2	-3.7	6.558e-10	2.504e-07
chr6	78051092	78051342	25.5	-3	5.864e-10	2.559e-07
chr19	4181153	4181403	52.7	-4.1	4.867e-10	2.561e-07
chr9	92003184	92003434	8.2	3.5	7.425e-10	2.568e-07
chr12	27170345	27170595	20.1	-3.5	9.752e-10	2.568e-07
chr19	14008141	14008391	68.5	-3.9	4.925e-10	2.568e-07
chr17	8772770	8773020	7.8	3.7	6.506e-10	2.569e-07
chr8	145538708	145538958	70	-2.3	4.418e-10	2.579e-07
chr1	156430355	156430605	47	-2.4	5.932e-10	2.663e-07
chr19	15404102	15404352	105.5	-2.7	1.930e-10	2.665e-07
chr16	31539044	31539294	99.3	-3.8	1.941e-10	2.674e-07
chr9	92116993	92117243	16.1	2.9	8.766e-10	2.679e-07
chr1	112050201	112050451	17.8	2.3	1.141e-09	2.723e-07
chr1	160979468	160979718	105.3	-3.3	4.302e-10	2.723e-07
chr7	77381438	77381688	11	2.7	9.889e-10	2.723e-07
chr7	139952679	139952929	23.8	3.2	6.749e-10	2.723e-07
chr17	42470733	42470983	88.9	-3.2	1.993e-10	2.723e-07
chr20	48838062	48838312	10.8	3.4	7.363e-10	2.723e-07
chr7	30936823	30937073	123.7	-2.9	1.065e-10	2.726e-07
chr2	153468368	153468618	8.8	3.6	7.240e-10	2.749e-07
chr16	2529541	2529791	91.2	-2.7	2.094e-10	2.799e-07
chr16	66780691	66780941	22	3	1.053e-09	2.857e-07
chr12	90647603	90647853	9.8	3.7	9.954e-10	2.871e-07
chr19	41833593	41833843	45.2	1.8	5.830e-10	2.880e-07
chr22	38044041	38044291	45.9	-3.2	8.383e-10	2.893e-07
chr1	94130113	94130363	48.2	-3.2	8.485e-10	2.919e-07
chr4	68026241	68026491	8	3.4	9.023e-10	2.925e-07
chr1	6732675	6732925	121.1	-3.3	1.213e-10	2.957e-07
chr14	51395093	51395343	9.5	3	7.948e-10	2.957e-07
chr9	130391181	130391431	95.5	-3	5.461e-10	2.975e-07
chr3	158461486	158461736	79.1	-3.1	5.044e-10	3.053e-07
chr19	10664721	10664971	15	2.8	1.139e-09	3.065e-07
chr1	224058362	224058612	99.5	-2.5	2.404e-10	3.078e-07
chr2	8755968	8756218	151.4	-3	1.283e-10	3.118e-07
chr14	21539538	21539788	13.5	2.6	1.071e-09	3.118e-07
chrX	55041455	55041705	156.5	-3.5	1.306e-10	3.121e-07
chr8	142104344	142104594	7.4	3.7	9.691e-10	3.148e-07
chr16	67567111	67567361	81.9	-2.2	2.487e-10	3.165e-07
chr7	127449492	127449742	85.3	-4.1	6.117e-10	3.273e-07
chr7	158532757	158533007	9.2	2.9	9.510e-10	3.273e-07
chr19	10727773	10728023	50.5	-3	1.059e-09	3.275e-07
chr1	66277749	66277999	6.7	3.7	1.018e-09	3.285e-07
chr20	32671015	32671265	106.3	-2.5	6.261e-10	3.318e-07
chr1	203280970	203281220	85.5	-2.5	5.770e-10	3.349e-07
chr2	59262045	59262295	37.2	-2.9	1.109e-09	3.349e-07
chr2	62404024	62404274	95.1	-3.2	6.410e-10	3.349e-07
chr2	30848682	30848932	30.7	-3.6	1.058e-09	3.370e-07
chr21	33939949	33940199	34.1	-3.5	1.359e-09	3.425e-07
chr9	136387596	136387846	34.8	-3.9	1.160e-09	3.512e-07
chr4	159968707	159968957	9.1	3.2	1.061e-09	3.544e-07
chr11	67180945	67181195	47.3	-2.9	1.073e-09	3.544e-07
chr16	46917871	46918121	45.5	1.8	1.210e-09	3.633e-07
chr1	112135602	112135852	44	-3.1	8.133e-10	3.703e-07
chr12	95856925	95857175	85.5	-5.1	6.555e-10	3.723e-07
chr1	207020929	207021179	29.3	-3.6	1.194e-09	3.723e-07
chr2	70237506	70237756	21.3	-3.4	1.147e-09	3.736e-07
chr7	80337545	80337795	8.5	3.8	1.105e-09	3.782e-07
chr17	19174397	19174647	102	-3.7	3.202e-10	3.859e-07
chr11	13789088	13789338	37.3	-2.9	1.294e-09	3.884e-07
chr20	35252811	35253061	24.3	-4	1.094e-09	3.906e-07
chr3	119357761	119358011	11.4	3.1	1.458e-09	3.975e-07
chr17	4152882	4153132	64.1	-3.1	1.249e-09	4.003e-07
chr3	52946999	52947249	69.2	-2.7	1.258e-09	4.013e-07
chr11	47347297	47347547	36.1	-2.4	1.258e-09	4.013e-07
chr3	53163464	53163714	103.2	-3.1	8.107e-10	4.050e-07
chr5	175322697	175322947	10.4	3.2	1.494e-09	4.097e-07
chr6	99464276	99464526	8.1	3.9	1.431e-09	4.156e-07
chr3	73193089	73193339	55.8	-3.6	1.285e-09	4.162e-07
chr1	186081492	186081742	62.1	-3.3	1.219e-09	4.172e-07
chr11	97834489	97834739	128	-3.3	1.877e-10	4.172e-07
chr14	31507841	31508091	38.5	-3	1.333e-09	4.173e-07
chr6	116527437	116527687	8.2	3.6	1.395e-09	4.263e-07
chr1	40405959	40406209	8.1	3.5	1.501e-09	4.293e-07
chr17	57715394	57715644	79	-3.8	3.715e-10	4.294e-07
chr11	5309375	5309625	159.7	-2.6	1.983e-10	4.351e-07
chr12	112195531	112195781	12.6	2.8	1.713e-09	4.363e-07
chr15	43513188	43513438	101.1	-3.4	9.220e-10	4.425e-07
chr4	51602	51852	24.5	2.6	1.304e-09	4.442e-07
chr10	69613288	69613538	147	-3.7	2.119e-10	4.551e-07
chr15	70559194	70559444	10.5	2.6	1.741e-09	4.608e-07
chr6	11323925	11324175	12.8	3.6	1.835e-09	4.616e-07
chr9	132891469	132891719	35.4	-2.3	1.682e-09	4.622e-07
chr16	585568	585818	43	-2.4	1.707e-09	4.687e-07
chr6	146917152	146917402	6.1	3.9	1.159e-09	4.709e-07
chr11	5297075	5297325	101.5	-2.7	8.961e-10	4.709e-07
chr11	46579365	46579615	34.4	-3.5	2.066e-09	4.718e-07
chr1	161053303	161053553	11.7	2.6	1.891e-09	4.727e-07
chr1	205225075	205225325	174.6	-2.4	2.293e-10	4.817e-07
