chr	start	end	baseMean	log2FoldChange	pvalue	padj
chr10	15493205	15493455	38.3	4.4	3.162e-19	3.774e-16
chr17	16282001	16282251	51.2	-2.3	3.140e-19	4.225e-16
chr1	65696833	65697083	34.5	3.5	4.676e-19	4.692e-16
chr1	153316345	153316595	53.6	3.7	5.802e-19	7.284e-16
chr6	32099371	32099621	45.9	2.6	5.535e-19	7.284e-16
chr9	100721245	100721495	47.1	-3.5	7.252e-19	8.782e-16
chr5	36704331	36704581	25.5	3.5	1.295e-18	1.172e-15
chr19	12606122	12606372	65.4	2	7.085e-19	1.211e-15
chr1	12508941	12509191	39.2	3.5	1.436e-18	1.395e-15
chr12	101006558	101006808	51.7	2.9	1.500e-18	1.682e-15
chr12	118802557	118802807	22	-4	2.833e-18	2.612e-15
chr8	37749338	37749588	68.8	2.5	1.764e-18	2.752e-15
chr20	42639043	42639293	35.4	3.4	3.553e-18	3.158e-15
chr19	12895421	12895671	76.5	2.4	1.805e-18	3.926e-15
chr2	127402908	127403158	87.3	2.1	2.082e-18	4.428e-15
chr17	42077607	42077857	54	3.2	5.007e-18	4.866e-15
chr13	46917831	46918081	37.6	3.7	5.680e-18	5.495e-15
chr15	79615350	79615600	34.4	3.7	8.129e-18	5.629e-15
chr3	73193089	73193339	55.8	3.8	1.513e-17	1.106e-14
chr4	153890038	153890288	21.3	-4.4	1.452e-17	1.131e-14
chr18	9117362	9117612	28.9	-3.5	1.411e-17	1.131e-14
chr8	37531144	37531394	47.5	3	1.284e-17	1.201e-14
chr10	45671313	45671563	33.9	3.7	2.232e-17	1.410e-14
chr1	209921125	209921375	93	-1.9	8.019e-18	1.468e-14
chr15	40189546	40189796	42.3	3	1.872e-17	1.566e-14
chr11	3899935	3900185	61.2	2.7	1.971e-17	1.596e-14
chr19	33160928	33161178	37	-3	2.017e-17	1.631e-14
chr12	122510495	122510745	26	-3.1	2.741e-17	1.706e-14
chrX	52089974	52090224	21.1	-3.6	2.777e-17	1.829e-14
chr9	88963431	88963681	47.1	-3.1	2.535e-17	1.925e-14
chr17	17207862	17208112	57.2	2.6	2.116e-17	2.156e-14
chr19	1872418	1872668	52.1	1.9	2.940e-17	2.165e-14
chr1	70005840	70006090	56	3.3	3.007e-17	2.303e-14
chr16	19492701	19492951	23.9	-3.3	4.274e-17	2.636e-14
chr1	61514610	61514860	45.5	2.5	3.582e-17	2.656e-14
chr11	16878814	16879064	42.3	2.8	4.324e-17	2.656e-14
chr18	52538581	52538831	22.4	3.3	4.495e-17	2.656e-14
chr1	160793142	160793392	98.5	2.1	2.196e-17	2.666e-14
chr1	226548133	226548383	78.4	3.3	2.237e-17	2.678e-14
chr3	40543564	40543814	73.4	3.1	3.033e-17	2.714e-14
chr4	37688872	37689122	50.9	3	4.401e-17	2.895e-14
chr1	41099709	41099959	63.8	3.8	5.648e-17	3.611e-14
chr20	641172	641422	49.7	-3.8	5.582e-17	3.797e-14
chr5	134528221	134528471	32.2	2.7	8.153e-17	3.872e-14
chr14	52329198	52329448	63.3	3.3	7.892e-17	3.872e-14
chr2	170696729	170696979	61.1	2.6	8.133e-17	3.940e-14
chr16	74545930	74546180	36	3.2	8.511e-17	4.389e-14
chr1	50728194	50728444	47	4.1	7.517e-17	4.523e-14
chr8	21998345	21998595	89.3	-2.2	4.372e-17	4.604e-14
chr17	40792275	40792525	59.4	2.8	6.132e-17	4.834e-14
chr19	2739083	2739333	46.4	2.9	8.205e-17	5.056e-14
chr5	140058695	140058945	59.9	3	8.777e-17	5.191e-14
chr17	75134080	75134330	30.9	-3	9.381e-17	5.191e-14
chr15	78540286	78540536	89.8	3.1	4.650e-17	5.611e-14
chr19	39373471	39373721	62.9	2.8	1.289e-16	5.614e-14
chr5	158821048	158821298	39	3	1.160e-16	5.686e-14
chr3	128278398	128278648	14.9	-3.9	7.652e-17	5.829e-14
chr2	157316297	157316547	22.2	-2.9	1.610e-16	7.372e-14
chr14	106326083	106326333	40.2	2.5	1.789e-16	8.034e-14
chr19	3516927	3517177	21	-3.3	2.064e-16	8.553e-14
chr15	69407007	69407257	53	3.5	1.919e-16	9.814e-14
chr3	48341574	48341824	35.7	3.1	2.488e-16	1.080e-13
chr6	43766608	43766858	54.2	-3.2	2.294e-16	1.167e-13
chr5	126113976	126114226	72.9	2	1.891e-16	1.273e-13
chr6	30687887	30688137	62.9	2.2	2.593e-16	1.273e-13
chr17	35989300	35989550	29.9	-4.3	2.863e-16	1.379e-13
chrX	53068492	53068742	24.6	3.1	3.703e-16	1.383e-13
chr18	43733267	43733517	66.8	2.6	2.117e-16	1.490e-13
chr17	74844789	74845039	42.4	2.7	3.893e-16	1.604e-13
chr4	129227143	129227393	31.5	3	4.294e-16	1.821e-13
chr7	149318903	149319153	33	-3.4	5.294e-16	1.872e-13
chr4	139592771	139593021	48.6	2.8	4.662e-16	2.131e-13
chr2	48373199	48373449	33.4	3.2	7.191e-16	2.489e-13
chr11	65701547	65701797	33.6	3.4	6.094e-16	2.489e-13
chr1	95581277	95581527	37.8	2.6	5.565e-16	2.519e-13
chr2	232100005	232100255	95.4	2.7	2.805e-16	2.618e-13
chr3	186740184	186740434	40.9	2.9	6.630e-16	2.618e-13
chr7	24903887	24904137	30.3	3.4	8.142e-16	2.618e-13
chr13	44972094	44972344	82.8	2.8	3.487e-16	2.698e-13
chr4	153877840	153878090	25.9	-2.9	8.436e-16	2.792e-13
chr4	55437479	55437729	66.6	2.7	4.866e-16	2.802e-13
chrX	102356587	102356837	39.5	3.7	8.257e-16	2.974e-13
chr2	28094639	28094889	86.7	3	4.302e-16	3.212e-13
chr13	51187534	51187784	90.3	2.9	3.713e-16	3.285e-13
chr6	86193640	86193890	50.3	3.1	7.877e-16	3.397e-13
chr8	128972501	128972751	91.1	2.2	4.702e-16	3.423e-13
chr3	20054919	20055169	38.9	2.8	8.750e-16	3.568e-13
chr17	34838436	34838686	39.1	2.5	1.044e-15	3.573e-13
chr19	38760762	38761012	41.9	3.1	1.026e-15	3.680e-13
chr1	11358859	11359109	78.9	2.5	5.455e-16	3.845e-13
chr4	153530680	153530930	40.1	3.4	1.146e-15	4.452e-13
chr9	117450724	117450974	30.3	2.8	1.159e-15	4.452e-13
chr22	32333424	32333674	38.7	2.8	1.141e-15	4.452e-13
chr1	205200208	205200458	17.8	-3.7	1.374e-15	4.456e-13
chr9	100719640	100719890	13	-3.6	1.007e-15	5.206e-13
chr6	145207898	145208148	40.7	3.3	1.549e-15	5.254e-13
chr14	94524756	94525006	17.8	-3.6	1.316e-15	5.622e-13
chr12	66254491	66254741	40	2.7	1.825e-15	5.761e-13
chr17	26854405	26854655	68.1	2.9	1.621e-15	5.921e-13
chr19	18125146	18125396	16.2	-3.2	1.594e-15	5.981e-13
chr7	101526232	101526482	19.4	-3.7	2.112e-15	6.095e-13
chr7	44120856	44121106	70.8	2.2	2.187e-15	6.233e-13
chr7	99160570	99160820	26	-3.8	2.278e-15	6.415e-13
chr5	95178971	95179221	48	-3	1.834e-15	6.511e-13
chr7	21985551	21985801	36	2.2	1.828e-15	6.511e-13
chr10	19024748	19024998	40.3	3.8	1.856e-15	6.540e-13
chr1	158125530	158125780	36.5	3.2	1.898e-15	6.641e-13
chr1	2517204	2517454	57.9	2.4	1.353e-15	6.836e-13
chr16	78654278	78654528	32.3	3	2.682e-15	6.963e-13
chr6	167125842	167126092	51.4	3.7	2.109e-15	7.118e-13
chr16	9085958	9086208	24.2	-3.9	2.779e-15	7.465e-13
chr19	57018986	57019236	56.6	3	1.887e-15	8.558e-13
chr1	93517615	93517865	28.8	3	3.475e-15	8.920e-13
chr17	80696544	80696794	55.2	2.6	2.687e-15	8.956e-13
chr15	31454220	31454470	63.7	3	2.742e-15	9.446e-13
chr17	80422965	80423215	27.7	-2.8	3.880e-15	9.980e-13
chr15	78029892	78030142	40.3	2.7	3.626e-15	1.185e-12
chr11	120770477	120770727	26.5	3.8	5.746e-15	1.459e-12
chr9	124044220	124044470	20.4	-2.8	5.506e-15	1.500e-12
chr4	153551494	153551744	31.3	4.7	5.376e-15	1.680e-12
chr10	105398745	105398995	45.5	2.8	5.073e-15	1.680e-12
chr1	160016369	160016619	74	2.7	5.233e-15	1.722e-12
chr22	33283323	33283573	48.9	2.7	5.876e-15	1.813e-12
chr4	48205874	48206124	58.7	2.9	3.999e-15	1.816e-12
chr2	29353220	29353470	17.7	-3	6.989e-15	1.824e-12
chr6	26240453	26240703	51.4	2.5	6.593e-15	2.033e-12
chr1	54573918	54574168	25.6	3.2	8.922e-15	2.040e-12
chr11	78377710	78377960	45	3.3	6.792e-15	2.040e-12
chr16	16214201	16214451	54.2	2.7	6.865e-15	2.040e-12
chr1	117222541	117222791	23.5	3.8	8.852e-15	2.103e-12
chr11	119508258	119508508	77.1	2.6	3.460e-15	2.185e-12
chr17	48922504	48922754	33.5	-3.5	7.594e-15	2.202e-12
chr11	114086659	114086909	68.9	2.9	5.159e-15	2.213e-12
chr15	82338433	82338683	75.4	2.4	3.560e-15	2.213e-12
chr21	31014345	31014595	41.8	2.7	8.916e-15	2.240e-12
chr9	79245863	79246113	33.6	3.1	1.078e-14	2.377e-12
chr20	32601484	32601734	28.1	3.3	1.054e-14	2.377e-12
chr1	224058362	224058612	99.5	2.5	4.902e-15	2.490e-12
chr4	87932844	87933094	23.8	-3	1.128e-14	2.539e-12
chr1	29298950	29299200	33	-3.9	1.207e-14	2.576e-12
chr10	88439223	88439473	55	2.6	9.627e-15	2.665e-12
chr11	118899703	118899953	31.4	2.2	1.046e-14	2.862e-12
chr3	142648778	142649028	26.3	3.7	1.485e-14	3.020e-12
chr20	44407671	44407921	22	-4.2	1.316e-14	3.116e-12
chr4	47738654	47738904	30.6	2.9	1.535e-14	3.233e-12
chr15	69802933	69803183	46.4	3.3	1.198e-14	3.233e-12
chr5	141487284	141487534	57	2.8	9.003e-15	3.294e-12
chr14	106311802	106312052	31.5	2	1.303e-14	3.447e-12
chr18	21412933	21413183	22.3	3.4	1.900e-14	4.045e-12
chr7	30966002	30966252	81.6	2.4	7.315e-15	4.143e-12
chr1	40223251	40223501	42.9	2.8	1.855e-14	4.169e-12
chr6	3433357	3433607	35.1	-2	1.862e-14	4.169e-12
chr10	127505166	127505416	35.9	3	1.964e-14	4.459e-12
chr1	213034120	213034370	49.1	2.7	1.709e-14	4.652e-12
chr6	27106924	27107174	29.7	2.7	2.330e-14	4.652e-12
chr6	33928744	33928994	45.4	2.7	1.825e-14	4.669e-12
chr17	26313913	26314163	37.9	3	2.262e-14	5.027e-12
chr10	63525397	63525647	58.8	3.1	1.460e-14	5.036e-12
chr13	37692274	37692524	25.4	3.8	2.763e-14	5.154e-12
chr17	37572529	37572779	29.3	2.8	2.310e-14	5.252e-12
chr16	3020117	3020367	41.9	1.9	2.549e-14	5.461e-12
chr19	12511976	12512226	43.1	2.1	2.142e-14	5.608e-12
chr14	64645591	64645841	23.3	-3.1	2.651e-14	5.610e-12
chr20	35724163	35724413	30.3	2.1	3.085e-14	5.610e-12
chr5	32285737	32285987	36.8	2.9	3.037e-14	6.470e-12
chr6	43839086	43839336	21.4	2.9	3.071e-14	6.470e-12
chr12	57271864	57272114	100.8	2.9	1.259e-14	6.653e-12
chr20	5761572	5761822	23.4	-2.6	3.304e-14	6.819e-12
chr11	60941833	60942083	24.1	2.5	3.429e-14	7.084e-12
chr4	87958425	87958675	18.2	-3.4	2.607e-14	7.154e-12
chr2	58916039	58916289	24.7	2.9	3.965e-14	7.296e-12
chr3	46667326	46667576	10.5	-3.4	2.207e-14	7.382e-12
chr12	4262778	4263028	39.4	2.6	3.698e-14	7.846e-12
chr12	53191006	53191256	94.8	2	1.868e-14	7.846e-12
chr11	19263076	19263326	45.9	2	3.237e-14	7.910e-12
chr17	74351005	74351255	72.4	2	2.305e-14	7.910e-12
chr8	21721081	21721331	42.4	2.9	4.015e-14	7.927e-12
chr6	13335204	13335454	42.8	2.3	4.534e-14	8.935e-12
chr3	71377137	71377387	16.6	-5.3	3.747e-14	9.301e-12
chr7	103636572	103636822	30	3.4	4.168e-14	9.376e-12
chr1	39381201	39381451	59.9	3	5.323e-14	9.593e-12
chr22	30817695	30817945	35.1	2.1	4.974e-14	9.593e-12
chr10	70030911	70031161	24.5	3.6	5.096e-14	9.789e-12
chr9	130646808	130647058	84.3	2.3	2.528e-14	1.013e-11
chr2	128786308	128786558	28.8	2.4	5.377e-14	1.030e-11
chr5	85822667	85822917	70.9	3.2	3.222e-14	1.051e-11
chr5	173269084	173269334	19.9	-2.7	5.682e-14	1.078e-11
chrX	106821248	106821498	27.9	3.1	5.894e-14	1.114e-11
chr8	71042857	71043107	21.9	-4.1	6.191e-14	1.152e-11
chr6	26250724	26250974	38	2.3	6.444e-14	1.198e-11
chr11	76737392	76737642	29.5	3.4	7.323e-14	1.208e-11
chr11	13789088	13789338	37.3	2.7	6.470e-14	1.215e-11
chr6	112164877	112165127	48.3	2.3	5.395e-14	1.243e-11
chr10	9867406	9867656	35.7	3.3	5.743e-14	1.243e-11
chr17	64459151	64459401	24	-2.3	7.333e-14	1.247e-11
chr8	21828654	21828904	25.2	-2.1	8.030e-14	1.252e-11
chr22	31981216	31981466	36.5	2.5	6.907e-14	1.252e-11
chr7	5468490	5468740	32.6	2.5	8.421e-14	1.307e-11
chr3	47340006	47340256	50.5	3.3	5.869e-14	1.315e-11
chr10	45980458	45980708	16.3	-3.7	7.416e-14	1.315e-11
chr1	36235069	36235319	59.1	2	4.740e-14	1.336e-11
chr2	8365078	8365328	28.7	-2.7	9.555e-14	1.458e-11
chr12	47666231	47666481	55	2.8	6.788e-14	1.500e-11
chr8	21787319	21787569	14.2	-3.6	5.512e-14	1.544e-11
chr22	44442454	44442704	152.1	2.4	3.419e-14	1.592e-11
chr1	116958406	116958656	52.9	2.5	7.310e-14	1.595e-11
chr9	34158425	34158675	36	-2	9.138e-14	1.610e-11
chr19	10727773	10728023	50.5	3.4	8.046e-14	1.640e-11
chr19	21775808	21776058	30.1	-2.1	1.106e-13	1.718e-11
chr22	37538006	37538256	30.4	2.7	1.181e-13	1.798e-11
chr1	54598265	54598515	55	3.2	8.655e-14	1.813e-11
chr12	281012	281262	44.8	2.7	9.107e-14	1.826e-11
chr17	20770822	20771072	24.5	3.5	1.090e-13	1.851e-11
chr16	71524320	71524570	17.9	-3.6	8.390e-14	1.894e-11
chr4	4541268	4541518	14	-3.6	9.705e-14	1.960e-11
chr1	201476176	201476426	47.3	1.9	1.003e-13	1.980e-11
chr10	127591739	127591989	21.4	-3.8	1.262e-13	2.096e-11
chr15	89769946	89770196	31	3.1	1.447e-13	2.132e-11
chr2	191136534	191136784	27.6	2.8	1.418e-13	2.162e-11
chr16	25783145	25783395	19.8	3.3	1.327e-13	2.178e-11
chr10	120850578	120850828	60.8	3	1.434e-13	2.180e-11
chr8	93107553	93107803	36.2	3.2	1.363e-13	2.209e-11
chr13	32889937	32890187	36	2.2	1.149e-13	2.209e-11
chr20	52523623	52523873	15.5	-2.8	1.096e-13	2.247e-11
chr11	85859445	85859695	35.1	2.1	1.194e-13	2.265e-11
chr12	120977177	120977427	24.1	-2.8	1.416e-13	2.265e-11
chr1	10106089	10106339	37.5	-2.2	1.514e-13	2.424e-11
chr9	32943193	32943443	62.8	2.7	1.245e-13	2.438e-11
chr12	7134236	7134486	20.1	2.9	1.711e-13	2.531e-11
chr17	75117970	75118220	20.8	-3	1.586e-13	2.531e-11
chr4	164101364	164101614	22.9	3.4	1.743e-13	2.553e-11
chr11	71706780	71707030	93.7	2.3	6.504e-14	2.553e-11
chr7	29149070	29149320	36.5	2.3	1.679e-13	2.767e-11
chr8	27838609	27838859	25.6	3.3	1.767e-13	2.767e-11
chr2	119933171	119933421	30.9	2.7	1.749e-13	2.867e-11
chr3	195638815	195639065	38.4	-1.7	1.896e-13	2.981e-11
chr16	80451819	80452069	30.1	3.7	1.904e-13	3.100e-11
chr10	16807556	16807806	21.3	3.5	2.083e-13	3.227e-11
chr8	40576164	40576414	18.7	3.1	2.168e-13	3.296e-11
chr22	22108975	22109225	70.7	2.2	1.323e-13	3.466e-11
chr10	104748778	104749028	47.1	2.2	1.939e-13	3.618e-11
chr7	129588758	129589008	42	-1.8	2.417e-13	3.658e-11
chr2	9067794	9068044	63	2.6	2.734e-13	3.826e-11
chr22	40718260	40718510	24.6	2.7	2.602e-13	3.885e-11
chr6	28869729	28869979	40.8	2.2	2.608e-13	3.893e-11
chr2	232572936	232573186	120.1	1.9	8.462e-14	4.013e-11
chr4	10327779	10328029	40.6	3.6	2.562e-13	4.022e-11
chr12	38842865	38843115	23	3.4	2.789e-13	4.122e-11
chr10	114851699	114851949	34.2	3.2	2.828e-13	4.408e-11
chr5	53621550	53621800	54.7	2.3	2.751e-13	4.971e-11
chr11	71659769	71660019	48.1	2.2	2.768e-13	4.984e-11
chr1	237077051	237077301	39.9	3	3.391e-13	5.015e-11
chr2	15394166	15394416	68.9	4.1	2.799e-13	5.015e-11
chr6	134022771	134023021	37.5	2.8	3.490e-13	5.335e-11
chr8	8610629	8610879	41.5	-2.4	3.496e-13	5.335e-11
chr14	88491018	88491268	38	2.6	3.722e-13	5.362e-11
chr3	72323779	72324029	20	-3.4	4.044e-13	5.750e-11
chr10	104359525	104359775	41.1	2.3	3.403e-13	5.750e-11
chr1	100234125	100234375	26.7	2.9	4.492e-13	5.915e-11
chr10	97273922	97274172	15.2	-3.7	3.680e-13	6.294e-11
chr11	65255077	65255327	41.5	-2.7	4.493e-13	6.345e-11
chr4	129392848	129393098	77.4	2	1.833e-13	6.454e-11
chr15	68895613	68895863	37.5	2.5	4.633e-13	6.498e-11
chr4	4498336	4498586	16	-3.5	3.152e-13	6.537e-11
chr4	158622629	158622879	17.8	3.3	3.886e-13	6.537e-11
chr13	34401324	34401574	37	-2.9	4.731e-13	6.956e-11
chr20	61062572	61062822	43.9	2.4	4.405e-13	7.220e-11
chr5	121448951	121449201	39.7	2.2	5.361e-13	7.395e-11
chr3	195908752	195909002	41.1	2.5	5.502e-13	7.704e-11
chr11	120906630	120906880	23.7	-2.1	5.644e-13	7.704e-11
chr1	236670678	236670928	30.1	3.6	5.357e-13	7.748e-11
chr3	20106802	20107052	75.3	2.2	3.704e-13	7.989e-11
chr14	21179849	21180099	32.6	3.3	6.482e-13	7.989e-11
chr11	73691719	73691969	64.7	2.2	6.408e-13	8.063e-11
chr8	21715960	21716210	76	2.6	2.894e-13	8.186e-11
chr18	32914231	32914481	23.6	-2.6	6.171e-13	8.299e-11
chr5	79480228	79480478	16.5	-3.2	5.137e-13	8.306e-11
chr17	36616600	36616850	88.9	2.3	2.985e-13	8.361e-11
chr16	88754596	88754846	41.7	2	6.292e-13	8.398e-11
chr2	217801701	217801951	50.1	2.6	5.431e-13	8.404e-11
chr9	135674575	135674825	70	2.6	6.921e-13	8.510e-11
chr16	75599011	75599261	21.4	-2.7	6.903e-13	8.510e-11
chr5	68596421	68596671	34.8	2.1	6.616e-13	8.694e-11
chr14	97383754	97384004	37.9	3	6.723e-13	8.807e-11
chr8	8822071	8822321	26.6	2.6	7.289e-13	8.815e-11
chr1	21857780	21858030	36.3	2.3	7.144e-13	9.300e-11
chr7	141362966	141363216	14.5	-3.9	6.003e-13	9.405e-11
chr2	70026256	70026506	69.6	3.2	6.259e-13	9.445e-11
chr2	149208653	149208903	25	3.3	8.796e-13	9.776e-11
chr8	129026687	129026937	40.2	2.6	7.449e-13	9.776e-11
chr11	65236382	65236632	30.2	-2.4	8.456e-13	9.816e-11
chr9	119082612	119082862	86.9	2.9	3.074e-13	9.828e-11
chr12	49626908	49627158	54.5	2.8	6.845e-13	1.014e-10
chr13	27758409	27758659	13.4	-4	5.092e-13	1.035e-10
chr1	44197870	44198120	57.9	2.4	7.096e-13	1.045e-10
chr6	41288327	41288577	30.5	-2.2	9.290e-13	1.045e-10
chr1	54874012	54874262	21.9	-2.7	8.348e-13	1.063e-10
chr10	65248614	65248864	23.9	-3.4	8.545e-13	1.076e-10
chr22	43119008	43119258	34.1	3.9	8.112e-13	1.076e-10
chr3	196359244	196359494	116.4	2.1	1.927e-13	1.152e-10
chr19	12900690	12900940	164.2	1.6	3.478e-13	1.152e-10
chrX	40846716	40846966	20.7	3.1	9.232e-13	1.152e-10
chr18	21033724	21033974	33.8	-2.3	8.153e-13	1.161e-10
chr20	1192759	1193009	34.3	2.9	1.087e-12	1.161e-10
chr22	33277272	33277522	142.5	2	1.964e-13	1.161e-10
chr21	33553816	33554066	65.6	3	1.029e-12	1.173e-10
chr1	23445747	23445997	36.3	-2	8.156e-13	1.180e-10
chr19	10305537	10305787	75.2	1.9	6.258e-13	1.212e-10
chr19	14201792	14202042	42.4	2.1	8.441e-13	1.214e-10
chr6	27113807	27114057	32.8	2.2	1.207e-12	1.303e-10
chr7	150657473	150657723	67.4	2.3	6.424e-13	1.336e-10
chr1	24829253	24829503	37.6	2.3	1.162e-12	1.403e-10
chr9	14927096	14927346	38.1	4	1.153e-12	1.410e-10
chr3	139394294	139394544	24	2.9	1.181e-12	1.426e-10
chr17	46533228	46533478	29.8	2.2	1.128e-12	1.426e-10
chr2	7034042	7034292	74.6	2.2	7.870e-13	1.489e-10
chr6	164281836	164282086	20.7	3.2	1.276e-12	1.508e-10
chr1	201987642	201987892	23.4	-2.1	1.311e-12	1.562e-10
chr11	71749551	71749801	27	-2.5	1.671e-12	1.704e-10
chr9	131648992	131649242	23.6	-2.3	1.453e-12	1.711e-10
chr18	54718830	54719080	34.6	2.6	1.392e-12	1.730e-10
chr2	74757635	74757885	119.3	1.7	4.538e-13	1.737e-10
chr12	30915993	30916243	34.2	2.6	1.450e-12	1.792e-10
chr12	68764032	68764282	18.5	2.6	1.556e-12	1.804e-10
chr14	105132118	105132368	21.1	-2.2	1.567e-12	1.831e-10
chr1	27098238	27098488	53.5	-2.5	1.391e-12	1.872e-10
chr2	219181372	219181622	35.8	-3	1.635e-12	1.892e-10
chr22	38044041	38044291	45.9	2.3	1.329e-12	1.923e-10
chr3	20064447	20064697	62.8	2.1	1.812e-12	1.929e-10
chr22	32869738	32869988	39.8	-2.5	1.590e-12	1.929e-10
chr2	209436513	209436763	40	3.1	1.432e-12	1.936e-10
chr1	24156662	24156912	24.6	3.4	1.709e-12	1.959e-10
chr4	38531437	38531687	21.5	-2.7	1.728e-12	1.963e-10
chr17	18754533	18754783	23.6	-3.1	1.966e-12	2.081e-10
chr3	151603309	151603559	24.1	2.6	1.874e-12	2.130e-10
chr5	176075636	176075886	60.1	1.9	1.638e-12	2.151e-10
chr9	140022250	140022500	20.7	3.1	1.944e-12	2.175e-10
chr1	111726333	111726583	11.1	-3.7	1.173e-12	2.208e-10
chr11	132997700	132997950	51.7	2.6	1.667e-12	2.208e-10
chr6	113747630	113747880	24.3	3.1	1.985e-12	2.226e-10
chr1	26259987	26260237	24.3	3.6	2.152e-12	2.230e-10
chr19	56832707	56832957	37.8	2.4	1.700e-12	2.230e-10
chr11	121128061	121128311	54.5	2.7	1.789e-12	2.341e-10
chr1	169278473	169278723	27.9	3.1	2.504e-12	2.379e-10
chr5	118666116	118666366	104.4	2.3	8.636e-13	2.379e-10
chr1	86094894	86095144	39.5	2.3	1.901e-12	2.468e-10
chr2	86264546	86264796	48	-2.6	1.899e-12	2.558e-10
chr4	56608899	56609149	27.9	-2.7	2.516e-12	2.764e-10
chr14	91186739	91186989	48.8	2.7	2.068e-12	2.828e-10
chr7	16308639	16308889	46.7	2.7	2.242e-12	2.828e-10
chr4	174256288	174256538	45	1.9	2.082e-12	2.833e-10
chr1	63155999	63156249	48.6	2.7	2.291e-12	2.874e-10
chr3	152682680	152682930	15.9	-3	2.256e-12	2.932e-10
chr12	4324528	4324778	40.1	2.5	2.742e-12	2.953e-10
chr13	21569685	21569935	43.6	2.2	2.388e-12	2.973e-10
chr15	73861735	73861985	26.3	2.6	3.096e-12	2.995e-10
chr9	4833193	4833443	29.9	-2.9	3.147e-12	3.036e-10
chr1	234835997	234836247	41.3	-2.6	2.813e-12	3.046e-10
chr1	29483484	29483734	45.1	2.6	2.350e-12	3.062e-10
chr17	3868507	3868757	46.1	2.7	2.351e-12	3.062e-10
chr16	3199818	3200068	40.8	2.2	2.867e-12	3.081e-10
chr15	43386888	43387138	21.9	2.7	2.916e-12	3.102e-10
chr4	39794208	39794458	21.8	3.1	3.006e-12	3.185e-10
chr9	133411397	133411647	40.7	2.2	3.043e-12	3.185e-10
chr1	88252621	88252871	26.5	3.4	3.394e-12	3.209e-10
chr6	27841106	27841356	32.9	2	3.628e-12	3.258e-10
chr18	40632716	40632966	13.5	3.6	1.957e-12	3.258e-10
chr20	49990580	49990830	35.9	2.6	3.159e-12	3.283e-10
chr5	154220399	154220649	52.2	1.8	2.557e-12	3.324e-10
chr22	32022657	32022907	81.6	2.5	1.540e-12	3.333e-10
chr7	132174597	132174847	56.5	3.3	3.530e-12	3.378e-10
chr2	16931496	16931746	25.5	2.6	3.289e-12	3.400e-10
chr9	4862878	4863128	35	2.8	3.344e-12	3.423e-10
chr15	90652667	90652917	22.5	3.9	3.592e-12	3.429e-10
chr1	160018980	160019230	24.9	2.1	3.652e-12	3.436e-10
chr20	62397336	62397586	29.2	2.9	3.787e-12	3.436e-10
chr17	35084905	35085155	27.9	2.9	3.790e-12	3.479e-10
chr9	135860258	135860508	79.6	1.8	1.484e-12	3.824e-10
chr17	47844395	47844645	31.9	2.3	4.269e-12	3.838e-10
